clade_name	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
k__Bacteria|p__Firmicutes|c__CFGB1394|o__OFGB1394|f__FGB1394|g__GGB3385|s__GGB3385_SGB4471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053|g__GGB9581|s__GGB9581_SGB14999	0.05298	0.00033	0.04829	0.01283	0.0	0.0	0.07025	0.02621	0.0	0.10848	0.0114	0.01975	0.00902	0.0	0.02532	0.00682	0.02441	0.01712	0.0	0.01034	0.00987	0.00091	0.00589	0.0	0.04372	0.0	0.02014	0.0	0.04363	0.00345	0.14185	0.04267	0.02576	0.0	0.07348	0.01014	0.02105	0.02221	0.00492	0.0	0.0	0.0	0.01491	0.0	0.00088	0.00238	0.0	0.0137	0.05619	0.01585	0.03346	0.03185	0.03885	0.0	0.02226	0.00064	0.18235	0.04323	0.0	0.0	0.01837	0.0	0.0	0.00041	0.01791	0.00222	0.0083	0.01597	0.04862	0.00598	0.0	0.17173	0.0069	0.00162	0.02135	0.03471	0.03929	0.01262	0.00087	0.06805	0.00026	0.02448	0.00196	0.0	0.0	0.00178	0.00517	0.0	0.0	0.04374	0.0	0.00096	0.0696	0.02186	0.02554	0.0	0.02298	0.0	0.0	0.06164	0.0	0.0	0.0	0.02674	0.02445	0.02687	0.02143	0.04958	0.0	0.17408
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_UBA1390	0.0	0.0	0.00324	0.0	0.0	0.0	0.01489	0.00158	0.0	0.00578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.04849	0.00397	0.0	0.0	0.0	0.0	0.0	0.02185	0.0	0.0104	0.0	0.00093	0.0	0.0	0.0	0.0	0.03582	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.01929	0.0	0.0	0.0	0.0	0.01233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01379	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.0	0.00044	0.00078	0.0	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An100	0.01641	0.0	0.0	0.0	0.0	0.0	0.00436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.00017	0.0	0.0	0.0	0.00237	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.00082	0.0	0.0	0.0	0.00344	0.0	0.0	0.00035	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02603	0.00042	0.0	0.0	0.0	0.00953	0.0	0.0	0.0	0.0	0.0	0.0	0.00237	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.0	0.00129	0.00396	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.0	0.01129	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Intestinibacillus|s__Intestinibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.00021	0.0	0.0	0.0	0.00377	0.0	0.0	0.0	0.0	0.0	0.00667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.0002	0.00106	0.0	0.0	0.0	0.0	0.0	0.0996	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sinensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB33516|s__GGB33516_SGB54347	0.00019	0.00074	0.00016	0.0	0.0	0.00449	0.00155	0.0	0.0	0.01246	0.0	0.01062	0.02029	0.0	0.00952	0.00232	0.00065	0.0	0.01977	0.00643	0.00301	0.00668	0.0	0.0	0.00127	0.00278	0.0	0.00077	0.00047	0.0	0.0	0.01678	0.00145	0.00651	0.0	0.0	0.0	0.01009	8e-05	0.00579	0.0	0.0027	0.00242	0.0	0.0035	0.00035	0.01244	0.0	0.0	0.00013	0.01384	0.0	0.0058	0.0	0.0	0.0269	0.00196	0.00215	0.00261	0.00106	0.00048	0.0	0.0086	0.00216	0.00321	0.0009	0.0	0.0	0.01077	0.00809	0.0	0.0	0.0	0.01798	0.0	0.00319	0.0	0.00285	0.0	0.0	0.0052	0.0	0.0	0.01718	0.00858	0.00267	0.0	0.0	0.0146	0.01248	0.00553	0.0	0.0	0.00165	0.00388	0.00624	0.0	0.0	0.03049	0.00585	0.0043	0.00335	0.00147	0.00234	0.0	0.00048	0.00198	0.00464	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	0.00143	0.00487	0.0	0.0	0.00248	0.00214	0.00336	0.0	0.0	0.00187	0.00378	0.0	0.0	0.0	0.00582	0.00133	0.00109	0.00288	0.00529	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.00049	0.0	0.0	0.0	0.00094	0.00138	0.00251	0.0	0.0	0.01869	0.0	0.0	0.0	0.0	0.00205	0.00404	0.0	0.0	0.0017	0.03093	0.00153	0.0	0.00052	0.0	0.00247	0.0	0.00379	0.00119	0.0	0.00772	0.0	0.02058	0.00416	0.0	0.00051	0.0	0.0	0.01634	0.0	0.0	0.00206	0.0	0.0	0.0	0.02094	0.00047	0.0	0.0	0.00053	0.00374	0.00097	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.00034	0.00094	0.0	0.0	0.0	0.00646	0.0	0.0	0.0	0.0	0.00164
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.00084	0.00209	0.0	0.0	0.0	0.0	0.0	0.00212	0.0	0.00056	0.00057	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.00106	0.00032	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.00924	0.0005	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	0.01458	0.00048	0.00468	0.02141	0.00485	0.00375	0.01968	0.00555	0.17886	0.01004	0.0	0.03038	0.01951	0.01354	0.00583	0.01667	0.02387	0.00733	0.01184	0.00342	0.0021	0.0	0.00074	0.01422	0.00148	0.0	0.0	0.0	0.01301	0.0357	0.08153	0.0074	0.01112	0.02092	0.0117	0.0	0.03292	0.00464	0.0	0.05177	0.00441	0.00382	0.00046	0.0	0.00919	0.0	0.00024	0.01542	0.01906	0.00017	0.00888	0.03155	0.00508	0.0	0.0262	0.0	0.01195	0.00249	0.00038	0.00025	0.01023	0.0	0.0	0.00287	0.00651	0.0	0.01694	0.00796	0.00849	0.0083	0.00586	0.08132	0.00485	0.00242	0.01328	0.0005	0.02645	0.0	0.06638	0.0334	0.02643	0.03502	0.0	0.0	0.0	0.01162	0.00037	0.00149	0.04466	0.00014	0.0	0.0083	0.03603	0.00179	0.0	0.00581	0.01983	0.0593	0.00382	0.00092	0.00824	0.0	0.0	0.00096	0.0	0.00691	0.0097	0.0123	0.00835	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_rimae	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Fenollaria|s__Fenollaria_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	0.0	0.0	0.0	0.0	0.01658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.0	0.07065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244	0.00023	0.00023	0.00141	0.0	0.0	0.0	0.00071	0.01818	0.0	0.00206	0.0	0.0	0.0003	0.0	0.00104	0.00121	0.0	0.0	0.00013	0.0	0.00141	0.00095	0.0	0.0	0.00262	0.00302	0.0	0.00114	0.00016	0.00083	0.0	0.00511	0.0	0.0001	0.00314	0.00246	0.0	0.00093	0.00018	0.0	9e-05	0.00291	0.00224	0.0	0.00133	0.00043	0.00177	0.00046	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102	0.0008	0.00097	0.00327	0.0	0.00572	0.0	0.0	0.0	0.0	0.00076	0.00012	0.0005	0.0	0.00378	0.03149	0.0	0.0	0.0	0.00039	0.00283	0.00122	0.00046	0.00044	0.0	0.0017	0.0	0.0	0.0002	0.00122	0.00917	0.00197	0.00247	0.00086	0.0	0.00113	0.00096	0.00011	0.0001	0.00217	0.00333	0.0	0.00084	0.00156	0.00062	0.0021	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium_coli	0.0	0.01261	0.01119	0.00585	0.00347	0.0	0.00944	0.01003	0.00076	0.01829	0.00394	0.00897	0.00308	0.0162	0.03456	0.01238	0.0	0.00144	0.00295	0.00267	0.00249	0.00909	0.00522	0.00598	0.02656	0.01072	0.04035	0.01125	0.00405	0.0	0.0	0.01957	0.02937	0.0197	0.00761	0.01434	0.0	0.00375	0.00544	0.00667	0.00556	0.0	0.00738	0.0	0.0	0.00288	0.00717	0.00061	0.00847	0.0	0.04052	0.00321	0.0	0.0	0.0147	0.00986	0.0	0.0	0.0	0.00511	0.007	0.00617	0.00071	0.0049	0.00526	0.01439	0.01913	0.0	0.02948	0.0069	0.01607	0.0107	0.08411	0.0	0.00138	0.0026	0.0	0.00174	0.00426	0.00874	0.0	0.00931	0.0	0.02264	0.01861	0.00281	0.00465	0.0	0.02094	0.0	0.00342	0.01523	0.08264	0.00789	0.01084	0.12722	0.00754	0.0	0.01378	0.00527	0.013	0.00111	0.0001	0.01661	0.0	0.00083	0.00585	0.0	0.00693	0.01744
k__Bacteria|p__Actinobacteria|c__CFGB9370|o__OFGB9370|f__FGB9370|g__GGB51959|s__GGB51959_SGB72479	0.00301	0.00075	0.0	0.00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617	0.0	0.00014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01229	0.00455	0.0	0.0	0.0	0.0	0.0099	0.0	0.00729	0.0	0.0088	0.05257	0.0	0.00121	0.00223	0.0	0.00011	0.02095	0.0	0.0	0.0	0.00177	0.00136	0.0	0.0046	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.00142	0.00039	0.0	0.0	0.0	0.0006	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00292	0.0	0.00152	0.00246	0.0	0.0	0.0	0.02172	0.0	0.0	0.00487	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	0.02255	0.3671	0.0	0.0	0.0	0.0	0.08329	0.00868	0.0	0.0	0.00671	0.26097	0.0	0.0	0.0	0.0	0.0	0.10422	0.05825	0.0	0.01896	0.13108	0.0	0.07987	0.0	0.0	0.0	0.37631	0.06182	0.06748	0.0	0.04253	0.01962	0.0	0.0	0.0	0.0	0.01105	0.05217	0.0	0.0	0.07683	0.0	0.0	0.0	0.00857	0.5666	0.0	0.0	0.0419	0.0	0.0	0.0	0.0	0.01205	0.00053	0.0	0.0	0.14893	0.1856	0.04285	0.0	0.23236	0.0	0.0	0.27451	0.0011	0.0	0.03929	0.0	0.0	0.0	0.0	0.0	0.42316	0.00572	0.22058	0.0	0.24041	0.0	0.24162	0.04699	0.0062	0.0	0.00038	0.0	0.0	0.0	0.1803	0.01989	0.0	0.0	0.22297	0.10409	0.05363	0.0	0.0	0.00588	0.0	0.0767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloruminococcus|s__Candidatus_Alloruminococcus_vanvlietii	0.00032	0.00125	0.0004	0.00069	0.0	0.00059	0.0	0.00037	0.0	0.00175	0.00147	0.00047	0.00018	0.0	0.00064	0.00043	0.00049	0.0	0.00019	0.00022	0.00093	0.00018	6e-05	0.0	0.00045	0.00052	0.0	0.00024	0.00179	0.0	0.0	0.00079	0.00064	0.00062	0.00141	0.0	0.0	0.00096	0.00046	0.0	0.0	0.00056	2e-05	0.0	0.00011	0.00068	0.00098	0.0	0.0	0.0009	0.00193	0.0	0.00126	0.0	0.0	0.0	0.0	0.00082	0.00041	0.00023	0.00091	0.0	0.00052	0.0	0.00069	0.00123	7e-05	0.0	0.00124	0.0	0.00176	0.00184	0.00394	0.00084	0.0	0.0	0.0	0.00112	0.00072	0.0	0.00164	0.0	0.00088	0.0	6e-05	0.00044	0.0006	0.0	0.00102	0.00174	0.0	0.00029	0.0	0.00126	0.00087	0.00069	0.0004	0.0	0.00079	0.00063	8e-05	0.00061	0.00029	0.00036	0.0	0.0	0.00018	0.00055	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium	0.0	1.25434	2.48243	0.01916	0.0	0.0	0.0	2.6623	0.0	0.46627	0.0	0.00579	2.36059	5e-05	0.3927	0.01331	0.06465	0.00905	0.23825	4.34083	0.0	0.28725	0.07885	0.0	0.0	0.88532	0.48909	0.35537	0.0	0.0	0.0	0.0	7e-05	0.60503	0.0	0.0	0.00141	0.0	1.60662	0.0	0.00048	0.04314	0.0	0.0	0.33712	0.0	0.0	0.0	0.0	0.57095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37244	0.68968	0.0	0.01073	0.00302	0.00064	0.62238	0.16478	0.0	0.00095	1.66757	0.0	0.0	0.0	0.00359	0.0	0.2116	0.0	1.37952	0.00257	0.0	0.0	0.0	0.18627	0.0	0.60862	0.0	0.0	0.0	0.0	0.02022	0.0	0.01705	0.0	0.16306	0.80722	0.003	0.0	0.0	0.00023	0.0	1.13312	0.0	2.95145	0.03265	0.0	0.0	7e-05	0.3242	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141	0.0	0.0	0.0	0.0	0.0	0.03909	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00964	0.0	0.0	0.0013	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00484	0.0	0.0	0.01239	0.0	0.0	0.0	0.00197	0.0	0.0	0.00017	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01243	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.00327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03307	0.0	0.01796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00433	0.00429	0.0	0.0	0.0	0.0	0.0	0.01287	0.0	0.0	0.0	0.00399	0.0	0.0058	0.0	0.0	0.0	0.0	0.02632	0.00044	0.00487	0.0	0.0025	0.0	0.0	0.0	0.00884
