clade_name	SAMN19291048	SAMN19291049	SAMN19291051	SAMN19291050	SAMN19291019	SAMN19291044	SAMN19291037	SAMN19291040	SAMN19291030	SAMN19291039	SAMN19291023	SAMN19291034	SAMN19291029	SAMN19291028	SAMN19291032	SAMN19291035	SAMN19291026	SAMN19291041	SAMN19291021	SAMN19290998	SAMN19291000	SAMN19291002	SAMN19291011	SAMN19291054	SAMN19291056	SAMN19291060	SAMN19291061	SAMN19290994	SAMN19291013	SAMN19290981	SAMN19290990	SAMN19290979	SAMN19291004	SAMN19290988	SAMN19290996	SAMN19290999	SAMN19291006	SAMN19291053	SAMN19290989	SAMN19290993	SAMN19290980	SAMN19291059	SAMN19291062	SAMN19290991	SAMN19291017	SAMN19291018	SAMN19291055	SAMN19291058	SAMN19291008	SAMN19291052	SAMN19290986	SAMN19290978	SAMN19290997	SAMN19291001	SAMN19291009	SAMN19290987	SAMN19290992	SAMN19290995	SAMN19291005	SAMN19291012	SAMN19291014	SAMN19291027	SAMN19291007	SAMN19291010	SAMN19291016	SAMN19291015	SAMN19290982	SAMN19290983	SAMN19290984	SAMN19291063	SAMN19291003	SAMN19291020	SAMN19291025	SAMN19291033	SAMN19291036	SAMN19291043	SAMN19291024	SAMN19291046	SAMN19291022	SAMN19291031	SAMN19291042	SAMN19290985	SAMN19291038	SAMN19291045	SAMN19291047	SAMN19290917	SAMN19290937	SAMN19290944	SAMN19290951	SAMN19290913	SAMN19290936	SAMN19290933	SAMN19290908	SAMN19290902	SAMN19290947	SAMN19290955	SAMN19290898	SAMN19290931	SAMN19290971	SAMN19290973	SAMN19290977	SAMN19290946	SAMN19290953	SAMN19290969	SAMN19290899	SAMN19290905	SAMN19290934	SAMN19290920	SAMN19290926	SAMN19290941	SAMN19290961	SAMN19290965	SAMN19290935	SAMN19290950	SAMN19290956	SAMN19290911	SAMN19290912	SAMN19290918	SAMN19290923	SAMN19290930	SAMN19290903	SAMN19290916	SAMN19290919	SAMN19290921	SAMN19290914	SAMN19290922	SAMN19290943	SAMN19290959	SAMN19290963	SAMN19290976	SAMN19290938	SAMN19290957	SAMN19290960	SAMN19290975	SAMN19290929	SAMN19290932	SAMN19290970	SAMN19290909	SAMN19290910	SAMN19290949	SAMN19290962	SAMN19290964	SAMN19290900	SAMN19290940	SAMN19290968	SAMN19290972	SAMN19290915	SAMN19290924	SAMN19290925	SAMN19290927	SAMN19290967	SAMN19290942	SAMN19290948	SAMN19290928	SAMN19290939	SAMN19290954	SAMN19290958	SAMN19290974	SAMN19290906	SAMN19290907	SAMN19290904	SAMN19290901	SAMN19290952
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster	0.08881	0.0	0.19588	0.044	0.00025	0.00267	1.15452	0.16371	0.00978	0.03436	0.00412	0.00112	0.03323	0.00423	1.23567	0.00713	0.1144	0.0	0.49079	0.01824	0.02811	0.22191	0.05327	0.15344	0.21839	0.00349	0.22266	0.01028	0.02131	0.0	0.01511	0.0	0.09469	0.5034	0.00268	0.07637	18.01017	0.3656	0.00293	0.23096	0.0	0.0563	0.36881	0.00645	0.02755	0.0097	0.12884	0.00569	0.07406	0.00457	0.34217	0.03634	0.03377	0.00104	0.0155	0.04881	0.00931	0.03293	0.01068	0.0419	0.01626	0.0	0.23082	0.0051	0.07267	0.00231	0.0009	0.0	0.00182	0.06962	0.60367	1.21187	0.01858	0.57299	0.02451	0.0	0.28728	0.00195	0.04409	0.02864	0.0	0.86202	0.00147	0.01405	0.32153	0.3453	0.71339	0.2091	0.54835	0.28843	0.16273	0.01021	0.1446	0.09887	0.87432	0.93029	1.39566	0.48223	0.34089	0.0082	0.02319	0.31868	0.0	0.63899	0.56291	1.61801	0.09641	0.09269	0.02472	0.0482	0.14299	0.31746	0.00893	0.09876	0.68212	0.20689	0.23035	0.0201	0.22377	0.25136	0.00348	0.06842	0.18989	0.29657	0.29946	0.58916	0.12828	1.15751	0.09534	0.13802	3.70208	0.07473	0.00287	1.98448	3.97673	0.07362	0.10631	0.05074	0.01582	0.74913	1.11842	0.72965	0.09744	0.9107	0.04175	0.3281	0.13948	1.42907	0.0051	1.83422	0.0463	0.0	0.34563	0.02997	0.17692	0.04317	0.19956	0.06819	0.40943	0.04793	0.15917	0.55962	0.24716
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9512	0.0	0.0	0.0449	0.0	0.0	0.0	0.0	0.0	0.0	0.59269	0.0	0.0	0.0	0.0	0.0	0.15389	0.0	0.0	0.0	0.0	0.02324	0.0	0.45218	0.0	0.0	0.0	0.0	0.08142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08825	0.0	0.0	0.42605	0.0	0.0	0.0	0.0	0.0	0.0	0.00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.02016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69215	0.0	0.00508	0.0	0.0	0.0	0.02827	0.0	0.0	0.0	0.0	0.0	0.82468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.07881	0.0	0.0	0.0	0.00309	0.0	0.25789	0.0	0.0	1.49359	0.0	0.0	0.0	0.08835	0.0	0.0	0.0	1.70641	0.00473	0.0	0.0	0.0	0.0	0.38515	0.30706	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432	0.00973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.04436	0.00135	0.0	0.0	0.0	0.0	0.10486	0.0	0.0	0.0	0.06005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00611	0.0	0.0	0.0	0.00698	0.0	0.01752	0.0	0.0	0.00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	0.0	0.0	0.0	0.00033	0.00027	0.01259	0.00166	0.00014	0.00159	0.0	0.0	0.00054	0.0	0.00142	0.00268	0.00328	0.00116	0.0	0.00686	0.0	8e-05	0.0	0.0053	0.00074	0.0	0.01347	0.00232	0.0	0.0005	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0029	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.00036	0.0	0.01711	0.00234	0.0	0.00577	0.0	0.00187	0.01202	0.0	0.0	0.0	0.00797	0.0	0.0	0.0	0.00082	0.00102	0.0	0.0	0.0	0.0043	0.01047	0.0	0.0	8e-05	0.00214	0.00012	0.00315	0.0029	0.00072	0.0	0.0	0.0	0.00243	0.00072	0.0	0.0	0.00061	0.00178	0.0	0.0	0.0	0.0017	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.00026	9e-05	4e-05	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.00018	0.0	0.00014	0.0	0.0	0.0	0.00188	0.00995	0.00173	0.00076	0.0	0.0	0.0	0.0001	0.02939	0.0	0.0	0.0	0.0	0.01238	0.0	0.0	0.0	0.00978	0.0	0.0	0.0	0.0	0.00402
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	0.0	0.02149	0.06913	0.05899	0.0	0.0	0.0004	0.0027	0.01442	0.01752	0.03679	0.00046	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.03667	0.01008	0.03167	0.00137	0.0	0.01711	0.01055	0.01057	0.0008	0.0	0.0	0.00646	0.00379	0.0	0.0	0.2003	0.0	0.0446	0.24618	0.0	0.01279	0.07541	0.05716	0.0	0.00025	0.00024	0.0	0.01386	0.01411	0.00197	0.0	0.0663	0.0	0.0	0.0	0.05885	0.01191	0.0	0.00199	0.00629	0.0	0.0	0.01115	0.16117	0.0	0.0	0.00198	0.0	0.0	0.02558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58651	0.01809	0.2722	0.0501	0.05734	0.06156	0.07407	0.05122	0.0	0.15098	0.02022	0.05811	0.0	0.27025	0.54708	0.0987	0.0	0.07393	0.0	0.00281	0.00731	0.09144	0.0	0.61355	0.0	0.27506	0.02455	0.45474	0.38932	0.00786	0.02043	0.10918	0.07676	0.02754	0.0	0.23219	0.06525	0.0	0.23671	0.0	0.58665	0.0	0.08129	0.0	0.0	0.3123	0.0	0.0	0.00081	0.07962	0.0	0.0961	0.09776	0.09437	0.14799	0.0	0.00924	0.0	0.45561	0.06888	0.0	0.0	0.01478	0.0	0.00857	0.0	1.75172	0.00131	0.06434	0.20329	0.00203	0.0	0.0156	0.04629	0.06544	0.0	0.03987
k__Bacteria|p__Firmicutes|c__CFGB40382|o__OFGB40382|f__FGB40382|g__GGB45491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter	0.17179	0.0	0.0056	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00346	0.00538	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.00094	0.04571	0.0	0.0	0.0	0.0	0.00404	0.00128	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.02976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.00281	0.00075	0.0	0.0	0.00285	0.0	0.00076	0.0	0.00112	0.0	0.0	0.0133	0.0	0.0	0.00547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05999	0.03175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.00067	0.0	0.0	0.0	0.1145	0.0	0.0	0.0	0.0	0.01343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00478	0.0	0.0	0.0	0.04395	0.0	0.00418	0.0	0.0	0.12732	0.0	0.0	0.0	0.0	0.0	0.0	0.01432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.12742	0.09548	0.0	0.0	0.00638
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola	0.00057	0.00179	0.0	0.00098	0.022	0.02304	0.00145	0.02355	0.07854	0.01183	0.00279	0.01864	0.00323	0.04084	0.02376	0.0164	0.07455	0.07195	0.00423	0.0	0.00256	0.00076	0.01934	0.007	0.00018	0.03066	0.0	0.00273	0.00184	0.00592	0.0	0.0516	0.0	0.0	0.00208	0.0	0.0011	0.00131	0.00402	0.0045	0.02452	0.0	0.00189	0.0	0.0051	0.01397	0.00657	0.00499	0.0	0.03747	0.0006	0.00209	0.0	0.00014	0.00189	0.0	0.16973	0.0	0.00148	0.01017	0.00582	0.00141	0.00069	0.00195	0.09496	0.06352	0.01289	0.01664	0.00099	0.0022	0.00517	0.03924	0.00198	0.0	0.02209	0.03754	0.00194	0.00394	0.00719	0.0133	0.00321	0.0	0.06377	0.00773	0.00068	0.00134	0.00216	0.00129	0.02188	0.00452	0.00421	0.01105	0.00519	0.00117	0.00155	0.0	0.00058	0.00306	0.00473	0.00214	0.00299	0.00069	0.00922	0.0	0.01077	0.00388	0.00565	0.01547	0.0	0.00968	0.00403	0.00196	0.00303	0.03181	0.00191	0.0	0.0	0.00568	0.00067	0.00563	0.0	0.0	0.00083	0.00726	0.0	0.01844	0.00256	0.00045	0.00713	0.00068	0.00354	0.0	0.00184	0.00223	0.00129	0.00612	0.01345	0.0	0.00025	0.01147	0.00602	0.03517	0.08145	0.0	0.0	0.00182	0.00548	0.0	0.00164	0.03713	0.00356	0.00488	0.01618	0.26774	0.00023	0.03364	0.0009	0.0047	0.00174	0.00128	0.00063	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB6613	0.01402	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.0	0.0	0.2949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB3486	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.06261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02192	0.0	0.0	0.0	0.0	0.0	0.0	0.01508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	0.02355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.00754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07691
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella	0.0	0.00134	0.00101	0.0	0.0	0.0	0.0	0.04306	0.0	0.00256	0.00084	0.04001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1518	0.04337	0.01736	0.0	0.0	0.05924	0.01145	0.0	0.0	0.00038	0.01062	0.07837	0.02256	0.0	0.0	0.00045	0.0	0.00127	0.016	0.0	0.01374	0.00912	0.00112	0.0	0.0	0.01329	0.0	0.00881	0.04705	0.00038	0.0	0.0	8e-05	0.0	0.00412	0.01353	0.01799	0.0	0.0	0.01741	0.01037	0.0	0.01359	0.00138	0.0	0.02425	0.00988	2e-05	0.0	0.00287	0.0	0.0	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00595	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.00045	0.00147	0.00347	0.00081	0.0	0.0	0.00593	0.01139	0.00056	0.0	0.0	0.01323	0.00033	0.0326	0.0	0.0	0.0	0.0	0.0	0.0004	0.00012	0.00779	0.0	0.00922	0.0	0.00069	0.0	0.0	0.00016	0.0	0.00118	0.0	0.0	8e-05	8e-05	0.0	0.0	0.0	0.02617	0.0	0.00163	0.00109	0.0	0.00408	0.0	0.0	0.0	0.0	0.0	0.0	0.00685	0.0	0.0	0.0	0.01593	0.0268	0.0034	0.0	0.0	0.0	0.00036	0.0	0.0	0.00373	0.02027	0.0	0.00109	0.00534	0.0	0.0	0.00011	0.01065	0.0	0.0	0.01403
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	0.0	0.01844	0.07198	0.04726	0.0	0.0	0.0	0.15668	0.02582	0.01715	0.02055	0.00517	0.19777	0.00091	0.12559	0.04005	0.1915	0.0	0.0	0.00687	0.06972	0.0	0.06755	0.18886	0.0	0.0	0.06352	0.0312	0.0577	0.00502	0.01702	0.0008	0.15589	0.06713	0.0	0.11153	0.0	0.12651	0.00025	0.03733	0.07212	0.00537	0.12726	0.0	0.02525	0.04461	0.08406	0.0753	0.06906	0.01375	0.20579	0.0	0.05265	0.0	0.03299	0.00687	0.10562	0.03084	0.01224	0.03903	0.16668	0.0	0.05704	0.01828	0.00128	0.0325	0.03906	0.07346	0.0	0.0761	0.0	0.36596	0.03914	0.24662	0.14162	0.0	0.12844	0.03305	0.01843	0.0	0.00047	0.0	0.00917	0.0	0.18217	0.0	0.11097	0.01588	0.16993	0.1077	0.04866	0.03672	0.01976	0.01735	0.0	0.28665	0.01987	5e-05	0.05493	0.0648	0.04233	0.04019	0.0	0.09371	0.0	0.00117	0.01464	0.0336	0.12088	0.03396	0.0	0.15472	0.07688	0.06835	0.0	0.03402	0.13504	0.05055	0.19121	0.01357	0.00969	0.08669	0.05656	0.0	0.01736	0.17978	0.02846	0.08695	0.03102	0.07513	0.00936	0.05831	0.00021	0.0	0.2369	0.02707	0.06373	0.05147	0.01465	0.16452	0.0	0.05046	0.09493	0.0	0.04287	0.08673	0.0	0.01431	0.00964	0.18438	0.05773	0.03123	0.07686	0.0	0.0	0.132	0.09895	0.0	0.10274	0.04918	0.01807	0.0	0.13871
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.0	0.13469	0.29963	0.12146	0.00617	0.0	0.0	0.06465	0.0	0.05832	0.09681	0.0307	0.0	0.0	0.01074	0.12063	0.0	0.00256	0.20105	0.30348	0.03235	0.26771	0.0	0.06406	0.0	0.0	0.02883	0.04798	0.04166	0.0	0.53963	0.02192	0.02277	0.3789	0.0	0.0	0.08564	0.98946	0.18125	0.01546	0.0	0.07175	1.07698	0.0	0.0599	0.04093	0.27202	0.02434	0.01247	0.04348	0.04818	0.10563	0.16759	0.0	0.0074	0.07922	0.03751	0.26992	0.15502	0.0735	0.06163	0.0	0.02346	0.0117	0.09088	0.0	0.00452	0.01157	0.0	0.00461	0.13648	0.00709	0.17924	0.48538	0.02368	0.14982	0.08654	0.0512	0.11267	0.0	0.07154	0.16591	0.0	0.01129	0.0	0.37808	0.81543	0.79785	1.57005	0.59667	0.70242	0.1257	0.77994	0.47282	0.36548	0.67259	2.83346	0.50458	0.0	0.88264	0.22237	0.27327	0.0	0.0	0.01697	0.57964	0.88283	0.0	0.36666	1.34899	0.0	0.37142	0.2851	0.4269	0.65853	1.08699	0.659	0.18478	0.27948	0.51102	0.05551	1.0731	1.56841	0.0	0.20067	0.28218	0.44399	1.67188	0.77772	1.31685	0.35528	0.57812	0.0	1.1094	0.0	0.47316	0.40196	0.06254	0.36592	1.85353	0.0	0.55028	1.46481	0.22197	0.45817	0.89498	0.83506	0.35256	0.00409	1.26579	0.49121	0.00479	0.27871	0.01239	1.45034	0.40199	0.83278	0.0	0.73149	0.27844	0.61036	0.0	0.09686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenellaceae_unclassified	0.05485	0.00122	0.0	0.0	0.0	0.0	0.0	0.00578	0.0	0.17694	0.00404	0.00667	0.0243	0.0	0.0	0.0077	0.0	0.0076	0.0	0.0	0.024	0.00565	0.00124	0.00366	0.0	0.01283	0.00535	0.00319	0.0	0.0	0.0026	0.02451	0.01976	0.01062	0.0	0.00694	0.0	0.0	0.04607	0.0	0.0065	0.00027	0.0	0.0	0.00854	0.01873	0.00957	0.00304	0.00206	3e-05	0.00967	0.00168	0.00037	0.0	0.00071	0.00033	0.00042	0.00054	0.00048	0.02191	0.00899	0.0	0.00575	0.00125	0.0	0.00036	0.00068	0.0	0.0	0.0	0.0	0.0	0.01954	0.0	0.0	0.0	0.00079	0.0	0.00299	0.0	0.00765	0.0	0.0	0.0	0.0	0.0	0.0	0.02486	0.0	0.0	0.00922	0.01394	0.0	0.02092	0.0	0.00408	0.0	0.0	0.01132	0.00909	0.02143	0.0963	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.04939	0.0	0.00263	0.00295	0.01575	0.0	0.0	0.00111	0.0	0.0509	0.0	0.0	0.00083	0.00051	0.0	0.0402	0.0	0.06111	0.0	0.00192	0.00277	0.0	0.00827	0.0	0.01961	0.0	0.0	0.0	0.0	0.02983	0.00694	0.0	0.00016	0.14949	0.00103	0.00513	0.0	0.0	0.0	0.00402	0.0	0.00436	0.01368	0.01878	0.0	0.0042	0.01613	0.0	0.0	0.04191	0.0099	0.0	0.0	0.04699
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB3034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01264	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
