clade_name	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
k__Bacteria|p__Lentisphaerae	0.04462	0.02042	0.22117	0.0	0.12098	0.11743	0.0	0.02514	0.02236	0.00838	0.0	0.0	0.0	0.00653	0.0	0.12429	0.18303	0.03345	0.0	0.0	0.03691	0.01996	0.01509	0.12566	0.00431	0.0	0.00536	0.0	0.0	0.01014	0.51685	0.00117	0.0	0.03368	0.06792	0.0	0.0	0.0	0.0	0.02832	0.0	0.0	0.0	0.0	0.03754	0.06839	0.0	0.12903	0.0	0.0	0.0	0.33498	0.60888	0.08477	0.01492	0.0	0.01268	0.0	0.0	0.0	0.0	0.0	0.01609	0.25555	0.05253	0.04029	0.0	0.10359	0.0436	0.02352	0.0	0.04693	0.00363	0.03877	0.001	0.0	0.20859	0.0	0.0	0.07234	0.0	0.00051	0.0	0.16097	0.0	0.10006	0.51818	0.01588	0.09244	0.0	0.0	0.00527	0.33129	0.17429	0.0	0.0	0.0	0.15758	1.71609	0.08469	0.15081	0.0	0.03363	0.32011	0.04986	0.0	0.0	0.0033	0.0	0.03668	0.01736	0.01955	0.0	0.38964	0.88771	0.0	0.0	0.0	0.25216	0.16077	0.0	0.05551	0.00076	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria	0.02009	0.0	0.01848	0.00216	0.0032	0.00783	0.02503	0.01727	0.01933	0.00276	0.00361	0.00369	0.00395	0.03446	0.00447	0.03931	0.0	0.00158	0.03639	0.01059	0.00576	0.00453	0.0	0.00068	0.00886	0.00151	0.00199	0.0	0.01391	0.0	0.05655	0.05584	0.02328	0.0	0.01096	0.00462	0.00277	0.0	0.01609	0.00674	0.00308	0.00591	0.00223	0.01429	0.0	0.04158	0.07483	0.03171	0.01056	0.0	0.00253	0.0	0.00032	0.00348	0.01843	0.03381	0.05337	0.00079	0.0	0.00457	0.0	0.00027	0.01537	0.01187	0.0	0.02136	0.0	0.01128	0.06875	0.00117	0.01907	0.00188	0.00632	0.00688	0.0	0.01838	0.00529	0.02695	0.00655	0.04477	0.0022	0.00696	0.0033	0.01226	0.00462	0.00142	0.00914	0.03231	0.02531	0.00851	0.02194	0.02716	0.01016	0.14014	0.08009	0.00212	0.00464	0.00017	0.00539	0.01135	0.00144	0.00629	0.00993	0.00037	0.01033	0.0319	0.00307	0.00166	0.00883	0.0168	0.0435	0.00436	0.00495	0.00269	0.0	0.0159	0.0	0.08608	0.0	0.00638	0.01344	0.04438	0.00209	0.01151	0.0
k__Bacteria|p__Firmicutes|c__Clostridia	41.21858	61.8443	68.00575	65.62641	45.38902	63.33868	33.99997	71.89157	52.87668	72.74309	54.13633	63.88439	48.72497	66.03155	31.63899	69.87771	69.48527	54.20106	78.90199	26.69387	47.76355	62.54331	50.6422	48.59529	55.87902	58.90385	64.82606	40.30626	27.12744	53.36005	55.12664	53.52549	54.87255	39.1528	50.88786	55.74887	64.73041	36.726684006784325	28.23851	60.62748	56.65462	53.26554	57.95827	57.57029	81.15192	60.26226	69.61304	60.50667	59.84137	47.85058416493824	29.86418	65.54595	72.47465	59.0218	63.02782	51.83824	61.14664	61.97962	49.09962	58.08385	35.89634	62.78077	63.60007	45.43807	57.38056	63.01933	74.32349	72.15634	51.06821	66.91976	62.80197	59.42241	56.15294	45.27098	60.5344	75.0967	67.39845	78.48969	54.97215	55.60328	31.74353	54.70614	46.60501	69.73508	88.20596	58.40723	55.1841	45.83528	69.03485	57.15104	64.58507	67.70259	62.11081	42.33852	65.83564	70.92112	64.06773	62.41922	63.70799	42.2514	63.95085	36.02656	51.95616	70.4326	52.59145	81.08443	16.73522	25.68226	70.42046	64.83208	63.42553	70.95005	64.9435	53.74275	58.27409	66.28455	10.37753	72.22808	75.75013	61.99321	68.43691	39.25181	55.32844	63.69279	65.46103
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	43.74859	23.79129	22.85925	28.20941	19.9331	26.70165	52.08545	17.9353	30.23398	13.19098	37.71645	26.99738	40.97953	22.72118	58.8906	16.65605	23.27403	21.67764	14.50862	59.50967	40.58844	12.28285	38.01427	35.1068	37.78211	27.71996	29.84234	49.3594	53.58451	13.19327	15.16892	31.91976	19.21915	56.29861	37.79129	35.25646	21.32013	61.18689739991476	64.74176	25.76256	35.04716	27.37101	37.29217	34.11813	8.42512	22.27649	17.69931	16.87095	29.37158	49.36166663926838	44.6239	24.23175	18.7438	28.1323	16.92431	37.96844	26.83574	21.33396	37.12591	24.79044	47.57481	20.82739	22.43	38.7956	28.64641	28.97805	16.84282	7.83151	42.31488	19.32112	28.59896	34.5292	23.15383	45.21054	23.82961	8.5502	7.83159	16.85105	34.23779	30.68837	59.75196	31.45177	45.19395	17.51893	5.13417	28.00526	17.24035	44.74785	24.14806	32.33753	30.1472	24.13078	23.59014	43.16695	19.56756	15.37078	24.818	27.12679	23.25242	49.45812	23.3969	49.887	27.90722	17.82288	36.05767	11.36909	59.15276	62.55915	16.45307	24.52136	11.67046	18.56351	10.25721	35.27751	32.62168	16.08341	37.16808	22.40591	13.15363	21.21291	25.16257	40.6644	24.23051	27.05321	27.78084
k__Bacteria|p__Firmicutes|c__Bacilli	0.74559	1.02621	0.02793	0.46612	0.26073	2.50156	1.78367	1.1093	1.17898	0.51668	0.12387	0.04136	0.36869	0.60229	0.21337	2.052	0.08444	4.21276	0.31758	0.06685	0.30322	0.15013	0.49036	0.62586	0.06472	0.15755	0.26991	0.60265	0.31312	3.81959	0.17673	0.75185	0.80667	0.3284	0.91002	0.05491	0.09085	0.7052213752458476	0.16169	0.07067	0.10023	0.34758	0.09206	0.49208	0.22755	0.32149	0.68839	1.8284	0.43662	1.0915077465655578	2.49119	1.0067	0.17953	3.45307	0.11983	0.16868	3.03233	4.0775	0.13209	9.40665	2.64331	0.7769	2.1169	6.24378	0.19747	0.33278	0.00854	3.81929	1.28687	0.34525	3.63926	0.33243	1.27484	0.87045	2.13266	4.68814	13.73909	0.30221	1.13229	0.56671	0.02296	0.34921	0.0225	0.07877	0.07878	0.06062	0.22863	1.01524	0.64563	0.00593	0.65874	0.24736	0.68449	0.29402	0.70359	0.22381	0.512	0.57783	3.47165	0.2377	0.06393	0.84218	0.28541	0.14341	0.13887	0.12963	0.11913	0.1191	3.54397	0.93672	0.29134	0.72208	1.69347	0.07547	0.14316	3.62544	0.10496	0.3045	0.50552	0.02338	0.013	6.1397	0.2117	0.19752	0.68964
k__Bacteria|p__Actinobacteria|c__Actinobacteria	1.45971	2.20542	0.07303	0.77446	1.47499	0.68632	2.55817	0.43039	1.04808	0.03507	0.89007	4.04453	0.01348	3.19276	0.0304	0.64132	1.67118	4.15139	2.17562	1.0486	2.50396	3.58613	0.00649	0.93367	0.01075	0.15721	0.04119	1.1389	0.17212	1.3745	3.40066	1.22614	0.42082	0.08257	0.39274	0.57487	1.18327	0.0782621275969446	1.75747	2.39327	2.34061	9.77494	0.0431	1.56917	5.15565	0.64941	3.78921	1.13024	0.25678	0.1375260467516388	0.38815	0.34967	1.12398	0.01064	0.19943	0.5978	0.31888	1.21343	2.94709	0.46289	5.38039	0.02278	2.44343	0.12428	0.06571	0.08993	1.74343	1.15209	0.82929	7.81467	0.02599	1.42801	0.43317	0.12565	2.97514	3.14188	1.20527	0.34209	0.01729	0.5909	0.82789	1.57229	0.40429	1.73704	1.78914	1.63737	16.2498	0.12149	0.02433	2.51177	0.01225	0.22762	3.08921	1.54754	5.30871	1.6466	4.14649	2.3051	0.24666	0.58833	1.84082	2.50268	13.94161	0.38298	0.0117	4.03863	0.02899	0.75662	2.94732	1.26026	0.60214	2.95579	14.49017	1.56474	0.01938	4.01425	2.69691	1.263	0.15645	7.99129	0.87264	4.78185	0.41133	1.24609	1.13851
k__Bacteria|p__Firmicutes|c__CFGB1340	0.0	0.0	0.0	0.01392	0.00013	0.0	0.0	0.01699	0.72878	1.45939	0.0	0.00037	0.0	0.00357	0.0	2.18154	0.08922	0.0	0.0	1.03243	0.0	1.27861	0.0	0.18931	0.0	0.0001	0.0	0.0	0.0	0.04059	0.0	1.37968	0.0	0.00467	0.0	0.0	0.00276	0.0009925634937352	0.0	0.0	0.0	2.09406	0.0	0.16614	0.00455	0.0	4e-05	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.20376	2.27692	1.50431	0.00011	0.98538	0.0	0.0	1.37579	0.0	1.56371	0.6462	0.0	0.7998	0.01194	0.0	0.27263	0.33706	3.11785	0.04085	0.71212	0.0	1.94288	0.48179	1.03508	0.00263	1.15742	0.08684	0.00675	2.88763	1.11049	2.71054	0.00174	0.0	0.13647	0.0	0.0	0.00405	2.55743	0.00151	2.75474	0.0	0.0	0.71737	0.46943	0.0	1.23636	0.0	0.0	0.12267	0.00039	0.0	0.0	0.21503	0.00244	1.02001	0.0	1.45348	0.0	1.6209	0.53192	0.49107	0.00425	0.00148	0.00323	1.13632	0.0	0.55374	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.58123	0.5131	1.45124	0.45273	0.57642	0.40529	2.98659	1.03336	1.59844	1.53741	0.24987	0.24161	0.27289	1.05391	0.1365	1.17394	0.78971	1.9326	0.47787	1.41856	0.35114	0.24767	0.49993	0.39383	1.00236	0.60082	0.17432	0.37708	0.00287	0.27287	1.09537	0.77816	0.20224	0.57801	1.62472	0.43047	0.43459	0.2413633691735645	1.82221	1.26141	0.31053	2.20423	0.99578	0.8308	1.01438	0.5171	0.99281	1.07053	0.21073	0.6374011506479562	7.49019	1.09918	1.59746	0.37121	1.66769	0.36842	2.04079	0.2484	1.09004	0.56745	1.27663	0.39939	2.17828	0.26757	0.43306	0.2144	1.04487	1.10862	0.47688	1.11125	0.16305	0.38004	2.48207	0.55304	1.0999	2.23133	0.55981	0.85569	1.73408	7.28647	1.87868	0.49197	0.51606	2.31314	1.55983	2.6957	1.59112	0.19894	0.55872	1.53257	0.0591	1.25541	1.77707	1.64806	2.99829	0.93191	2.38923	0.59142	0.75952	0.94824	0.22253	0.55417	1.58068	0.46728	0.48916	0.36547	0.02429	0.67069	0.77038	0.39959	0.48826	0.86019	1.2006	2.25157	0.88229	1.97423	1.89532	0.54193	1.79783	2.20917	1.22562	1.37239	1.68669	0.53302	1.53357
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00428	2.11088	0.00093	0.00038	8.98034	0.00439	0.00045	0.36966	4.07476	4.92648	0.56366	1.46554	0.01067	0.87846	0.01805	1.92167	0.00355	0.00427	0.0	0.00108	0.26623	0.01983	0.0	1.23171	0.00061	6.46494	0.73236	0.07641	17.68506	2.38695	0.0154	0.0	0.00239	0.01834	0.03299	0.0	1.181	0.0024062145302673	0.0066	4.41348	0.0	0.00303	0.0	0.0	0.77606	0.0	0.00719	2.34729	0.57579	0.0	0.0	0.83287	1.76298	1.99451	0.26586	0.39658	0.38699	1.77076	0.0	0.0	0.00049	0.0	0.02994	0.85047	0.00808	0.00178	1.16161	7.52222	0.21119	0.03598	0.00079	0.00339	0.0	0.71707	0.0	0.0	1.12498	0.0	0.01106	0.00361	0.0	0.0004	1.15878	0.01165	0.0333	0.0	0.30047	1.10781	0.24219	0.00017	0.86377	0.56834	0.63216	0.43257	0.03812	6.86297	0.0	0.25176	0.13801	1.00738	1.72972	0.00138	0.0	0.24386	1.9608	0.00089	0.0	0.0	1.78512	0.0	0.02417	0.15741	0.0	0.04425	0.0038	1.00229	28.55807	0.30805	2.63449	0.01425	0.0	0.24651	0.00099	0.08215	0.368
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.05911	0.00815	0.0	0.0	0.16313	0.05925	0.26547	0.12262	0.0	0.34965	0.0	0.0	0.0	0.0	0.0	0.28067	0.4485	0.0	0.00046	0.0	0.02284	0.0	0.03919	0.0	0.00835	0.08102	0.0	0.00497	0.0	0.00583	1.66393	0.0	0.22641	0.00179	0.0	0.0	0.0	0.0001604143020178	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.30861	0.0	0.0	0.00079	0.58834	0.00679	0.20029	0.0	0.0	0.27413	0.0	0.0	0.38324	0.0	0.64171	0.01125	0.7743	0.0	0.0	0.0	0.47094	0.00983	0.0	0.05405	0.07079	0.10896	0.05416	0.01057	0.0	0.0	0.0	0.53893	0.0	0.0	0.0	0.0	0.00304	0.0	0.0	0.05356	0.00527	0.0	0.0	0.0	0.0	0.08854	0.00654	0.0	0.0	0.0	0.09313	0.08047	0.0	0.0	0.0	0.0	0.04593	0.0	0.0	0.0	0.0	0.28429	0.11481	0.00719	0.0	0.0	0.00698	0.01672	0.74546	0.0	0.0	0.01158	0.02463	0.0	0.18273	0.0	0.0	0.02308
k__Bacteria|p__Firmicutes|c__Negativicutes	3.63619	1.37777	1.34674	1.05544	16.03211	1.27669	4.64773	1.02005	3.18227	1.47803	5.22088	2.13277	7.44094	1.52361	6.43798	0.28363	0.93091	4.31801	1.36568	5.19977	2.88569	4.10281	1.40978	1.72547	2.24967	1.39881	1.9382	1.65649	0.63358	0.88822	2.95994	1.71307	5.36556	1.03586	1.00963	2.72611	0.9003	0.2780080112907607	1.63031	1.04358	3.58706	2.11755	1.46858	2.73028	0.36001	0.62809	2.26547	0.89499	5.78676	0.2316491939089192	0.69568	0.2716	0.24956	1.24041	2.26059	1.15122	0.79682	2.43691	4.9158	2.47888	5.14215	2.5072	1.68843	0.5957	2.10107	4.39597	1.52335	1.33725	0.44537	1.57818	1.88945	0.55715	2.3076	2.21481	1.25551	1.63159	0.2319	0.28379	1.1979	1.70836	2.98972	0.00259	4.52553	1.32257	0.18782	1.60437	1.07751	2.88145	0.9466	1.52264	1.25566	1.12771	2.01601	1.04343	0.67295	0.93985	0.91281	0.54376	1.53182	1.66512	0.62222	1.37169	2.18382	1.56668	1.13361	0.71083	2.07626	5.29184	0.67877	0.77753	0.39139	0.85168	1.03521	1.69575	2.01735	3.73516	12.00839	1.32543	0.38343	0.73679	1.23815	2.49692	13.5166	2.6117	1.86516
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.80754	1.9898	3.78507	1.16239	0.98451	0.25843	1.11995	1.30349	1.59783	1.05087	0.04288	0.02413	0.11332	0.77626	2.14072	0.87634	1.25945	1.52764	0.62376	1.67978	0.2655	1.21694	0.16148	0.2101	0.74019	0.67995	0.08128	1.77997	0.19362	0.52288	1.14656	1.95906	0.09892	0.59567	0.90494	0.7692	0.19811	0.3192244610154647	0.49478	0.17302	0.14365	0.21961	0.1714	0.04783	0.10311	0.14906	2.06464	1.46783	1.13822	0.2609085620188343	1.45411	0.37912	0.0881	0.61385	2.38806	0.24011	0.56902	0.16602	1.45005	0.97846	0.60185	8.99949	1.73909	0.54442	2.04349	0.47545	0.03997	0.19736	0.71731	1.24392	0.38101	0.81205	7.85353	1.29168	2.12262	1.11033	0.10393	0.31818	1.19762	0.3509	0.35613	0.4351	0.15014	0.29142	0.06008	0.15304	0.88685	0.84348	0.28767	1.04811	0.24627	2.15053	0.21852	0.19613	0.73501	0.13422	0.38741	0.6261	0.6303	0.55226	0.41645	0.99643	0.13809	0.01112	1.97214	1.39044	0.85123	1.29075	0.52347	0.44732	0.4921	0.43512	5.10571	0.04471	0.01828	0.49715	0.01704	0.23512	0.26712	0.21999	0.6281	2.23432	0.60876	0.20071	0.21252
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0	0.0	0.72229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00823	0.97174	0.0	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56238	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67929	0.0	0.0	0.0	0.0	0.3204	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.00382	0.0	0.01987	0.1737	2.99168	0.12997	0.01711	0.69003	0.0	0.70825	0.0	0.02264	1.02668	0.73976	0.0	0.55194	0.09164	0.3247	0.01372	0.19414	0.01298	11.92478	4.98654	5.51472	0.0	0.96946	0.59402	0.00808	0.02199	2.55789	0.03378	0.02113	0.04197	0.00178	4.18731	1.90186	0.95364	0.0173748740873052	0.00851	1.5679	0.00016	0.00064	0.0	0.02547	0.53665	0.93302	0.08666	0.89919	1.70428	0.0	0.89386	0.24337	0.91019	1.09342	0.44419	1.48506	0.0	1.67284	0.0	0.13264	0.10389	0.00283	0.17033	0.48457	1.40426	0.14314	0.24192	1.26135	0.0	0.0	0.0	0.06732	0.20987	0.67151	0.15443	0.01264	1.75391	0.04438	0.42595	0.21528	0.04066	3.66439	0.04019	0.17972	0.69924	0.0	1.09158	0.0	0.0	1.81769	0.26831	0.26025	0.08586	1.12968	0.00201	1.05806	0.0	1.32075	0.12012	1.10196	2.12982	1.86908	0.0	0.1912	0.35315	0.00124	0.0	0.08808	1.40783	0.69401	1.36125	0.0008	0.03238	0.10749	0.24619	0.0	0.0	0.0	1.67005	0.0	0.27729	0.37197	0.10775	1.03535	0.0
k__Bacteria|p__Firmicutes|c__CFGB3035	0.60662	0.74487	0.35878	0.0	0.0	0.11564	0.0616	0.00139	0.21827	0.11762	0.0	0.0001	0.0	0.0	0.0	0.00481	0.0226	0.10806	0.18308	0.0	0.00426	0.12134	0.00054	0.00045	0.07601	0.15775	0.08455	0.00335	0.0	0.00128	0.0	0.0	0.0	0.0	0.00727	0.27834	0.01365	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.15338	0.19848	0.0	0.16925	0.0	0.0	0.0	0.00068	0.01881	0.04685	0.0	0.0	0.1031	1.12375	0.0	0.0	0.0	0.0	0.00063	0.0381	0.0	0.0	0.06808	0.0	0.07525	0.0	0.0	0.07008	0.0	0.0	0.0	0.0	0.0	0.01323	0.2933	0.0	0.0	0.0	0.0	0.08288	0.0	0.0	0.11134	0.00585	0.35873	0.29507	0.00349	0.0	0.13551	0.0	0.0	0.16202	0.0	0.18284	0.0	0.0	0.1342	0.74775	0.0	0.0	0.08598	0.0	0.0	0.0	0.0	0.22121	0.14549	0.14966	0.0	0.0	0.19453	0.05017	0.00019	0.0	0.50162	0.23678	0.0	0.18317	0.0	0.98901	0.05389
k__Bacteria|p__Firmicutes|c__CFGB3048	0.01493	0.04813	0.01424	0.00132	0.0	0.03368	0.0	0.10048	0.0936	0.21948	0.0	0.02722	0.03607	0.04268	0.0	0.12783	0.03307	0.02368	0.0	0.0	0.0022	0.0	0.02978	0.0	0.00514	0.06275	0.00294	0.0	0.0	0.02001	0.02495	0.01109	0.06422	0.0	0.0094	0.06481	0.02977	0.012161409271726	0.0	0.0	0.02117	0.0	0.0	0.0	0.08387	0.02447	0.0	0.09323	0.0	0.0241672958249417	0.0079	0.01815	0.0	0.05796	0.02811	0.02669	0.0	0.15461	0.0	0.03575	0.02948	0.09732	0.0	0.0947	0.00654	0.0885	0.03509	0.02867	0.05796	0.04534	0.0047	0.04872	0.00063	0.01563	0.04842	0.0	0.01332	0.01989	0.01877	0.0	0.01293	0.0	0.06224	0.03989	0.07185	0.0	0.03929	0.00071	0.01669	0.04592	0.17435	0.01	0.05207	0.02711	0.00854	0.0	0.0	0.0365	0.07936	0.0	0.14582	0.00052	0.0	0.02445	0.0	0.0	0.0	0.0	0.03209	0.0	0.07563	0.03249	0.0	0.0	0.05756	0.00575	0.0	0.0	0.12504	0.09209	0.00371	0.0	0.01285	0.0	0.02502
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.01299	2.01218	0.64164	0.30905	0.796	0.63203	0.0042	0.04787	0.51285	0.44431	0.69103	0.85256	0.16231	1.43309	0.0	0.06198	0.22786	0.5805	0.6407	2.63963	0.47291	0.73177	0.57356	0.85292	1.19437	0.13474	0.35545	0.74618	0.0	1.20412	0.07733	0.95865	0.21565	1.0645	1.29763	1.03117	0.59797	0.0	0.96966	1.10637	0.0002	2.12971	1.44318	1.94059	0.7965	0.36116	0.29341	1.05969	0.0	0.0	4.8305	0.06167	0.44431	0.6513	0.73332	0.86779	0.39673	0.70543	2.35411	0.37071	0.3846	0.10862	0.93022	0.14495	0.50231	0.05102	1.78251	0.33824	1.55259	1.11834	0.39294	0.28423	0.00192	0.33922	0.51953	0.06394	0.09473	0.38701	0.17082	0.01664	0.45043	1.58471	0.00135	0.2129	0.1497	2.01355	0.44283	1.80715	0.34718	0.67931	0.76648	0.76474	0.72588	5.45089	0.73815	0.37731	0.34121	0.56336	1.1486	0.6769	0.49343	0.59171	0.63305	0.02889	0.79344	0.4227	2.28162	1.1094	0.13662	0.60198	0.27588	0.7112	0.42068	0.49811	0.77965	0.68509	3.62092	0.5672	0.23444	0.43404	0.92531	0.33661	3.37666	0.41928	0.26732
k__Bacteria|p__Bacteroidetes|c__CFGB602	6e-05	0.0	0.02971	0.0	0.07766	0.01305	0.04439	0.30239	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.10421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12598	0.0	0.0	0.0	0.0	0.24859	0.26287	0.0	0.0	0.0	0.0	0.0022357743343733	0.0	0.23781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66363	0.30375	0.0	0.0	0.0	0.0	0.0	0.80434	0.00116	0.18862	0.0	0.0	0.0	0.0	0.0	0.0	0.2359	0.0	0.1183	0.0	0.39107	0.0	0.1177	0.0	0.17178	0.0	0.12279	0.0	0.0	0.83988	0.0	0.52327	0.0	0.0	0.18154	0.0	0.20911	0.0	0.0	0.00033	0.0	0.0655	0.0	0.0	0.0	0.23348	0.00086	0.0	0.0	0.0	0.42512	0.0	0.21725	0.3303	0.0	0.0	0.1007	0.0	0.0	0.0	0.0	0.0	0.01588	0.0	0.0	0.0	0.00178	0.11502	0.0	0.0	0.0	0.0	0.48011	0.08273	0.53637	0.07809	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.62678	0.0	0.21506	0.43098	0.55698	0.1702	0.05949	0.38883	0.92795	0.26088	0.27573	0.08354	0.37737	0.38389	0.34146	0.47528	0.17543	0.28612	0.06903	0.04567	0.86978	0.0	0.08817	0.28009	0.25769	0.32349	0.35952	0.09048	0.0	0.07786	0.09302	0.36285	0.29686	0.0	0.37288	0.23098	0.59897	0.0036293735831532	0.01436	0.6053	0.0408	0.09543	0.0	0.21878	0.24813	0.09985	0.01964	0.68129	0.0	0.0	0.38578	0.1323	1.2677	0.03171	0.16695	0.30088	0.05498	0.41464	0.0	0.04307	0.45959	0.07295	0.45212	0.42396	0.42736	0.12896	0.51143	0.21666	0.24641	0.10658	0.09418	0.11782	0.28709	0.04073	0.23427	0.0	0.21223	0.0631	0.21761	1.13219	0.52979	0.046	0.00924	0.04251	0.03803	1.18676	0.52518	0.03587	0.22085	0.33874	0.06453	0.11094	0.27495	1.36466	0.03608	0.16041	0.26349	0.14557	0.12393	0.27094	0.15421	0.16565	0.19426	2.25355	0.52931	0.06791	1.02778	0.49403	0.01446	0.33675	0.28751	0.28947	0.11165	0.43318	0.33488	0.00468	0.76556	0.04449	1.06456	0.7535	0.00069	0.06217	0.10022	0.07682	0.17214
