clade_name	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
k__Bacteria|p__Firmicutes|c__CFGB20074|o__OFGB20074	0.0	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	0.0	0.0	0.0	0.0	0.02984	0.00867	0.0	0.00553	0.02236	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.00212	0.03345	0.0	0.0	0.0	0.0	0.01509	0.00418	0.0	0.0	0.00536	0.0	0.0	0.00023	0.00984	0.0	0.0	0.0	0.05367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01789	0.0	0.0	0.0	0.0	0.0	0.01825	0.0	0.03627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05253	0.0	0.0	0.10359	0.0	0.0	0.0	0.00111	0.00363	0.02379	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0206	0.00187	0.0	0.0	0.0	0.0	0.02892	0.17429	0.0	0.0	0.0	0.01293	0.0	0.00398	0.0	0.0	0.0	0.11199	0.00809	0.0	0.0	0.00199	0.0	0.0	0.01736	0.00309	0.0	0.00313	0.02379	0.0	0.0	0.0	0.0	0.00176	0.0	0.0262	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9572|o__OFGB9572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB41366|o__OFGB41366	0.0	0.00037	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00542	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	6e-05	0.015	0.0	3e-05	0.0	0.0	0.0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.04687	0.16985	0.32685	0.0	0.0	0.00059	0.0	0.00438	0.0	0.2159	0.0	0.0	0.00366	0.02141	0.0	0.0	0.0	0.48301	0.0	0.15168	0.0	0.00519	0.0	3.21632	0.01243	2.02647	0.0	0.0	0.0	0.0	2.76818	0.0015239358691693	0.0	0.11788	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	1.05951	0.0	0.0	0.0	0.00918	0.00031	0.19959	0.0	0.0	0.0	0.0	0.0	0.78543	0.0	0.28082	0.0	0.5258	0.00062	0.37277	0.10306	0.0	0.0	0.0	0.0	0.43035	0.03621	0.1003	0.58664	0.0	0.10912	0.0	0.34489	0.0	0.0	0.0	0.90406	0.3856	0.0	0.00329	0.79486	0.0	0.31364	0.0	0.26807	0.0	0.0	0.00386	0.0	0.27367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02817	0.72443	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10668	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.04269	0.0	0.00019	0.0
k__Bacteria|p__Firmicutes|c__CFGB1302|o__OFGB1302|f__FGB1302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14985	0.00106	0.0	0.0	0.0	0.0	0.0	0.05275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae	0.23486	0.034	0.18885	0.0	0.0	0.00034	0.0	0.00011	0.05703	0.03875	0.0	0.0	0.0	0.00643	0.0	0.00302	0.0	0.02768	0.05148	0.0	0.01475	0.0	0.0408	0.00369	0.0	0.0497	0.00537	0.0	0.0	0.00042	0.0	0.0	0.10447	0.0	0.06027	0.0	0.0	0.0	0.0	0.17488	0.0	0.0	0.04064	0.0	0.02104	0.15653	0.01115	0.0	0.0	0.0	0.0	0.0	0.06432	0.0	0.00527	0.0	0.0	0.30332	0.0	0.0	0.0	0.23969	0.01897	0.00215	0.0731	0.00678	0.01413	0.0	0.01152	0.00241	0.00861	0.0208	0.0	0.0	0.0	0.0	0.01813	0.0	0.03135	0.0	0.0	0.0	0.03291	0.05114	0.07744	0.0	0.00612	0.01183	0.02293	0.00829	0.0	0.02953	0.02381	0.02863	0.0	0.0	0.0	0.07171	0.0	0.01054	0.0037	0.0	0.0	0.00465	0.05784	0.0	0.0	0.0	0.00412	0.02584	0.00017	0.01393	0.0	0.0	0.0	0.02286	0.0	0.00515	0.00559	0.03995	0.0	0.01854	0.00075	0.02996	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__CFGB6128|o__OFGB6128|f__FGB6128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00638	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.00074	0.0	0.0	0.0	0.02119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00803	0.0	0.00672	0.00518	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.00999	0.02536	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB14246|o__OFGB14246|f__FGB14246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.00017	0.0	0.0	2e-05	0.00155	7e-05	0.00046	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9612|o__OFGB9612|f__FGB9612	0.0034	0.00154	0.0	0.0	0.0	0.00023	0.0	0.0	5e-05	0.01025	0.0	0.0	0.0	0.0	0.0	0.00495	0.0	0.0	0.00089	0.00036	0.0	0.0	0.00035	0.0	0.00038	0.00279	0.00191	0.0	0.0	0.0051	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.02371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121	0.00068	0.0	0.0	0.0	0.01374	0.0	0.0	0.0	0.0	0.00514	0.0	0.00822	0.0	0.0	0.0	0.00126	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01773	0.0	0.0	0.0	0.0	0.00163	0.0	0.0	0.00807	0.0	0.00283	0.00887	0.0	0.0	0.00131	0.0	0.0	0.00049	0.02736	0.0	0.0	0.0	0.0	0.00583	0.0	0.00257	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.00627	0.01234	0.0	0.00185	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183	0.00819	0.00753	0.02074	0.00712	0.0	0.0	0.0	0.0096	0.01765	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.01247	0.0	0.0075	0.00043	0.0	0.0072	0.0	0.0	0.0	0.0	0.00388	0.0	0.0	0.00056	0.0191	0.00711	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.00517	0.00028	0.0	0.0	0.0	0.01558	0.0	0.0	0.0	0.0	0.14906	0.0	0.00793	0.01022	0.0	0.0	0.00188	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.01871	0.00104	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.01292	0.0	0.00771	0.0	0.00159	0.0	0.0	0.0	0.0	0.00014	0.00028	0.0	0.01069	0.0	0.00225	0.03285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00697	0.01076	0.0	0.00073	0.0	0.0	0.0	0.03702	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1434|o__OFGB1434|f__FGB1434	0.0	0.01469	0.0	0.0	0.0	0.0	0.01289	0.0	0.00316	0.10352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01179	0.00946	0.00511	0.00719	0.0	0.0	0.00078	0.0	0.00437	0.00996	0.0	0.0	0.00358	0.0	0.00018	0.0	0.0	0.02269	0.00207	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00911	0.0	0.0288	0.00925	0.0	0.0	0.0	0.00147	0.0	0.0	0.01494	0.0	0.04737	0.0	0.0	0.0	0.00819	0.0	0.0	0.0	0.02987	0.0	0.05512	0.0	0.0	0.02654	0.00201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02899	0.0	0.00969	0.00045	0.0	0.02698	0.0	0.01875	0.01998	0.00302	0.0001	0.00369	0.0	0.0	0.0	0.0	0.00273	0.0	0.00657	0.00021	0.0	0.00577	0.0181	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.00113	0.01664	0.0	0.0	0.0	0.0	0.0171	0.00056	0.0	0.0074	0.006	0.0	0.0	0.0	0.00777	0.01216	0.00024
k__Bacteria|p__Firmicutes|c__CFGB20074|o__OFGB20074|f__FGB20074	0.0	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0.0	0.0	0.0	0.0	0.02984	0.00867	0.0	0.00553	0.02236	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.00212	0.03345	0.0	0.0	0.0	0.0	0.01509	0.00418	0.0	0.0	0.00536	0.0	0.0	0.00023	0.00984	0.0	0.0	0.0	0.05367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01789	0.0	0.0	0.0	0.0	0.0	0.01825	0.0	0.03627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05253	0.0	0.0	0.10359	0.0	0.0	0.0	0.00111	0.00363	0.02379	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0206	0.00187	0.0	0.0	0.0	0.0	0.02892	0.17429	0.0	0.0	0.0	0.01293	0.0	0.00398	0.0	0.0	0.0	0.11199	0.00809	0.0	0.0	0.00199	0.0	0.0	0.01736	0.00309	0.0	0.00313	0.02379	0.0	0.0	0.0	0.0	0.00176	0.0	0.0262	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9572|o__OFGB9572|f__FGB9572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB41366|o__OFGB41366|f__FGB41366	0.0	0.00037	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00542	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	6e-05	0.015	0.0	3e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	8.12621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252	0.0	0.33854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252	0.0	0.07048	0.0	0.0	0.0	2.83522	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	4.11015	0.0	0.0	0.0	4.41336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53549	0.0	0.10403	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.02001	0.0	3.27022	0.0	0.0	0.0	0.16896	0.0	0.0	0.0	0.0	0.0	3.87998	0.0	0.0	0.0	0.0	4.6657	0.0	0.0	0.0	0.0	0.0	0.02391	0.00483	0.0	0.0	0.42484	0.67961	0.0	0.00732	0.0	0.00152	0.04837	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoruminococcus	0.00153	0.0	0.0	0.10649	0.0	0.19268	0.0	0.2437	0.0	0.19108	0.0	0.0006	0.0	0.0	0.00098	0.0	0.0	0.08441	0.0	0.0	0.0	11.05328	0.0	0.00264	0.0	0.00422	0.0	0.0	0.0	0.0	0.0	0.0	0.67532	0.00032	0.00023	0.0	0.00048	0.01054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53067	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.34098	0.00227	0.0	0.0	0.00022	0.0	0.0	0.00848	0.0	0.0	0.04073	0.00347	0.00593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.00377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01369	0.01788	0.0	1.45642	0.0	0.0	0.00228	0.0	0.0	0.0	0.01093	0.0	0.0	0.0	0.12988	0.0	0.0	0.42791	0.0	0.00401	0.0	0.02958	0.00222	0.0	0.0	0.00281	0.0	0.0	0.11308	0.00311	0.0	0.0	1.74265	0.0	28.80104	0.0	0.0	0.0	0.0	0.07448	7.60789	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	3.98594	6.86483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38993	0.0	0.0	0.0	0.0	1.57987	0.0	0.0	0.0	0.0	0.35899	2.07827	7.52498	0.0	0.0	0.0	0.0	0.0809	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.0	0.0	0.0	0.323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03612	0.0	0.0	1.57774	0.0	0.0	0.0	0.00824	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27968	0.42782	0.0	0.0	0.0	0.0	0.0	0.0	0.01866	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.00489	0.0	0.7065	0.0	5e-05	0.0	0.00113	0.0	0.0	0.0	0.0	0.49579	0.01743	0.00031	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08563	0.0	0.63179	0.0	0.0	0.0	1.60068	0.03479	0.0	0.0	0.0	1.88601	0.0	0.0	0.0	0.0	0.0	0.0	0.15094	0.0	0.0	0.0	0.0	0.0	0.0	0.12247	0.01189	0.0	0.0	0.0	0.0	0.0	0.0	0.72415	0.0	0.0	0.0	0.0	0.07002	0.0	0.0	0.01167	0.00111	0.9122	0.0	0.0	0.0	0.48552	0.00461	0.00265	1.78671	0.0	0.01629	0.0	0.0	0.09583	0.00053	0.0	0.0303	0.0	0.0	0.0	0.0	0.0	0.0	0.01963	0.0	0.0	0.0	1.14366	0.33902	0.00196	0.0	0.00191	0.99966	0.0	0.23929	0.0	0.0015	0.00905
