clade_name	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
k__Bacteria|p__Firmicutes|c__CFGB12277|o__OFGB12277|f__FGB12277|g__GGB35068|s__GGB35068_SGB47850	0.0	0.00598	0.0	0.0	0.0	0.0	0.0	0.02412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00566	0.0	0.0	0.0	0.0	0.0	0.02542	0.0	0.0	0.0	0.06788	0.0	0.00633	0.0	0.00698	0.0	0.00144	0.00838	0.0	0.0	0.0	0.07082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02712	0.0	0.0	0.09121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9697|s__GGB9697_SGB15213	0.00067	0.0	0.0	0.0	0.0	0.0	0.01917	0.0	0.01307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01062	0.0	0.00601	0.01956	0.0	0.0	0.0008	0.00432	0.0	0.0133	0.0	0.0	0.00956	0.28237	0.0	0.00095	0.00027	0.00748	0.0	0.0	0.0	0.0	0.0	0.00791	0.0	0.0	0.0	0.0	0.0	0.07597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.00053	0.01176	0.00394	0.0	0.00349	0.00129	0.0	0.0	0.00785	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula	0.00963	0.00351	0.01291	0.00459	0.0023	0.01001	0.0	0.0	0.0297	0.00466	0.0	0.00579	0.0	0.0	0.0	0.0	0.01088	0.01946	0.0	0.0	0.01238	0.0	0.0	0.00871	0.0	0.0021	0.01125	0.0	0.00483	0.00576	0.0	0.00171	0.00158	0.0	0.00126	0.0	0.0	0.00428	0.00494	0.01299	0.0	0.00873	0.00672	0.0	0.04911	0.00598	0.0	0.0	0.00654	0.00045	0.00875	0.00141	0.0	0.00235	0.0	0.00157	0.00013	0.00224	0.0	0.0004
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05232	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Schneewindia|s__Candidatus_Schneewindia_gallinarum	0.00475	0.00207	0.00217	0.0	0.00863	0.0	0.00097	0.00176	0.0	0.0	0.0	0.0	0.00091	0.01095	0.00032	0.00104	0.0	0.0	0.0	0.0051	0.0	0.00046	0.0	0.0	0.0	0.03403	0.0	0.0	0.00029	0.0	0.00232	0.00198	0.0	0.0	0.0	0.00495	7e-05	0.00052	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.00016	0.00442	0.0	0.0	0.0	0.00338	0.00385	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.03776	0.09444	0.0	0.10315	0.0	0.0	2.33153	0.0	0.02746	0.0	0.0	0.0	0.0	2.13824	0.0	0.0	0.11254	0.03258	0.28976	0.66584	0.00646	0.0	0.01319	0.0	0.45426	0.0	0.0	0.0	0.00101	0.0	0.53878	0.05097	0.00609	0.01816	0.0	0.31267	0.03123	0.01919	0.00423	0.00975	0.0	0.01419	0.60364	0.0	0.10813	0.0	0.0	0.0	0.77734	0.0	0.00874	0.0	0.53307	0.73693	0.0	0.50085	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lundensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.00165	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01722	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02202	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__Candidatus_Nanogingivalis|s__Candidatus_Nanogingivalis_gingivitcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH	0.00832	0.00013	0.0	0.0	0.0	0.0	0.00367	0.0	0.0	0.08924	0.0	0.0	0.0	0.0	0.00718	0.0	0.01751	0.0	0.0	0.0	0.06249	0.0	0.0	0.04266	0.30237	0.00015	0.00458	0.02576	0.0	0.00156	0.00435	0.01789	0.0	0.07248	0.05859	0.0	0.0	0.0	0.00486	0.0	0.0	0.07638	0.0	0.0	0.0	0.0	0.0	0.0061	0.00645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00695
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9618|s__GGB9618_SGB15064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03543	0.0	0.0	0.02721	0.0	0.0	0.00612	0.00446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00814	0.04723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_SGB6139	0.00066	0.0	0.00205	0.0	0.06894	0.0	0.00749	0.0	0.0	0.01382	0.4658	0.0	0.0	0.02184	0.00537	0.0	0.0	0.07055	0.0	0.01409	0.0	0.0	0.0	0.0	0.00407	0.0	0.12405	0.0	0.0	0.00015	0.22855	0.00363	0.01942	0.0	0.01577	0.16275	0.0	0.07745	0.0	0.0	0.0	0.09166	0.0	0.00659	0.0	0.22751	0.02119	0.0	0.0	0.00341	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00394	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta	0.0046	0.06312	0.00058	0.00079	0.05649	0.00064	0.04038	0.01245	0.00884	0.00248	0.00126	0.0	0.02096	0.02733	0.0	0.01324	0.0	0.0	0.00227	0.01699	0.0	0.00361	0.00186	0.00019	0.003	0.00034	0.00349	0.0	0.02793	0.0	0.00665	0.00463	0.00551	0.0	0.0	0.00562	0.00189	0.00563	0.00065	0.13727	0.00806	0.00193	0.01821	0.03273	0.00045	0.0	0.00228	0.01661	0.02401	0.0	0.00074	0.01019	0.04609	0.00427	0.02772	0.0	0.04559	0.01319	0.0	0.03511
k__Bacteria|p__Firmicutes|c__CFGB11371|o__OFGB11371|f__FGB11371|g__GGB33432|s__GGB33432_SGB47280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis	0.0	0.13315	0.0	0.0	0.0	0.03343	0.0	0.0449	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.03077	0.0	0.0	0.0	0.00364	0.0	0.0	0.0	0.0	0.04823	0.014	0.01345	0.09874	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.06049	0.07108	0.0	0.13956	0.0	0.22977	0.03949	0.0	0.0	0.0	0.0	0.02617	0.0	0.0	0.01446	0.0	0.13676	0.0	0.03416	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Lactobacillus_vaginalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02551	0.0	0.0	0.0	0.01507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167	0.0	0.00707	0.0	0.0	0.0	1.34478	0.00848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250	0.00034	0.00076	0.0	0.0	0.0	0.0	0.0	0.01417	0.01428	0.00369	0.0	0.0	0.0	0.05004	0.0	0.0	0.0	0.00863	0.0	0.01896	7e-05	0.01482	0.00274	0.01697	0.00108	0.0	0.0	0.00186	0.0	0.0	0.01296	0.00037	0.00773	0.00545	0.0	0.14019	0.0	0.0	0.00048	0.0	0.0	0.00065	0.01702	0.0	0.0	6e-05	0.0089	0.03547	0.0	0.0131	0.00842	0.02281	0.06341	0.00227	0.0	0.04682	0.06156	0.02348	0.00069	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_31	0.0	0.0001	0.0	0.00264	0.0	0.00209	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.00307	0.00095	0.0	0.0	0.00021	0.0	0.00061	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13	0.0002	0.00098	0.0	0.00044	0.00174	0.00071	0.00018	0.0	0.00116	0.00352	0.00092	0.0	0.00133	0.0	0.00041	0.00238	0.0	0.0011	0.0	0.0	0.00033	0.0	0.00175	0.0	0.00353	0.0	0.00337	0.0	0.0	0.00014	0.00019	0.0	0.00033	0.00121	0.00045	0.00075	0.00359	0.0	0.00193	0.0006	0.00077	0.00328	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.00088	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acidifaciens	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0002	0.00207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_massiliensis	0.0	0.0	0.0	0.00328	0.0	0.0	0.0	0.0	0.03236	0.0	0.0	0.0	0.00492	0.00157	0.0	0.00692	0.0	0.0	0.02055	0.00237	0.0	0.0	0.03431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.0163	0.0	0.00533	0.0	0.02014	0.01261	0.0	0.0	0.0	0.0	0.0	0.00993	0.01999	0.0	0.0	0.05071	0.0	0.04838	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.01955	0.0	0.0	0.0105	0.04179	0.00161	0.01276	0.01422	0.001	0.01131	0.0	0.0	0.01876	0.07015	0.0085	0.02778	0.0	0.06686	0.02651	0.0	0.00344	0.02278	0.0	0.0	0.04814	0.01791	0.00157	0.00066	0.01266	0.0	0.00998	0.00937	0.0	0.00054	0.0	0.16167	0.0371	0.00022	0.0	0.01925	0.0	0.00303	0.12483	0.1372	0.00736	0.0	0.0053	0.0	0.042	0.00086	0.00208	0.00675	0.03157	0.00617	0.00309	0.0	0.01441	0.01689	0.0	0.01775
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_inopinata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0.0	0.0008	0.00016	0.0	0.0	5e-05	0.00055	0.0	0.00097	0.00061	0.0	0.00037	0.0	0.0	0.0	0.00464	0.00026	0.00138	0.00113	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.0	0.00054	0.04603	0.00091	0.00893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00236	0.00308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00458	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.00605	0.00129	0.00473	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota|s__Massilimicrobiota_sp_An134	0.0	0.0	0.0	0.0	0.00215	0.0	0.03869	0.0	0.0	0.0	0.0	0.0	0.0	0.06576	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01189	0.00079	0.0	0.0	0.0	0.00299	0.0	0.00506	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.02563	0.05715	0.0	0.0	0.00357	0.00178	0.0024	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0.07812	0.02657	0.01979	0.01611	0.01936	0.01033	0.0	0.00239	0.16976	0.0	0.0	0.00588	0.0	0.00408	0.0	0.01636	0.00299	0.00599	0.0	0.0	0.01015	0.0	0.0	0.00628	0.0	0.05756	0.03667	0.00553	0.03849	0.0	0.0	0.01425	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.01877	0.005	0.01119	0.01548	0.0	0.01312	0.01191	0.0	0.00041	0.00048	0.00562	0.00727	0.0	0.0	0.0	0.00327	0.00056	0.00871	0.00807	0.00031	0.00481
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__GGB58233|s__GGB58233_SGB79883	0.00013	0.0	0.00118	0.0	0.00875	2e-05	0.0	0.0	0.0025	0.0001	0.0	0.0	0.00045	0.0	0.0	0.00164	0.0	0.0	0.0	0.001	0.0	0.0	0.00316	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.00028	0.0	0.0	0.0	0.0	0.00082	0.0	0.00071	0.0	4e-05	0.0	0.0	0.00883	0.0	0.00054	0.0	0.00059	0.00084	0.00578	0.0	0.0	0.00355	0.0	0.0	0.0	0.0	0.01549	0.0	0.0	0.00386
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_obesiensis	0.0	0.0	0.0	0.0	0.00279	0.0	0.0	0.0172	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.01241	0.0	0.00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0159	0.0295	0.0	0.0	0.0	0.0	0.03839	0.0	0.0	0.0	0.0	0.0	0.005	0.00469	0.0	0.00813	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01204	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oralis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
