clade_name	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15309	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06898	0.0	0.00119	0.01748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02136	0.0	0.01853	0.09285	0.0	0.0	0.0	0.0	0.0	0.0	0.00899	0.0	0.0	0.0	0.0	0.00584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriales_unclassified|g__Coriobacteriales_unclassified|s__Coriobacteriales_unclassified_SGB72475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9618|s__GGB9618_SGB15065	0.0	0.01178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.01095	0.00411	0.0	0.0	0.0	0.0	0.0	0.01137	0.06034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00542	0.01125	0.0	0.0	0.0	0.0	0.02296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118|s__GGB3118_SGB4130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05033	0.0	0.0	0.0	0.06687	0.0	0.06361	0.00014	0.0	0.0	0.00885	0.05994	0.0	0.0	0.0	0.01752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.00184	1.86503	0.03182	0.58929	0.0	0.01782	0.3234	0.16012	0.0	0.04946	0.19673	0.0	0.84173	1.92004	0.0	0.09604	0.0	0.47285	0.80327	0.0	0.0	0.0	0.05022	0.0	0.42062	0.25844	0.0	0.0	0.0	0.0	0.1729	0.53798	0.0	0.0	0.00907	0.68601	0.02323	0.28677	0.0	0.00764	0.18418	0.01765	0.30503	0.17268	0.05728	0.08245	0.01078	0.41716	0.0	0.1832	0.0	0.00016	0.0	1.33523	0.0	0.0	0.31386	0.0	0.03682	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.0	0.0	3.86077	0.0	0.0	1.57456	1.99504	0.54596	1.5416	0.0	3.29107	4.2462	0.47206	1.70008	0.0	0.0	0.0	0.0	0.02092	2.01402	0.03007	1.38574	0.0	0.2381	0.0	0.0	0.39226	0.0	1.22309	0.0	0.0	0.30971	0.30133	0.0	0.0	1.78002	0.0	0.0	0.0	0.0	0.64028	0.0	0.0	0.0	0.0	1.08803	2.42957	0.0	0.0	0.0	2.14288	1.42645	0.0	0.0	2.09631	1.89338	2.51478	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__CFGB2164|o__OFGB2164|f__FGB2164|g__GGB6132|s__GGB6132_SGB8779	0.0	0.03197	0.0	0.0	0.0	0.007	0.02399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138	0.0	0.0	0.0	0.01537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.00042	0.02101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_paralvei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.08894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089	0.0	0.35227	0.0	0.0	0.11856	0.09227	0.0	0.02497	0.0	0.03332	0.0815	0.0	0.04085	0.23419	0.0	0.23348	0.0	0.28524	0.83247	0.00019	0.06109	0.0	0.00959	0.19145	0.04851	0.03286	0.01866	0.24159	0.17621	0.0	0.00255	0.00016	0.1003	0.05276	0.09173	0.14442	0.07479	0.15422	0.23989	0.09946	0.0	0.0	0.0	0.00095	0.0	0.07638	0.0	0.04405	1.38863	0.11649	0.34976	0.03776	0.0001	0.78923	0.0	0.24254	0.0	1.26956	0.23012	1.95457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9597|s__GGB9597_SGB15022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02114	0.04913	0.0	0.0	0.0	0.0	0.0	0.12244	0.04282	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.00056	0.06564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9631|s__GGB9631_SGB15087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09127	0.0	0.14968	0.0	0.0	0.53446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09243	0.03779	0.0616	0.0	0.0	0.0	0.07842	0.0	0.04962	0.0	0.0	0.0	0.52813	0.0	2.23762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15093	0.0	0.0	0.0	0.0	0.0	0.06249	0.09702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59335	0.0	0.0	0.0	0.0	0.0	0.0	0.04278	0.08396	0.0	0.0	0.0	0.0	0.544	0.00853	0.0	0.0	0.0	0.01982	0.86861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0.0	0.00013	0.02637	0.0	0.0	0.00446	0.0	0.0	0.0	0.18587	0.01101	0.0	0.7695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08183	0.0	0.0	0.2406	0.0	0.0	0.0	0.00628	0.0	0.17869	0.0	0.0	0.00166	0.0	0.05242	0.0	0.07646	0.0	0.0	0.0	0.0	0.22731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640|s__GGB9640_SGB15115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0215	0.0	0.08263	0.03207	0.0	0.0	0.03605	0.0	0.0	0.0455	0.0	0.0	0.0	0.00513	0.07956	0.0	0.00123	0.00795	0.0	0.0	0.0	0.0	0.0	0.04385	0.03442	0.0	0.0	0.0	0.03482	0.0	0.0	0.0	0.0	0.45268	0.0	0.01706	0.0021	0.00021	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4773|s__GGB4773_SGB6607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00604	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.00773	0.0	0.0	0.00137	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.0	0.44472	0.0	0.0	0.0	0.00236	0.0	0.0	0.02925	0.0	0.00069	0.0	0.01392	0.0	0.0	0.0	0.01119	0.3545	0.0	0.00971	0.0	0.0	0.0	0.02252	0.0	0.0	0.0	0.0	0.0	0.00028	0.00589	0.0	0.0	0.0	0.0021	0.00581	0.0	0.00329	0.0	0.0	0.0	0.0	0.00299	0.03651	0.0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737|g__GGB34228|s__GGB34228_SGB72916	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01673	0.0	0.00048	0.00381	0.0	0.0	0.01829	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.00275	0.0	0.0	0.0	0.0	0.00951	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15424	0.0	0.0	0.0	0.00407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2977|s__GGB2977_SGB3959	0.0	0.0279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00495	0.00708	0.0	0.0	0.0	0.0	0.0	0.05473	0.03479	0.0	0.0	0.05703	0.0	0.0	0.04558	0.02495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0541	0.0	0.0	0.0	0.09737	0.0	0.05462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03676
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	0.02113	0.01293	0.01713	0.0	0.03686	0.00479	0.0107	0.00463	0.0	0.0	0.00202	0.0	0.0	0.02689	0.0	0.02669	0.0	0.0	0.0	0.0	0.00555	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.00695	0.00279	0.008	0.00175	0.00075	0.0	0.0	0.004	0.00533	0.0	0.02622	0.0	0.01429	0.0	0.0	0.0	0.0	0.0	0.00467	0.0	0.00091	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.02873	0.0	0.00476
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4831	0.13229	0.29171	0.0	0.09775	0.0	0.18851	0.02663	0.00357	0.00294	0.15459	0.03029	0.0	0.00901	0.0	0.05795	0.0	0.25021	0.69336	0.14815	0.045	0.01664	0.20828	0.0424	0.04862	0.33133	0.0	0.0	0.022	0.0	0.04868	0.03584	0.0	0.14323	0.27352	0.02608	0.43946	0.03234	0.02098	0.05172	0.0	0.0	0.01143	0.0	0.0	0.00955	0.12052	0.1053	0.0	0.0	0.35637	0.04436	0.0	0.0	0.07109	0.0	0.0	0.0	0.0	0.02348	0.16794
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp_gm002	0.0	0.00738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142	0.0	0.0	0.0	0.0	0.0	0.0	0.03542	0.02051	0.0	0.0015	0.0	0.0	0.52921	0.00868	0.0	0.03806	0.0	0.0	0.0	0.07345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10259	0.0	0.02764	0.0	0.0	0.02775	0.0	0.0	0.0	0.0	0.01506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05396	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00165	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9621|s__GGB9621_SGB15073	0.06795	0.03469	0.01063	0.00658	0.0	0.0	0.05948	0.01442	0.02342	0.02278	0.0	0.0	0.05464	0.0	0.03515	0.01068	0.0	0.0004	0.0	0.04767	0.02757	0.07729	0.0	0.04145	0.07807	0.01291	0.01253	0.0	0.0	0.01082	0.00099	0.00868	0.02889	0.01532	0.05178	0.0128	0.0	0.17144	0.01032	0.0	0.0	0.06539	0.0	0.0	0.12215	0.0	0.04323	0.0	0.0323	0.03188	0.0026	0.0	0.27712	0.01198	0.0113	0.0	0.0	0.0	0.00832	0.00088
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB6649|s__GGB6649_SGB9391	0.00094	0.01214	0.0	0.03304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0101	0.0	0.0	0.0	0.0	0.01926	0.00136	0.0	0.0	0.0	0.01147	0.0	0.00853	0.0	0.0	0.0	0.01145	0.0	0.0	0.0	0.01801	0.00374	0.00269	0.0	0.0	0.05634	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02626	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcaceae_unclassified|s__Peptococcaceae_bacterium	0.0	0.00041	0.0	0.03379	0.0	0.0	0.00122	0.0	0.04233	0.04845	0.0843	0.0	0.0	0.0	0.0	0.0	0.0	0.05785	0.0	0.31406	0.01825	0.0	0.00195	0.00318	0.0408	0.0	0.03548	0.04203	0.0	0.0	0.0	0.0	0.0	0.07187	0.0	0.00087	0.32565	0.0	0.0	0.30128	0.0	0.0	0.0	0.0	0.0	0.13399	0.01437	0.0	0.0	0.02412	0.0	0.0	0.04731	0.0	0.0	0.0	0.02357	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9787|s__GGB9787_SGB15410	0.0	0.04092	0.0	0.0	0.0	0.00925	0.00188	0.01108	0.0	0.01036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01195	0.0	0.00164	0.0	0.0	0.0	0.01568	0.04466	0.0	0.0	0.0	0.0	0.01888	0.04101	0.0	0.00467	0.02081	0.00823	0.0	0.0	0.0	0.02343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01748	0.00576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB9557|s__GGB9557_SGB14966	0.03049	0.00127	0.04426	0.00791	0.0155	0.01366	0.00894	0.00149	0.01355	0.0008	0.01824	0.0	0.02382	0.02468	0.01311	0.03805	0.00063	0.0	0.0	0.0014	0.01512	0.00278	0.00135	0.01491	0.01404	0.00321	0.01326	0.01286	0.0	0.00164	0.00072	0.01658	0.01128	0.0009	0.01594	0.00613	0.01805	0.03457	0.00917	0.01366	0.00262	0.00869	0.0	0.00119	0.01513	0.00102	0.01559	0.0	0.04141	0.0	0.00447	0.00557	0.00079	0.00775	0.0	0.0	0.0	0.0	0.00258	0.01415
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00714	0.0	0.0	0.00143	0.0	0.00021	0.04164	0.0	0.00324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerosacchariphilus|s__Anaerosacchariphilus_sp_NSJ_68	0.0	0.0	0.0	0.0	0.0	0.0	0.00386	0.0003	0.0	0.00237	0.00921	0.0	0.0	0.0	0.00219	0.0	0.00182	0.00277	0.0	0.0	0.01386	0.0	0.0	0.01076	0.00807	0.0	0.0133	0.02828	0.0	0.00457	0.01953	0.02821	0.00273	0.00395	0.00096	0.0	0.00613	0.0	0.00557	0.0	0.0	0.00489	0.0	0.0	0.02582	0.00855	0.0029	0.0	0.0	0.0103	0.0	0.0	0.0	0.01149	0.0	0.0	0.0	0.0	0.00425	0.00587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_6	0.0	0.0	0.0	0.0	0.0	0.01426	0.0	0.02268	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.0	0.08711	0.01796	0.0	0.0	0.08756	0.06603	0.0	0.0	0.13041	0.07223	0.04331	0.0231	0.0	0.0	0.0273	0.0236	0.0	0.02634	0.05951	0.01309	0.0	0.0	0.11333	0.0	0.0	0.0	0.0	0.01815	0.0	0.0296	0.03155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroscilispira|s__Candidatus_Heteroscilispira_lomanii	0.0	0.0	0.0	0.0	0.0	0.0	0.00629	0.00376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.00039	0.0	0.00063	0.0	0.00305	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heritagella|s__Candidatus_Heritagella_intestinalis	0.0	0.0	0.0	0.0	0.0	0.0	0.00273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02069	0.0	0.03656	0.0	0.0	0.0	0.02314	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01238	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB14969	0.01676	0.00971	0.0	0.37231	0.0	0.164	0.0	0.0471	0.5663	0.03217	0.0	0.00057	0.00718	0.0	0.01506	0.0	0.07991	0.0454	0.0	0.01956	0.1203	0.00964	0.02777	0.22031	0.0	0.0	0.04874	0.0	0.0	0.0	0.00377	0.0	0.00601	0.01487	0.05399	0.02363	0.0	0.0	0.02986	0.0	0.0	0.0005	0.0	0.0	0.0	0.00907	0.0	0.0	0.0	0.04107	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19850	0.0	0.00556	0.00303	0.00334	0.00142	0.00781	0.0	0.0	0.02406	0.00353	0.00341	0.0093	0.0	0.00095	0.0	0.0	0.0	0.01466	0.00173	0.0	0.00189	0.0023	0.0	0.0	0.00385	0.00683	0.02639	0.0	0.00794	0.00038	0.00062	0.0	0.001	0.0	0.00325	0.00018	0.0	0.00755	0.0	0.01175	0.00703	0.01405	0.01448	0.0	0.00483	0.0065	0.0	0.00089	0.00044	0.00225	0.01232	0.0	0.0	0.00391	0.01345	0.00084	0.00132	0.00507	0.00545	0.00096
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Kytococcaceae|g__Kytococcus|s__Kytococcus_sedentarius	0.0	0.0	0.00254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.00036	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	0.02471	0.0	0.0	0.0	0.00735	0.08483	0.0627	0.00331	0.0	0.0	0.0	0.0	0.15972	0.0	0.0	0.0	0.0	0.01004	0.0	0.03636	0.01885	0.12684	0.0	0.01687	0.0	0.03532	0.0	0.0	0.0	0.02217	0.0	0.0	0.0	0.0	0.05965	0.0	0.0	0.0	0.01479	0.0	0.0	0.0	0.0	0.0	0.0	0.01829	0.05809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.03199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.01064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00441	0.0	0.0	0.0
