clade_name	SID31004	SID31009	SID31021	SID31030	SID31071	SID31112	SID31129	SID31137	SID31159	SID31160	SID31188	SID31219	SID31223	SID31233	SID31236	SID31237	SID31256	SID31267	SID31275	SID31276	SID31282	SID31285	SID31300	SID31328	SID31333	SID31337	SID31343	SID31360	SID31367	SID31379	SID31398	SID31416	SID31424	SID31428	SID31431	SID31446	SID31449	SID31450	SID31452	SID31455	SID31477	SID31489	SID31493	SID31501	SID31512	SID31519	SID31537	SID31549	SID31557	SID31582	SID31637	SID31685	SID31700	SID31705	SID31711	SID31714	SID31723	SID31749	SID31750	SID31766	SID31865	SID31866	SID31868	SID31870	SID31871	SID31872	SID31873	SID31874	SID31875	SID31876	SID31877	SID31878	SID31879	SID31880	SID31881	SID31883	SID31884	SID530002	SID530018	SID530026	SID530028	SID530039	SID530041	SID530050	SID530052	SID530054	SID530055	SID530074	SID530075	SID530119	SID530142	SID530154	SID530163	SID530167	SID530168	SID530172	SID530177	SID530185	SID530215	SID530227	SID530251	SID530258	SID530262	SID530295	SID530297	SID530315	SID530323	SID530331	SID530348	SID530364	SID530368	SID530373	SID530394	SID530398	SID530403	SID530444	SID530450	SID530451	SID530558	SID530600	SID530623	SID530697	SID530705	SID530743	SID530756	SID530840	SID530867	SID530890	SID531128	SID531155	SID531248	SID531274	SID531277	SID531281	SID531333	SID531352	SID531361	SID531382	SID531403	SID531414	SID531416	SID531424	SID531469	SID531663	SID531766	SID531775	SID532305	SID532749	SID532779	SID532796	SID532802	SID532826	SID532832	SID532915
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae|t__SGB1857	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.00102	0.0	0.00196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00981	0.0	0.0	0.0	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.15968	0.0	0.0	0.0	0.00022	0.0101	0.0	0.0	0.07044	0.0	0.0	0.0	0.0	0.32763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.05825	0.0	0.0	0.15473	0.0	0.0	0.0	0.0	0.58203	0.0	0.0	0.01496	0.24679	0.0	0.0	5e-05	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	2.45245	0.11675	0.0	0.0	0.75986	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB13977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640|s__GGB9640_SGB15115|t__SGB15115	0.0	0.0	0.0	0.0	0.06112	0.0	0.0	0.0	0.00052	0.03223	0.04002	0.20688	0.00186	0.16016	0.11954	0.0	0.0	0.0	0.0	0.022	0.0	0.03859	0.09717	0.03612	0.0	0.0	0.01403	0.14072	0.0	0.0	0.00998	0.0	0.07005	0.0	0.0	0.0	0.0	0.0	0.0	0.11102	0.09332	0.03586	0.05742	0.0	0.02444	0.18706	0.0	0.03814	0.00619	0.0	0.0	0.0	0.06922	0.00666	0.0	0.0	0.0	0.10256	0.00584	0.0	0.0	0.03659	0.00569	0.0	0.0	0.08515	0.07036	0.03254	0.04346	5e-05	0.00058	0.1865	0.00013	0.00408	0.06661	0.11278	0.0	0.0	0.03391	0.14271	0.07791	0.0	0.00411	0.00019	0.0	0.03179	0.0	0.0	0.03067	0.02429	0.0	0.0	0.0	0.00032	0.0	0.02544	0.00259	0.03753	0.04284	0.0	0.0	0.0	0.01868	0.0	0.07646	0.0	0.07789	0.00054	0.0	0.0	0.0	0.0584	0.05154	0.0	0.01566	0.0	0.0	0.06043	0.0	0.04657	0.0	0.0	0.00062	0.02619	0.0	0.0	0.07646	0.02652	0.0	0.00031	0.09437	0.00169	0.06843	0.16419	0.06314	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.18677	0.067	0.00108	0.05789	0.04853	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00531	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02325	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__SGB6952	0.0356	0.00374	0.00679	0.0	0.00373	0.0	0.0	0.01676	0.02789	0.00157	0.00229	0.00358	0.0007	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.03953	0.00042	0.0	0.0	0.00068	0.00121	0.05643	0.00238	0.0	0.0	0.0	0.00096	0.00772	1.23593	0.02519	0.0	0.0	0.0	0.00211	0.00215	0.00791	0.0	0.0	0.00146	0.00468	0.00038	0.01382	0.0	0.0	0.00026	0.0	0.24073	0.0	0.00067	0.0	0.0	0.0	0.0	0.0532	0.00063	0.011	0.00533	0.0	0.00032	0.0	0.0106	0.0	0.0	0.00158	0.0	0.0	0.54128	0.0	0.02653	0.0	0.0	0.0	0.00135	0.00121	0.0	0.0	0.0222	0.0	0.00071	0.0	0.00182	0.0	0.00136	0.0	0.00805	0.00422	0.01308	0.00082	0.0	0.0	0.00048	0.0003	0.0	0.0	0.00014	0.00642	0.0	0.0	0.0	0.0	0.0034	0.03094	0.0	0.0	0.00151	0.0	0.0	0.00143	0.0	0.0	0.00843	0.0	0.0	0.0	0.00373	0.13706	0.0	0.0	0.02491	0.0	0.00833	0.0146	0.00165	0.24014	0.02597	0.0	0.00157	0.00274	0.0	0.0002	0.0	0.00591	0.0066	0.0	0.0	0.0048	0.0	0.00027	0.03743	0.0	0.0016	0.0	0.00244	0.00306	0.01328	0.01726	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00924	0.00302	0.0	0.0	0.0	0.00066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.02738	0.0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.04838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03743	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737|g__GGB34228|s__GGB34228_SGB72916|t__SGB72916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.02245	0.0	0.00622	0.0	0.0	0.0	0.0	0.00016	0.0	0.00462	0.0	0.0	0.00349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00236	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.00124	0.00069	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05393	0.0	0.0	0.02435	0.0	0.0	0.0	0.00949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.10861	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4924|t__SGB4924_group	0.0	0.0	0.05884	0.0	0.04008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.03476	0.0	0.05999	0.61303	0.02685	0.23309	0.0	0.0	0.0	0.0	0.30366	0.0	0.01195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05646	0.0	0.0	0.00475	0.0	0.0	0.0	0.18212	0.0	0.0	0.0	0.02793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0199	0.0	0.0	0.0	0.0	0.0	0.0	0.00786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.0	0.02843	0.0	0.0	0.0	0.0	0.08566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2596	0.0	0.0092	0.0	0.00317	0.0	0.0	0.09672	0.0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25516	0.0	0.1094	0.0	0.0	0.58138	0.0	0.04927	0.00023	0.05486	0.0	0.0	0.2416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01455	0.0	0.0	0.0	0.0	0.0053	0.0	0.0348	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB14177	0.0	0.01573	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.00593	0.03709	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.03731	0.0	0.0	0.00113	0.02293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.06883	0.00455	0.0	0.00226	0.0	0.0	0.0	0.006	0.0309	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.01224	0.0	0.0	0.02241	0.00035	0.0	0.0	0.0	0.00344	0.00429	0.0	0.0	0.0	0.0	0.03395	0.00361	0.00391	0.0	0.0	0.0	0.0	0.0	0.01647	0.0	6e-05	0.03339	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0.02841	0.0	0.0	0.0	0.00026	0.00085	0.0	0.0	0.0	0.0	0.0	0.00017	0.00067	0.0	0.01397	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.0	0.0	0.0	0.0	0.01354	0.00576	0.0289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04817	0.0	0.00033	0.0	0.0	0.01769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2977|s__GGB2977_SGB3959|t__SGB3959	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.01781	0.0759	0.00845	0.02349	0.02076	0.02998	0.0	0.0	0.11637	0.07166	0.03773	0.01905	0.0	0.0	0.0	0.0	0.02931	0.0	0.0	0.05348	0.0	0.0	0.00381	0.0	0.03974	0.0	0.02031	0.0	0.0	0.0	0.0	0.0	0.13309	0.0405	0.13076	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.05581	0.05767	0.11348	0.0	0.0	0.02895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03471	0.0	0.0	0.00783	0.0247	0.0	0.0	0.00738	0.03675	0.0	0.01996	0.0	0.01968	0.0	0.0	0.08982	0.01773	0.0	0.03797	0.01417	0.0	0.02308	0.01664	0.0	0.0	0.0	0.0	0.0	0.0	0.0162	0.0	0.0	0.00345	0.00511	0.0	0.0	0.0	0.01081	0.02916	0.0	0.0	0.10259	0.04973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10717	0.1151	0.0	0.03204	0.0	0.00783	0.01274	0.0	0.0	0.02058	0.0	0.0	0.0	0.03288	0.0	0.0	0.02052	0.0	0.03645	0.00404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.00892	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15370	0.08995	0.30324	0.0	0.0	0.02582	0.0	0.0	0.0	0.0	0.03782	0.07509	0.00295	0.07813	0.04449	0.0	0.0	0.0	0.12614	0.0	0.01087	0.0	0.0	0.03981	0.00439	0.15867	0.0	0.0	0.30932	0.0	0.0	0.0	0.0	0.01439	0.01133	0.0	0.0	0.0	0.0	0.00398	0.0	0.01237	0.00825	0.01594	0.0	0.19575	0.0	0.0	0.0968	0.0	0.0954	0.0	0.0	0.0802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01695	0.0	0.0	0.04649	0.0	0.13305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04868	0.0	0.0	0.05774	0.0	0.0	0.0378	0.0	0.0	0.02268	0.04197	0.0	0.0	0.01127	0.0	0.0	0.0	0.0	0.0	0.06657	0.0	0.0	0.0	0.0	0.0	0.0	0.57507	0.01699	0.0	0.06214	0.0	0.00517	0.0	0.0	0.0	0.0	0.0	0.0	0.03799	0.0	0.0	0.13858	0.0	0.0	0.0414	0.0	0.0	0.00234	0.0	0.0	0.01134	0.0	0.17888	0.0	0.02703	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01335	0.0	0.0	0.0	0.07155	0.0	0.13342	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__SGB4046	0.0319	0.0001	0.33996	0.00024	0.0	0.0	0.11644	0.0	0.0	0.0	0.0053	0.0	0.00247	0.00493	0.06666	0.07562	0.0	0.00278	0.00068	0.00666	0.06765	0.0104	0.03064	0.0	0.01142	0.0	0.0	0.02492	0.10221	0.02165	0.01524	0.0	0.00778	0.21594	0.0	0.01962	0.0	0.0	0.00142	0.02319	0.00281	0.00338	0.00795	0.0	0.00543	0.04459	0.0	0.00574	0.00372	0.00332	0.01659	0.00806	0.00083	0.0	0.0	0.0	0.0799	0.0	0.00358	0.0	0.04305	0.0104	0.05254	0.0	0.0042	0.0	0.03049	0.01151	0.02015	0.04045	0.05897	0.02484	0.01901	0.0	0.00022	0.07914	0.02093	0.0	0.0	0.0	0.03523	0.0	0.00197	0.0	0.0	0.0	0.01653	0.00667	0.02435	0.03512	0.00483	0.08074	0.0	0.0	0.01915	0.00939	0.02468	0.00308	0.0265	0.0	0.0	0.00282	0.12446	0.0	0.03471	0.0	0.00516	0.0	0.0	0.1039	0.0	0.03029	0.0	0.01473	0.00013	0.00297	0.06087	0.00021	0.02854	0.00597	0.00884	0.01855	0.02768	0.0063	0.0	0.0088	0.01446	0.0	0.0	0.02246	0.00449	0.0	0.07694	0.07934	0.0	0.00312	0.05689	0.0	0.0	0.00141	0.05542	0.0	0.08789	0.00418	0.01683	0.61105	0.0	0.0	0.01918	0.10816	0.01655	0.0	0.0	0.02415
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis|t__SGB10119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15174	0.0	0.0	0.0	0.0	0.0	0.0	2.92475	0.0	0.02817	0.0	0.0	0.0	0.0	0.04333	0.0	0.0	0.0	0.0	0.00373	0.0	0.0	1.49835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.00188	0.02845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01613	0.0	0.0	0.0	0.00499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00364	0.0	0.0	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_mundtii|t__SGB7963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4831|t__SGB4831_group	0.1439	0.0	0.0084	0.02867	0.03692	3.94131	0.0	0.00015	0.00344	0.02493	0.00498	0.09616	0.02002	0.07345	0.0	0.15701	1.05679	0.16452	0.02837	0.07839	0.0	0.01111	0.02368	0.0	0.00018	0.0005	0.01581	0.00322	0.01699	1.20409	0.28023	0.00025	0.00024	0.0	0.13576	0.07073	0.0	0.03274	0.0	0.18284	0.6991	0.75714	0.2309	0.00033	0.02457	0.03771	0.0	2.45021	0.0	0.11591	0.0	0.0	0.13229	0.94743	0.00037	0.0	0.15123	0.0	0.47286	0.51497	0.00414	0.0	0.00185	0.00488	0.17707	0.0	0.07628	0.03829	8e-05	0.0	0.06166	0.20411	0.06538	0.00684	0.01659	0.00086	0.23724	0.0	0.02411	0.4546	0.0402	0.0	0.07849	0.0	0.0	0.4001	0.09321	0.0	0.50643	0.19409	0.11046	0.00079	0.00017	0.0	0.8853	0.00014	0.0	0.13274	0.0	0.0	0.00022	0.27348	0.0	0.00257	0.0	0.08742	0.35866	0.25201	0.0	0.0	0.0	0.0	0.0	0.0003	0.00018	0.49164	0.00071	0.06803	0.0	0.02114	0.03811	0.09359	0.0	0.0	0.0	0.00041	0.0413	0.18717	0.07994	0.0	0.00193	0.00053	0.01953	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00779	0.0	0.0	0.0	0.00357	0.01353	0.04334	0.0	0.13164	0.01932
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_sp_gm002|t__SGB4553	0.0512	0.0	0.0	0.0	0.20971	0.0	0.0	0.0	0.00455	0.0	0.0	0.00481	0.03121	0.0	0.0	0.16416	0.0	0.29081	0.0	0.01942	0.06404	0.0	0.00099	0.00212	0.0	0.0	0.0	0.24028	0.0	0.09061	0.00769	0.0	0.0	0.0	0.0	0.02132	0.0	0.0	0.0	0.00081	0.00739	0.0	0.02276	0.0	0.01502	0.37255	0.5492	0.16294	0.0	0.02279	0.0	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.04176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.03566	0.0	0.0	0.02345	0.0	0.0	0.0	0.0	0.01883	0.32001	0.05917	0.06127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0001	0.0	0.0	0.04275	0.0	0.0	0.0	0.01195	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0404	0.0226	0.0	0.01271	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.00777	0.0	0.00392	0.0	0.0	0.00571	0.0	0.02996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02822	0.0	0.0061	0.0	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	0.05542	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria|t__SGB7114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
