clade_name	Sample_S24761_CC_CRC698_FE_DNA_DIA	Sample_S24770_CC_CRC669_FE_DNA_DIA	Sample_S24951_CC_CRC673_FE_DNA_DIA	Sample_S24763_CC_CRC703_FE_DNA_DIA	Sample_S24768_CC_CRC706_FE_DNA_DIA	Sample_S24764_CC_CRC710_FE_DNA_DIA	Sample_S24699_CC_CRC639_FE_DNA_DIA	Sample_S24702_CC_CRC645_FE_DNA_DIA	Sample_S24704_CC_CRC692_FE_DNA_DIA	Sample_S24947_CC_CRC695_FE_DNA_DIA	Sample_S24762_CC_CRC708_FE_DNA_DIA	CC_CRC752_FE_DNA_DIA	CC_CRC759_FE_DNA_DIA	CC_CRC760_FE_DNA_DIA	Sample_S24757_CC_P151_FE_DNA_DIA	Sample_S24938_CC_P155_FE_DNA_DIA	Sample_S24948_CC_P122_FE_DNA_DIA	Sample_S24936_CC_P127_FE_DNA_DIA	Sample_S24748_CC_P130_FE_DNA_DIA	Sample_S24749_CC_P132_FE_DNA_DIA	Sample_S24750_CC_P133_FE_DNA_DIA	Sample_S24751_CC_P134_FE_DNA_DIA	Sample_S24752_CC_P138_FE_DNA_DIA	Sample_S24753_CC_P140_FE_DNA_DIA	Sample_S24754_CC_P143_FE_DNA_DIA	Sample_S24755_CC_P149_FE_DNA_DIA	Sample_S24758_CC_P160_FE_DNA_DIA	Sample_S24694_CC_CRC627_FE_DNA_DIA	Sample_S24695_CC_CRC633_FE_DNA_DIA	Sample_S24696_CC_CRC634_FE_DNA_DIA	Sample_S24697_CC_CRC635_FE_DNA_DIA	Sample_S24698_CC_CRC638_FE_DNA_DIA	Sample_S24700_CC_CRC641_FE_DNA_DIA	Sample_S24701_CC_CRC642_FE_DNA_DIA	Sample_S24703_CC_CRC652_FE_DNA_DIA	Sample_S24766_CC_CRC671_FE_DNA_DIA	Sample_S24767_CC_CRC691_FE_DNA_DIA	Sample_S24705_CC_CRC693_FE_DNA_DIA	Sample_S24765_CC_CRC694_FE_DNA_DIA	CC_CRC757_FE_DNA_DIA	CC_CRC761_FE_DNA_DIA	Sample_S24742_CC_P118_FE_DNA_DIA	Sample_S24743_CC_P119_FE_DNA_DIA	Sample_S24744_CC_P120_FE_DNA_DIA	Sample_S24745_CC_P126_FE_DNA_DIA	Sample_S24746_CC_P128_FE_DNA_DIA	Sample_S24756_CC_P150_FE_DNA_DIA	Sample_S24769_CC_P154_FE_DNA_DIA	Sample_S24939_CC_P158_FE_DNA_DIA	Sample_S24759_CC_P161_FE_DNA_DIA	Sample_S24760_CC_P162_FE_DNA_DIA	Sample_S24940_CC_P163_FE_DNA_DIA	Sample_S24949_CC_P166_FE_DNA_DIA	Sample_S24795_CC_P177_FE_DNA_DIA	CC_P181_DNA_DIA	Sample_S24950_CC_CRC707_FE_DNA_DIA	Sample_S24937_CC_P145_FE_DNA_DIA	Sample_S24717_CC_IK25_FE_DNA_DIA	Sample_S24787_CC_IK64_FE_DNA_DIA	CC_IK105_FE_DNA_DIA	Sample_S24712_CC_IK2_FE_DNA_DIA	Sample_S24711_CC_IK19_FE_DNA_DIA	Sample_S24793_CC_IK73_FE_DNA_DIA	CC_IK86_FE_DNA_DIA	CC_IK106_FE_DNA_DIA	CC_IK107_FE_DNA_DIA	CC_IK108_FE_DNA_DIA	CC_IK110_FE_DNA_DIA	Sample_S24732_CC_IK5_FE_DNA_DIA	Sample_S24781_CC_IK10_FE_DNA_DIA	Sample_S24707_CC_IK13_FE_DNA_DIA	Sample_S24709_CC_IK17_FE_DNA_DIA	Sample_S24714_CC_IK22_FE_DNA_DIA	Sample_S24779_CC_IK27_FE_DNA_DIA	Sample_S24718_CC_IK28_FE_DNA_DIA	CC_IK33_FE_DNA_DIA	Sample_S24726_CC_IK40_FE_DNA_DIA	Sample_S24729_CC_IK45_FE_DNA_DIA	Sample_S24734_CC_IK52_FE_DNA_DIA	Sample_S24804_CC_IK54_FE_DNA_DIA	Sample_S24780_CC_IK55_FE_DNA_DIA	Sample_S24737_CC_IK57_FE_DNA_DIA	Sample_S24788_CC_IK65_FE_DNA_DIA	Sample_S24796_CC_IK67_FE_DNA_DIA	Sample_S24797_CC_IK68_FE_DNA_DIA	Sample_S24792_CC_IK72_FE_DNA_DIA	Sample_S24794_CC_IK75_FE_DNA_DIA	Sample_S25189_CC_IK76_FE_DNA_DIA	Sample_S24801_CC_IK80_FE_DNA_DIA	CC_IK81_FE_DNA_DIA	CC_IK82_FE_DNA_DIA	CC_IK103_FE_DNA_DIA	CC_IK111_FE_DNA_DIA	CC_IK112_FE_DNA_DIA	Sample_S24725_CC_IK4_FE_DNA_DIA	Sample_S24740_CC_IK7_FE_DNA_DIA	Sample_S24708_CC_IK15_FE_DNA_DIA	Sample_S24782_CC_IK30_FE_DNA_DIA	Sample_S24720_CC_IK32_FE_DNA_DIA	Sample_S24785_CC_IK62_FE_DNA_DIA	Sample_S24798_CC_IK69_FE_DNA_DIA	CC_IK93_FE_DNA_DIA	Sample_S24773_CC_IK3_FE_DNA_DIA	Sample_S24741_CC_IK9_FE_DNA_DIA	Sample_S24775_CC_IK34_FE_DNA_DIA	Sample_S24730_CC_IK47_FE_DNA_DIA	Sample_S24733_CC_IK51_FE_DNA_DIA	Sample_S24784_CC_IK61_FE_DNA_DIA	CC_IK89_FE_DNA_DIA	Sample_S25187_CC_IK1_FE_DNA_DIA	Sample_S24715_CC_IK23_FE_DNA_DIA	Sample_S24771_CC_IK26_FE_DNA_DIA	Sample_S24722_CC_IK36_FE_DNA_DIA	Sample_S24723_CC_IK38_FE_DNA_DIA	Sample_S24777_CC_IK42_FE_DNA_DIA	Sample_S24728_CC_IK43_FE_DNA_DIA	Sample_S24803_CC_IK44_FE_DNA_DIA	CC_IK50_FE_DNA_DIA	Sample_S24786_CC_IK63_FE_DNA_DIA	CC_IK92_FE_DNA_DIA	CC_IK96_FE_DNA_DIA	Sample_S24809_CC_IK77_FE_DNA_DIA	Sample_S24747_CC_P129_FE_DNA_DIA	Sample_S24952_CC_P144_FE_DNA_DIA
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_OF03_15BH	0.0	0.00091	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03182	0.0	0.0	0.0	0.02576	0.04726	0.0	0.0	0.0	0.0	0.0	0.00514	0.0425	0.0	0.0	0.0	0.12076	0.00029	0.00911	0.05524	0.00169	0.00415	0.0	0.0	0.0	0.00952	0.0	0.0	0.0016	0.00439	0.01273	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00832	0.0	0.03031	0.0	0.0	0.0	0.0	0.0	0.0	0.00587	0.00768	0.00714	0.0	0.0	0.0	0.0	0.00797	0.0	0.0	0.0	0.02544	0.0	0.0	0.0	0.06619	0.0	0.0	0.0029	0.0	0.0	0.03744	0.0	0.0	0.0	0.00526	0.0	0.0	0.0	0.0	0.00875	0.01617	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.00131	0.0	0.0	0.01281	0.0	0.0	0.0	0.0	0.00079	0.0	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.8382	0.0	0.00014	0.0	0.54892	1.33283	0.0	0.0	1.35505	0.0	0.0285	0.11059	0.06944	1.03282	0.0	0.49705	0.18694	0.0	0.0	0.0	0.0	4.66198	1.15828	0.0	0.67643	0.56055	1.86926	0.4212	0.71301	0.00905	2.46506	0.34642	0.89133	0.0	0.35418	0.65427	0.00079	0.03461	0.0	0.0	7.92612	0.26643	0.70967	0.0	0.0	2.45633	0.2804	0.35542	1.36488	0.88176	1.07976	0.58341	0.67524	0.89229	0.00184	1.38692	0.08245	0.39568	0.0	0.27491	0.0	2.60774	2.92416	0.0	0.0167	0.0	6.03682	5.06351	0.79523	0.0	3.367	0.0	1.50317	1.84381	0.00296	0.42469	0.49834	0.0	1.64635	0.62755	0.0	0.0	0.0	0.0	0.90002	0.0	1.39378	0.26835	0.40049	0.0	0.0	0.0	0.0	0.13968	0.60918	0.10378	0.59719	0.0	1.04457	0.2339	0.25542	0.0	0.0	1.30655	0.45876	0.0	0.22585	0.0	0.0	0.0	3.97892	0.34267	0.20761	0.45249	0.70566	0.69548	0.03529	1.23754	3.3554	2.85103	8.40218	0.0	0.0	0.0365
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	2.88495	0.95882	0.47089	0.0	0.82187	0.0	0.0	0.66516	3.66996	0.1532	0.02518	0.40249	0.66457	1.41969	0.0	0.31249	0.0	0.0	0.0	0.0	0.0	1.46618	0.25068	1.1821	0.07262	0.0	0.0	0.07807	1.80829	0.00659	2.65049	0.0	0.15421	0.99022	0.93633	0.40319	0.12272	0.58167	0.22435	1.60244	0.0	0.0	0.0	0.0	0.0	0.0	2.20658	0.03463	0.0	0.0	1.21086	0.0	0.98332	0.27762	0.95687	0.56646	1.10057	1.46954	0.0	0.0	1.22347	0.0	2.74387	0.0	0.80781	0.0	0.02801	0.0	0.73356	0.0	0.0	0.0	0.8483	0.0	0.71711	0.0	0.25513	0.0	0.80616	0.0	1.84632	1.71263	0.0	0.0	0.0	0.9413	1.30168	1.63566	0.0	0.0	0.0	0.0	0.0	0.0	0.15315	1.88755	0.66002	0.14328	0.12764	0.01532	1.40417	0.0	0.84493	0.02703	0.0	0.32046	0.0	2.58981	0.0	0.0	0.0	0.0	0.03206	0.05759	3.70285	0.0	0.0	0.0	3.54914	0.0	0.0	0.0	0.92936	0.0
k__Bacteria|p__Firmicutes|c__CFGB2916|o__OFGB2916|f__FGB2916|g__GGB9237|s__GGB9237_SGB14179	0.0	0.00244	0.0036	0.0	0.0	0.0	0.01982	0.0	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.03767	0.0	0.0	0.0	0.0	0.0	0.01075	0.0	0.00117	0.0	0.0	0.01109	0.0	0.00291	0.0	0.01946	0.0	0.0	9e-05	0.00071	0.00022	0.0	0.0	0.00226	0.00931	0.00662	0.0	0.0	0.00163	0.0	0.0	0.00789	0.0	0.00623	0.0125	0.01185	0.0	0.00066	0.0	0.0	0.03345	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.00674	0.00936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.00474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00568	0.0	0.00504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium|s__Candidatus_Avimicrobium_caecorum	0.0	0.1046	0.02873	0.10677	0.07743	0.06923	0.01993	0.23649	0.21323	0.0	0.00575	0.041	0.0	0.04691	0.0	0.02095	0.01381	0.0	0.0	0.08564	0.0	0.10592	0.1807	0.17697	0.04363	0.11735	0.08591	0.07383	0.0	0.0	0.14832	0.02478	0.00564	0.0	0.08329	0.12345	0.0	0.0445	0.10762	0.10008	0.0	0.02655	0.01309	0.13169	0.00746	0.03911	0.00574	0.0	0.1088	0.04042	0.0373	0.0	0.0	0.13117	0.07934	0.0	0.14488	0.13097	0.12429	0.0	0.04116	0.0	0.0	0.06116	0.0365	0.07716	0.00292	0.02769	0.14997	0.0536	0.02304	0.11019	0.04067	0.213	0.07427	0.0	0.12106	0.10068	0.03585	0.13749	0.2012	0.1492	0.09673	0.15082	0.0007	0.0	0.06697	0.0	0.06633	0.0	0.24351	0.12662	0.0	0.0	0.00369	0.03272	0.0	0.0	0.02836	0.0	0.0	0.0	0.0662	0.01852	0.20138	0.01646	0.09327	0.15828	0.06494	0.17877	0.08984	0.06144	0.0694	0.04997	0.15727	0.09147	0.14153	0.0	0.0	0.08412	0.02401	0.0	0.0	0.00764
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9705|s__GGB9705_SGB15225	0.0	0.0	0.03358	0.0	0.00278	0.0	0.0	0.0	0.00053	0.0	0.09368	0.01572	0.0	0.0	0.0	0.01614	0.11835	0.0	0.0	0.0	0.0	0.0	0.04401	0.10328	0.11896	0.04878	0.0	0.02084	0.08813	0.00903	0.0	0.03981	0.0	0.0525	0.04304	0.02957	0.07014	0.0	0.0	0.06461	0.19373	0.0	0.0	0.0	0.0	0.0657	0.0	0.02019	0.01908	0.17574	0.06792	0.0	0.0	0.04468	0.15147	0.0	0.09636	0.59031	0.0	0.0	0.0	0.0	0.0	0.0	0.06375	0.0	0.0	0.02081	0.32483	0.0	0.0	0.0	0.0	0.0007	0.182	0.0	0.0	0.14645	0.0307	0.08798	0.0	0.0	0.0	0.0	0.00823	0.0	0.0	0.04302	0.06108	0.0	0.0	0.0	0.0	0.06647	0.13119	0.0	0.09116	0.0	0.0099	0.03767	0.032	0.08964	0.03493	0.09508	0.00783	0.02837	0.0	0.0	0.34418	0.0	0.0	0.0	0.0	0.01041	0.07612	0.1019	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	1.08091	0.88573	0.00804	0.0	0.79044	1.60619	0.0	1.89021	1.1168	0.0	0.04235	0.69196	0.76803	0.41263	1.76267	0.7282	0.01904	0.0	0.0	0.0	1.78334	1.82519	0.67649	0.14478	1.7081	0.0	1.98127	0.14181	0.3395	0.0	0.94251	0.09676	0.4734	1.65038	0.46017	0.12651	0.0741	0.3913	0.67524	0.07483	0.68818	0.04771	0.0	0.0	0.0	1.31587	0.00014	1.42545	1.1135	0.93072	2.95322	0.56197	1.8672	1.74232	0.75163	1.59726	0.50146	2.8104	1.3466	0.67724	0.2352	1.22632	0.37471	1.11427	0.46615	0.0	0.00056	1.6167	0.0	0.01322	0.00536	1.64247	0.91609	1.26135	0.16236	0.31973	1.57845	1.2609	0.52017	1.38911	3.00149	1.29358	0.0	0.0	0.7474	0.0	0.0	1.03092	0.96895	0.0	0.0	0.0	0.0	0.95886	1.39726	2.6523	1.83425	0.0	0.97184	0.04281	1.01328	2.31336	0.0	1.36567	0.62268	0.34332	1.00312	0.0	2.51251	0.0	0.65328	0.80315	0.32007	0.55813	1.72428	1.08182	0.15155	3.17248	1.22127	0.0	2.17357	0.0	0.0	0.04963
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0.0	0.00684	0.00056	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.00032	0.00116	0.0	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.08386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.0	0.0	0.0	0.0053	0.0	0.0	0.0	0.0	0.0	0.02929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00396	0.00127	0.00393	0.05494	0.0	0.0	0.0	0.0032	0.00296	0.0	0.0	0.00025	0.0	0.00058	0.0	0.00416	0.0	0.0	0.0	0.0	0.00292	0.0	0.00377	0.01156	0.0	0.0	0.0	0.0	0.0	0.02945	0.0	0.37362	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.00969	0.06242	0.0	0.0	0.0	0.00437	0.0	0.00586	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217|g__GGB2982|s__GGB2982_SGB3964	0.0	0.0	0.0	0.07318	0.00379	0.0	0.0	0.03407	0.01132	0.01409	0.0	0.0	0.0	0.00543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02748	0.01112	0.0	0.0	0.0	0.01278	0.0	0.02091	0.02701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00818	0.0	0.00113	0.00442	0.0	0.0133	0.02511	0.00214	0.0	0.03293	0.02192	0.0	0.0	0.01654	0.0	0.0	0.0	0.01244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00421	0.0	0.0	0.01271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05431	0.0	0.0	0.0	0.01037	0.01194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01155	0.0	0.01017	0.0	0.0	0.0	0.01823	0.00224	0.01332	0.0	0.0421	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum	0.12061	0.0806	0.18466	0.44025	0.0	0.0	0.0551	0.0385	0.88698	0.31403	0.00569	0.14534	0.0	0.39499	0.0	0.14422	0.22828	0.0	0.0	0.15203	0.0	0.24537	0.26099	0.16859	0.00918	0.0821	0.25484	0.05305	0.0	0.01165	0.0	0.02007	0.02559	0.11869	0.07983	0.4914	0.09404	0.12152	0.12021	0.0	0.21501	0.08539	0.0	0.0	0.19138	0.48716	0.32039	0.11343	0.16737	0.23522	0.2479	0.41626	0.2235	0.10502	0.19141	0.56513	0.62173	0.18909	0.58093	0.3587	0.16809	0.17554	0.0	0.18523	0.15841	0.0	0.0	0.62557	0.02451	0.0	0.32938	0.0	0.2099	0.07387	0.14819	1.52468	0.17864	0.09969	0.24175	0.64426	0.0	0.19831	0.08019	0.09365	0.11884	0.0	0.21598	0.25876	0.25584	0.76854	0.0	0.0	0.0	0.04028	0.39712	0.0	0.11781	0.0	0.06594	0.06215	0.26031	0.03019	0.08085	0.25183	0.23825	0.31403	0.0465	0.0	0.0	0.0	0.0	0.0	0.01951	0.01666	0.29047	0.01786	0.09234	0.03953	1.11324	0.0	0.29403	0.0	0.0262	1.02446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02667	0.56702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10706	0.01228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0198	0.0	0.0	0.00781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10282	0.0	0.0	0.0	0.0	0.00489	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4	0.0	0.48512	0.09251	0.0	0.0	0.00227	0.0	0.31593	0.0	0.0	0.0	0.0018	0.0	0.0	0.0295	0.01004	0.00142	0.0	0.0	0.0	0.0	0.01009	0.1133	0.0	0.0393	0.0	0.10991	0.09208	0.0	0.0	0.32579	0.08762	0.0	0.25741	0.0131	0.0	0.21645	0.0	0.0	0.0	0.00715	0.09523	0.12714	0.24574	0.06922	0.13303	0.0	0.08324	0.28169	0.37837	0.0	0.14329	0.0	0.11413	0.47909	0.0	0.0	0.70339	0.0	0.0	0.0	0.30755	0.0	0.02815	0.25591	0.0	0.30893	0.25297	0.03892	0.0	0.0	0.44758	0.0	0.0	0.01823	0.0	0.14551	0.2111	0.25835	0.0	0.0	0.10735	0.0	0.0	0.32187	0.0	0.03421	0.0	0.0	0.0	0.0	0.0	0.0	0.60637	0.00412	0.0	0.14607	0.0	0.00491	0.03658	0.0	0.16733	0.0	0.0	0.0	0.00258	0.08817	0.0	0.0	0.0	0.0	0.0	0.0796	0.04317	0.0	0.0183	0.0	0.31204	0.00302	0.0	0.0	0.0	0.66775	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__GGB5997|s__GGB5997_SGB8620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691|g__GGB51441|s__GGB51441_SGB71759	0.0	0.01928	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.05594	0.0	0.0	0.00375	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.05489	0.00025	0.0	0.0042	0.00339	0.0	0.0	0.02753	0.00939	6e-05	0.0	0.00314	0.00074	0.01353	0.01082	0.0	0.0	0.00456	0.00393	0.0	0.0	0.00248	0.01017	0.0	0.00507	0.0	0.0	0.0	0.00809	0.0	0.0	0.00168	0.0	0.01906	0.0	0.0	0.0	0.0	0.01267	0.0	0.00476	0.0175	0.0	0.0	0.00309	0.00983	0.0	0.01094	0.0	0.02472	0.0	0.0074	0.00059	0.0	0.06986	0.00137	0.0	0.0	0.01062	0.00061	0.0	0.00676	0.0	0.00554	0.03382	0.00653	0.0	0.0	0.0	0.0	0.00587	0.00462	0.0	0.01104	0.0	0.0	0.0	0.03645	0.00186	0.0	0.01961	0.0	0.00953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.00449	0.00291	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB4769	0.0	0.01502	0.04786	0.0	0.02853	0.0	0.0	0.0	0.0	0.0	0.0	0.01346	0.0	0.01674	0.0	0.02279	0.13051	0.0	0.0	0.0	0.0	0.0	0.09445	0.0	0.00857	0.00495	0.0	0.0	0.0	0.00419	0.0	0.02006	0.00441	0.01746	0.00835	0.02002	0.00613	0.01042	0.02482	0.0	0.01699	0.0189	0.0	0.0	0.0	0.01734	0.00743	0.0	0.0	0.0	0.0	0.0332	0.02787	0.0	0.0161	0.0	0.03134	0.02365	0.0	0.0	0.0	0.0	0.0	0.01302	0.03496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00233	0.04256	0.06805	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.01066	0.0	0.01826	0.0	0.00575	0.0	0.0	0.0	0.0	0.0	0.00568	0.0	0.01276	0.0	0.0	0.0	0.0	0.00238	0.0	0.01172	0.01787	0.01145	0.0	0.0	0.16301	0.0	0.0	0.01138	0.0	0.0	0.0081	0.02667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9631|s__GGB9631_SGB15086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
