clade_name	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia|s__Leclercia_adecarboxylata|t__SGB10147	0.0	0.0	0.0	0.0	0.03564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15377	0.2797	0.30784	0.0	0.0	0.0	0.22296	0.00026	0.0	0.0	0.07112	0.0	0.0	0.12068	0.0	0.00442	0.30518	0.0	0.21328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03894	0.0	0.0	0.0	0.20992	0.00031	0.0	0.0	0.0	0.0	0.03177	0.64941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24266	0.0	0.14414	0.0	0.0	0.46889	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06194	0.023	0.0	0.0	0.0	0.0	0.04036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9637|s__GGB9637_SGB15111|t__SGB15111	0.01984	0.03073	0.0	0.0	0.0	0.0	0.0	0.0	0.04414	0.00092	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0153	0.0	0.0	0.0	0.0	0.02573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03345	0.0	0.0444	0.0	0.0	0.12988	0.00125	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3989	0.01691	0.01377	0.0	0.0	0.0	0.0	0.02588	0.0	1.21586	0.0284	0.00317	0.0	0.17922	0.02153	0.0	0.00751	0.0	0.06097	0.0	0.0	0.0	0.0	0.01227	0.0	0.0	0.13612	0.0	0.00053	0.02368	0.06066	0.00873	0.0	0.0	0.0	0.02802	0.0	0.0564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01256	0.0	0.28609	0.0	0.025	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265|t__SGB15265_group	0.21913	0.30598	0.0	0.0	0.0	0.02912	0.12323	0.05349	0.0	0.0318	0.0	0.0	0.00122	0.12477	0.00145	0.03291	0.0	0.01197	0.0	0.0	0.0	0.0	0.01539	0.0	0.0	0.0	0.0	0.0	0.14185	0.0	0.16632	0.0	0.01643	0.0	0.04111	0.17186	0.42753	0.0	0.0	0.08739	0.0	0.0765	0.0	0.0	0.0	0.04766	0.0135	0.08721	1.2782	0.01778	0.00889	0.0	0.00897	0.0	0.09509	1.79891	0.09669	0.13375	0.63699	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__SGB5045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84524	0.0	0.0	0.0	0.04012	0.0	0.24662	0.01276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16185	0.0	0.0	0.0	0.00992	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9603|s__GGB9603_SGB15035|t__SGB15035	0.04559	0.0	1.53256	0.00218	0.0	0.07644	0.004	0.0	0.0	0.0	0.01716	0.00243	0.0	0.0181	0.0	0.10381	0.0	0.02349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00531	0.0	0.20466	0.0	0.0064	0.138	0.0	0.0	0.0	0.0	0.0	0.14611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03462	0.0	0.0	0.08398	0.13284	0.0	0.14095	0.0	0.01738	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB3478|s__GGB3478_SGB4643|t__SGB4643	0.0054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15260|t__SGB15260	0.03444	0.07287	0.21308	0.0	0.0	0.0	0.0	1.11575	0.0353	0.18157	0.0	0.0	0.02768	0.0	0.01328	0.0	0.0	0.0	0.0	0.0	0.08775	0.0	0.0	0.0	0.0	0.00265	0.0	0.0	0.0	0.0	0.08558	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.01082	0.0	0.0	0.0	0.24962	0.0	0.0	0.0	0.0	0.0	0.03464	0.09078	0.0	0.0	0.24564	0.0	0.09899	0.0	0.01872	0.0	0.3105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14215	0.0	0.00056	0.0	0.02083	0.0	0.0	0.01104	0.0	0.0	0.0	0.0469	0.01528	0.01676	0.00407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258	0.0	0.0	0.01838	0.0	0.0	0.0	0.0	0.36303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05561	0.0	0.02901	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_unclassified_SGB14322|t__SGB14322_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14017	0.00613	0.02193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0171	0.0	0.0	0.01829	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42|t__SGB6174_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06772	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9595|s__GGB9595_SGB15019|t__SGB15019	0.01661	0.01233	0.0	0.0	0.0	0.00823	0.00706	0.0	0.0	0.0	0.0	0.0	0.0	0.01286	0.0	0.01363	0.0	0.09639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01253	0.08482	0.01475	0.0	0.0	0.0	0.0	0.02268	0.30644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02089	0.01414	0.0	0.03858	0.0	0.27772	0.18806	0.02254	0.16907	0.0	0.0275	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB|t__SGB4571	0.0	0.0	0.0	0.00925	0.0	0.0066	0.0	0.0	0.0	0.0	0.0	0.01394	0.0	0.0	0.00594	0.0	0.0	0.0	0.01412	0.0	0.0	0.0	0.0	0.00253	0.03362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01389	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1218|o__OFGB1218|f__FGB1218|g__GGB2983|s__GGB2983_SGB3965|t__SGB3965	0.00254	0.00381	0.0	0.00647	0.0	0.0	0.00943	0.0	0.0	0.00808	0.01412	0.00087	0.02498	0.00519	0.0	0.0	0.0	0.01161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00581	0.0	0.0	0.0	0.01297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01799	0.0	0.00184	0.0	0.02345	0.00069	0.0	0.01236	0.01253	0.00732	0.01789	0.0	0.00145	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes|t__SGB10116	0.0	0.0	0.0	0.0	0.59598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11627	0.0	0.18261	0.0	0.0	0.0	0.0	0.15971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02681	0.0	0.02161	0.0	0.0	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB5060	0.00076	0.00386	0.0	0.0	0.0	0.0	0.0072	0.0	0.02179	0.0136	0.0	0.0	0.0	0.00496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.00833	0.0	0.0	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3940	0.06229	0.01653	0.0	0.00215	0.0	0.09702	0.00051	0.0	0.17343	0.00127	0.00904	0.0004	0.08865	0.00025	0.0	0.14949	0.0	0.20745	0.0	0.0	0.0	0.0	0.12141	0.0	0.0	0.04161	0.0	0.0	0.0	0.21826	0.02277	0.0	0.0	0.0	0.0	0.03251	0.04416	0.0	0.0	0.0	0.0	0.0	0.0	0.00512	0.1006	0.0	0.0	0.0	0.0	0.0402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00948	0.0	0.01016
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AF02_12|t__SGB4938	0.08008	0.0	0.0	0.0	0.0	0.12099	0.01041	1.98664	0.0	1.18853	0.01456	0.0	0.0	0.01065	0.10882	0.11658	0.0	0.0	0.0	0.0	0.0	0.0	0.60994	0.0	0.0	0.0	0.0	0.03267	0.05356	0.0	0.19609	0.02764	0.02078	0.0	0.0	0.06424	0.24154	0.00476	0.06995	0.0	0.0	0.02518	0.0	0.02937	0.0	0.0	0.0	0.04197	0.0	2.47916	0.0	0.0	0.0	0.0589	0.08633	0.0	0.01843	0.0	0.0	0.01647
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4906	0.06962	0.13682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2171	0.00651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18251	0.02101	0.0	0.0053	0.01819	0.0	0.03263	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15051|t__SGB15051	0.00625	0.01371	0.0	0.0	0.0	0.0	0.0	0.07674	0.0	0.0	0.0	0.0	0.02879	0.001	0.0	0.0	0.0	0.04035	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.00961	0.0	0.0	0.0	0.03297	0.07797	0.0	0.02337	0.0	0.07143	0.01679	0.11407	0.0	0.02302	0.0	0.0	0.08363	0.0	0.37486	0.0	0.16893	0.00452	0.04178	0.18761	0.16425	0.40041	0.0	0.09063	0.02387	0.04807	0.10423	0.08533	0.22359	0.0	0.341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15309|t__SGB15309	0.01035	0.02771	0.0	0.0	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02339	0.0	0.0	0.00041	0.0	0.0299	0.20298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846	0.0	0.02711	0.31675	0.11156	0.29932	0.0	0.06064	0.0	0.0303	0.02258	0.0	0.00257	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9618|s__GGB9618_SGB15065|t__SGB15065	0.02703	0.01372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.00255	0.0	0.0	0.0	0.02193	0.0	0.0	0.0	0.0	0.08723	0.0	0.0	0.0	0.0	0.03311	0.0	0.01747	0.0161	0.0	0.0	0.0	0.0	0.0	0.02227	0.0	0.0	0.0	0.0	0.0	0.0	0.02027	0.0	0.0	0.0	0.0	0.07692	0.08182	0.57894	0.0	0.00503	0.0074	0.0	0.22549	0.0	0.0223	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118|s__GGB3118_SGB4130|t__SGB4130	0.00864	0.00637	0.0	0.0	0.0	0.0	0.00785	0.0	0.0	0.0	0.0	0.0	0.0	0.00519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.05058	0.09063	0.05591	0.0	0.01454	0.0	0.0	0.0	0.0	0.0	0.0088	0.02083	0.0	0.0	0.0	0.00863	0.0	0.01583	0.07962	0.0	0.03094	0.0	0.03739	0.09293	0.01203	0.0	0.00845	0.05787	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04361	0.0	0.0	0.0	0.0	0.0	0.026	0.15264	0.0	0.0	0.0	0.0	0.08811	0.0	0.0	0.0	0.0	0.0	0.0	0.00852	0.0	0.0	0.0	0.0	0.01283	0.0	0.01308	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__SGB1844	0.0	0.0	0.0	0.0	0.0	0.0	0.00933	0.0	0.00771	0.0	0.0	0.0	0.0	0.01533	0.0	0.0	0.0	0.76838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26725	0.01388	0.83022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07934	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__SGB17256	0.0	0.0	0.02077	0.0	0.08198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33325	0.0	0.0	0.0	0.0	0.60048	0.43831	0.05602	0.0	0.51414	0.0	0.0	0.01357	0.0	0.0	0.0	0.0	0.0	0.0	0.31259	0.0	0.0	0.42951	0.47396	0.0	0.0	0.0	0.0	0.0	0.03817	0.0	0.0	0.0	0.02701	0.0	0.0	0.0	0.22185	0.02016	0.0	0.03095	0.0	0.0	0.0	0.0	0.05548
k__Bacteria|p__Verrucomicrobia|c__CFGB2164|o__OFGB2164|f__FGB2164|g__GGB6132|s__GGB6132_SGB8779|t__SGB8779	0.0	0.0	0.0	0.00444	0.0	0.0	0.0	0.0	0.0	0.0	0.00986	0.00195	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089|t__SGB5089	0.09852	0.1876	0.0	0.00644	0.17255	0.00651	0.0	0.0	0.0	0.0	0.0	0.00539	0.0	0.0	0.03035	0.0	0.0	0.0	0.00579	0.0	0.0	0.0	0.00374	0.0	0.02935	0.0	0.63606	0.0	0.0	0.0	0.05853	0.0	0.0	0.0	0.0	0.0	0.03068	0.0	0.0	0.0304	0.0	0.1025	0.0	0.0	0.0	0.0	0.0	0.0	0.1043	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06719	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB53819	0.01195	0.01937	0.0	0.0	0.0	0.00263	0.00017	0.0	0.0	0.0	0.0	0.0	0.03041	0.0	0.0	0.00689	0.0	0.01797	0.0	0.0	0.0	0.0	0.08288	0.0	0.0	0.0144	0.0	0.0	0.0	0.02217	0.01234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04673	0.0	0.0	0.01387	0.0	0.17549	0.0	0.02379	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9597|s__GGB9597_SGB15022|t__SGB15022	0.06747	0.03757	0.0	0.0	0.0	0.08534	0.00752	0.0	0.0	0.01044	0.0	0.0	0.0	0.00617	0.0	0.12678	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01495	0.02984	0.0442	0.0	0.0	0.0	0.0	0.00393	0.07495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.01795	0.0	0.0	0.04313	0.0	0.02635	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutales_unclassified|g__Opitutales_unclassified|s__Opitutales_bacterium|t__SGB8776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9631|s__GGB9631_SGB15087|t__SGB15087	0.00441	0.01763	0.0	0.11969	0.0	0.0	0.20898	0.0	0.0	0.41753	0.20386	0.11201	0.66877	0.16921	0.03415	0.0	0.0	0.04944	0.0	0.0	1.61809	0.0	0.07866	0.0	0.0	0.58314	0.0	0.0	0.00604	0.04673	0.17942	0.0	0.0	0.0	0.23491	0.06303	0.10036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00701	0.0	0.0	0.01109	0.0539	0.04307	0.0	0.0	0.47269	0.0	1.00098	0.01802	0.04107	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01366	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15093|t__SGB15093	0.0	0.0	0.21114	0.00398	0.0	0.0	0.01357	0.0	0.0	0.06757	0.0154	0.00448	0.00138	0.0	0.00535	0.0	0.0	0.28118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02265	0.0	0.0	0.0	0.23321	0.16384	0.0	0.0	0.0	0.0	0.12963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20086	0.19448	0.0	0.0	0.04512	0.28964	0.07056	0.02261	0.0	0.39709	0.02396	0.05565	0.01135	0.0	0.0	0.0	0.26845
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae|t__SGB1857	0.00303	0.0	0.0	0.0	0.0	0.0	0.03634	0.0	0.0	0.0	0.0	0.0	0.0	0.04316	0.0	0.0	0.0	0.0	0.0	0.0	0.70274	0.0	0.0	0.0	0.0	0.0	0.0	1.18513	0.06577	0.0	0.0	0.0	0.0	0.00988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
