clade_name	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
k__Bacteria|p__Firmicutes|c__Negativicutes	1.3117	0.85245	0.48986	1.72483	1.29903	0.17065	0.51372	22.03488	3.19764	4.64316	5.49402	8.7208	2.84933	11.772	25.90156	0.22189	4.27688	0.85831	6.08611	7.29764	12.66647	21.37983	13.33938	0.93025	5.8437	4.03146	0.46379	7.44283	0.77819	20.04812	2.34154	18.86213	16.88392	7.7373	7.27815	14.03618	0.97542	1.14333	2.26356	0.51544	4.08314	3.49649	25.26232	10.07943	12.18094	0.24632	7.49245	10.39787	5.02409	1.50873	0.29398	6.27231	4.31831	29.56239	0.24148	4.58985	4.20692	2.50968	2.34617	1.10676	2.04173	3.63231	5.28672	1.31914	1.99699	4.86985	2.98402	14.48346	7.27035	0.45368	2.13028	10.31416	1.46803	5.69442	1.31206	21.86324	0.42601	4.7323	11.46489	0.74178	2.67463	2.72702	6.38181	2.42798	3.095	4.52861	1.67524	2.09983	5.13728	1.64531	4.57031	2.80046	20.2602	5.20491	2.94214	0.37511	1.32371	0.38054	23.34157	1.55305	0.71888	4.06233	21.88634	1.8386	12.03113	1.72175	3.11589	5.57086	0.01587	4.0423	4.96565	1.17954	3.59013	0.43528	3.40626	2.53324	1.4551	2.13692	6.04145	29.27717	1.41796	7.76756	4.25631	0.2773	0.0678	14.22572	1.42625	7.89716
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.55141	0.43507	2.48914	1.88049	0.27746	0.32422	0.40977	0.95851	0.13452	0.05159	0.36154	0.07869	0.53765	0.84211	1.06433	1.36098	0.70072	1.15698	0.97361	2.00217	0.40563	0.42732	0.11408	0.82998	1.10008	1.01975	3.12006	0.96491	6.0546	0.29686	4.18983	1.14663	2.89796	0.51002	0.92157	0.90211	0.92039	0.46758	0.55625	1.6715	0.20002	1.02443	0.33274	0.27966	2.03443	0.38998	0.44308	2.0646	1.25035	0.47833	3.20239	0.86419	1.39667	0.84609	1.45982	0.36818	1.17265	0.39661	0.62887	0.67945	0.97852	0.54659	0.48824	0.96877	1.06113	0.62167	0.8215	0.37456	0.43138	5.0516	0.78215	0.69891	0.89308	1.17972	0.18592	0.44641	3.74889	1.93154	3.06099	0.83338	0.30115	0.69588	1.10427	0.67578	1.7227	0.04629	0.33961	0.42182	1.41129	0.85259	1.48766	0.46421	1.03631	2.21122	1.06408	0.95998	0.62865	1.01899	2.42728	0.73999	0.31181	0.87075	1.69443	1.64799	0.03331	0.19497	0.52219	0.32255	0.40805	1.88651	0.09059	0.24286	0.61672	2.84002	0.85433	0.27175	0.40668	0.60006	0.34247	0.64229	0.50989	0.52407	0.84464	2.02203	0.93849	0.4414	0.54697	0.63792
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85386	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.18784	0.00021	0.69369	0.02784	0.1331	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045	0.28185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00752	0.02596	0.20523	0.00027	0.0	0.01114	0.0	0.02723	0.04121	0.0	0.0	0.02687	0.02905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.00488	0.00097	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038	0.0783	0.0	0.0	0.0	0.0	0.0	0.0	0.30823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5368	0.0	0.0	0.00303	0.0	0.0	0.05632	0.19044	0.0	0.0	0.0	0.0	0.0	0.0	0.53247	0.0	0.05476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06076	0.0126	0.00058	0.0	0.11756	0.0
k__Bacteria|p__Firmicutes|c__CFGB3035	1.24921	0.0	0.0	0.0	0.21271	0.0	0.0	0.0	0.04481	0.0	0.0	0.01683	0.0156	0.0	0.0	0.00169	0.0	0.04121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13585	0.10745	0.0	0.0	0.0	0.0	0.0	0.01979	0.0	0.0296	0.05083	0.09864	0.02051	0.0	0.0	0.0	0.00279	0.07943	0.0	0.86474	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04849	0.0088	0.0	0.0	0.0	0.0	0.0	0.34193	0.0	0.0	0.00066	0.0	0.05377	0.0	6e-05	0.0	0.0	0.0	0.02548	0.01933	0.00456	0.0449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16784	0.0	0.0	0.0	0.3898	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.42201	1.0456	0.12924	0.01238	0.0	0.0393	0.0	0.0	0.01422	0.0	0.0	0.0	0.0	0.0	0.0	0.08872	2.28425	0.06538	0.3036	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048	0.10715	0.0	0.01553	0.10733	0.00632	0.0247	0.0	0.0	0.00046	0.0	0.0	0.00685	0.00324	0.27028	0.0	0.0	0.04128	0.0	0.0	0.0	0.0	0.0	0.00433	0.0016	0.0	0.0	0.01076	0.0097	0.0	0.0	0.0	0.04673	0.19331	0.02899	0.0	0.03149	0.0	0.04162	0.00846	0.0	0.00092	0.01084	0.0863	0.085	0.13057	0.00414	0.0182	0.04847	0.0	0.0	0.0	0.00478	0.0	0.0	0.0	0.00412	0.0	0.00679	0.0	0.01968	0.08206	0.02818	0.00782	0.0087	0.0	0.0	0.0	0.41004	0.07043	0.03043	0.03255	0.01327	0.0	0.0	0.02578	0.0019	0.0	0.02202	0.0	0.12738	0.01617	0.00453	0.01684	0.02162	0.09332	0.0	0.0307	0.00838	0.03952	0.00412	0.00574	0.11739	0.0	0.06955	0.0	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	0.00361	0.0	0.00808	0.0	0.0	0.0	0.05736	0.05378	0.05063	0.13655	0.00424	0.0	0.14783	0.00049	0.0	0.0	0.0	0.01481	0.0	0.0	0.0	0.17313	0.0	0.00263	0.11081
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.07976	0.04373	0.02418	0.14723	0.0316	0.02314	0.0	2.29081	0.28967	0.95831	2.55302	0.07075	0.32661	0.17002	0.26501	0.00816	0.0701	0.03369	0.51677	0.0	1.82999	0.02959	1.66212	0.01213	1.91846	0.0	0.05317	0.11087	0.00594	0.52472	0.01151	0.10354	0.40481	0.23238	1.39574	0.31624	0.22392	0.08548	0.35411	0.00696	1.04704	0.06982	0.14367	0.03972	0.04718	0.07119	0.187	0.06618	0.14829	0.0	0.00869	0.17769	0.21345	0.94694	0.702	0.08852	1.33891	0.10892	0.75927	0.63003	0.07117	0.36226	0.20609	0.03137	0.42147	0.04864	0.76222	0.00496	0.37931	0.05986	0.57883	0.08739	0.22837	2.14083	0.38769	0.0992	0.14931	0.06086	0.67471	0.03656	0.59619	1.12514	0.17505	1.0435	2.73826	1.82452	0.02474	0.83876	0.08075	1.12539	0.45238	0.21854	0.22785	0.21055	0.0	0.08943	0.52697	0.04934	0.54149	0.05246	0.30836	0.28976	0.00099	0.33801	3.95655	1.26113	0.57222	1.80296	0.07545	0.25615	0.35384	0.82286	1.23747	0.02701	1.40436	1.99966	1.09106	0.3975	0.09683	0.19211	0.06416	0.0	0.00232	0.18953	0.01053	0.22575	0.04906	0.09621
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.7101	0.54763	0.092	1.14956	0.22879	0.88914	0.00197	0.16738	0.45196	0.62576	1.01945	1.28557	0.21144	1.35179	0.10044	4.41343	1.25099	0.91098	1.71743	0.01089	0.84831	0.00184	0.48346	0.08423	1.91979	0.52386	0.4388	1.32162	0.17789	0.93811	0.02214	0.74576	0.01311	0.35713	4.43146	0.5474	0.5154	0.08725	0.54087	0.0	0.11731	0.06212	1.33089	2.19993	0.11593	0.59486	0.24147	2.27388	0.43801	0.01063	0.2315	0.24983	1.27077	1.06142	0.51989	0.01151	0.7502	0.06215	0.16539	0.57566	0.37063	0.19739	0.94082	0.26844	0.1326	0.17362	0.43084	0.05506	0.00571	0.60669	0.87161	0.05872	0.58487	0.3615	0.169	0.46043	0.12679	0.03328	0.06714	0.39611	1.06018	0.66429	0.19658	0.05195	0.75035	0.39281	0.52986	0.89668	0.68365	0.1292	1.81732	0.04222	0.34266	0.0	0.0	0.0734	0.51519	0.14273	0.0	0.49693	0.62042	0.23877	1.23356	1.0526	3.8186	0.58503	0.97174	0.61564	0.15332	1.21243	0.22443	0.10759	0.64039	0.18382	0.65244	0.86146	0.66683	0.32059	0.33414	0.34605	0.39686	0.33363	0.61998	0.28889	0.01596	0.28287	0.29783	3.1493
k__Bacteria|p__Firmicutes|c__CFGB2916	0.00066	0.0	0.0	0.02384	0.02609	0.0	0.00116	0.0	0.0079	0.00541	0.0	0.00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.0	0.01228	0.0	0.0	0.0	0.0	0.00659	0.0	0.0057	0.0	0.0	0.0	0.10083	0.04519	0.0	0.00739	0.0	0.00711	0.0	0.0	0.0	0.01605	0.07715	0.0	0.0	0.0	0.0642	0.0	0.0	0.0	0.03508	0.0	0.0082	0.0	0.02465	0.0	0.02134	0.00242	0.00591	0.00673	0.0	0.0	0.0	0.00044	0.00585	0.07766	0.0	0.0	0.0	0.00937	0.00175	0.00348	0.0	0.0	0.0	0.00497	0.0	0.00857	0.02871	0.0	0.0	0.0	0.03949	0.04906	0.02945	0.0	0.02109	0.0	0.0	0.0	0.0	0.04055	0.02186	0.0	0.0	0.03972	0.0	0.0	0.0	0.0	0.0	0.03668	0.0	0.04919	0.06064	0.00141	0.0	0.12566	0.05171	0.0	0.0	0.02184	0.0	0.0	0.0	0.0	0.0	0.0	0.06824	0.0	0.07657	0.03006	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11598	0.49278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09788	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217	0.22249	0.0	0.0118	0.0	0.0301	0.0	0.02283	0.0	0.0026	0.0	0.0	0.0	0.0	0.30586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00649	0.06316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20698	0.0	0.0	0.0	0.0	0.05821	0.04976	0.05876	0.0	0.0	0.20273	0.0	0.07177	0.00053	0.02117	0.04851	0.01211	0.0	0.0	0.0	0.0	0.0	0.0	0.3647	0.0258	0.0	0.0	0.0	0.11604	0.1604	0.0	0.0	0.0	0.01123	0.04911	0.0	0.21934	0.0	0.0	0.09585	0.0	0.03866	0.0	0.04807	0.00768	0.0	0.0	0.0	0.0	0.01807	0.11545	0.04207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03338	0.0	0.0	0.0	0.0	0.07637	0.31957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00431	0.11317	0.0	0.0	0.0	0.01456	0.0	0.0	0.0	0.04695	0.0757	0.0	0.04012	0.0032	0.19025	0.15952	0.0303
k__Bacteria|p__Firmicutes|c__CFGB42691	0.00028	0.0	0.04732	0.02622	0.0	0.01219	0.0	0.0	0.0	0.0	0.0	0.0042	0.0	0.0	0.0	0.0	0.01695	0.0	0.0	0.0	0.02214	0.0	0.0	0.0	0.0	0.0	0.01028	0.0	0.0	0.0	0.00016	0.0	0.06803	0.01256	0.0	0.0	0.0	0.00117	0.00285	0.0	0.00073	0.0	0.00063	0.01969	0.00471	0.00316	0.00069	0.00756	0.0	0.0	0.0348	0.0	0.0	0.0	0.0	0.00971	0.0	0.0	0.0	0.0	0.00476	0.01172	0.00307	0.00287	0.0138	0.0	0.0	0.005	0.01228	0.02306	0.00259	0.00437	0.01573	0.0	0.00869	0.0	0.0	0.00214	0.00454	0.0	0.00412	0.00442	0.0	0.00812	0.0	0.00389	0.004	0.00197	0.0025	0.0	0.00827	0.008	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.00535	0.01179	0.00841	0.0	0.0	0.0	0.00054	0.00134	0.0	0.0	0.00198	0.0072	0.01235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01189	0.03076	0.08751	0.00427	0.01783	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8.12951	2.42665	0.27763	0.44839	0.15435	1.53663	8.52094	0.41962	28.35322	16.01363	0.03739	0.38126	2.13701	3.7714	0.50536	0.25472	7.28738	29.9472	0.66466	2.77271	0.4988	0.27355	0.82739	70.60927	0.76992	1.15681	0.31694	0.51009	4.70517	0.12457	0.87085	0.55781	3.89749	0.84393	1.70622	0.45403	0.03167	0.13937	0.2113	2.27762	0.03339	0.11615	0.3685	0.00718	0.54538	0.56967	1.82674	1.85106	0.1412	91.38162	0.12599	1.49197	7.26824	1.14554	2.25657	1.19379	1.28935	27.72423	0.20916	0.53797	3.41439	1.0716	28.43982	1.77884	0.84339	1.04068	3.95402	0.40034	0.8191	0.16933	1.6635	0.67247	1.52593	0.58383	4.7817	0.0515	0.38294	0.8192	1.86012	27.05129	0.62664	0.00738	0.10655	0.0	0.07518	0.33905	47.1957	0.45175	0.16706	0.0394	0.04184	0.01027	1.93581	5.85275	23.15235	0.13243	4.94235	11.66231	0.29437	8.03192	0.09625	1.8297	0.00981	0.0	0.90951	0.41462	0.0507	0.0348	0.23222	0.07722	0.31374	2.15634	0.00685	1.67093	0.63944	0.18103	0.42983	3.64996	0.46007	6.54471	5.30734	0.13202	34.72513	0.10822	1.39025	0.13718	0.15835	30.32051
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	0.45311	0.91196	0.53562	0.14821	0.07866	0.05654	0.09834	0.0	0.03803	0.0	0.0	0.0696	0.42373	0.07022	0.00078	0.00073	0.19553	0.22295	0.00038	0.0	0.0	0.00122	0.0	0.04805	0.0	0.0	0.33555	0.14908	0.0	0.01444	1.33292	0.0	0.65885	0.27807	0.0	0.01968	0.07615	0.85319	0.1895	0.08778	0.06194	0.0	0.00943	0.03951	0.18709	0.41687	0.29588	2.27461	0.00285	0.0	2.11963	0.15394	0.0	0.0	0.49217	0.17872	0.0	0.12392	0.0	0.02213	0.73023	0.40293	0.14683	0.21079	0.24664	0.0	0.24843	4.10831	0.14712	0.18958	0.24928	0.36911	0.83848	2.62329	0.30814	0.01662	0.0	0.54589	0.79554	0.30667	0.24024	0.23393	0.06293	0.21999	0.2959	0.02364	0.26661	0.51617	0.14424	0.20136	0.53016	0.06857	0.43895	0.89979	0.0	0.0	0.05988	1.57188	0.0	0.0	0.17014	0.16677	0.0	0.1153	0.00171	0.84029	0.07902	0.0	0.00278	0.53199	0.15921	0.02672	0.02039	0.04613	0.0	0.02545	0.03098	0.0	0.26216	0.00025	1.34836	0.08155	0.1202	0.95501	10.89652	0.06054	0.34042	0.56088
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	0.00041	0.0	0.0156	0.0	0.07878	0.0	0.0	0.0	0.20362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01096	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.00422	0.0	0.00189	0.00561	0.0	0.00577	0.0	0.0	0.0	0.0	0.0023	0.0	0.00809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.00594	0.00026	0.0	0.0	0.0	0.01083	0.0	0.02094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00815	0.00726	0.00019	1.02751	0.0	0.0	0.0	0.00095	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03264	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.00297	0.0	0.0	0.02424	0.0	0.0	0.0	0.0	0.00865	0.0	0.02962	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB40382	4e-05	0.0	0.00096	0.0	0.00624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00566	0.0351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02202	0.00032	0.00658	0.0	0.0	0.0	0.0	0.00954	0.0	0.01807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.01063	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.02241	0.0	0.0	0.0	0.0	0.0	0.01498	0.0	0.0	0.0	0.00153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0165	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1538	0.0	0.0	0.05883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03347	0.0	0.0	0.0	0.0	0.0	0.0	0.03282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08504	0.0	0.0	0.0	0.0	0.0	0.0	0.00552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02134	0.0	0.0	0.0	0.0	0.0118	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2882	0.0	0.0	0.0	0.0	0.0	0.01044	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02155	0.07989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03243	0.0	0.00724	0.0	0.0	0.22695	0.0	0.0	0.0	0.16251	0.0	0.00185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26362	0.0	0.00577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01411	0.06531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05379	0.00836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00787	0.0	0.0	0.0	0.0	0.0	0.0	0.06022	0.0	0.00375	0.0	0.0	0.0	0.05401	0.0	0.0	0.00802	0.0	0.0	0.0	0.00821	0.0	0.0	0.0	0.0101	0.0	0.0	0.0	0.18609	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3608	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015	0.00047	0.0	0.00328	0.0	0.0	0.01109	0.0002	0.0	0.0002	0.0	0.00654	0.0	0.0	0.00198	0.00096	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.00189	0.00158	0.0	0.0	0.00508	0.0047	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0
k__Bacteria|p__Firmicutes|c__CFGB1394	0.00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00302	0.0	0.00265	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.00465	0.00012	0.00069	0.00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0	0.00258	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0
