clade_name	Sample_S25268_MU-9916	Sample_S25336_MU-1282	Sample_S25337_MU-9360	Sample_S25338_MU-6132	Sample_S25339_MU-4256	Sample_S25340_MU-5572	Sample_S25341_MU-7283	Sample_S25408_MU-3011	Sample_S25342_MU-5135	Sample_S25409_MU-2550	Sample_S25343_MU-8248	Sample_S25410_MU-3994	Sample_S25344_MU-5424	Sample_S25345_MU-3721	Sample_S25346_MU-3286	Sample_S25411_MU-6873	Sample_S25347_MU-8242	Sample_S25412_MU-1462	Sample_S25348_MU-4151	Sample_S25349_MU-6200	Sample_S25350_MU-1895	Sample_S25413_MU-1401	Sample_S25351_MU-2948	Sample_S25352_MU-6910	Sample_S25353_MU-2628	Sample_S25354_MU-1287	Sample_S25355_MU-9106	Sample_S25414_MU-4348	Sample_S25356_MU-2950	Sample_S25357_MU-9940	Sample_S25358_MU-4351	Sample_S25359_MU-2536	Sample_S25360_MU-9775	Sample_S25361_MU-4152	Sample_S25362_MU-1464	Sample_S25272_MU-3467	Sample_S25363_MU-1276	Sample_S25364_MU-6130	Sample_S25365_MU-7376	Sample_S25415_MU-3905	Sample_S25366_MU-5047	Sample_S25416_MU-7117	Sample_S25417_MU-3497	Sample_S25367_MU-1643	Sample_S25368_MU-2307	Sample_S25418_MU-6640	Sample_S25419_MU-2282	Sample_S25369_MU-9541	Sample_S25420_MU-7767	Sample_S25370_MU-7987	Sample_S25371_MU-6453	Sample_S25273_MU-4770	Sample_S25372_MU-9950	Sample_S25373_MU-3120	Sample_S25374_MU-4176	Sample_S25375_MU-3875	Sample_S25376_MU-5209	Sample_S25377_MU-5729	Sample_S25378_MU-5909	Sample_S25379_MU-5595	Sample_S25274_MU-1445	Sample_S25380_MU-7149	Sample_S25381_MU-4873	Sample_S25382_MU-9954	Sample_S25383_MU-8008	Sample_S25421_MU-1198	Sample_S25275_MU-7599	Sample_S25384_MU-8177	Sample_S25385_MU-2516	Sample_S25386_MU-9600	Sample_S25387_MU-5208	Sample_S25276_MU-1265	Sample_S25388_MU-5958	Sample_S25389_MU-4991	Sample_S25390_MU-2835	Sample_S25269_MU-4469	Sample_S25277_MU-9201	Sample_S25391_MU-2025	Sample_S25392_MU-9081	Sample_S25393_MU-3340	Sample_S25394_MU-6099	Sample_S25395_MU-5830	Sample_S25396_MU-2018	Sample_S25278_MU-7236	Sample_S25397_MU-3405	Sample_S25398_MU-8772	Sample_S25399_MU-8035	Sample_S25400_MU-1264	Sample_S25401_MU-7733	Sample_S25279_MU-9140	Sample_S25402_MU-4255	Sample_S25403_MU-5805	Sample_S25404_MU-4009	Sample_S25405_MU-3981	Sample_S25422_MU-5023	Sample_S25423_MU-9644	Sample_S25424_MU-5898	Sample_S25280_MU-6476	Sample_S25425_MU-4671	Sample_S25426_MU-8790	Sample_S25427_MU-1626	Sample_S25428_MU-2358	Sample_S25429_MU-6312	Sample_S25431_MU-9408	Sample_S25432_MU-1441	Sample_S25433_MU-9534	Sample_S25434_MU-6855	Sample_S25435_MU-5961	Sample_S25436_MU-3644	Sample_S25437_MU-7073	Sample_S25438_MU-3192	Sample_S25439_MU-1680	Sample_S25440_MU-9028	Sample_S25441_MU-2785	Sample_S25442_MU-4586	Sample_S25443_MU-9783	Sample_S25444_MU-3449	Sample_S25445_MU-2591	Sample_S25446_MU-9005	Sample_S25448_MU-7353	Sample_S25449_MU-9047	Sample_S25450_MU-1202	Sample_S25451_MU-9117	Sample_S25452_MU-9774	Sample_S25453_MU-1458	Sample_S25454_MU-2993	Sample_S25455_MU-8630	Sample_S25281_MU-6035	Sample_S25456_MU-9881	Sample_S25447_MU-1329	Sample_S25457_MU-1741	Sample_S25458_MU-8670	Sample_S25459_MU-7768	Sample_S25282_MU-2435	Sample_S25460_MU-2466	Sample_S25461_MU-8135	Sample_S25462_MU-5708	Sample_S25463_MU-5596	Sample_S25464_MU-3881	Sample_S25270_MU-3248	Sample_S25465_MU-6129	Sample_S25466_MU-4148	Sample_S25283_MU-4371	Sample_S25284_MU-1708	Sample_S25285_MU-4751	Sample_S25286_MU-5085	Sample_S25287_MU-9506	Sample_S25288_MU-1840	Sample_S25289_MU-6798	Sample_S25290_MU-1071	Sample_S25271_MU-6945	Sample_S25291_MU-3812	Sample_S25292_MU-9502	Sample_S25293_MU-5636	Sample_S25294_MU-3233	Sample_S25295_MU-1507	Sample_S25296_MU-8155	Sample_S25297_MU-7459	Sample_S25298_MU-7000	Sample_S25299_MU-8815	Sample_S25300_MU-5706	Sample_S25301_MU-3409	Sample_S25302_MU-2755	Sample_S25303_MU-3487	Sample_S25304_MU-2721	Sample_S25305_MU-4300	Sample_S25306_MU-9104	Sample_S25307_MU-2153	Sample_S25308_MU-3443	Sample_S25309_MU-2273	Sample_S25310_MU-3709	Sample_S25311_MU-5140	Sample_S25312_MU-4815	Sample_S25313_MU-2238	Sample_S25314_MU-8681	Sample_S25315_MU-7985	Sample_S25316_MU-8045	MU-7447	Sample_S25318_MU-2490	Sample_S25319_MU-7093	Sample_S25320_MU-4480	Sample_S25321_MU-5358	Sample_S25322_MU-4206	Sample_S25323_MU-3351	Sample_S25324_MU-6990	Sample_S25325_MU-2425	Sample_S25406_MU-6279	Sample_S25407_MU-3879	Sample_S25326_MU-3660	Sample_S25327_MU-8969	Sample_S25328_MU-4536	Sample_S25329_MU-6777	Sample_S25330_MU-1749	Sample_S25331_MU-8714	Sample_S25332_MU-7634	Sample_S25333_MU-2653	Sample_S25334_MU-3821	Sample_S25335_MU-7980	MU-1726	MU-3992	MU-3934	MU-9216	MU-6387
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_phocaeensis	0.01439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Massilimaliae|s__Massilimaliae_massiliensis	3e-05	0.0	0.00043	0.0	0.0	0.0	0.0	0.00067	0.00486	0.0	0.0	0.0003	0.0	0.0	0.0	0.00116	0.0	0.0	0.00779	0.0	0.0	0.00149	0.00027	0.0	0.0	0.0	0.02206	0.01413	0.0	0.0	0.0	0.0	0.0	0.00119	0.00313	0.0	0.0	0.0	0.0	6e-05	0.00095	0.0	0.0	0.00167	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.00082	0.03951	0.0	0.0	0.0	0.00079	0.00023	0.0	0.0	0.00073	7e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	4e-05	5e-05	0.0	0.00016	0.0	0.00016	0.05	0.0	0.0	0.0009	0.0	0.0	0.00268	0.0	0.0	0.0	0.0018	0.00036	0.0	0.0	0.0	0.00066	0.0	0.0	0.0019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.00314	0.0	0.0	0.0	0.0	0.00034	0.0	0.01028	0.0	0.0	0.0019	0.0	0.00155	0.0	0.0	0.00283	0.0	0.0	0.00189	0.0	0.0002	0.00063	0.00462	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.00205	5e-05	0.00432	0.0	0.00189	0.00329	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.00258	0.00035	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.00109	0.00238	0.0	0.0	0.00188	0.0	0.00014	0.00092	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa	0.0	0.00395	0.00486	0.0	0.0	0.00037	0.0	0.01627	0.0	0.00212	0.0	0.00647	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.00831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00415	0.0	0.01684	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.00971	0.0	0.00303	0.05242	0.0	0.0	0.00156	0.0	0.00253	0.0	0.0	0.00448	0.0	0.0	0.0	0.00353	0.0	0.0	0.0	0.0	0.0	0.0	0.00565	0.0052	0.0	0.0	0.0	0.0	0.04615	0.0	0.0	0.00198	0.0	0.0	0.00101	0.0	0.0	0.00048	0.00603	0.00122	0.0	0.00277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01066	0.0	0.00753	0.0	0.0	0.0	0.0	0.0	0.0	0.00641	0.0	0.0	0.00024	0.01856	0.0	0.0	0.0	0.0	0.0	0.0	0.00936	0.0	0.0	0.0	0.0	0.00176	0.01367	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.01412	0.0	0.00377	0.0	0.0	0.01056	0.00134	0.0	0.00281	0.00844	0.0	0.0	0.00048	0.01217	0.0	0.00023	0.0	0.0	0.0	0.01752	0.0	0.0	0.0	0.00025	0.00148	0.0	0.0	0.0	0.0	0.06811	0.0	0.0	0.00165	0.0	0.0	0.0	0.0018	0.0	0.00026	0.0	0.0	0.0	0.00963	0.01118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05212	0.0	0.0	0.0	0.0	0.0	0.00019	0.00921	0.0	0.0	0.0	0.00075	0.00482	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17154	0.0	0.0	0.0	0.0	0.00256	0.0	0.00231	0.0	0.0	0.0	0.0	0.01029	0.0	0.0	0.03729	0.01268	0.01015	0.00797	0.0	0.0	0.0	0.01319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0189	0.00633	0.0	0.0	0.01702	0.0	0.0069	0.00302	0.0	0.01016	0.0	0.09269	0.0	0.0	0.0	0.00381	0.03597	0.0	0.0	0.0028	0.0	0.0	0.0	0.0	0.0	0.0021	0.03384	0.01222	0.0	0.0	0.0	0.0	0.0	0.00205	0.00473	0.0	0.0	0.0	0.0	0.00889	0.0118	0.0	0.0	0.0	0.08012	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0019	0.0	0.0	0.06047	0.0	0.14665	0.0	0.02653	0.0	0.00386	0.00488	0.0	0.0	0.00292	0.0	0.00569	0.0	0.0	0.02769	0.13656	0.01466	0.0	0.0018	0.01988	0.0	0.0	0.0	0.00273	0.0	0.04597	0.0	0.0	0.0	0.01325	0.0	0.0	0.0	0.0	0.0	0.01454	0.01928	0.0056	0.0	0.0	0.18657	0.0	0.00337	0.0	0.02491	0.00272	0.00661	0.00823	0.08609	0.0	0.0	0.0	0.00127	0.02839	0.00091	0.0	0.02757	0.0	0.0	0.00028	0.00441	0.0	0.00481	0.02797	0.0019	0.00223	0.0	0.0	0.01731	0.0	0.01117	0.0	0.00303	0.12757	0.0	0.0	0.00818	0.01434	0.00765	0.0	0.0	0.03105	0.0	0.0	0.00997	0.0	0.0	0.0	0.00158	0.0	0.0	0.0	0.0	0.0	0.00722	0.06877	0.0	0.0	0.0	0.0	0.0	0.0	0.02239	0.0	0.0	0.00474	0.0	0.0	0.0	0.00151	0.00809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii	0.0	0.00326	0.0	0.0	0.0	0.0	0.0	0.00964	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00464	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.00031	0.00489	0.0	0.0	0.0	0.0	0.0	0.0	0.00324	0.0	0.0	0.0	0.0	0.0007	0.00367	0.0	0.0	0.0076	0.00698	0.00734	0.0	0.02747	0.00128	0.00615	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0	0.0	0.00027	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.00529	0.0	0.0	0.0	0.02094	0.0051	0.0	0.0	0.07537	0.0	0.0	0.00381	0.00312	0.0	0.0	0.00747	0.00044	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.00135	0.00151	0.00164	0.0	0.0	0.0	0.02544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.01074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02263	0.0	0.00311	0.0	0.0	0.0	0.02505	0.0	0.0014	0.00042	0.00091	0.0002	0.00251	0.0	0.0	0.0	0.0	0.0	0.0	0.00702	0.0	0.0	0.0	0.00459	0.00166	0.0	0.0	0.0	0.0	0.0044	0.0	0.00222	0.00282	0.0	0.0	0.0	0.0	0.00388	0.0	0.00292	0.0	0.00149	0.0	0.0	0.0	0.0	0.00394	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00348	0.0	0.0	0.0	0.00033	0.0	6e-05	0.00108	0.0
k__Bacteria|p__Firmicutes|c__CFGB3608|o__OFGB3608|f__FGB3608|g__GGB58158|s__GGB58158_SGB79798	0.0	0.0	0.00293	0.00825	0.0018	0.0	0.00026	0.0	0.00053	0.00722	0.0	0.00306	0.00262	0.0	0.0079	0.00337	0.0	0.0	0.00406	0.0065	0.0	0.0019	0.00076	0.0	0.0	0.00243	0.0	0.00244	0.0	0.00018	0.00437	0.0	0.00018	0.00535	0.0	0.0	0.0	0.00464	0.02302	6e-05	0.00047	0.0	0.0015	0.00121	0.0027	0.00156	0.00277	0.00705	5e-05	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.00104	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.00035	0.00274	0.00098	0.00043	0.0	0.0	0.00915	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.00123	0.00089	0.0	0.00618	0.0	0.0	0.00057	0.00355	0.0075	0.0	0.00188	0.0	0.0	0.0	0.0	0.00017	0.0	0.00134	0.0	0.0	0.0	0.00136	0.01675	0.00351	0.00256	0.00237	0.0	0.0	0.00158	0.00107	0.0	0.0	0.00022	0.00354	0.0	0.00037	0.0014	0.0	0.0	0.0	0.00083	0.0	0.01052	0.0	0.01095	0.0	0.00485	0.00046	0.00085	0.0	0.0	0.00967	0.0	0.00028	0.00112	0.0	0.01268	0.0	0.0	0.00148	0.0002	0.0	0.0004	0.00126	0.00126	0.00276	0.00242	0.00483	0.0	0.01075	3e-05	0.00106	0.0	0.0019	0.00426	0.0	0.00085	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.00047	0.00104	5e-05	0.0	0.00384	0.00155	0.0	0.00025	0.0	0.0	0.0	0.002	1e-05	0.0	0.0	0.00086	0.00064	0.0	0.0	0.00388	0.00641	0.00174	0.0	0.0	0.00199	0.0	0.00387	0.0	0.0	0.00819	0.0	0.0	0.00461	0.00012	0.0	0.00102	0.0	5e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis	0.0	0.0	0.00502	0.0	0.00103	0.0	0.00164	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.00401	0.00298	0.0	0.00891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.0	0.0	0.00101	0.00534	0.0	0.0	0.0	0.00026	0.0039	0.00685	0.00208	0.00038	0.001	0.00075	0.01035	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.00268	0.0	0.00195	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.0	0.0	0.00577	0.0	0.00284	0.0	0.00025	0.00075	0.00136	0.0	0.0	0.0	0.00242	0.0	0.0	0.00675	0.0	0.0	0.00285	0.00379	0.0	0.0	0.00225	0.0	0.0	0.00542	0.00119	0.0	0.0	0.00015	0.0	0.0	0.00712	0.0	0.00271	0.00219	0.0	0.0	0.0	0.0	0.00349	0.0	0.0	0.00049	0.0011	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.00498	0.0	0.0	0.0	0.0031	0.00075	0.0	0.00501	0.00232	0.0	0.0086	0.0	0.0	0.0	0.0	0.00295	0.0	0.0028	0.00087	0.00138	0.0	0.00421	0.00105	0.0	0.0	0.00255	0.0	0.00108	0.0	0.0	0.0018	0.00098	0.0	0.0	0.00039	0.0	0.0	0.00141	0.01608	0.00034	0.00536	0.0	0.0	0.0	0.0	0.00523	0.0	0.00046	0.01034	0.0002	0.00264	0.0	0.00148	0.0	0.0	0.00015	0.00522	0.0	0.0	0.0	0.00254	0.00211	0.00075	0.0	0.00228	0.01009	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.00493	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Aristotella|s__Candidatus_Aristotella_avistercoris	0.00196	0.0	0.00796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	8e-05	0.0	0.0	0.0	0.0	0.00283	0.0	0.00483	0.0	0.0	0.0	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.00021	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.00053	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.00242	0.00257	0.0	0.0	0.00108	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.00099	0.00026	0.00181	0.0	0.0	0.0	0.0	0.01189	0.0	0.0007	0.0	0.00144	0.00329	0.0	0.0	0.00332	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.00307	2e-05	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.001	0.00172	0.00148	0.0016	0.0	0.00238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_Choco116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01298	0.0	0.0	0.0	0.0	0.0	0.0	0.01758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39249	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.00758	0.0	0.0	0.0	0.00158	0.1482	0.0	0.0	0.0	0.0	0.08012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00963	0.0	0.0	0.07196	0.0	0.0	0.0	0.0	0.18684	0.0	0.0	0.0	0.0	0.06026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05932	0.0	0.0	0.0	0.0	0.0	0.0	0.00331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.00263	0.0	0.0	0.0	0.0	0.0186	0.0	0.52197	0.03814	0.0	0.0	0.00576	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus|s__Candidatus_Pararuminococcus_gallinarum	0.00037	0.00163	0.00761	0.0	0.01146	0.0	0.00403	0.0	0.0	0.05198	0.0	0.01112	0.00182	0.0003	0.0	0.00478	0.0	0.0	0.00535	0.01408	0.0	0.00925	0.00701	0.01632	0.0	0.0	0.02108	0.00325	0.0	0.0	0.00222	0.0	0.00464	0.0064	0.0052	0.00078	0.0	0.00848	0.0	0.00152	0.00531	0.01531	0.00868	0.02827	0.00265	0.02994	0.02254	0.0	0.00218	0.0	0.0	0.00084	0.0	0.0	0.00927	0.01031	0.00231	0.0	0.0	0.0	0.0	0.00132	0.0	0.0	0.01088	0.00462	0.00531	0.0	0.00255	0.0	0.0	0.0034	0.0	0.0	0.0014	0.00209	0.00319	0.00511	0.0	0.00904	0.00058	0.00349	0.0	0.0	0.00112	0.00039	0.00075	0.0	0.00538	0.0	0.0	0.00919	0.0	0.0	0.0003	0.00023	0.0	0.0	0.00763	0.0	0.0	0.0	0.00498	0.00266	0.00555	0.0	0.00475	0.00502	0.0	0.00477	0.0	0.0013	0.0	0.00317	0.01026	0.0	0.0	0.00691	0.0	0.00346	0.0	0.0	0.00095	0.03323	0.0	0.01107	0.0	0.01504	0.0	0.0024	0.0	0.0	0.01066	0.0	0.0	0.00813	0.0	0.0	0.0	0.0	0.00595	0.01051	0.00051	0.01839	0.00277	0.00493	0.00477	0.00335	0.00711	0.0	0.00202	0.0	0.01396	0.0	0.00687	0.0011	0.00473	0.0151	0.02712	0.0	0.0	0.0	0.00227	0.00481	0.0	0.008	0.0	0.0031	0.0	0.03293	0.00446	0.0	0.00192	9e-05	1e-05	3e-05	0.0	0.00185	0.00283	0.0	0.01083	0.00048	0.0	0.0	0.00288	0.00721	0.00132	0.00199	0.00751	0.0	0.00068	0.0184	0.00129	0.0	0.01289	0.00773	0.00325	0.00206	0.00133	0.0	0.00165	0.0	0.0
