clade_name	Sample_S25268_MU-9916	Sample_S25336_MU-1282	Sample_S25337_MU-9360	Sample_S25338_MU-6132	Sample_S25339_MU-4256	Sample_S25340_MU-5572	Sample_S25341_MU-7283	Sample_S25408_MU-3011	Sample_S25342_MU-5135	Sample_S25409_MU-2550	Sample_S25343_MU-8248	Sample_S25410_MU-3994	Sample_S25344_MU-5424	Sample_S25345_MU-3721	Sample_S25346_MU-3286	Sample_S25411_MU-6873	Sample_S25347_MU-8242	Sample_S25412_MU-1462	Sample_S25348_MU-4151	Sample_S25349_MU-6200	Sample_S25350_MU-1895	Sample_S25413_MU-1401	Sample_S25351_MU-2948	Sample_S25352_MU-6910	Sample_S25353_MU-2628	Sample_S25354_MU-1287	Sample_S25355_MU-9106	Sample_S25414_MU-4348	Sample_S25356_MU-2950	Sample_S25357_MU-9940	Sample_S25358_MU-4351	Sample_S25359_MU-2536	Sample_S25360_MU-9775	Sample_S25361_MU-4152	Sample_S25362_MU-1464	Sample_S25272_MU-3467	Sample_S25363_MU-1276	Sample_S25364_MU-6130	Sample_S25365_MU-7376	Sample_S25415_MU-3905	Sample_S25366_MU-5047	Sample_S25416_MU-7117	Sample_S25417_MU-3497	Sample_S25367_MU-1643	Sample_S25368_MU-2307	Sample_S25418_MU-6640	Sample_S25419_MU-2282	Sample_S25369_MU-9541	Sample_S25420_MU-7767	Sample_S25370_MU-7987	Sample_S25371_MU-6453	Sample_S25273_MU-4770	Sample_S25372_MU-9950	Sample_S25373_MU-3120	Sample_S25374_MU-4176	Sample_S25375_MU-3875	Sample_S25376_MU-5209	Sample_S25377_MU-5729	Sample_S25378_MU-5909	Sample_S25379_MU-5595	Sample_S25274_MU-1445	Sample_S25380_MU-7149	Sample_S25381_MU-4873	Sample_S25382_MU-9954	Sample_S25383_MU-8008	Sample_S25421_MU-1198	Sample_S25275_MU-7599	Sample_S25384_MU-8177	Sample_S25385_MU-2516	Sample_S25386_MU-9600	Sample_S25387_MU-5208	Sample_S25276_MU-1265	Sample_S25388_MU-5958	Sample_S25389_MU-4991	Sample_S25390_MU-2835	Sample_S25269_MU-4469	Sample_S25277_MU-9201	Sample_S25391_MU-2025	Sample_S25392_MU-9081	Sample_S25393_MU-3340	Sample_S25394_MU-6099	Sample_S25395_MU-5830	Sample_S25396_MU-2018	Sample_S25278_MU-7236	Sample_S25397_MU-3405	Sample_S25398_MU-8772	Sample_S25399_MU-8035	Sample_S25400_MU-1264	Sample_S25401_MU-7733	Sample_S25279_MU-9140	Sample_S25402_MU-4255	Sample_S25403_MU-5805	Sample_S25404_MU-4009	Sample_S25405_MU-3981	Sample_S25422_MU-5023	Sample_S25423_MU-9644	Sample_S25424_MU-5898	Sample_S25280_MU-6476	Sample_S25425_MU-4671	Sample_S25426_MU-8790	Sample_S25427_MU-1626	Sample_S25428_MU-2358	Sample_S25429_MU-6312	Sample_S25431_MU-9408	Sample_S25432_MU-1441	Sample_S25433_MU-9534	Sample_S25434_MU-6855	Sample_S25435_MU-5961	Sample_S25436_MU-3644	Sample_S25437_MU-7073	Sample_S25438_MU-3192	Sample_S25439_MU-1680	Sample_S25440_MU-9028	Sample_S25441_MU-2785	Sample_S25442_MU-4586	Sample_S25443_MU-9783	Sample_S25444_MU-3449	Sample_S25445_MU-2591	Sample_S25446_MU-9005	Sample_S25448_MU-7353	Sample_S25449_MU-9047	Sample_S25450_MU-1202	Sample_S25451_MU-9117	Sample_S25452_MU-9774	Sample_S25453_MU-1458	Sample_S25454_MU-2993	Sample_S25455_MU-8630	Sample_S25281_MU-6035	Sample_S25456_MU-9881	Sample_S25447_MU-1329	Sample_S25457_MU-1741	Sample_S25458_MU-8670	Sample_S25459_MU-7768	Sample_S25282_MU-2435	Sample_S25460_MU-2466	Sample_S25461_MU-8135	Sample_S25462_MU-5708	Sample_S25463_MU-5596	Sample_S25464_MU-3881	Sample_S25270_MU-3248	Sample_S25465_MU-6129	Sample_S25466_MU-4148	Sample_S25283_MU-4371	Sample_S25284_MU-1708	Sample_S25285_MU-4751	Sample_S25286_MU-5085	Sample_S25287_MU-9506	Sample_S25288_MU-1840	Sample_S25289_MU-6798	Sample_S25290_MU-1071	Sample_S25271_MU-6945	Sample_S25291_MU-3812	Sample_S25292_MU-9502	Sample_S25293_MU-5636	Sample_S25294_MU-3233	Sample_S25295_MU-1507	Sample_S25296_MU-8155	Sample_S25297_MU-7459	Sample_S25298_MU-7000	Sample_S25299_MU-8815	Sample_S25300_MU-5706	Sample_S25301_MU-3409	Sample_S25302_MU-2755	Sample_S25303_MU-3487	Sample_S25304_MU-2721	Sample_S25305_MU-4300	Sample_S25306_MU-9104	Sample_S25307_MU-2153	Sample_S25308_MU-3443	Sample_S25309_MU-2273	Sample_S25310_MU-3709	Sample_S25311_MU-5140	Sample_S25312_MU-4815	Sample_S25313_MU-2238	Sample_S25314_MU-8681	Sample_S25315_MU-7985	Sample_S25316_MU-8045	MU-7447	Sample_S25318_MU-2490	Sample_S25319_MU-7093	Sample_S25320_MU-4480	Sample_S25321_MU-5358	Sample_S25322_MU-4206	Sample_S25323_MU-3351	Sample_S25324_MU-6990	Sample_S25325_MU-2425	Sample_S25406_MU-6279	Sample_S25407_MU-3879	Sample_S25326_MU-3660	Sample_S25327_MU-8969	Sample_S25328_MU-4536	Sample_S25329_MU-6777	Sample_S25330_MU-1749	Sample_S25331_MU-8714	Sample_S25332_MU-7634	Sample_S25333_MU-2653	Sample_S25334_MU-3821	Sample_S25335_MU-7980	MU-1726	MU-3992	MU-3934	MU-9216	MU-6387
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.09216	0.0	0.00201	0.0	0.05191	0.0	0.0	0.0	0.0	0.06368	0.02938	0.0	0.05537	0.00813	0.03427	0.35221	0.0	0.0	0.28962	0.58884	0.0321	0.0	0.0	0.0	0.00149	0.0	0.0	0.0381	0.0	0.0084	0.01955	0.0	0.3118	0.0	3.3513	0.01286	0.26522	0.11464	0.0	0.03832	0.0	0.0	0.14949	0.0	0.08592	0.0255	0.0	0.00592	0.0	0.0	0.17097	0.01568	0.11281	0.08437	0.0	0.00372	0.0	0.00766	0.0467	0.0	0.02144	0.00292	0.0	0.0024	0.07833	0.06309	0.00297	0.0	0.00435	0.0	0.03012	0.01501	0.0	0.0	0.09752	0.0	0.07681	0.97328	0.10802	0.18037	0.0	0.02055	0.01546	0.41641	0.04365	0.0	0.00196	0.0	0.0	0.0	0.02331	1.25394	0.30775	0.0	0.0085	0.02885	0.3129	0.00493	0.04986	0.00228	0.83016	0.0	0.0	0.0	0.03783	0.0	0.0803	0.16277	0.03105	0.07782	0.0	0.07643	0.00077	0.17587	0.05527	0.02115	0.0	0.0	0.01059	0.0	0.0	0.0	0.00565	0.30611	0.0	0.0	0.0	0.01768	0.00852	0.01749	0.00355	0.0	0.24834	0.14187	0.0	0.01848	0.0	0.00872	0.11271	0.0	0.00198	0.0	0.00505	0.0	0.00282	0.00096	0.0303	0.0	0.42901	0.54103	0.01887	0.0	0.00064	0.0	0.05222	0.0	0.00038	0.00098	0.0	0.01509	0.46793	0.0	0.04362	0.01277	0.0	0.27942	0.00946	0.08411	0.03649	0.0	0.04659	0.15301	0.00451	0.0	0.0	0.0198	0.02524	0.05506	0.0	0.0	0.05068	0.00624	1.6918	0.0	0.01334	0.01968	0.0	0.60663	0.0	0.0	0.00404	0.01891	0.0	0.09309	0.01463	0.0	0.0	0.00937	0.0	0.0375	0.01602	0.01201	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis	0.0	0.0	0.0	0.00733	0.0	0.03337	0.0	0.0	0.02062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00343	0.0	0.00545	0.0	0.0	0.0	0.0	0.0	0.02545	0.0	0.00121	0.01589	0.0	0.01423	0.0	0.0	0.0	0.00322	0.01462	0.0	0.0	0.0	0.0	0.01157	0.00765	0.00675	0.0	0.0	0.00986	0.16681	0.02516	0.0	0.0	0.00243	0.0	0.0	0.01589	0.01637	0.0	0.0	0.00848	0.02061	0.0	0.0	0.07018	0.00176	0.01479	0.0	0.0	0.0016	0.00659	0.05893	0.00348	0.0	0.0	0.00554	0.0	0.00439	0.03123	0.0	0.0	0.0	0.0	0.02718	0.0	0.0	0.0	0.22762	0.0	0.00674	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.03834	0.0	0.00871	0.00173	0.0	0.0	0.0	0.0	0.01938	0.0	0.00667	0.00453	0.0	0.0	0.0	0.00582	0.0	0.00111	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.00718	0.0176	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.00135	0.00256	0.0	0.0	0.00833	0.0	0.0	0.0	0.00152	0.0	0.0	0.03889	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.00225	0.0	0.01307	0.019	0.00673	0.0	0.0	0.0	0.0	0.07148	0.0	0.0	0.00477	0.0	0.0	0.00339	0.0074	0.0	0.0	0.00157	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.03682	0.02149	0.0	0.00391	0.0	0.01957	0.0	0.0	0.0	0.00593	0.00086	0.712	0.0	0.01804	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.01385	0.00054	0.0	0.00118	0.01948	0.12842	0.01204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05882	0.00437	0.02831	0.0	0.0	0.0	0.0	0.41944	0.0	0.0	0.02152	0.0	0.0	0.0	0.0	0.0	0.0	0.02898	0.08917	0.01176	0.0	0.0	0.2528	0.1805	0.01214	0.00016	0.0158	0.00573	0.0	0.0	0.00389	0.01077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02876	0.04396	0.0	0.0	0.0	0.0	0.09506	0.0	0.0	0.0	0.04266	0.07523	0.00468	0.00273	0.0	0.0	0.01394	0.0	0.0	0.0	0.0	0.27253	0.0	0.0	0.24398	0.0	0.0009	0.07411	0.0	0.00401	0.00102	0.0	0.09513	0.09785	0.0	0.0011	0.00623	0.0	0.0	0.01016	0.0093	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.20242	0.0	0.0	0.00024	0.26642	1.50795	0.28998	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.00717	0.0	0.0	0.0	0.0	0.0	0.00092	0.00833	0.17322	0.0	0.40601	0.0	0.00025	0.10633	0.0	0.08456	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.01722	0.43558	0.02094	0.0	0.0	0.00225	0.00864	0.0	0.00154	0.0	0.20072	0.13977	0.01076	0.0	0.00055	0.00144	0.0	0.00511	0.0	0.01	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.2449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07065	0.0	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.00894	0.0	0.22242	0.1914	0.0684	0.20181	0.0	0.0	0.00407	1.27461	0.0	0.0	0.0	0.08004	0.0765
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_massiliensis	0.0	0.00124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.00137	0.0	0.0	0.0	0.0	0.0	0.00534	0.0	0.0	0.0	0.0	0.0	0.0	0.01075	0.0036	0.0	0.0	0.00489	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.01027	0.0	0.01871	0.03495	0.0	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0061	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.01694	0.0	0.0	0.0	0.00042	0.0	0.0052	0.00228	0.0	0.00891	0.0	0.0	0.0	0.0	0.0056	0.00034	0.0	0.0	0.0	0.0	0.00157	0.0	0.00415	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092	0.0	0.0	0.01574	0.0094	0.0	0.0	0.0061	0.0	0.0	0.00629	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00234	0.0142	0.00021	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.01167	0.0	0.0	0.0	0.0	0.00404	0.00552	0.0	0.0	0.01551	0.0	0.0	0.00017	0.0	0.00392	0.01187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02382	0.0	0.0	0.0	0.02158	0.0	0.00663	0.0	0.0	0.00244	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_oral_taxon_807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	0.00336	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00489	0.0	0.0	0.0	0.0	0.00926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0017	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.00097	0.00138	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01613	0.0	0.0	0.0	0.0	0.0	0.0007	6e-05	0.0	0.0	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.00251	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9619|s__GGB9619_SGB15067	0.0	0.0	0.01326	0.0	0.0	0.0	0.0081	0.00048	0.0	0.0	0.0	0.00372	0.01885	0.02114	0.0	0.0063	0.0	0.0	0.01186	0.0	0.0	0.00319	0.02227	0.11505	0.0	0.00182	0.0	0.0	0.0	0.01084	0.00403	0.00295	0.02744	0.01313	0.00367	0.00594	0.0	0.00088	0.00225	0.00129	0.00224	0.01406	0.02271	0.00249	0.06163	0.0	0.01294	0.0	0.01248	0.0	0.00298	0.00655	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.07323	0.0	0.0	0.02824	0.02705	0.01425	0.00923	0.02829	0.00101	0.00024	0.0	0.04778	0.00193	0.0	0.0	0.00197	0.00479	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.00667	0.00524	0.00823	0.0	0.007	0.07817	0.0	0.01507	0.0	0.0	0.00742	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.05058	0.06314	0.05165	0.00519	0.02275	0.0	0.0	0.02273	0.02118	0.00281	0.0	0.00418	0.04978	0.0	0.00991	0.0	0.01064	0.0	0.0	0.0	0.0	0.0	0.0	0.10915	0.00645	0.02707	0.0	0.01215	0.00089	0.0	0.01905	0.04135	0.00953	0.05394	0.0	0.07409	0.0	0.0	0.00263	0.02761	0.00538	0.00962	0.00475	0.0	0.00194	0.01196	0.02491	0.0	0.03349	0.12231	0.00169	0.0	0.0	0.02945	0.03673	0.0	0.00044	0.0	0.0	0.00604	0.0	0.0	0.00084	0.00275	0.0	0.01385	0.0	0.09882	0.04758	0.0	0.0186	0.00423	0.0186	0.0151	0.02289	0.00957	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.03351	0.01007	0.0	0.00117	0.01107	0.00793	0.00109	0.07134	0.0	0.01963	0.01728	0.0	0.01354	0.01072	0.0	0.0	0.03166	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0.0	0.06777	0.03253	0.0	0.20055	0.0	0.075	0.0	0.0	0.18562	0.00127	0.0	0.00899	0.0	0.0	0.19651	0.0159	0.05211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14747	0.00708	0.01705	0.0	0.0	0.00274	0.0	0.03664	0.0	0.09934	0.0	0.0	0.0	0.0	0.0	0.05461	0.09014	0.0	0.0	0.0	0.03442	0.18408	0.0	0.00898	0.0	0.0	0.0	0.0	0.0	0.12819	0.10743	0.09179	0.0	0.0	0.0	0.0	0.0187	0.0	0.0	0.0	0.0481	0.0	0.0	0.0	0.01059	0.0	0.0	0.00672	0.00874	0.1453	0.0	0.02375	0.0	0.00412	0.0	1.17162	0.0	0.13117	0.0	0.0561	0.0	0.03611	0.0	0.0	0.0	0.0	0.0	0.1583	0.0	0.09624	0.0	0.0	0.00864	0.00516	0.0	0.0	0.13419	0.0	0.0	0.0	0.05224	0.0	0.0562	0.0	0.0	0.04906	0.00406	0.19143	0.03025	0.0	0.0	0.03732	0.01459	0.0	0.0	0.33501	0.01869	0.0	0.01601	0.0	0.00815	0.0	0.0	0.02558	0.04788	0.06057	0.0	0.0	0.0	0.06007	0.02524	0.05223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178	0.00396	0.0	0.0	0.00622	0.36964	0.0	0.01852	0.24634	0.0	0.0	0.0	0.64029	0.23202	0.0	0.12307	0.0	0.0	0.0	0.0	0.0	0.0	0.05014	0.04059	0.0	0.0	0.14749	0.0	0.0	0.0	0.0	0.0	0.0	0.0402	0.00558	0.0	0.0	0.02557	0.0	0.01763	0.1262	0.05479	0.20225	0.0	0.10894	0.00351	0.0	0.05071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allobutyricicoccus|s__Candidatus_Allobutyricicoccus_pentlandensis	0.0	0.0	0.00587	0.0	0.0	0.0	0.0	0.0	0.0	0.04795	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00689	0.00955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01697	0.0	0.0	0.0	0.0	0.03659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.00401	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.0	0.0	0.00492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00509	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.0	0.00246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00464	0.0	0.0	0.0	0.01222	0.0	0.0	0.0	0.0	0.0	0.01243	5e-05	0.00274	0.0	0.0	0.0	0.0	0.01092	0.0	0.0	0.0	0.00364	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.00503	0.0	0.0	0.0	0.0	0.0	0.01168	0.0	0.0	0.02517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH	0.44421	0.0	0.02758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0112	0.25378	0.0106	0.0648	0.0	0.0	0.26566	0.71373	0.0	0.031	0.0	0.12145	0.0	0.0	0.0	0.07559	0.0	0.12264	0.0	0.0	0.0	0.0	0.0	0.08916	0.0	0.0	0.0	0.0898	0.0	0.0	0.09198	0.05221	0.13349	0.00198	0.77099	0.62784	0.0	0.0	0.20395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04134	1.10538	0.0	0.0	0.0	0.0	0.0	0.02976	0.0	0.25859	0.0	0.0	0.0	0.00114	0.22754	0.0	0.01056	0.50203	0.07967	0.0015	0.09609	0.00651	0.0	0.0	0.0	0.02157	0.0	0.0	0.0	0.01383	0.0	0.00599	0.0	0.0	0.16405	0.17338	0.0	0.0	0.07826	0.0	0.11847	0.07095	0.0	0.02307	0.0	0.0	0.0	0.0	0.0	0.02559	0.08015	0.0804	0.0	0.0	0.0	0.7553	0.00108	0.0	0.60248	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.05355	0.00464	0.0	0.0	0.0	0.44794	0.0	0.15553	1.19137	0.0	0.0	0.17813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04889	0.0	0.0	0.01034	0.18963	0.02796	0.0	0.0	0.0	0.0	0.00684	0.0	0.0	0.0038	0.1969	0.07302	0.0	0.0	0.0	0.0	0.0	0.0	0.51936	0.20442	0.0	0.0	2.03862	0.0	0.03483	0.0	0.0	0.0	0.0	0.0	0.0	0.00098	0.00338	0.13712	0.0	0.04445	0.08738	0.0	0.00505	0.50817	0.0	0.0	0.0	0.0688	0.05977	0.04525	0.0125	0.0	0.00382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02953
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0.0	0.01702	0.01173	0.0	0.00387	0.02754	0.0	0.05912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.00898	0.07371	0.00081	0.00554	0.00556	0.0	0.03271	0.0	0.0022	0.01469	0.0	0.0	0.02002	0.00458	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.00326	0.01133	0.00832	0.02462	0.01039	0.00387	0.0	0.0	0.0	0.0003	0.01671	0.00948	0.0	0.00429	0.0	0.0	0.00043	0.0	0.00838	0.00921	0.0	0.00476	0.0	0.0	0.0068	0.021	0.03245	0.00036	0.0	0.0	0.0	0.28701	0.0	0.0	0.03362	0.0159	0.00799	0.0	0.0	0.0	0.02023	0.00773	0.0178	0.00111	0.01447	0.0	0.00234	0.00098	0.0	0.0	0.0	0.0	0.00374	0.0	0.0	0.02548	0.0	0.0	0.0	0.0	0.01244	0.0	0.01505	0.0	0.0	0.00515	0.0	0.01301	0.0008	0.0	0.0	0.0	0.0	0.02974	0.02803	0.07363	0.0	0.0	0.0	0.01219	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.00185	0.0033	0.00068	0.0	0.00192	0.00336	0.03191	0.0	0.00063	0.0	0.00172	0.0	0.00073	0.0	0.00492	0.0	0.0	0.00528	0.0	0.0429	0.0004	0.0	0.0	0.00816	0.00033	0.0	0.0	0.0	0.0	0.01417	0.00138	0.00112	0.04815	0.0	0.0	0.0	0.0	0.0	0.00087	0.00071	0.0069	0.0	0.0024	0.0186	0.00116	0.0	0.0081	0.0	0.0	0.00529	0.0114	0.00203	0.00872	0.0	0.0	0.0	0.0	0.02457	0.0	0.0	0.0	0.00131	0.01134	0.00842	0.00434	0.0012	0.0011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9610|s__GGB9610_SGB15045	0.0	0.0	0.00443	0.0	0.0	0.0	0.02207	0.0	0.0	0.01735	0.0	0.00039	0.01637	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.0	0.00381	0.0	0.01032	0.0	0.0	0.00279	0.0	0.0	0.0	0.0	0.0	0.01618	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01253	0.0	0.0	0.0	0.02289	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.01493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014	0.00465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01031	0.00334	0.00573	0.0	0.0	0.12716	0.0	0.00178	0.00228	0.00127	0.01424	0.0	0.0	0.00445	0.02424	0.0	0.0	0.00563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.00803	0.0	0.00632	0.0	0.0	0.01478	0.0	0.0	0.00138	0.00037	0.01373	0.0	0.0	0.00319	0.0	0.0	0.04381	0.0	0.0	0.0	0.0	0.02001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0088	0.0	0.00215	0.00089	0.00715	0.0	0.00694	0.0	0.0	0.0	0.0	0.0	0.00594	0.0	0.0	0.0	0.00428	0.0	0.00017	0.0	0.0	0.01945	0.0	0.0	0.0	0.0	0.00818	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01115	0.00359	0.0	0.0	0.0	0.0	0.00554	0.03452	0.0	0.0	0.05855	0.06021	0.00947	0.0	0.0001	0.0	0.0	0.0	0.0
