run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR14206030	ERP157309	SAMEA115285080	ERS18229047	ERX13608504	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	14719866	Sample_S24782_CC_IK30_FE_DNA_DIA	Sample_S24782_CC_IK30_FE_DNA_DIA
ERR14206348	ERP157309	SAMEA115285073	ERS18229040	ERX13608822	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	73849916	CC_IK82_FE_DNA_DIA	CC_IK82_FE_DNA_DIA
ERR14206352	ERP157309	SAMEA115285085	ERS18229052	ERX13608826	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	34409388	Sample_S24773_CC_IK3_FE_DNA_DIA	Sample_S24773_CC_IK3_FE_DNA_DIA
ERR14206408	ERP157309	SAMEA115285092	ERS18229059	ERX13608882	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	32918132	Sample_S25187_CC_IK1_FE_DNA_DIA	Sample_S25187_CC_IK1_FE_DNA_DIA
ERR14206981	ERP157309	SAMEA115285098	ERS18229065	ERX13609201	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	15762792	Sample_S24728_CC_IK43_FE_DNA_DIA	Sample_S24728_CC_IK43_FE_DNA_DIA
ERR14206998	ERP157309	SAMEA115285099	ERS18229066	ERX13609218	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	22052898	Sample_S24803_CC_IK44_FE_DNA_DIA	Sample_S24803_CC_IK44_FE_DNA_DIA
ERR14207000	ERP157309	SAMEA115285102	ERS18229069	ERX13609220	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	12540754	CC_IK92_FE_DNA_DIA	CC_IK92_FE_DNA_DIA
ERR14207015	ERP157309	SAMEA115285106	ERS18229073	ERX13609235	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	19256052	Sample_S24952_CC_P144_FE_DNA_DIA	Sample_S24952_CC_P144_FE_DNA_DIA
ERR14207023	ERP157309	SAMEA115285103	ERS18229070	ERX13609243	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	39977914	CC_IK96_FE_DNA_DIA	CC_IK96_FE_DNA_DIA
ERR14207239	ERP157309	SAMEA115285072	ERS18229039	ERX13609459	PRJEB72525	408170	human gut metagenome		WGS	METAGENOMIC	216802718	CC_IK81_FE_DNA_DIA	CC_IK81_FE_DNA_DIA
