run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_strategy	library_source	read_count	sample_alias	sample_title
ERR475536	ERP005534	SAMEA2448400	ERS433444	ERX441367	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	695167	CCIS18653144ST	Human stool sample from host FR-474
ERR475539	ERP005534	SAMEA2448403	ERS433447	ERX441370	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	309172	CCIS15475502ST	Human stool sample from host FR-503
ERR475544	ERP005534	SAMEA2448408	ERS433452	ERX441375	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	325632	CCIS40624870ST	Human stool sample from host FR-539
ERR475547	ERP005534	SAMEA2448411	ERS433455	ERX441378	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	201131	CCIS70999105ST	Human stool sample from host FR-551
ERR475548	ERP005534	SAMEA2448412	ERS433456	ERX441379	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	417077	CCIS40285575ST	Human stool sample from host FR-552
ERR475549	ERP005534	SAMEA2448413	ERS433457	ERX441380	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	365817	CCIS60023350ST	Human stool sample from host FR-558
ERR475552	ERP005534	SAMEA2448416	ERS433460	ERX441383	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	208980	CCIS41421889ST	Human stool sample from host FR-606
ERR475553	ERP005534	SAMEA2448417	ERS433461	ERX441384	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	308471	CCIS94380643ST	Human stool sample from host FR-617
ERR475558	ERP005534	SAMEA2448422	ERS433466	ERX441389	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	312332	CCIS15838383ST	Human stool sample from host FR-664
ERR475563	ERP005534	SAMEA2448427	ERS433471	ERX441394	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	453304	CCIS13496743ST	Human stool sample from host FR-684
ERR475568	ERP005534	SAMEA2448432	ERS433476	ERX441399	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	168548	CCIS88458339ST	Human stool sample from host FR-722
ERR475569	ERP005534	SAMEA2448433	ERS433477	ERX441400	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	464344	CCIS84112064ST	Human stool sample from host FR-723
ERR475571	ERP005534	SAMEA2448435	ERS433479	ERX441402	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	346529	CCIS47616579ST	Human stool sample from host FR-728
ERR475574	ERP005534	SAMEA2448438	ERS433482	ERX441405	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	561936	CCIS57767931ST	Human stool sample from host FR-751
ERR475576	ERP005534	SAMEA2448440	ERS433484	ERX441407	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	450201	CCIS75402782ST	Human stool sample from host FR-767
ERR475582	ERP005534	SAMEA2448446	ERS433490	ERX441413	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	437661	CCIS36440788ST	Human stool sample from host FR-788
ERR475583	ERP005534	SAMEA2448447	ERS433491	ERX441414	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	353576	CCIS28782212ST	Human stool sample from host FR-790
ERR475584	ERP005534	SAMEA2448448	ERS433492	ERX441415	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	339311	CCIS30483785ST	Human stool sample from host FR-792
ERR475592	ERP005534	SAMEA2448456	ERS433500	ERX441423	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	415942	CCIS57279330ST	Human stool sample from host FR-828
ERR475593	ERP005534	SAMEA2448457	ERS433501	ERX441424	PRJEB6070	9606	Homo sapiens	unspecified	AMPLICON	METAGENOMIC	372153	CCIS51602582ST	Human stool sample from host FR-829
ERR478960	ERP005534	SAMEA2467039	ERS436796	ERX444792	PRJEB6070	9606	Homo sapiens	CCIS00146684ST-4-0_13s007952-3-1_lane3	WGS	METAGENOMIC	8829854	CCIS00146684ST-4-0	Human stool sample
ERR478962	ERP005534	SAMEA2466896	ERS436653	ERX444794	PRJEB6070	9606	Homo sapiens	CCIS00281083ST-3-0_11s002718-1-1_lane7	WGS	METAGENOMIC	9810180	CCIS00281083ST-3-0	Human stool sample
ERR478965	ERP005534	SAMEA2466965	ERS436722	ERX444797	PRJEB6070	9606	Homo sapiens	CCIS02124300ST-4-0_11s003726-1-1_lane2	WGS	METAGENOMIC	10680114	CCIS02124300ST-4-0	Human stool sample
ERR478966	ERP005534	SAMEA2466965	ERS436722	ERX444798	PRJEB6070	9606	Homo sapiens	CCIS02124300ST-4-0_11s003726-1-1_lane3	WGS	METAGENOMIC	10476524	CCIS02124300ST-4-0	Human stool sample
ERR478969	ERP005534	SAMEA2467005	ERS436762	ERX444801	PRJEB6070	9606	Homo sapiens	CCIS02379307ST-4-0_11s002755-1-1_lane6	WGS	METAGENOMIC	2275429	CCIS02379307ST-4-0	Human stool sample
ERR478971	ERP005534	SAMEA2467013	ERS436770	ERX444803	PRJEB6070	9606	Homo sapiens	CCIS02856720ST-4-0_13s007951-2-1_lane2	WGS	METAGENOMIC	8549992	CCIS02856720ST-4-0	Human stool sample
ERR478974	ERP005534	SAMEA2466911	ERS436668	ERX444806	PRJEB6070	9606	Homo sapiens	CCIS03473770ST-4-0_11s003718-1-1_lane1	WGS	METAGENOMIC	10636462	CCIS03473770ST-4-0	Human stool sample
ERR478975	ERP005534	SAMEA2466911	ERS436668	ERX444807	PRJEB6070	9606	Homo sapiens	CCIS03473770ST-4-0_11s003718-1-1_lane2	WGS	METAGENOMIC	9625857	CCIS03473770ST-4-0	Human stool sample
ERR478976	ERP005534	SAMEA2467031	ERS436788	ERX444808	PRJEB6070	9606	Homo sapiens	CCIS03857607ST-4-0_13s007969-1-1_lane6	WGS	METAGENOMIC	7493506	CCIS03857607ST-4-0	Human stool sample
ERR478979	ERP005534	SAMEA2467031	ERS436788	ERX444811	PRJEB6070	9606	Homo sapiens	CCIS03857607ST-4-0_13s007969-4-1_lane1	WGS	METAGENOMIC	7446839	CCIS03857607ST-4-0	Human stool sample
ERR478981	ERP005534	SAMEA2467021	ERS436778	ERX444813	PRJEB6070	9606	Homo sapiens	CCIS05314658ST-4-0_13s007956-2-1_lane7	WGS	METAGENOMIC	7144136	CCIS05314658ST-4-0	Human stool sample
ERR478985	ERP005534	SAMEA2466915	ERS436672	ERX444817	PRJEB6070	9606	Homo sapiens	CCIS06260551ST-3-0_11s002722-1-1_lane6	WGS	METAGENOMIC	7786209	CCIS06260551ST-3-0	Human stool sample
ERR478986	ERP005534	SAMEA2467028	ERS436785	ERX444818	PRJEB6070	9606	Homo sapiens	CCIS07277498ST-4-0_13s007945-1-1_lane1	WGS	METAGENOMIC	7920493	CCIS07277498ST-4-0	Human stool sample
ERR478988	ERP005534	SAMEA2467028	ERS436785	ERX444820	PRJEB6070	9606	Homo sapiens	CCIS07277498ST-4-0_13s007945-3-1_lane3	WGS	METAGENOMIC	7802772	CCIS07277498ST-4-0	Human stool sample
ERR478993	ERP005534	SAMEA2467036	ERS436793	ERX444825	PRJEB6070	9606	Homo sapiens	CCIS07539127ST-4-0_13s007939-4-1_lane5	WGS	METAGENOMIC	8013776	CCIS07539127ST-4-0	Human stool sample
ERR478995	ERP005534	SAMEA2467014	ERS436771	ERX444827	PRJEB6070	9606	Homo sapiens	CCIS07648107ST-4-0_13s007970-2-1_lane7	WGS	METAGENOMIC	7777297	CCIS07648107ST-4-0	Human stool sample
ERR478998	ERP005534	SAMEA2466919	ERS436676	ERX444830	PRJEB6070	9606	Homo sapiens	CCIS08668806ST-3-0_11s002725-1-1_lane7	WGS	METAGENOMIC	4222017	CCIS08668806ST-3-0	Human stool sample
ERR478999	ERP005534	SAMEA2466919	ERS436676	ERX444831	PRJEB6070	9606	Homo sapiens	CCIS08668806ST-3-0_11s002725-1-1_lane8	WGS	METAGENOMIC	4245124	CCIS08668806ST-3-0	Human stool sample
ERR479007	ERP005534	SAMEA2466967	ERS436724	ERX444839	PRJEB6070	9606	Homo sapiens	CCIS10793554ST-4-0_12s006307-1-1_lane7	WGS	METAGENOMIC	4635568	CCIS10793554ST-4-0	Human stool sample
ERR479008	ERP005534	SAMEA2466967	ERS436724	ERX444840	PRJEB6070	9606	Homo sapiens	CCIS10793554ST-4-0_12s006307-2-1_lane6	WGS	METAGENOMIC	4737470	CCIS10793554ST-4-0	Human stool sample
ERR479009	ERP005534	SAMEA2466967	ERS436724	ERX444841	PRJEB6070	9606	Homo sapiens	CCIS10793554ST-4-0_12s006307-2-1_lane8	WGS	METAGENOMIC	4743921	CCIS10793554ST-4-0	Human stool sample
ERR479012	ERP005534	SAMEA2466962	ERS436719	ERX444844	PRJEB6070	9606	Homo sapiens	CCIS11019776ST-4-0_11s002735-1-1_lane7	WGS	METAGENOMIC	11233904	CCIS11019776ST-4-0	Human stool sample
ERR479023	ERP005534	SAMEA2467010	ERS436767	ERX444855	PRJEB6070	9606	Homo sapiens	CCIS11558985ST-4-0_11s002758-1-1_lane6	WGS	METAGENOMIC	8132690	CCIS11558985ST-4-0	Human stool sample
ERR479025	ERP005534	SAMEA2467000	ERS436757	ERX444857	PRJEB6070	9606	Homo sapiens	CCIS12370844ST-4-0_11s002754-1-1_lane6	WGS	METAGENOMIC	569180	CCIS12370844ST-4-0	Human stool sample
ERR479029	ERP005534	SAMEA2466973	ERS436730	ERX444861	PRJEB6070	9606	Homo sapiens	CCIS12656533ST-4-0_12s006258-1-1_lane1	WGS	METAGENOMIC	5427153	CCIS12656533ST-4-0	Human stool sample
ERR479034	ERP005534	SAMEA2467011	ERS436768	ERX444866	PRJEB6070	9606	Homo sapiens	CCIS13047523ST-4-0_13s007942-2-1_lane2	WGS	METAGENOMIC	7339758	CCIS13047523ST-4-0	Human stool sample
ERR479039	ERP005534	SAMEA2467009	ERS436766	ERX444871	PRJEB6070	9606	Homo sapiens	CCIS15704761ST-4-0_11s002757-1-1_lane5	WGS	METAGENOMIC	10054564	CCIS15704761ST-4-0	Human stool sample
ERR479041	ERP005534	SAMEA2466888	ERS436645	ERX444873	PRJEB6070	9606	Homo sapiens	CCIS15794887ST-4-0_11s004152-1-1_lane5	WGS	METAGENOMIC	8530610	CCIS15794887ST-4-0	Human stool sample
ERR479043	ERP005534	SAMEA2466961	ERS436718	ERX444875	PRJEB6070	9606	Homo sapiens	CCIS16326685ST-4-0_11s003723-1-1_lane1	WGS	METAGENOMIC	12495263	CCIS16326685ST-4-0	Human stool sample
ERR479053	ERP005534	SAMEA2466904	ERS436661	ERX444885	PRJEB6070	9606	Homo sapiens	CCIS17669415ST-4-0_11s002737-1-1_lane7	WGS	METAGENOMIC	6179177	CCIS17669415ST-4-0	Human stool sample
ERR479055	ERP005534	SAMEA2466904	ERS436661	ERX444887	PRJEB6070	9606	Homo sapiens	CCIS17669415ST-4-0_11s004155-1-1_lane7	WGS	METAGENOMIC	9490912	CCIS17669415ST-4-0	Human stool sample
ERR479058	ERP005534	SAMEA2466893	ERS436650	ERX444890	PRJEB6070	9606	Homo sapiens	CCIS19142497ST-3-0_11s002716-1-1_lane6	WGS	METAGENOMIC	5601300	CCIS19142497ST-3-0	Human stool sample
ERR479060	ERP005534	SAMEA2467027	ERS436784	ERX444892	PRJEB6070	9606	Homo sapiens	CCIS20795251ST-4-0_13s007944-2-1_lane2	WGS	METAGENOMIC	6314888	CCIS20795251ST-4-0	Human stool sample
ERR479064	ERP005534	SAMEA2466903	ERS436660	ERX444896	PRJEB6070	9606	Homo sapiens	CCIS21126322ST-4-0_11s004154-2-1_lane6	WGS	METAGENOMIC	20061739	CCIS21126322ST-4-0	Human stool sample
ERR479066	ERP005534	SAMEA2466942	ERS436699	ERX444898	PRJEB6070	9606	Homo sapiens	CCIS21278152ST-4-0_11s003720-1-1_lane2	WGS	METAGENOMIC	11242776	CCIS21278152ST-4-0	Human stool sample
ERR479069	ERP005534	SAMEA2466910	ERS436667	ERX444901	PRJEB6070	9606	Homo sapiens	CCIS22275061ST-4-0_12s006311-2-1_lane2	WGS	METAGENOMIC	11033813	CCIS22275061ST-4-0	Human stool sample
ERR479073	ERP005534	SAMEA2466997	ERS436754	ERX444905	PRJEB6070	9606	Homo sapiens	CCIS22416007ST-4-0_12s006276-2-1_lane3	WGS	METAGENOMIC	10694092	CCIS22416007ST-4-0	Human stool sample
ERR479076	ERP005534	SAMEA2467003	ERS436760	ERX444908	PRJEB6070	9606	Homo sapiens	CCIS22906510ST-20-0_12s006327-1-1_lane6	WGS	METAGENOMIC	20657718	CCIS22906510ST-20-0	Human stool sample
ERR479077	ERP005534	SAMEA2466957	ERS436714	ERX444909	PRJEB6070	9606	Homo sapiens	CCIS22958137ST-20-0_12s006278-1-1_lane5	WGS	METAGENOMIC	23294724	CCIS22958137ST-20-0	Human stool sample
ERR479092	ERP005534	SAMEA2466887	ERS436644	ERX444924	PRJEB6070	9606	Homo sapiens	CCIS27304052ST-3-0_11s002713-1-1_lane6	WGS	METAGENOMIC	9447842	CCIS27304052ST-3-0	Human stool sample
ERR479095	ERP005534	SAMEA2466900	ERS436657	ERX444927	PRJEB6070	9606	Homo sapiens	CCIS27927933ST-4-0_12s006285-2-1_lane3	WGS	METAGENOMIC	11210750	CCIS27927933ST-4-0	Human stool sample
ERR479096	ERP005534	SAMEA2466900	ERS436657	ERX444928	PRJEB6070	9606	Homo sapiens	CCIS27927933ST-4-0_12s006285-2-1_lane5	WGS	METAGENOMIC	10971142	CCIS27927933ST-4-0	Human stool sample
ERR479098	ERP005534	SAMEA2466939	ERS436696	ERX444930	PRJEB6070	9606	Homo sapiens	CCIS28384594ST-4-0_11s002730-1-1_lane2	WGS	METAGENOMIC	12731199	CCIS28384594ST-4-0	Human stool sample
ERR479102	ERP005534	SAMEA2466933	ERS436690	ERX444934	PRJEB6070	9606	Homo sapiens	CCIS29688262ST-20-0_12s006288-1-1_lane6	WGS	METAGENOMIC	19553491	CCIS29688262ST-20-0	Human stool sample
ERR479108	ERP005534	SAMEA2466897	ERS436654	ERX444940	PRJEB6070	9606	Homo sapiens	CCIS32452666ST-4-0_12s006315-1-1_lane7	WGS	METAGENOMIC	6126447	CCIS32452666ST-4-0	Human stool sample
ERR479109	ERP005534	SAMEA2466897	ERS436654	ERX444941	PRJEB6070	9606	Homo sapiens	CCIS32452666ST-4-0_12s006315-1-1_lane8	WGS	METAGENOMIC	6306697	CCIS32452666ST-4-0	Human stool sample
ERR479121	ERP005534	SAMEA2467015	ERS436772	ERX444953	PRJEB6070	9606	Homo sapiens	CCIS34604008ST-4-0_13s007946-4-1_lane5	WGS	METAGENOMIC	8472180	CCIS34604008ST-4-0	Human stool sample
ERR479125	ERP005534	SAMEA2466996	ERS436753	ERX444957	PRJEB6070	9606	Homo sapiens	CCIS35100175ST-4-0_12s006320-1-1_lane7	WGS	METAGENOMIC	6097099	CCIS35100175ST-4-0	Human stool sample
ERR479127	ERP005534	SAMEA2466996	ERS436753	ERX444959	PRJEB6070	9606	Homo sapiens	CCIS35100175ST-4-0_12s006320-2-1_lane6	WGS	METAGENOMIC	6319242	CCIS35100175ST-4-0	Human stool sample
ERR479133	ERP005534	SAMEA2467024	ERS436781	ERX444965	PRJEB6070	9606	Homo sapiens	CCIS36797902ST-4-0_13s007949-2-1_lane2	WGS	METAGENOMIC	4895805	CCIS36797902ST-4-0	Human stool sample
ERR479137	ERP005534	SAMEA2466952	ERS436709	ERX444969	PRJEB6070	9606	Homo sapiens	CCIS37250421ST-4-0_11s002746-1-1_lane8	WGS	METAGENOMIC	10212573	CCIS37250421ST-4-0	Human stool sample
ERR479138	ERP005534	SAMEA2466984	ERS436741	ERX444970	PRJEB6070	9606	Homo sapiens	CCIS38765456ST-20-0_12s006281-1-1_lane5	WGS	METAGENOMIC	19285593	CCIS38765456ST-20-0	Human stool sample
ERR479139	ERP005534	SAMEA2466984	ERS436741	ERX444971	PRJEB6070	9606	Homo sapiens	CCIS38765456ST-20-0_12s006281-1-1_lane6	WGS	METAGENOMIC	18989262	CCIS38765456ST-20-0	Human stool sample
ERR479143	ERP005534	SAMEA2466931	ERS436688	ERX444975	PRJEB6070	9606	Homo sapiens	CCIS41222843ST-4-0_12s006277-1-1_lane2	WGS	METAGENOMIC	10608959	CCIS41222843ST-4-0	Human stool sample
ERR479145	ERP005534	SAMEA2466931	ERS436688	ERX444977	PRJEB6070	9606	Homo sapiens	CCIS41222843ST-4-0_12s006277-2-1_lane5	WGS	METAGENOMIC	10426801	CCIS41222843ST-4-0	Human stool sample
ERR479146	ERP005534	SAMEA2466998	ERS436755	ERX444978	PRJEB6070	9606	Homo sapiens	CCIS41288781ST-4-0_11s002753-1-1_lane1	WGS	METAGENOMIC	9783879	CCIS41288781ST-4-0	Human stool sample
ERR479158	ERP005534	SAMEA2467038	ERS436795	ERX444990	PRJEB6070	9606	Homo sapiens	CCIS44093303ST-4-0_13s007962-2-1_lane7	WGS	METAGENOMIC	8635380	CCIS44093303ST-4-0	Human stool sample
ERR479164	ERP005534	SAMEA2466966	ERS436723	ERX444996	PRJEB6070	9606	Homo sapiens	CCIS44743950ST-4-0_12s006297-2-1_lane2	WGS	METAGENOMIC	12592361	CCIS44743950ST-4-0	Human stool sample
ERR479166	ERP005534	SAMEA2466989	ERS436746	ERX444998	PRJEB6070	9606	Homo sapiens	CCIS44757994ST-4-0_11s002751-1-1_lane2	WGS	METAGENOMIC	12066025	CCIS44757994ST-4-0	Human stool sample
ERR479167	ERP005534	SAMEA2466901	ERS436658	ERX444999	PRJEB6070	9606	Homo sapiens	CCIS45571137ST-3-0_11s002720-1-1_lane7	WGS	METAGENOMIC	8479677	CCIS45571137ST-3-0	Human stool sample
ERR479168	ERP005534	SAMEA2466901	ERS436658	ERX445000	PRJEB6070	9606	Homo sapiens	CCIS45571137ST-3-0_11s002720-1-1_lane8	WGS	METAGENOMIC	6520742	CCIS45571137ST-3-0	Human stool sample
ERR479171	ERP005534	SAMEA2466979	ERS436736	ERX445003	PRJEB6070	9606	Homo sapiens	CCIS45793747ST-4-0_12s006282-2-1_lane3	WGS	METAGENOMIC	10131136	CCIS45793747ST-4-0	Human stool sample
ERR479172	ERP005534	SAMEA2466979	ERS436736	ERX445004	PRJEB6070	9606	Homo sapiens	CCIS45793747ST-4-0_12s006282-2-1_lane5	WGS	METAGENOMIC	9786622	CCIS45793747ST-4-0	Human stool sample
ERR479176	ERP005534	SAMEA2467007	ERS436764	ERX445008	PRJEB6070	9606	Homo sapiens	CCIS46467422ST-4-0_11s002756-1-1_lane2	WGS	METAGENOMIC	2916709	CCIS46467422ST-4-0	Human stool sample
ERR479183	ERP005534	SAMEA2467041	ERS436798	ERX445015	PRJEB6070	9606	Homo sapiens	CCIS48174381ST-4-0_13s007943-1-1_lane1	WGS	METAGENOMIC	6079720	CCIS48174381ST-4-0	Human stool sample
ERR479189	ERP005534	SAMEA2466958	ERS436715	ERX445021	PRJEB6070	9606	Homo sapiens	CCIS48507077ST-4-0_12s006262-2-1_lane2	WGS	METAGENOMIC	8575158	CCIS48507077ST-4-0	Human stool sample
ERR479191	ERP005534	SAMEA2467006	ERS436763	ERX445023	PRJEB6070	9606	Homo sapiens	CCIS48579360ST-4-0_11s004165-1-2_lane8	WGS	METAGENOMIC	769447	CCIS48579360ST-4-0	Human stool sample
ERR479195	ERP005534	SAMEA2467023	ERS436780	ERX445027	PRJEB6070	9606	Homo sapiens	CCIS50003399ST-4-0_13s007940-1-1_lane1	WGS	METAGENOMIC	7459315	CCIS50003399ST-4-0	Human stool sample
ERR479197	ERP005534	SAMEA2467023	ERS436780	ERX445029	PRJEB6070	9606	Homo sapiens	CCIS50003399ST-4-0_13s007940-3-1_lane3	WGS	METAGENOMIC	7424929	CCIS50003399ST-4-0	Human stool sample
ERR479201	ERP005534	SAMEA2466920	ERS436677	ERX445033	PRJEB6070	9606	Homo sapiens	CCIS50369211ST-20-0_12s006335-1-1_lane5	WGS	METAGENOMIC	4909158	CCIS50369211ST-20-0	Human stool sample
ERR479202	ERP005534	SAMEA2466920	ERS436677	ERX445034	PRJEB6070	9606	Homo sapiens	CCIS50369211ST-20-0_12s006335-1-1_lane6	WGS	METAGENOMIC	4933457	CCIS50369211ST-20-0	Human stool sample
ERR479205	ERP005534	SAMEA2467026	ERS436783	ERX445037	PRJEB6070	9606	Homo sapiens	CCIS50471204ST-4-0_13s007953-3-1_lane3	WGS	METAGENOMIC	9535376	CCIS50471204ST-4-0	Human stool sample
ERR479208	ERP005534	SAMEA2466950	ERS436707	ERX445040	PRJEB6070	9606	Homo sapiens	CCIS50561855ST-4-0_11s002733-1-1_lane8	WGS	METAGENOMIC	6916547	CCIS50561855ST-4-0	Human stool sample
ERR479210	ERP005534	SAMEA2467034	ERS436791	ERX445042	PRJEB6070	9606	Homo sapiens	CCIS51595129ST-4-0_13s007966-2-1_lane7	WGS	METAGENOMIC	6943042	CCIS51595129ST-4-0	Human stool sample
ERR479212	ERP005534	SAMEA2467034	ERS436791	ERX445044	PRJEB6070	9606	Homo sapiens	CCIS51595129ST-4-0_13s007966-4-1_lane1	WGS	METAGENOMIC	6866086	CCIS51595129ST-4-0	Human stool sample
ERR479222	ERP005534	SAMEA2467004	ERS436761	ERX445054	PRJEB6070	9606	Homo sapiens	CCIS52370277ST-4-0_12s006319-2-1_lane6	WGS	METAGENOMIC	6550857	CCIS52370277ST-4-0	Human stool sample
ERR479224	ERP005534	SAMEA2466963	ERS436720	ERX445056	PRJEB6070	9606	Homo sapiens	CCIS53043478ST-4-0_11s003724-1-1_lane2	WGS	METAGENOMIC	8851688	CCIS53043478ST-4-0	Human stool sample
ERR479225	ERP005534	SAMEA2466930	ERS436687	ERX445057	PRJEB6070	9606	Homo sapiens	CCIS53355328ST-4-0_11s004159-1-1_lane7	WGS	METAGENOMIC	8780509	CCIS53355328ST-4-0	Human stool sample
ERR479226	ERP005534	SAMEA2466930	ERS436687	ERX445058	PRJEB6070	9606	Homo sapiens	CCIS53355328ST-4-0_11s004159-2-1_lane8	WGS	METAGENOMIC	8652670	CCIS53355328ST-4-0	Human stool sample
ERR479227	ERP005534	SAMEA2466975	ERS436732	ERX445059	PRJEB6070	9606	Homo sapiens	CCIS53557295ST-4-0_12s006304-1-1_lane5	WGS	METAGENOMIC	3740058	CCIS53557295ST-4-0	Human stool sample
