Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate?,Sample Name,SRA Study,create_date,version
SRR6456226,WGS,300,5597310600,PRJNA429097,SAMN08335073,Metagenome or environmental,2326325957,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546892,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06074,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 155,K0000143,SRP128485,2018-01-09T23:56:00Z,1
SRR6456227,WGS,300,5916331500,PRJNA429097,SAMN08335072,Metagenome or environmental,2490997206,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546891,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06073,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 154,K0000142,SRP128485,2018-01-10T00:00:00Z,1
SRR6456228,WGS,300,5717824500,PRJNA429097,SAMN08335075,Metagenome or environmental,2342409517,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546890,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME05977,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 157,K0000145,SRP128485,2018-01-09T23:57:00Z,1
SRR6456229,WGS,300,5667155100,PRJNA429097,SAMN08335074,Metagenome or environmental,2363699203,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546889,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06075,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 156,K0000144,SRP128485,2018-01-09T23:56:00Z,1
SRR6456230,WGS,300,5094450000,PRJNA429097,SAMN08335077,Metagenome or environmental,2126864456,"WHEALTHGENE CO., LTD.",2016-11-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546888,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06077,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 159,K0000147,SRP128485,2018-01-09T23:55:00Z,1
SRR6456231,WGS,300,5494130700,PRJNA429097,SAMN08335076,Metagenome or environmental,2529004245,"WHEALTHGENE CO., LTD.",2016-11-03,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546887,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06717,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 158,K0000146,SRP128485,2018-01-09T23:58:00Z,1
SRR6456232,WGS,300,5366352300,PRJNA429097,SAMN08335079,Metagenome or environmental,2254219498,"WHEALTHGENE CO., LTD.",2016-11-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546886,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06078,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 160,K0000149,SRP128485,2018-01-09T23:55:00Z,1
SRR6456233,WGS,300,7545126600,PRJNA429097,SAMN08335078,Metagenome or environmental,3147930550,"WHEALTHGENE CO., LTD.",2016-11-10,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546885,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06115,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 168,K0000148,SRP128485,2018-01-10T00:11:00Z,1
SRR6456234,WGS,300,5054687100,PRJNA429097,SAMN08335081,Metagenome or environmental,2314378302,"WHEALTHGENE CO., LTD.",2016-11-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546884,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06719,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 162,K0000151,SRP128485,2018-01-09T23:56:00Z,1
SRR6456235,WGS,300,5871993000,PRJNA429097,SAMN08335080,Metagenome or environmental,2448142171,"WHEALTHGENE CO., LTD.",2016-11-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546883,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06079,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 161,K0000150,SRP128485,2018-01-09T23:58:00Z,1
SRR6456236,WGS,300,5149464600,PRJNA429097,SAMN08335064,Metagenome or environmental,2106094565,"WHEALTHGENE CO., LTD.",2016-10-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546882,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06065,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 149,K0000134,SRP128485,2018-01-09T23:55:00Z,1
SRR6456237,WGS,300,5861494500,PRJNA429097,SAMN08335065,Metagenome or environmental,2450918675,"WHEALTHGENE CO., LTD.",2016-10-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546881,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06112,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 165,K0000135,SRP128485,2018-01-09T23:58:00Z,1
SRR6456238,WGS,300,6279529200,PRJNA429097,SAMN08335062,Metagenome or environmental,2604314874,"WHEALTHGENE CO., LTD.",2016-10-13,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546880,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06063,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 147,K0000132,SRP128485,2018-01-10T00:00:00Z,1
SRR6456239,WGS,300,5928432300,PRJNA429097,SAMN08335063,Metagenome or environmental,2476275681,"WHEALTHGENE CO., LTD.",2016-10-18,public,run.zq,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546879,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06064,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 148,K0000133,SRP128485,,
SRR6456240,WGS,300,5369131800,PRJNA429097,SAMN08335068,Metagenome or environmental,2244265686,"WHEALTHGENE CO., LTD.",2016-10-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546878,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06113,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 166,K0000138,SRP128485,2018-01-09T23:58:00Z,1
SRR6456241,WGS,300,5088020700,PRJNA429097,SAMN08335069,Metagenome or environmental,2132623906,"WHEALTHGENE CO., LTD.",2016-10-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546877,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06070,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 152,K0000139,SRP128485,2018-01-09T23:55:00Z,1
SRR6456242,WGS,300,5909351700,PRJNA429097,SAMN08335066,Metagenome or environmental,2477546191,"WHEALTHGENE CO., LTD.",2016-10-24,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546876,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06067,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 150,K0000136,SRP128485,2018-01-09T23:56:00Z,1
SRR6456243,WGS,300,6534235800,PRJNA429097,SAMN08335067,Metagenome or environmental,2713910666,"WHEALTHGENE CO., LTD.",2016-10-25,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546875,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06068,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 151,K0000137,SRP128485,2018-01-09T23:58:00Z,1
SRR6456244,WGS,300,5373532200,PRJNA429097,SAMN08335070,Metagenome or environmental,2246180896,"WHEALTHGENE CO., LTD.",2016-10-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546874,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06114,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 167,K0000140,SRP128485,2018-01-09T23:56:00Z,1
SRR6456245,WGS,300,5499014400,PRJNA429097,SAMN08335071,Metagenome or environmental,2277361507,"WHEALTHGENE CO., LTD.",2016-10-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546873,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06072,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 153,K0000141,SRP128485,2018-01-09T23:58:00Z,1
SRR6456246,WGS,300,5293631400,PRJNA429097,SAMN08335059,Metagenome or environmental,2194814119,"WHEALTHGENE CO., LTD.",2016-10-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546872,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06060,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 144,K0000129,SRP128485,2018-01-09T23:57:00Z,1
SRR6456247,WGS,300,5577450900,PRJNA429097,SAMN08335058,Metagenome or environmental,2316450278,"WHEALTHGENE CO., LTD.",2016-10-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546871,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06059,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 143,K0000128,SRP128485,2018-01-09T23:58:00Z,1
SRR6456248,WGS,300,5272513500,PRJNA429097,SAMN08335057,Metagenome or environmental,2236240169,"WHEALTHGENE CO., LTD.",2016-10-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546870,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06058,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 142,K0000127,SRP128485,2018-01-09T23:58:00Z,1
SRR6456249,WGS,300,5976058200,PRJNA429097,SAMN08335056,Metagenome or environmental,2490771209,"WHEALTHGENE CO., LTD.",2016-10-08,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546869,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06057,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 141,K0000126,SRP128485,2018-01-09T23:57:00Z,1
SRR6456250,WGS,300,4964152800,PRJNA429097,SAMN08335055,Metagenome or environmental,2097799819,"WHEALTHGENE CO., LTD.",2016-10-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546868,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06056,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 140,K0000125,SRP128485,2018-01-09T23:56:00Z,1
SRR6456251,WGS,300,5706329100,PRJNA429097,SAMN08335054,Metagenome or environmental,2352997076,"WHEALTHGENE CO., LTD.",2016-10-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546867,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06055,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 139,K0000124,SRP128485,2018-01-09T23:58:00Z,1
SRR6456252,WGS,300,6268541100,PRJNA429097,SAMN08335053,Metagenome or environmental,2586250131,"WHEALTHGENE CO., LTD.",2016-09-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546866,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06054,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 138,K0000123,SRP128485,2018-01-10T00:04:00Z,1
SRR6456253,WGS,300,6688373100,PRJNA429097,SAMN08335052,Metagenome or environmental,2732032285,"WHEALTHGENE CO., LTD.",2016-09-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546865,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06053,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 137,K0000122,SRP128485,2018-01-10T00:05:00Z,1
SRR6456254,WGS,300,5231095200,PRJNA429097,SAMN08335061,Metagenome or environmental,2146773404,"WHEALTHGENE CO., LTD.",2016-10-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546864,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06062,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 146,K0000131,SRP128485,2018-01-10T00:01:00Z,1
SRR6456255,WGS,300,5826712200,PRJNA429097,SAMN08335060,Metagenome or environmental,2442955177,"WHEALTHGENE CO., LTD.",2016-10-18,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3546863,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,DME06061,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 145,K0000130,SRP128485,2018-01-10T00:12:00Z,1
SRR6456352,WGS,300,5976864900,PRJNA429097,SAMN08335943,Metagenome or environmental,2513719553,"WHEALTHGENE CO., LTD.",2016-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547077,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90044007,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 225,K0000225,SRP128485,2018-01-10T07:51:00Z,1
SRR6456353,WGS,300,5329928700,PRJNA429097,SAMN08335944,Metagenome or environmental,2525298267,"WHEALTHGENE CO., LTD.",2016-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547076,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90044023,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 226,K0000226,SRP128485,2018-01-10T07:50:00Z,1
SRR6456354,WGS,300,6172570500,PRJNA429097,SAMN08335939,Metagenome or environmental,2574196932,"WHEALTHGENE CO., LTD.",2016-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547075,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90043049,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 221,K0000221,SRP128485,2018-01-10T07:53:00Z,1
SRR6456355,WGS,300,4962507900,PRJNA429097,SAMN08335940,Metagenome or environmental,2240548137,"WHEALTHGENE CO., LTD.",2016-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547074,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90043597,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 222,K0000222,SRP128485,2018-01-10T07:50:00Z,1
SRR6456356,WGS,299,6066310813,PRJNA429097,SAMN08335941,Metagenome or environmental,2418855335,"WHEALTHGENE CO., LTD.",2016-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547073,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90043786,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 223,K0000223,SRP128485,2018-01-10T07:59:00Z,1
SRR6456357,WGS,299,5701269313,PRJNA429097,SAMN08335942,Metagenome or environmental,2252128877,"WHEALTHGENE CO., LTD.",2016-10-01,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547072,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90043800,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 224,K0000224,SRP128485,2018-01-10T07:51:00Z,1
SRR6456358,WGS,300,6494055000,PRJNA429097,SAMN08335922,Metagenome or environmental,2828863864,"WHEALTHGENE CO., LTD.",2016-05-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547071,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041315,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 204,K0000204,SRP128485,2018-01-10T08:03:00Z,1
SRR6456359,WGS,300,5297838000,PRJNA429097,SAMN08335921,Metagenome or environmental,2282726478,"WHEALTHGENE CO., LTD.",2016-05-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547070,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041281,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 203,K0000203,SRP128485,2018-01-10T07:51:00Z,1
SRR6456360,WGS,300,5065454700,PRJNA429097,SAMN08335920,Metagenome or environmental,2193278591,"WHEALTHGENE CO., LTD.",2016-05-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547069,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,45,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 202,K0000202,SRP128485,2018-01-10T07:51:00Z,1
SRR6456361,WGS,300,5263598100,PRJNA429097,SAMN08335919,Metagenome or environmental,2210891911,"WHEALTHGENE CO., LTD.",2016-04-09,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547068,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,130,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 201,K0000201,SRP128485,2018-01-10T07:51:00Z,1
SRR6456362,WGS,300,5656717200,PRJNA429097,SAMN08335926,Metagenome or environmental,2517649509,"WHEALTHGENE CO., LTD.",2016-05-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547067,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041822,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 208,K0000208,SRP128485,2018-01-10T07:51:00Z,1
SRR6456363,WGS,300,5268436800,PRJNA429097,SAMN08335925,Metagenome or environmental,2223290773,"WHEALTHGENE CO., LTD.",2016-05-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547066,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041319,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 207,K0000207,SRP128485,2018-01-10T07:51:00Z,1
SRR6456364,WGS,300,5919111300,PRJNA429097,SAMN08335924,Metagenome or environmental,2587935243,"WHEALTHGENE CO., LTD.",2016-05-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547065,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041317,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 206,K0000206,SRP128485,2018-01-10T07:51:00Z,1
SRR6456365,WGS,300,6942136800,PRJNA429097,SAMN08335923,Metagenome or environmental,2982879787,"WHEALTHGENE CO., LTD.",2016-03-14,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547064,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041316,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 205,K0000205,SRP128485,2018-01-10T07:53:00Z,1
SRR6456366,WGS,300,5900565300,PRJNA429097,SAMN08335928,Metagenome or environmental,2510061312,"WHEALTHGENE CO., LTD.",2016-06-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547063,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041844,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 210,K0000210,SRP128485,2018-01-10T07:51:00Z,1
SRR6456367,WGS,300,6142631400,PRJNA429097,SAMN08335927,Metagenome or environmental,2521635868,"WHEALTHGENE CO., LTD.",2016-06-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547062,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041840,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 209,K0000209,SRP128485,2018-01-10T07:51:00Z,1
SRR6456368,WGS,300,5686302900,PRJNA429097,SAMN08335930,Metagenome or environmental,2319927228,"WHEALTHGENE CO., LTD.",2016-06-23,public,run.zq,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547061,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041949,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 212,K0000212,SRP128485,,
SRR6456369,WGS,300,4753493700,PRJNA429097,SAMN08335929,Metagenome or environmental,2105744703,"WHEALTHGENE CO., LTD.",2016-06-23,public,run.zq,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547060,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041895,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 211,K0000211,SRP128485,,
SRR6456370,WGS,300,5556323400,PRJNA429097,SAMN08335932,Metagenome or environmental,2294173062,"WHEALTHGENE CO., LTD.",2016-06-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547059,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041996,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 214,K0000214,SRP128485,2018-01-10T07:52:00Z,1
SRR6456371,WGS,300,5814516600,PRJNA429097,SAMN08335931,Metagenome or environmental,2408496792,"WHEALTHGENE CO., LTD.",2016-06-23,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547058,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90041970,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 213,K0000213,SRP128485,2018-01-10T08:02:00Z,1
SRR6456372,WGS,300,5465265900,PRJNA429097,SAMN08335934,Metagenome or environmental,2229196713,"WHEALTHGENE CO., LTD.",2016-08-11,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3547057,China,Asia,China: ChongQing,Homo sapiens,HiSeq X Ten,feces,not collected,90042718,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,2019-01-01T00:00:00Z,Metagenome of human feacal replicate 216,K0000216,SRP128485,2018-01-10T07:51:00Z,1
