Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,reads_tax,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR15674165,WGS,99,3078897775,PRJNA758208,SAMN21154919,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2101414861,REALBIO,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970657,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0880-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0880-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:42:00Z,1,LZ-0880-T,SRP334399
SRR15674166,WGS,99,4852912319,PRJNA758208,SAMN21154918,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3286668191,REALBIO,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970656,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0873-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0873-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:47:00Z,1,LZ-0873-T,SRP334399
SRR15674167,WGS,99,5583451940,PRJNA758208,SAMN21154917,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3798110681,REALBIO,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970655,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0869-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0869-Tclean,2021-09-01T00:00:00Z,2021-08-30T22:07:00Z,1,LZ-0869-T,SRP334399
SRR15674168,WGS,99,6677829553,PRJNA758208,SAMN21154916,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4510054014,REALBIO,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970654,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0862-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0862-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:56:00Z,1,LZ-0862-T,SRP334399
SRR15674169,WGS,99,6520244062,PRJNA758208,SAMN21154915,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4409077176,REALBIO,2018,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970653,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0858-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0858-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:54:00Z,1,LZ-0858-T,SRP334399
SRR15674170,WGS,99,6255750126,PRJNA758208,SAMN21154914,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4267848358,REALBIO,2018,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970652,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0855-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0855-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:52:00Z,1,LZ-0855-T,SRP334399
SRR15674171,WGS,99,6344492668,PRJNA758208,SAMN21154913,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4233201952,REALBIO,2018,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970651,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0833-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0833-Tclean,2021-09-01T00:00:00Z,2021-08-30T22:09:00Z,1,LZ-0833-T,SRP334399
SRR15674172,WGS,99,4616873022,PRJNA758208,SAMN21154859,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2947352119,REALBIO,2018,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970650,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01030-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01030-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-01030-T,SRP334399
SRR15674173,WGS,99,4400894233,PRJNA758208,SAMN21154912,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2954359542,REALBIO,2018,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970649,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0803-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0803-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:44:00Z,1,LZ-0803-T,SRP334399
SRR15674174,WGS,99,5571901841,PRJNA758208,SAMN21154911,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3763057661,REALBIO,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970648,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0795-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0795-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:55:00Z,1,LZ-0795-T,SRP334399
SRR15674175,WGS,99,5033131548,PRJNA758208,SAMN21154910,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3361459680,REALBIO,2018,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970647,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0794-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0794-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-0794-T,SRP334399
SRR15674176,WGS,99,6090083110,PRJNA758208,SAMN21154909,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4074515337,REALBIO,2018,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970646,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0775-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0775-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:57:00Z,1,LZ-0775-T,SRP334399
SRR15674177,WGS,99,5596486477,PRJNA758208,SAMN21154908,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3756550769,REALBIO,2018,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970645,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0771-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0771-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:52:00Z,1,LZ-0771-T,SRP334399
SRR15674178,WGS,99,4469553056,PRJNA758208,SAMN21154907,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3001615465,REALBIO,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970644,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0770-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0770-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-0770-T,SRP334399
SRR15674179,WGS,99,5214111985,PRJNA758208,SAMN21154906,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3257621775,REALBIO,2018,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970643,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0760-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0760-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:53:00Z,1,LZ-0760-T,SRP334399
SRR15674180,WGS,99,5589838497,PRJNA758208,SAMN21154905,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3425300211,REALBIO,2018,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970642,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0741-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0741-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:56:00Z,1,LZ-0741-T,SRP334399
SRR15674181,WGS,99,4981593639,PRJNA758208,SAMN21154904,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3129158073,REALBIO,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970641,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0734-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0734-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:47:00Z,1,LZ-0734-T,SRP334399
SRR15674182,WGS,99,4335627953,PRJNA758208,SAMN21154903,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2706272564,REALBIO,2018,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970640,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-0656-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-0656-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-0656-T,SRP334399
SRR15674183,WGS,99,4448248999,PRJNA758208,SAMN21154858,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2834861195,REALBIO,2018,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970639,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01025-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01025-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:49:00Z,1,LZ-01025-T,SRP334399
SRR15674184,WGS,99,4004675891,PRJNA758208,SAMN21154902,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2545739189,REALBIO,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970638,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01169-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01169-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:57:00Z,1,LZ-01169-T,SRP334399
SRR15674185,WGS,99,4790315460,PRJNA758208,SAMN21154901,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2925938941,REALBIO,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970637,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01167-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01167-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:43:00Z,1,LZ-01167-T,SRP334399
SRR15674186,WGS,99,4629004080,PRJNA758208,SAMN21154900,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2919706301,REALBIO,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970636,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01165-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01165-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:53:00Z,1,LZ-01165-T,SRP334399
SRR15674187,WGS,99,4300807075,PRJNA758208,SAMN21154899,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2694721587,REALBIO,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970635,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01159-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01159-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:42:00Z,1,LZ-01159-T,SRP334399
SRR15674188,WGS,99,5235719433,PRJNA758208,SAMN21154898,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3349968849,REALBIO,2018,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970634,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01157-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01157-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-01157-T,SRP334399
SRR15674189,WGS,99,4230751141,PRJNA758208,SAMN21154897,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2705067020,REALBIO,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970633,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01153-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01153-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:43:00Z,1,LZ-01153-T,SRP334399
SRR15674190,WGS,99,3595670658,PRJNA758208,SAMN21154896,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2187978956,REALBIO,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970632,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01148-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01148-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:41:00Z,1,LZ-01148-T,SRP334399
SRR15674191,WGS,99,4725694532,PRJNA758208,SAMN21154895,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2972067594,REALBIO,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970631,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01144-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01144-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-01144-T,SRP334399
SRR15674192,WGS,99,4224693609,PRJNA758208,SAMN21154894,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2698072914,REALBIO,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970630,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01141-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01141-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:44:00Z,1,LZ-01141-T,SRP334399
SRR15674193,WGS,99,3653460753,PRJNA758208,SAMN21154893,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2357099360,REALBIO,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970629,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01138-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01138-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:41:00Z,1,LZ-01138-T,SRP334399
SRR15674194,WGS,99,3455016361,PRJNA758208,SAMN21154857,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2244820413,REALBIO,2018,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970628,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01022-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01022-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:43:00Z,1,LZ-01022-T,SRP334399
SRR15674195,WGS,99,4230926423,PRJNA758208,SAMN21154892,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2699531978,REALBIO,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970627,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01136-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01136-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-01136-T,SRP334399
SRR15674196,WGS,99,5115780058,PRJNA758208,SAMN21154891,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3206082547,REALBIO,2018,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970626,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01128-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01128-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:49:00Z,1,LZ-01128-T,SRP334399
SRR15674197,WGS,99,5059719709,PRJNA758208,SAMN21154890,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3171471692,REALBIO,2018,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970625,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01123-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01123-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-01123-T,SRP334399
SRR15674198,WGS,99,4180797022,PRJNA758208,SAMN21154889,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2620896378,REALBIO,2018,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Human gut,gut microbiome,stool,SRX11970624,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01122-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01122-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:48:00Z,1,LZ-01122-T,SRP334399
SRR15674199,WGS,99,5453448799,PRJNA758208,SAMN21154888,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3325348475,REALBIO,2018,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970623,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01117-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01117-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:51:00Z,1,LZ-01117-T,SRP334399
SRR15674200,WGS,99,4227366775,PRJNA758208,SAMN21154887,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2721923017,REALBIO,2018,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970622,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01116-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01116-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:42:00Z,1,LZ-01116-T,SRP334399
SRR15674201,WGS,99,4282027565,PRJNA758208,SAMN21154886,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2718060604,REALBIO,2018,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970621,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01111-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01111-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:43:00Z,1,LZ-01111-T,SRP334399
SRR15674202,WGS,99,5650256599,PRJNA758208,SAMN21154885,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3465616983,REALBIO,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970620,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01107-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01107-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:50:00Z,1,LZ-01107-T,SRP334399
SRR15674203,WGS,99,6013138557,PRJNA758208,SAMN21154884,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3572193865,REALBIO,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970619,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01103-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01103-Tclean,2021-09-01T00:00:00Z,2021-08-30T22:00:00Z,1,LZ-01103-T,SRP334399
SRR15674204,WGS,99,1324286622,PRJNA758208,SAMN21154883,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",918242242,REALBIO,2018,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970618,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01098-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01098-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:36:00Z,1,LZ-01098-T,SRP334399
SRR15674205,WGS,99,5550709773,PRJNA758208,SAMN21154856,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3476734328,REALBIO,2018,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970617,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01019-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01019-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:54:00Z,1,LZ-01019-T,SRP334399
SRR15674206,WGS,99,5767665641,PRJNA758208,SAMN21154882,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3783336675,REALBIO,2018,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970616,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01097-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01097-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:49:00Z,1,LZ-01097-T,SRP334399
SRR15674207,WGS,99,4453808532,PRJNA758208,SAMN21154881,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2819657738,REALBIO,2018,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Human gut,gut microbiome,stool,SRX11970615,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01095-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01095-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:44:00Z,1,LZ-01095-T,SRP334399
SRR15674208,WGS,99,7683182201,PRJNA758208,SAMN21154880,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4605913445,REALBIO,2018,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX11970614,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01092-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01092-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:59:00Z,1,LZ-01092-T,SRP334399
SRR15674209,WGS,99,4055850538,PRJNA758208,SAMN21154879,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2597223231,REALBIO,2018,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Human gut,gut microbiome,stool,SRX11970613,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01085-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01085-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:46:00Z,1,LZ-01085-T,SRP334399
SRR15674210,WGS,99,4095030824,PRJNA758208,SAMN21154878,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2640557694,REALBIO,2018,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Human gut,gut microbiome,stool,SRX11970612,China,Asia,China:Beijing,Homo sapiens,BGISEQ-500,39.9 N 116.3 E,LZ-01078-T,PAIRED,RANDOM,METAGENOMIC,gut metagenome,BGISEQ,LZ-01078-Tclean,2021-09-01T00:00:00Z,2021-08-30T21:58:00Z,1,LZ-01078-T,SRP334399
