Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_material_id,SRA Study,create_date,version
SRR7212607,WGS,300,11513325900,PRJNA453965,SAMN08993523,Metagenome or environmental,4464191420,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-16,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119819,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076525,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076525,WGC076525D,SRP145558,2018-05-24T09:43:00Z,1
SRR7212608,WGS,300,13007314800,PRJNA453965,SAMN08993524,Metagenome or environmental,5279772653,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-06-01,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119818,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076467,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076467,WGC076467D,SRP145558,2018-05-24T10:18:00Z,1
SRR7212609,WGS,300,12028800000,PRJNA453965,SAMN08993525,Metagenome or environmental,5093474799,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-12-02,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119817,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076464,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076464,WGC076464D,SRP145558,2018-05-24T09:43:00Z,1
SRR7212610,WGS,300,10969191000,PRJNA453965,SAMN08993539,Metagenome or environmental,4503120681,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-02,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119816,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076504,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076504,WGC076504D,SRP145558,2018-05-24T09:43:00Z,1
SRR7212611,WGS,300,12222451800,PRJNA453965,SAMN08993538,Metagenome or environmental,5244461652,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-04,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119815,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076312,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076312,WGC076312D,SRP145558,2018-05-24T10:01:00Z,1
SRR7212612,WGS,300,9824059800,PRJNA453965,SAMN08993512,Metagenome or environmental,3900447610,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-12,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119814,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076514,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076514,WGC076514DB,SRP145558,2018-05-24T09:41:00Z,1
SRR7212613,WGS,300,11982748200,PRJNA453965,SAMN08993515,Metagenome or environmental,5112108775,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-02,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119813,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076450,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076450,WGC076450D,SRP145558,2018-05-24T09:48:00Z,1
SRR7212614,WGS,300,10132633200,PRJNA453965,SAMN08993517,Metagenome or environmental,4395861797,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-29,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119812,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076260,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076260,WGC076260D,SRP145558,2018-05-24T09:45:00Z,1
SRR7212615,WGS,300,13310322000,PRJNA453965,SAMN08993516,Metagenome or environmental,5198782269,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-21,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119811,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076537,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076537,WGC076537D,SRP145558,2018-05-24T09:50:00Z,1
SRR7212616,WGS,300,11689185900,PRJNA453965,SAMN08993431,Metagenome or environmental,4987053979,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-19,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119810,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076315,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076315,WGC076315D,SRP145558,2018-05-24T09:46:00Z,1
SRR7212617,WGS,300,8475941400,PRJNA453965,SAMN08993432,Metagenome or environmental,3663094209,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-17,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119809,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076456,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076456,WGC076456D,SRP145558,2018-05-24T09:40:00Z,1
SRR7212618,WGS,300,12812379300,PRJNA453965,SAMN08993433,Metagenome or environmental,5042112161,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-08,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119808,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076531,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076531,WGC076531D,SRP145558,2018-05-24T09:51:00Z,1
SRR7212619,WGS,300,11855771700,PRJNA453965,SAMN08993434,Metagenome or environmental,4963800781,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-19,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119807,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076460,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076460,WGC076460D,SRP145558,2018-05-24T09:53:00Z,1
SRR7212620,WGS,300,10337853600,PRJNA453965,SAMN08993427,Metagenome or environmental,4328852169,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-06,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119806,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076455,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076455,WGC076455D,SRP145558,2018-05-24T09:49:00Z,1
SRR7212621,WGS,300,10511021400,PRJNA453965,SAMN08993428,Metagenome or environmental,4340330300,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-17,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119805,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076461,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076461,WGC076461D,SRP145558,2018-05-24T10:16:00Z,1
SRR7212622,WGS,300,10908183000,PRJNA453965,SAMN08993429,Metagenome or environmental,4517340321,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-19,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119804,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076462,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076462,WGC076462D,SRP145558,2018-05-24T09:48:00Z,1
SRR7212623,WGS,300,11468484600,PRJNA453965,SAMN08993430,Metagenome or environmental,4735188398,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-19,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119803,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076303,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076303,WGC076303D,SRP145558,2018-05-24T09:49:00Z,1
SRR7212624,WGS,300,11493398700,PRJNA453965,SAMN08993435,Metagenome or environmental,5205980322,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-03-30,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119802,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC066693,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC066693,WGC066693D,SRP145558,2018-05-24T09:56:00Z,1
SRR7212625,WGS,300,10565364300,PRJNA453965,SAMN08993436,Metagenome or environmental,4318534668,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-13,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119801,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076301,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076301,WGC076301D,SRP145558,2018-05-24T09:45:00Z,1
SRR7212626,WGS,300,12062167500,PRJNA453965,SAMN08993511,Metagenome or environmental,5067766615,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-05-21,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119800,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076453,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076453,WGC076453D,SRP145558,2018-05-24T09:51:00Z,1
SRR7212627,WGS,300,11188354500,PRJNA453965,SAMN08993510,Metagenome or environmental,4655990700,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-10,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119799,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076484,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076484,WGC076484D,SRP145558,2018-05-24T09:48:00Z,1
SRR7212628,WGS,300,11314770900,PRJNA453965,SAMN08993509,Metagenome or environmental,4790071676,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2016-02-16,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119798,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076489,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076489,WGC076489D,SRP145558,2018-05-24T09:49:00Z,1
SRR7212629,WGS,300,11539373700,PRJNA453965,SAMN08993551,Metagenome or environmental,4473288302,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-28,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119797,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076534,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076534,WGC076534D,SRP145558,2018-05-24T09:54:00Z,1
SRR7212630,WGS,300,10539593400,PRJNA453965,SAMN08993550,Metagenome or environmental,4832312766,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-12,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119796,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC066691,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC066691,WGC066691D,SRP145558,2018-05-24T09:55:00Z,1
SRR7212631,WGS,300,10667022600,PRJNA453965,SAMN08993553,Metagenome or environmental,4636680160,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-09-28,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119795,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076285,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076285,WGC076285D,SRP145558,2018-05-24T09:55:00Z,1
SRR7212632,WGS,300,11957017200,PRJNA453965,SAMN08993552,Metagenome or environmental,5070150741,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-23,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119794,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076448,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076448,WGC076448D,SRP145558,2018-05-24T09:58:00Z,1
SRR7212633,WGS,300,10862886600,PRJNA453965,SAMN08993555,Metagenome or environmental,4446109104,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-08,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119793,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076294,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076294,WGC076294D,SRP145558,2018-05-24T09:52:00Z,1
SRR7212634,WGS,300,9952113900,PRJNA453965,SAMN08993554,Metagenome or environmental,4049400621,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-13,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119792,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076517,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076517,WGC076517D,SRP145558,2018-05-24T09:49:00Z,1
SRR7212635,WGS,300,8309469900,PRJNA453965,SAMN08993557,Metagenome or environmental,3635563959,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-28,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119791,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076497,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076497,WGC076497D,SRP145558,2018-05-24T09:56:00Z,1
SRR7212636,WGS,300,10844702700,PRJNA453965,SAMN08993556,Metagenome or environmental,4330617900,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-02,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119790,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076528,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076528,WGC076528D,SRP145558,2018-05-24T09:53:00Z,1
SRR7212637,WGS,300,10035438000,PRJNA453965,SAMN08993559,Metagenome or environmental,4077827753,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-03,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119789,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076506,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076506,WGC076506D,SRP145558,2018-05-24T09:53:00Z,1
SRR7212638,WGS,300,11947786200,PRJNA453965,SAMN08993558,Metagenome or environmental,5168065576,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-04-18,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119788,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076480,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076480,WGC076480D,SRP145558,2018-05-24T09:54:00Z,1
SRR7212639,WGS,300,10526358900,PRJNA453965,SAMN08993456,Metagenome or environmental,4501641758,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-03-26,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119787,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076481,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076481,WGC076481D,SRP145558,2018-05-24T09:59:00Z,1
SRR7212640,WGS,300,12709351800,PRJNA453965,SAMN08993455,Metagenome or environmental,5003629916,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119786,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076526,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076526,WGC076526D,SRP145558,2018-05-24T10:06:00Z,1
SRR7212641,WGS,300,10250451000,PRJNA453965,SAMN08993452,Metagenome or environmental,4369664851,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-13,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX4119785,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076314,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076314,WGC076314D,SRP145558,2018-05-24T09:56:00Z,1
SRR7212642,WGS,300,13480805700,PRJNA453965,SAMN08993451,Metagenome or environmental,5486376380,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-27,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119784,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076476,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076476,WGC076476D,SRP145558,2018-05-24T10:06:00Z,1
SRR7212643,WGS,300,11208580500,PRJNA453965,SAMN08993454,Metagenome or environmental,4827388292,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-28,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119783,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076488,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076488,WGC076488D,SRP145558,2018-05-24T09:54:00Z,1
SRR7212644,WGS,300,9695094000,PRJNA453965,SAMN08993453,Metagenome or environmental,4116187895,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-06-27,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX4119782,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076447,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076447,WGC076447D,SRP145558,2018-05-24T09:53:00Z,1
SRR7212645,WGS,300,11088112200,PRJNA453965,SAMN08993448,Metagenome or environmental,4632356019,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2016-01-12,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119781,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076474,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076474,WGC076474D,SRP145558,2018-05-24T09:50:00Z,1
SRR7212646,WGS,300,9149193600,PRJNA453965,SAMN08993447,Metagenome or environmental,3984413647,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-28,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX4119780,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076498,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076498,WGC076498D,SRP145558,2018-05-24T09:51:00Z,1
SRR7212647,WGS,300,10649242800,PRJNA453965,SAMN08993450,Metagenome or environmental,4311705739,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-02,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119779,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076503,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076503,WGC076503D,SRP145558,2018-05-24T10:01:00Z,1
SRR7212648,WGS,300,7934666100,PRJNA453965,SAMN08993449,Metagenome or environmental,3234670200,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-06-16,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119778,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076454,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076454,WGC076454D,SRP145558,2018-05-24T09:49:00Z,1
SRR7212649,WGS,300,10678891200,PRJNA453965,SAMN08993514,Metagenome or environmental,4350224762,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-09,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX4119777,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076509,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076509,WGC076509D,SRP145558,2018-05-24T09:58:00Z,1
SRR7212650,WGS,300,9836488200,PRJNA453965,SAMN08993465,Metagenome or environmental,4305327981,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-10-30,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX4119776,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076499,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076499,WGC076499D,SRP145558,2018-05-24T10:00:00Z,1
SRR7212651,WGS,300,4283698500,PRJNA453965,SAMN08993466,Metagenome or environmental,1974292673,"CENTER FOR GENOMIC AND PERSONALIZED MEDICINE, GUANGXI MEDICAL UNIVERSITY",2015-11-11,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX4119775,China,Asia,China:Nanning,Homo sapiens,HiSeq X Ten,22.79 N 108.34 E,WGC076512,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-06-10T00:00:00Z,WGC076512,WGC076512DB,SRP145558,2018-05-24T09:44:00Z,1
