Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_associated_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR9190682,WGS,112,2912369081,PRJEB42013,SAMEA13321922,1176820040,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733485,SAMEA13321922,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264079,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:33:00Z,1,SAMEA13321922,MBJT77767153ST,illumina,ERP125872,MBJT77767153ST
ERR9190683,WGS,137,2564437872,PRJEB42013,SAMEA13321867,869031772,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733486,SAMEA13321867,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264080,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:10:00Z,1,SAMEA13321867,MBJT22022613ST,illumina,ERP125872,MBJT22022613ST
ERR9190686,WGS,138,2780738520,PRJEB42013,SAMEA13321891,935050845,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733489,SAMEA13321891,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264085,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:14:00Z,1,SAMEA13321891,MBJT42917972ST,illumina,ERP125872,MBJT42917972ST
ERR9190688,WGS,135,2883973087,PRJEB42013,SAMEA13321878,989133050,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733491,SAMEA13321878,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264090,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321878,MBJT32951253ST,illumina,ERP125872,MBJT32951253ST
ERR9190689,WGS,139,2607415121,PRJEB42013,SAMEA13321915,869043782,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733492,SAMEA13321915,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264092,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:13:00Z,1,SAMEA13321915,MBJT71206045ST,illumina,ERP125872,MBJT71206045ST
ERR9190692,WGS,136,2655562548,PRJEB42013,SAMEA13321870,905800148,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733495,SAMEA13321870,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264096,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:25:00Z,1,SAMEA13321870,MBJT24075712ST,illumina,ERP125872,MBJT24075712ST
ERR9190693,WGS,103,2014675488,PRJEB42013,SAMEA13321873,850217472,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733496,SAMEA13321873,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264097,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:15:00Z,1,SAMEA13321873,MBJT25397146ST,illumina,ERP125872,MBJT25397146ST
ERR9190695,WGS,137,3287890477,PRJEB42013,SAMEA13321927,1124692300,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733498,SAMEA13321927,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264099,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:20:00Z,1,SAMEA13321927,MBJT85450199ST,illumina,ERP125872,MBJT85450199ST
ERR9190696,WGS,100,2129585423,PRJEB42013,SAMEA13321888,890646615,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733499,SAMEA13321888,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264101,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:20:00Z,1,SAMEA13321888,MBJT41036209ST,illumina,ERP125872,MBJT41036209ST
ERR9190698,WGS,103,2525448108,PRJEB42013,SAMEA13321880,1042319555,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733501,SAMEA13321880,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264103,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:32:00Z,1,SAMEA13321880,MBJT34220088ST,illumina,ERP125872,MBJT34220088ST
ERR9190700,WGS,136,3497701256,PRJEB42013,SAMEA13321898,1209613314,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733503,SAMEA13321898,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264105,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:16:00Z,1,SAMEA13321898,MBJT54042978ST,illumina,ERP125872,MBJT54042978ST
ERR9190702,WGS,99,1866898512,PRJEB42013,SAMEA13321914,783069763,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733505,SAMEA13321914,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264108,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:26:00Z,1,SAMEA13321914,MBJT69789353ST,illumina,ERP125872,MBJT69789353ST
ERR9190703,WGS,100,2454739918,PRJEB42013,SAMEA13321864,1018990815,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733506,SAMEA13321864,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264109,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:27:00Z,1,SAMEA13321864,MBJT18793872ST,illumina,ERP125872,MBJT18793872ST
ERR9190704,WGS,136,3813927246,PRJEB42013,SAMEA13321894,1308742820,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733507,SAMEA13321894,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264110,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:20:00Z,1,SAMEA13321894,MBJT47281689ST,illumina,ERP125872,MBJT47281689ST
ERR9190707,WGS,104,1550417831,PRJEB42013,SAMEA13321916,650267491,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733510,SAMEA13321916,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264113,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:14:00Z,1,SAMEA13321916,MBJT73212715ST,illumina,ERP125872,MBJT73212715ST
ERR9190709,WGS,103,2479170486,PRJEB42013,SAMEA13321882,1041272548,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2022-03-11,2022-03-11,2022-03-17,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX8733512,SAMEA13321882,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264115,PAIRED,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-03-11T00:00:00Z,2022-05-07T02:17:00Z,1,SAMEA13321882,MBJT35016775ST,illumina,ERP125872,MBJT35016775ST
ERR9875345,WGS,94,512064447,PRJEB42013,SAMEA13321935,225183299,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420544,SAMEA13321935,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264028,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321935,MBJT94530819ST,illumina,ERP125872,MBJT94530819ST
ERR9875346,WGS,98,520146875,PRJEB42013,SAMEA13321874,225396250,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420545,SAMEA13321874,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264029,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321874,MBJT26681707ST,illumina,ERP125872,MBJT26681707ST
ERR9875347,WGS,94,470899387,PRJEB42013,SAMEA13321866,206834238,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420546,SAMEA13321866,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264030,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321866,MBJT19739988ST,illumina,ERP125872,MBJT19739988ST
ERR9875348,WGS,95,383571074,PRJEB42013,SAMEA13321896,168022985,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420547,SAMEA13321896,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264031,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321896,MBJT47759212ST,illumina,ERP125872,MBJT47759212ST
ERR9875349,WGS,94,509713321,PRJEB42013,SAMEA13321885,224072915,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420548,SAMEA13321885,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264032,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321885,MBJT40435704ST,illumina,ERP125872,MBJT40435704ST
ERR9875350,WGS,96,483942821,PRJEB42013,SAMEA13321887,211804881,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420549,SAMEA13321887,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264033,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:41:00Z,1,SAMEA13321887,MBJT40707177ST,illumina,ERP125872,MBJT40707177ST
ERR9875351,WGS,94,475156951,PRJEB42013,SAMEA13321919,208536843,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420550,SAMEA13321919,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264034,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321919,MBJT75354344ST,illumina,ERP125872,MBJT75354344ST
ERR9875352,WGS,92,439961545,PRJEB42013,SAMEA13321872,195618299,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420551,SAMEA13321872,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264035,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321872,MBJT24770375ST,illumina,ERP125872,MBJT24770375ST
ERR9875353,WGS,93,537450347,PRJEB42013,SAMEA13321892,237162387,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420552,SAMEA13321892,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264036,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321892,MBJT44556531ST,illumina,ERP125872,MBJT44556531ST
ERR9875354,WGS,94,449736190,PRJEB42013,SAMEA13321897,197616213,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420553,SAMEA13321897,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T16:20:06Z,2022-03-11T16:20:06Z,public,Illumina HiSeq 4000,metagenome,264037,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321897,MBJT47974019ST,illumina,ERP125872,MBJT47974019ST
ERR9875355,WGS,97,619437900,PRJEB42013,SAMEA13321925,268062967,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420554,SAMEA13321925,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264038,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321925,MBJT83133832ST,illumina,ERP125872,MBJT83133832ST
ERR9875356,WGS,96,520941706,PRJEB42013,SAMEA13321936,227787978,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420555,SAMEA13321936,Germany,Europe,Germany,50.110882,8.67949,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264039,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321936,MBJT97792954ST,illumina,ERP125872,MBJT97792954ST
ERR9875357,WGS,97,568492501,PRJEB42013,SAMEA13321889,247528933,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420556,SAMEA13321889,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264040,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321889,MBJT41854002ST,illumina,ERP125872,MBJT41854002ST
ERR9875358,WGS,94,594603347,PRJEB42013,SAMEA13321869,260754057,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014/2020,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-06-24,2022-03-11,2022-06-24,2022-03-11,human-associated habitat [ENVO:00009003],intestine environment [ENVO:2100002],feces [ENVO:00002003],ERX9420557,SAMEA13321869,Germany,Europe,Germany,49.599941,11.0063,human-gut,EMBL,European Molecular Biology Laboratory,2022-03-11T20:41:15Z,2022-03-11T20:41:15Z,public,Illumina HiSeq 4000,metagenome,264041,SINGLE,RANDOM PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Kartal_2021_pancreatic_cancer_Germany,2022-06-24T00:00:00Z,2022-06-29T02:37:00Z,1,SAMEA13321869,MBJT23133014ST,illumina,ERP125872,MBJT23133014ST
