Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR3711762,AMPLICON,506,37081156,PRJEB35665,SAMEA6359371,17001809,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715209,SAMEA6359371,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359371,C2F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C2F-ITS
ERR3711763,AMPLICON,503,1736562,PRJEB35665,SAMEA6359372,721373,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715210,SAMEA6359372,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359372,C3F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C3F-ITS
ERR3711764,AMPLICON,511,50736512,PRJEB35665,SAMEA6359373,22501967,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715211,SAMEA6359373,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359373,C4F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C4F-ITS
ERR3711765,AMPLICON,514,40234192,PRJEB35665,SAMEA6359374,17363679,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715212,SAMEA6359374,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:46:00Z,1,SAMEA6359374,C5F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C5F-ITS
ERR3711766,AMPLICON,534,46306593,PRJEB35665,SAMEA6359375,20940632,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715213,SAMEA6359375,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359375,C6F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C6F-ITS
ERR3711767,AMPLICON,550,10248059,PRJEB35665,SAMEA6359376,4653677,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715214,SAMEA6359376,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:47:00Z,1,SAMEA6359376,C7F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C7F-ITS
ERR3711768,AMPLICON,480,68075196,PRJEB35665,SAMEA6359377,25702812,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715215,SAMEA6359377,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:15:00Z,1,SAMEA6359377,C8F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C8F-ITS
ERR3711769,AMPLICON,544,10613022,PRJEB35665,SAMEA6359378,5096264,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715216,SAMEA6359378,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:51:00Z,1,SAMEA6359378,C9F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,C9F-ITS
ERR3711770,AMPLICON,513,43227399,PRJEB35665,SAMEA6359379,23522108,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715217,SAMEA6359379,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:17:00Z,1,SAMEA6359379,M10F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M10F-ITS
ERR3711771,AMPLICON,505,37775505,PRJEB35665,SAMEA6359380,17311771,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715218,SAMEA6359380,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:58:00Z,1,SAMEA6359380,M11F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M11F-ITS
ERR3711772,AMPLICON,522,23381980,PRJEB35665,SAMEA6359381,10771185,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:39Z,digestive tract environment,intestine environment,fecal material,ERX3715219,SAMEA6359381,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:39Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:57:00Z,1,SAMEA6359381,M12F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M12F-ITS
ERR3711773,AMPLICON,506,638228,PRJEB35665,SAMEA6359382,286267,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715220,SAMEA6359382,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T16:59:00Z,1,SAMEA6359382,M13F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M13F-ITS
ERR3711774,AMPLICON,490,25856947,PRJEB35665,SAMEA6359383,10191629,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715221,SAMEA6359383,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359383,M14F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M14F-ITS
ERR3711775,AMPLICON,537,28702964,PRJEB35665,SAMEA6359384,13320657,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715222,SAMEA6359384,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359384,M15F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M15F-ITS
ERR3711776,AMPLICON,529,11885477,PRJEB35665,SAMEA6359385,6161011,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715223,SAMEA6359385,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359385,M16F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M16F-ITS
ERR3711777,AMPLICON,501,17743946,PRJEB35665,SAMEA6359386,7783225,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715224,SAMEA6359386,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359386,M17F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M17F-ITS
ERR3711778,AMPLICON,542,13066122,PRJEB35665,SAMEA6359387,6423657,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715225,SAMEA6359387,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359387,M18F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M18F-ITS
ERR3711779,AMPLICON,548,31546024,PRJEB35665,SAMEA6359388,12682013,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715226,SAMEA6359388,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T17:09:00Z,1,SAMEA6359388,M19F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M19F-ITS
ERR3711780,AMPLICON,519,45381200,PRJEB35665,SAMEA6359389,22601387,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715227,SAMEA6359389,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359389,M1F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M1F-ITS
ERR3711781,AMPLICON,481,13296001,PRJEB35665,SAMEA6359390,5224804,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715228,SAMEA6359390,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T17:09:00Z,1,SAMEA6359390,M20F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M20F-ITS
ERR3711782,AMPLICON,519,18406707,PRJEB35665,SAMEA6359391,10396445,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715229,SAMEA6359391,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T17:14:00Z,1,SAMEA6359391,M2F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M2F-ITS
ERR3711783,AMPLICON,480,8610984,PRJEB35665,SAMEA6359392,4037638,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715230,SAMEA6359392,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T17:13:00Z,1,SAMEA6359392,M3F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M3F-ITS
ERR3711784,AMPLICON,519,25958361,PRJEB35665,SAMEA6359393,13452096,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715231,SAMEA6359393,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359393,M4F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M4F-ITS
ERR3711785,AMPLICON,497,43048589,PRJEB35665,SAMEA6359394,21265991,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715232,SAMEA6359394,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359394,M5F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M5F-ITS
ERR3711786,AMPLICON,472,17829222,PRJEB35665,SAMEA6359395,8973540,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715233,SAMEA6359395,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359395,M6F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M6F-ITS
ERR3711787,AMPLICON,484,40460733,PRJEB35665,SAMEA6359396,19538726,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715234,SAMEA6359396,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T17:27:00Z,1,SAMEA6359396,M7F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M7F-ITS
ERR3711788,AMPLICON,514,39937865,PRJEB35665,SAMEA6359397,21280686,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715235,SAMEA6359397,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359397,M8F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M8F-ITS
ERR3711789,AMPLICON,482,36026296,PRJEB35665,SAMEA6359398,17855417,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715236,SAMEA6359398,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-06-30T17:27:00Z,1,SAMEA6359398,M9F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,M9F-ITS
ERR3711790,AMPLICON,539,32261862,PRJEB35665,SAMEA6359399,17600509,INSTITUTE OF AGRICULTURAL BIOLOGY AND BIOTECHNOLOG,2018,metagenomes,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-06-28,2020-06-28T04:05:43Z,2019-12-05,2019-12-04T11:58:40Z,digestive tract environment,intestine environment,fecal material,ERX3715237,SAMEA6359399,Italy,Europe,Italy,43.7874,11.2499,human-gut,Institute of Agricultural Biology and Biotechnology - National Research Council (CNR),2020-06-28T04:05:43Z,2019-12-04T11:58:40Z,public,Illumina MiSeq,metagenome,unspecified,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,Fecal microbiota in early stage melanoma patients,2020-06-30T00:00:00Z,2020-08-11T01:16:00Z,1,SAMEA6359399,ML1F-ITS,human gut metagenome,Miseq PE 2x300,ERP118751,ML1F-ITS
