Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR305553,AMPLICON,502,19959520,PRJDB11845,SAMD00330960,MIMS.me.human-associated,10187062,KAGOSHIMA,2018-04-16,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,saliva,DRX294989,Japan,Asia,Japan,Homo sapiens,D01,Illumina MiSeq,missing,D01-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00330960,D01-saliva,DRP007453
DRR305554,AMPLICON,502,16575036,PRJDB11845,SAMD00330961,MIMS.me.human-associated,8506006,KAGOSHIMA,2018-04-18,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX294990,Japan,Asia,Japan,Homo sapiens,D02,Illumina MiSeq,missing,D02-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T20:01:00Z,1,SAMD00330961,D02-saliva,DRP007453
DRR305555,AMPLICON,502,15697540,PRJDB11845,SAMD00330962,MIMS.me.human-associated,7994825,KAGOSHIMA,2018-04-24,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX294991,Japan,Asia,Japan,Homo sapiens,D03,Illumina MiSeq,missing,D03-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00330962,D03-saliva,DRP007453
DRR305556,AMPLICON,502,14380794,PRJDB11845,SAMD00330963,MIMS.me.human-associated,7240028,KAGOSHIMA,2018-05-11,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,saliva,DRX294992,Japan,Asia,Japan,Homo sapiens,D04,Illumina MiSeq,missing,D04-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00330963,D04-saliva,DRP007453
DRR305557,AMPLICON,502,15006286,PRJDB11845,SAMD00330964,MIMS.me.human-associated,7549190,KAGOSHIMA,2018-05-13,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX294993,Japan,Asia,Japan,Homo sapiens,D05,Illumina MiSeq,missing,D05-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00330964,D05-saliva,DRP007453
DRR305558,AMPLICON,502,15123754,PRJDB11845,SAMD00330965,MIMS.me.human-associated,7609683,KAGOSHIMA,2018-05-21,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,saliva,DRX294994,Japan,Asia,Japan,Homo sapiens,D06,Illumina MiSeq,missing,D06-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:56:00Z,1,SAMD00330965,D06-saliva,DRP007453
DRR305559,AMPLICON,502,14664926,PRJDB11845,SAMD00330966,MIMS.me.human-associated,7494006,KAGOSHIMA,2018-05-23,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,saliva,DRX294995,Japan,Asia,Japan,Homo sapiens,D07,Illumina MiSeq,missing,D07-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330966,D07-saliva,DRP007453
DRR305560,AMPLICON,502,15557482,PRJDB11845,SAMD00330967,MIMS.me.human-associated,7966381,KAGOSHIMA,2018-07-18,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,saliva,DRX294996,Japan,Asia,Japan,Homo sapiens,D08,Illumina MiSeq,missing,D08-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00330967,D08-saliva,DRP007453
DRR305561,AMPLICON,502,15223652,PRJDB11845,SAMD00330968,MIMS.me.human-associated,7791532,KAGOSHIMA,2018-07-24,public,"sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX294997,Japan,Asia,Japan,Homo sapiens,D09,Illumina MiSeq,missing,D09-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330968,D09-saliva,DRP007453
DRR305562,AMPLICON,502,15358690,PRJDB11845,SAMD00330969,MIMS.me.human-associated,7794994,KAGOSHIMA,2018-07-30,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX294998,Japan,Asia,Japan,Homo sapiens,D10,Illumina MiSeq,missing,D10-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00330969,D10-saliva,DRP007453
DRR305563,AMPLICON,502,16524334,PRJDB11845,SAMD00330970,MIMS.me.human-associated,8445483,KAGOSHIMA,2018-08-12,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX294999,Japan,Asia,Japan,Homo sapiens,D11,Illumina MiSeq,missing,D11-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00330970,D11-saliva,DRP007453
DRR305564,AMPLICON,502,16066008,PRJDB11845,SAMD00330971,MIMS.me.human-associated,8118195,KAGOSHIMA,2018-09-06,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,saliva,DRX295000,Japan,Asia,Japan,Homo sapiens,D12,Illumina MiSeq,missing,D12-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00330971,D12-saliva,DRP007453
DRR305565,AMPLICON,502,15677962,PRJDB11845,SAMD00330972,MIMS.me.human-associated,8001938,KAGOSHIMA,2018-09-24,public,"sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX295001,Japan,Asia,Japan,Homo sapiens,D13,Illumina MiSeq,missing,D13-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:55:00Z,1,SAMD00330972,D13-saliva,DRP007453
DRR305566,AMPLICON,502,16508270,PRJDB11845,SAMD00330973,MIMS.me.human-associated,8365981,KAGOSHIMA,2018-10-01,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295002,Japan,Asia,Japan,Homo sapiens,D14,Illumina MiSeq,missing,D14-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00330973,D14-saliva,DRP007453
DRR305567,AMPLICON,502,16260784,PRJDB11845,SAMD00330974,MIMS.me.human-associated,8566343,KAGOSHIMA,2018-10-12,public,"run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX295003,Japan,Asia,Japan,Homo sapiens,D15,Illumina MiSeq,missing,D15-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00330974,D15-saliva,DRP007453
DRR305568,AMPLICON,502,18645786,PRJDB11845,SAMD00330975,MIMS.me.human-associated,9456764,KAGOSHIMA,2018-10-24,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295004,Japan,Asia,Japan,Homo sapiens,D16,Illumina MiSeq,missing,D16-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00330975,D16-saliva,DRP007453
DRR305569,AMPLICON,502,17904332,PRJDB11845,SAMD00330976,MIMS.me.human-associated,9107111,KAGOSHIMA,2018-10-29,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX295005,Japan,Asia,Japan,Homo sapiens,D17,Illumina MiSeq,missing,D17-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330976,D17-saliva,DRP007453
DRR305570,AMPLICON,502,21582486,PRJDB11845,SAMD00330977,MIMS.me.human-associated,11043864,KAGOSHIMA,2018-11-06,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295006,Japan,Asia,Japan,Homo sapiens,D18,Illumina MiSeq,missing,D18-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330977,D18-saliva,DRP007453
DRR305571,AMPLICON,502,18505728,PRJDB11845,SAMD00330978,MIMS.me.human-associated,9457454,KAGOSHIMA,2018-11-06,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295007,Japan,Asia,Japan,Homo sapiens,D19,Illumina MiSeq,missing,D19-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00330978,D19-saliva,DRP007453
DRR305572,AMPLICON,502,18730122,PRJDB11845,SAMD00330979,MIMS.me.human-associated,9628409,KAGOSHIMA,2018-11-17,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295008,Japan,Asia,Japan,Homo sapiens,D20,Illumina MiSeq,missing,D20-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330979,D20-saliva,DRP007453
DRR305573,AMPLICON,502,19467058,PRJDB11845,SAMD00330980,MIMS.me.human-associated,10105866,KAGOSHIMA,2018-11-24,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,saliva,DRX295009,Japan,Asia,Japan,Homo sapiens,D21,Illumina MiSeq,missing,D21-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330980,D21-saliva,DRP007453
DRR305574,AMPLICON,502,20234114,PRJDB11845,SAMD00330981,MIMS.me.human-associated,10380085,KAGOSHIMA,2018-12-12,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295010,Japan,Asia,Japan,Homo sapiens,D22,Illumina MiSeq,missing,D22-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00330981,D22-saliva,DRP007453
DRR305575,AMPLICON,502,19249190,PRJDB11845,SAMD00330982,MIMS.me.human-associated,9880040,KAGOSHIMA,2019-01-07,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295011,Japan,Asia,Japan,Homo sapiens,D23,Illumina MiSeq,missing,D23-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00330982,D23-saliva,DRP007453
DRR305576,AMPLICON,502,17154344,PRJDB11845,SAMD00330983,MIMS.me.human-associated,9063350,KAGOSHIMA,2019-01-10,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295012,Japan,Asia,Japan,Homo sapiens,D24,Illumina MiSeq,missing,D24-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00330983,D24-saliva,DRP007453
DRR305577,AMPLICON,502,19356618,PRJDB11845,SAMD00330984,MIMS.me.human-associated,9985918,KAGOSHIMA,2019-01-11,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295013,Japan,Asia,Japan,Homo sapiens,D25,Illumina MiSeq,missing,D25-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00330984,D25-saliva,DRP007453
DRR305578,AMPLICON,502,17256250,PRJDB11845,SAMD00330985,MIMS.me.human-associated,8822087,KAGOSHIMA,2019-01-23,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX295014,Japan,Asia,Japan,Homo sapiens,D26,Illumina MiSeq,missing,D26-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00330985,D26-saliva,DRP007453
DRR305579,AMPLICON,502,20746154,PRJDB11845,SAMD00330986,MIMS.me.human-associated,10623778,KAGOSHIMA,2019-01-23,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,saliva,DRX295015,Japan,Asia,Japan,Homo sapiens,D27,Illumina MiSeq,missing,D27-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00330986,D27-saliva,DRP007453
DRR305580,AMPLICON,502,24166782,PRJDB11845,SAMD00330987,MIMS.me.human-associated,12325497,KAGOSHIMA,2019-01-30,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,saliva,DRX295016,Japan,Asia,Japan,Homo sapiens,D28,Illumina MiSeq,missing,D28-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00330987,D28-saliva,DRP007453
DRR305581,AMPLICON,502,18122200,PRJDB11845,SAMD00330988,MIMS.me.human-associated,9391427,KAGOSHIMA,2019-02-05,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295017,Japan,Asia,Japan,Homo sapiens,D29,Illumina MiSeq,missing,D29-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00330988,D29-saliva,DRP007453
DRR305582,AMPLICON,502,18056438,PRJDB11845,SAMD00330989,MIMS.me.human-associated,9245106,KAGOSHIMA,2019-02-12,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,saliva,DRX295018,Japan,Asia,Japan,Homo sapiens,D30,Illumina MiSeq,missing,D30-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00330989,D30-saliva,DRP007453
DRR305583,AMPLICON,502,21896236,PRJDB11845,SAMD00330990,MIMS.me.human-associated,11289174,KAGOSHIMA,2019-02-14,public,"sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295019,Japan,Asia,Japan,Homo sapiens,D31,Illumina MiSeq,missing,D31-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:52:00Z,1,SAMD00330990,D31-saliva,DRP007453
DRR305584,AMPLICON,502,17089084,PRJDB11845,SAMD00330991,MIMS.me.human-associated,8842789,KAGOSHIMA,2019-02-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295020,Japan,Asia,Japan,Homo sapiens,D32,Illumina MiSeq,missing,D32-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00330991,D32-saliva,DRP007453
DRR305585,AMPLICON,502,24001122,PRJDB11845,SAMD00330992,MIMS.me.human-associated,12191108,KAGOSHIMA,2019-03-10,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295021,Japan,Asia,Japan,Homo sapiens,D33,Illumina MiSeq,missing,D33-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T20:01:00Z,1,SAMD00330992,D33-saliva,DRP007453
DRR305586,AMPLICON,502,21146750,PRJDB11845,SAMD00330993,MIMS.me.human-associated,10984859,KAGOSHIMA,2019-03-13,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,saliva,DRX295022,Japan,Asia,Japan,Homo sapiens,D34,Illumina MiSeq,missing,D34-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330993,D34-saliva,DRP007453
DRR305587,AMPLICON,502,18970580,PRJDB11845,SAMD00330994,MIMS.me.human-associated,9631177,KAGOSHIMA,2019-04-10,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295023,Japan,Asia,Japan,Homo sapiens,D35,Illumina MiSeq,missing,D35-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00330994,D35-saliva,DRP007453
DRR305588,AMPLICON,502,19699484,PRJDB11845,SAMD00330995,MIMS.me.human-associated,10092350,KAGOSHIMA,2019-05-30,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,saliva,DRX295024,Japan,Asia,Japan,Homo sapiens,D38,Illumina MiSeq,missing,D38-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00330995,D38-saliva,DRP007453
DRR305589,AMPLICON,502,19140758,PRJDB11845,SAMD00330996,MIMS.me.human-associated,9655228,KAGOSHIMA,2019-06-05,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,saliva,DRX295025,Japan,Asia,Japan,Homo sapiens,D39,Illumina MiSeq,missing,D39-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:20:00Z,1,SAMD00330996,D39-saliva,DRP007453
DRR305590,AMPLICON,502,18681930,PRJDB11845,SAMD00330997,MIMS.me.human-associated,9797558,KAGOSHIMA,2019-06-07,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX295026,Japan,Asia,Japan,Homo sapiens,D40,Illumina MiSeq,missing,D40-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:55:00Z,1,SAMD00330997,D40-saliva,DRP007453
DRR305591,AMPLICON,502,18943472,PRJDB11845,SAMD00330998,MIMS.me.human-associated,9651148,KAGOSHIMA,2019-06-07,public,"sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,saliva,DRX295027,Japan,Asia,Japan,Homo sapiens,D41,Illumina MiSeq,missing,D41-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00330998,D41-saliva,DRP007453
DRR305592,AMPLICON,502,18844076,PRJDB11845,SAMD00330999,MIMS.me.human-associated,9561384,KAGOSHIMA,2019-06-15,public,"run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295028,Japan,Asia,Japan,Homo sapiens,D42,Illumina MiSeq,missing,D42-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00330999,D42-saliva,DRP007453
DRR305593,AMPLICON,502,18022302,PRJDB11845,SAMD00331000,MIMS.me.human-associated,9330660,KAGOSHIMA,2019-06-19,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295029,Japan,Asia,Japan,Homo sapiens,D43,Illumina MiSeq,missing,D43-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331000,D43-saliva,DRP007453
DRR305594,AMPLICON,502,18238162,PRJDB11845,SAMD00331001,MIMS.me.human-associated,9714690,KAGOSHIMA,2019-06-25,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,saliva,DRX295030,Japan,Asia,Japan,Homo sapiens,D44,Illumina MiSeq,missing,D44-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331001,D44-saliva,DRP007453
DRR305595,AMPLICON,502,18900300,PRJDB11845,SAMD00331002,MIMS.me.human-associated,9734693,KAGOSHIMA,2019-08-30,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295031,Japan,Asia,Japan,Homo sapiens,D45,Illumina MiSeq,missing,D45-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T20:01:00Z,1,SAMD00331002,D45-saliva,DRP007453
DRR305596,AMPLICON,502,17381750,PRJDB11845,SAMD00331003,MIMS.me.human-associated,8965363,KAGOSHIMA,2019-09-09,public,"sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295032,Japan,Asia,Japan,Homo sapiens,D47,Illumina MiSeq,missing,D47-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:22:00Z,1,SAMD00331003,D47-saliva,DRP007453
DRR305597,AMPLICON,502,17382754,PRJDB11845,SAMD00331004,MIMS.me.human-associated,9038474,KAGOSHIMA,2019-09-18,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,saliva,DRX295033,Japan,Asia,Japan,Homo sapiens,D48,Illumina MiSeq,missing,D48-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:21:00Z,1,SAMD00331004,D48-saliva,DRP007453
DRR305598,AMPLICON,502,21515218,PRJDB11845,SAMD00331005,MIMS.me.human-associated,10887737,KAGOSHIMA,2019-09-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,saliva,DRX295034,Japan,Asia,Japan,Homo sapiens,D49,Illumina MiSeq,missing,D49-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:23:00Z,1,SAMD00331005,D49-saliva,DRP007453
DRR305599,AMPLICON,502,22722026,PRJDB11845,SAMD00331006,MIMS.me.human-associated,11617419,KAGOSHIMA,2019-09-27,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,saliva,DRX295035,Japan,Asia,Japan,Homo sapiens,D50,Illumina MiSeq,missing,D50-saliva,PAIRED,PCR,METAGENOMIC,human oral metagenome,ILLUMINA,Oral and intestinal microbiota analysis of colorectal cancer patients,2021-07-01T00:00:00Z,2021-07-01T19:53:00Z,1,SAMD00331006,D50-saliva,DRP007453
