# Pathway	SID31004	SID31009	SID31021	SID31030	SID31071	SID31112	SID31129	SID31137	SID31159	SID31160	SID31188	SID31219	SID31223	SID31233	SID31236	SID31237	SID31256	SID31267	SID31275	SID31276	SID31282	SID31285	SID31300	SID31328	SID31333	SID31337	SID31343	SID31360	SID31367	SID31379	SID31398	SID31416	SID31424	SID31428	SID31431	SID31446	SID31449	SID31450	SID31452	SID31455	SID31477	SID31489	SID31493	SID31501	SID31512	SID31519	SID31537	SID31549	SID31557	SID31582	SID31637	SID31685	SID31700	SID31705	SID31711	SID31714	SID31723	SID31749	SID31750	SID31766	SID31865	SID31866	SID31868	SID31870	SID31871	SID31872	SID31873	SID31874	SID31875	SID31876	SID31877	SID31878	SID31879	SID31880	SID31881	SID31883	SID31884	SID530002	SID530018	SID530026	SID530028	SID530039	SID530041	SID530050	SID530052	SID530054	SID530055	SID530074	SID530075	SID530119	SID530142	SID530154	SID530163	SID530167	SID530168	SID530172	SID530177	SID530185	SID530215	SID530227	SID530251	SID530258	SID530262	SID530295	SID530297	SID530315	SID530323	SID530331	SID530348	SID530364	SID530368	SID530373	SID530394	SID530398	SID530403	SID530444	SID530450	SID530451	SID530558	SID530600	SID530623	SID530697	SID530705	SID530743	SID530756	SID530840	SID530867	SID530890	SID531128	SID531155	SID531248	SID531274	SID531277	SID531281	SID531333	SID531352	SID531361	SID531382	SID531403	SID531414	SID531416	SID531424	SID531469	SID531663	SID531766	SID531775	SID532305	SID532749	SID532779	SID532796	SID532802	SID532826	SID532832	SID532915
PWY-6353: purine nucleotides degradation II (aerobic)	0.00286117	0.00273174	0.00287904	0.00149093	0.00278143	0.00219424	0.0021595299999999	0.00332729	0.00456233	0.00242775	0.00251122	0.00335131	0.00175956	0.00340089	0.00284674	0.00280725	0.00324889	0.00288654	0.00288745	0.00318576	0.0030274	0.00229951	0.00189773	0.00203495	0.00115108	0.00424845	0.00158716	0.00252863	0.00572128	0.0018649	0.00253734	0.00292772	0.00231111	0.00522546	0.00182136	0.00426512	0.00274553	0.00133889	0.00189287	0.00333032	0.00256222	0.00295038	0.00464109	0.00547327	0.00227997	0.00262027	0.00272157	0.00260668	0.00240341	0.00167627	0.00464989	0.00178774	0.00298272	0.00440251	0.00693337	0.00425116	0.00302733	0.00311723	0.00235918	0.00274447	0.00328936	0.00216839	0.00436405	0.0035665	0.00153004	0.000565472	0.00168507	0.00153959	0.00215701	0.00398146	0.00248935	0.00190283	0.00390636	0.00248294	0.00222014	0.00418976	0.0028736	0.00349008	0.00202944	0.00265028	0.00209567	0.00431949	0.00082084	0.00235106	0.00316101	0.00244746	0.00208327	0.00222418	0.00568818	0.00391235	0.00257385	0.00333862	0.00244469	0.00260288	0.00293874	0.00222743	0.00361462	0.00227416	0.001657	0.00477521	0.00250186	0.0027895	0.00337783	0.00214977	0.00229971	0.00435177	0.00340306	0.00200791	0.00259416	0.00385291	0.00316712	0.00129612	0.00213084	0.00271679	0.0019853	0.0020477	0.0023247	0.00363029	0.00223478	0.00159954	0.00295656	0.00297334	0.00141765	0.00227498	0.00529741	0.00461148	0.00149769	0.00267415	0.00104391	0.00259992	0.00123846	0.00521333	0.00241745	0.00267708	0.00324665	0.00203575	0.00118617	0.00132809	0.00392311	0.00247712	0.00267495	0.000251247	0.00188934	0.00144154	0.00168749	0.00410975	0.00187333	0.00215443	0.00134611	0.00171726	0.00134333	0.00283115	0.00153005	0.00166887
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.00944225	0.0108479	0.0111221	0.0127345	0.0112304	0.00975765	0.0100485	0.0107532	0.0066073	0.011351	0.0120108	0.00896639	0.0140099	0.0108497	0.0111888	0.011332	0.0102091	0.0122884	0.0104418	0.0130879	0.0109134	0.012101	0.0134122	0.0140369	0.0100722	0.0089823	0.00701655	0.0101236	0.00470467	0.0102213	0.0103929	0.0108687	0.0105919	0.0122501	0.0105826	0.0064782	0.0111438	0.00712815	0.0147589	0.00909158	0.0114995	0.011438	0.00628075	0.00919305	0.0107067	0.0125549	0.0107865	0.0111607	0.00987405	0.009534	0.00623277	0.0121655	0.00917685	0.00505457	0.0113416	0.00774588	0.0104276	0.00934233	0.0116242	0.0114494	0.0111359	0.0114634	0.00722542	0.00979631	0.010474	0.0103606	0.0127552	0.0110966	0.0116826	0.00668266	0.0104441	0.0124052	0.00652234	0.00941141	0.0163145	0.0077454	0.00828523	0.0111688	0.0101869	0.00964357	0.0115379	0.0118818	0.0117181	0.00930078	0.0101454	0.00950133	0.0116532	0.0115521	0.00554898	0.00983714	0.0122033	0.0103372	0.0096691	0.00948482	0.0107116	0.0109726	0.0114409	0.00960689	0.00981495	0.0102763	0.0116151	0.0110133	0.0108016	0.0136725	0.0107336	0.00777981	0.00908377	0.012236	0.0111128	0.00910082	0.00972359	0.0101773	0.0121175	0.0108306	0.0077357	0.0109584	0.0102766	0.00989402	0.011222	0.012087	0.0114236	0.0107415	0.00887256	0.0131082	0.00620014	0.00590975	0.0123612	0.0114647	0.0108796	0.0103954	0.0134045	0.00377368	0.0103209	0.00624535	0.0104661	0.00914804	0.0135221	0.0127826	0.00813953	0.0122381	0.00988499	0.0120521	0.0101351	0.0116073	0.00974261	0.00974041	0.0113756	0.0102349	0.0117723	0.0117187	0.0118008	0.0106973	0.0130558	0.0105598
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.010569	0.0115071	0.012304	0.0131048	0.0128726	0.0113965	0.0115322	0.0118767	0.00648308	0.0126932	0.0128109	0.00931351	0.0140449	0.0118937	0.0140675	0.0120522	0.0114075	0.0141265	0.01069	0.0140775	0.0123615	0.0126283	0.0137391	0.0145873	0.0125393	0.00965044	0.00887095	0.0112561	0.00446645	0.0112972	0.0111249	0.0116013	0.0121432	0.0125325	0.0110755	0.00643278	0.0119012	0.00707835	0.0158401	0.0100876	0.0132937	0.0134802	0.00627471	0.00990088	0.0127634	0.0135662	0.0116613	0.0120676	0.0104178	0.0125651	0.00619988	0.0138248	0.0107221	0.00507647	0.01211	0.00773944	0.0111425	0.0100707	0.0122815	0.0128393	0.0123474	0.0116282	0.00721582	0.0109751	0.0124256	0.0120738	0.0138278	0.0115085	0.0124193	0.00658367	0.0107174	0.0130535	0.0061927	0.00989566	0.0169203	0.00778886	0.00916904	0.0124374	0.0116472	0.0115824	0.0120228	0.0134249	0.0121916	0.0104078	0.0119101	0.0114491	0.0130988	0.0118803	0.00525276	0.0113519	0.0131009	0.0109721	0.0105744	0.0100314	0.01213	0.0123898	0.0121949	0.0104503	0.0119775	0.0112385	0.0118442	0.0123862	0.0117679	0.0145095	0.0118283	0.0079829399999999	0.0106251	0.0131235	0.0117004	0.00991191	0.011229	0.0109342	0.0123396	0.0130575	0.00865741	0.0123362	0.0117455	0.0111074	0.0117499	0.0126511	0.0118687	0.0110765	0.00922776	0.0133329	0.00594054	0.00570895	0.0131004	0.0126066	0.0117556	0.011219	0.0138124	0.00369063	0.0110577	0.00643691	0.0109852	0.00987287	0.0146302	0.0124858	0.00803974	0.0125575	0.0107943	0.0121783	0.0105487	0.0126843	0.00994251	0.0100604	0.0117818	0.010614	0.0124023	0.0125566	0.0130608	0.0112949	0.0139335	0.0115761
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.0103294	0.0112455	0.0121395	0.0143327	0.0125667	0.0110269	0.0111232	0.0114556	0.0063787	0.0123516	0.0125837	0.00915474	0.0143284	0.01154	0.0137089	0.0117339	0.0111375	0.0137627	0.010659	0.0137571	0.0121412	0.0124637	0.0138502	0.0142733	0.0121525	0.00930609	0.00877	0.0108557	0.0045294	0.0110281	0.0108394	0.0111028	0.011841	0.012339	0.0108719	0.00636557	0.0115675	0.00698896	0.0157517	0.00968998	0.0129133	0.0131565	0.00612527	0.00967398	0.0124084	0.0134133	0.0113971	0.0118536	0.0100486	0.0122348	0.00605429	0.0135254	0.010563	0.00485659	0.0118701	0.0076785	0.0107184	0.0101461	0.0120703	0.0125085	0.0120775	0.0125704	0.00712225	0.010614	0.0121672	0.0118966	0.0135683	0.0113949	0.0122148	0.00649505	0.010675	0.0128276	0.00624057	0.00976411	0.0167554	0.00762136	0.00901341	0.0121033	0.01139	0.0113781	0.0118336	0.0128454	0.0125502	0.0102536	0.0114355	0.0113067	0.0128745	0.0114557	0.00533767	0.0111135	0.0128149	0.010743	0.01021	0.00997839	0.0119602	0.011997	0.0118167	0.0102892	0.011683	0.0107669	0.0118087	0.0121091	0.011471	0.0143799	0.011623	0.00784806	0.0103902	0.0128919	0.0113537	0.00977742	0.0108773	0.0108301	0.0122376	0.0127268	0.008524	0.0120176	0.0113193	0.0108512	0.0116038	0.0124224	0.011746	0.0108863	0.00908878	0.0137639	0.00591782	0.00570808	0.0128681	0.012424	0.0115293	0.0109621	0.0137164	0.00357442	0.0109207	0.00639614	0.0108567	0.00977236	0.0145235	0.0128186	0.00794018	0.0123435	0.0106235	0.0123154	0.0103374	0.012555	0.00992426	0.00992581	0.0117279	0.010485	0.0122258	0.0124274	0.0128595	0.011064	0.0137219	0.0114133
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0.0	2.2933e-05	0.0	0.0	0.0	4.53414e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53687e-05	0.0	2.11935e-05	0.00013388	0.0	0.0	2.42174e-05	0.0	0.0	0.0	0.0	4.54329e-05	0.0	0.0	0.0	3.95705e-05	0.0	0.0	0.0	0.0	3.65678e-05	0.0	0.0	6.47444e-05	0.0	1.19004e-05	5.58033e-05	4.76995e-05	0.0	0.0	0.0	0.000115247	0.0	2.56196e-05	0.0	0.0	0.0	3.87822e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54096e-05	0.0	0.0	0.0	4.85722e-05	0.0	0.0	0.0	0.0	0.0	6.30151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000698426	0.0	1.48358e-05	0.0	0.0	0.0	0.0	0.0	5.48801e-05	0.0	0.0	0.0	2.00906e-05	0.0	1.10576e-05	0.0	0.0	0.0	3.16318e-05	0.0	0.0	0.0	0.0	0.0	2.01569e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64869e-05	0.0	0.0	0.0	3.60202e-05	0.0	0.0	0.0	0.0	5.20139e-05	0.0	0.0	0.0
PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	0.0	0.0	1.79987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92169e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91026e-05	5.78695e-05	0.0	0.0	3.47903e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53184e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.70876e-05	0.0	0.0	0.0	0.0	0.000118306	0.0	0.0	0.0	0.0	0.0	3.83182e-05	0.0	9.154e-05	0.0	0.0	0.0	0.0	0.0	3.01928e-05	0.0	0.0	0.0	4.78392e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000206907	0.0	0.0	0.0	0.0	7.33693e-05	0.0	0.0	0.0	0.0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0.0	0.0	3.73135e-05	0.0	0.000148863	0.0	3.25578e-05	7.08713e-05	0.0	0.0	0.0	0.00053887	0.000324778	0.0	0.0	4.07437e-05	0.0	0.000131592	0.0	0.0	0.0	0.0	0.0	5.66063e-05	0.0	0.0	0.0	0.0	0.0	4.80364e-05	5.14235e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000135195	0.0	0.0	0.0	0.000227005	8.0678e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000474112	0.0	0.0	4.2542e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000160704	0.0	0.0	0.0	0.0	6.94868e-05	0.0	0.0	0.0	0.0	0.000172845	0.0	2.50733e-05	0.0	1.31663e-05	0.0	0.0	0.000188263	3.58115e-05	0.0	0.0	0.000524553	0.0	0.0	0.0	0.0	9.01222e-05	0.0	6.7424e-05	0.0	0.0	0.0	0.0	0.000195145	0.0	0.000372959	0.0	0.0	0.0	0.0	0.000337641	0.0	0.0	0.0	0.0	0.0	1.72403e-05	0.0	0.000186673	0.0	0.0	0.0	1.61579e-05	0.0	0.0	0.0	0.0	1.19993e-05	0.0	4.43469e-05	0.000265936	4.55948e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000216361	0.000129981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67926e-05	2.17582e-05	0.0	0.0	0.0	9.34074e-05
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000130083	0.0	0.0	0.000135945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.00252165	0.00214814	0.00259279	0.00270106	0.00370153	0.00366252	0.00116649	0.00104221	0.000219521	0.00140606	0.00129174	0.000723159	0.000150288	0.00258757	0.00203028	0.00103397	0.00213235	0.00342742	0.00217176	0.00151406	0.00314451	0.00187428	0.00103198	0.00238713	0.00211054	9.27738e-05	0.000352596	0.00243395	0.000230689	0.00165935	0.00108814	0.00312521	0.00199928	0.00182656	0.00168529	0.00122601	0.00172798	0.00300415	0.00031375	0.00207975	0.00274025	0.00317575	0.00145157	0.000197365	0.00180444	0.00208819	0.000891371	0.0011519	0.00161819	0.00179855	0.000140825	0.00202376	0.0017632	0.000488079	0.0	0.000347767	0.0016371	0.00156654	0.0028345	0.00127409	0.00210148	0.00168465	0.0010412	0.00029262	0.00150022	0.000376963	0.00161603	0.00200077	0.00195476	0.00104868	0.000736674	0.00200269	0.000303273	0.00268028	0.000913301	0.0016142	0.00155399	0.00229289	0.00237549	0.00265937	0.0019462	0.00243269	0.000305871	0.00150632	0.000318268	0.00110006	0.0021351	0.00144317	0.00076491	0.0015805699999999	0.00187452	0.00134686	0.00299305	0.00123017	0.0023741	0.00123238	0.000814821	0.00146814	0.00133406	0.000205696	0.00162843	0.00186431	0.00292204	0.00111107	0.00156046	0.00114006	0.00161763	0.00239528	0.00191402	0.000797784	0.00107745	0.000362026	0.00158827	0.00143181	0.00173854	0.0020146	0.0010311	0.000580915	0.00246373	0.00140893	0.00169469	0.000707788	0.00199019	0.00125886	0.00155727	0.000198011	0.00204915	0.0035174	0.000933857	0.00272459	0.000902091	0.000124762	0.00300011	0.00225335	0.00109502	0.00148707	0.00112229	0.000969005	0.000721827	0.0014808	0.00105987	0.00147385	0.00185395	0.000643244	0.00128537	0.00239521	0.000532248	0.00242929	0.00261366	0.0019278	0.00195337	0.000695587	0.00312289	0.000889302
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	5.80744e-05	9.34613e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.95725e-05	0.0	8.15507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000175791	0.0	0.0	0.0	0.0	0.000365923	0.0	1.28176e-05	0.0	0.0	0.00336752	0.0	0.0	0.0	0.0	5.84622e-05	0.0	7.76923e-05	0.0	7.88536e-05	0.0	0.0	0.0	0.0	0.000231679	0.0	0.0	0.0	0.0	0.000152451	0.0	0.0	0.0	0.0	0.000254464	0.0	3.90167e-05	0.0	0.0	0.0	0.0	7.58575e-05	5.43802e-05	0.0	0.00011036	0.0	0.0	0.0	3.62592e-05	0.0	0.0	0.0	0.000697554	0.0	0.0	0.0	0.0	0.0	0.0	0.000921091	0.0	0.0	5.49318e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000105925	0.0	7.23233e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000331602	0.0	0.0	0.000135079	9.80695e-05	0.000188676	0.0	0.0	0.0	0.0	0.0	0.0	0.00020361	0.000162286	4.88021e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.0	3.78391e-05	0.0	0.0	0.0	0.0	0.0	1.2134e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000190087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95867e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.25908e-05	0.000238962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27239e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47112e-05	0.0	0.0	0.0	0.0	8.45456e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18879e-05	2.28072e-05	0.0	0.0	1.80606e-05	4.53108e-05	0.0	0.0	0.000123601	0.0	1.08006e-05	8.5467e-05	0.0	0.0	0.0	4.97641e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68456e-05	0.0	0.000179266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09582e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65942e-05	0.0	2.28339e-05	0.0	3.21047e-05	2.79253e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.87914e-05	0.00026609	0.0	1.29448e-05	0.0	0.0	6.27703e-05	0.0	2.4537e-05	0.0	0.0	9.91692e-05	4.21349e-05	0.0	0.0	0.0	2.57669e-05
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.00150339	0.000549588	0.00132972	0.000490057	0.00114661	0.000350059	0.000252207	0.000879304	0.0015269	0.000986632	0.00103761	0.00152487	0.000456667	0.000159991	0.00125822	0.000515542	0.00127721	0.000931643	0.0010105	0.000781916	0.00130811	0.000866565	0.000718146	0.00113957	0.000982615	0.00117652	0.00155274	0.000444094	0.00143176	0.000707292	0.000876991	0.00102755	0.00106022	0.000233305	0.000873747	0.00167815	0.000650302	0.0014273	0.000402741	0.00108556	0.000791095	0.000545531	0.0012221	0.00101527	0.000712945	0.000766515	0.000325318	0.000441006	0.000132794	0.000571086	0.000917103	0.000980517	0.0014826	0.00127779	0.000328335	0.00129534	0.000345014	0.00160754	0.000758816	0.00152762	0.000224014	0.000603956	0.00184017	0.00018831	0.000257863	0.000560998	0.000522833	0.000981173	0.00152244	0.00109307	0.00237214	0.00127034	0.00120855	0.000551378	0.00025199	0.00163482	0.000705212	0.000921017	0.000442813	0.000415764	0.000703198	0.000682454	0.000344326	0.00092394	0.000405445	0.000298678	0.00136737	0.000224208	0.000840917	0.000661532	0.00137998	0.000785768	0.00115747	0.000869456	0.00087399	0.000172619	0.000283015	0.00145411	0.00113937	0.000390175	0.00140855	0.000956592	0.000405227	0.000445366	0.000769242	0.00144518	0.000821201	0.000626831	0.000241492	0.00105905	0.000694215	0.000946587	0.000764775	0.00110137	0.000655716	0.000572342	0.000662135	0.00100612	0.00169447	0.00080798	0.00282137	0.00106253	0.00112741	0.0012753	0.00310328	0.000957122	0.00130258	0.0011	0.00145595	0.0009014	0.000884084	0.00180946	0.00145353	0.00134483	0.001667	0.00124858	0.00175857	0.000976368	0.00226142	0.00196299	0.00093001	0.000120502	0.000787144	0.0015585	0.00100666	0.001236	0.00169791	0.00118871	0.00198485	0.000835575	0.00174125	0.000865101	0.00127578	0.00062902
PWY-6518: bile acids epimerization	0.0	0.0	0.0	0.0	0.0	0.0	2.5499e-05	3.33888e-05	3.37149e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29697e-05	0.0	0.0	0.0	0.0	0.0	4.79897e-05	0.0	8.08969e-06	8.08026e-05	2.79308e-05	1.12378e-05	0.0	0.0	0.0	0.0	0.0	5.28916e-05	0.0	0.0	1.77681e-05	4.93121e-05	0.0	2.15932e-05	2.82531e-05	0.0	9.62629e-05	2.45868e-05	1.22687e-05	1.48607e-05	1.95846e-05	0.0	0.0	0.0	2.53467e-05	7.0983e-06	0.000134759	0.0	6.27818e-05	0.0	0.000117496	0.000183067	1.79e-05	0.000205311	0.0	5.57354e-05	0.0	0.0	0.0	0.0	3.35606e-05	0.0	0.0	0.0	0.0	1.49427e-05	0.0	3.19458e-05	0.0	0.0	0.0	0.0	0.0	5.56483e-05	2.67729e-05	1.74432e-05	0.0	0.0	0.0	3.47043e-05	1.77833e-05	0.0	0.0	0.0	6.41014e-05	0.0	0.0	0.0	0.0	0.0	0.000244605	0.0	0.0	0.0	0.000137464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48872e-06	0.0	0.0	0.0	6.03836e-05	0.0	1.40788e-05	0.0	0.0	0.0	4.93025e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.09372e-05	0.0	0.0	0.0	2.12539e-05	9.36595e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19247e-05	3.7986e-05	0.0	0.0	0.0	4.51836e-05	0.0	0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.00183209	0.000678951	0.00112761	0.000338767	0.000765599	0.000291233	0.000242259	6.16745e-05	0.00259756	4.74123e-05	0.000444664	0.00177299	0.000865099	0.000553837	0.0010637	8.37435e-05	0.000950494	0.000286308	0.00191032	0.000344516	0.000388028	0.00251886	0.000784766	0.000639403	0.00108927	0.00142583	0.00269394	0.00136903	0.00379287	0.00066119	0.000306403	0.0	0.0004072	0.0	0.00155779	0.00349683	0.000645753	0.00432358	0.000866578	0.00225251	0.00038515	0.000755858	0.00266096	0.00110078	0.000355845	0.000689474	0.000766805	0.000654549	0.000589408	0.00033379	0.0026746	0.00051554	0.00144498	0.00474563	0.00041111	0.00202178	0.000447963	0.00149793	0.00110016	6.91635e-05	0.000317396	0.00198311	0.00302062	0.000356236	0.000377491	0.00204492	0.00116678	0.00182649	0.000538665	0.00394045	0.00132966	0.00193387	0.00258935	0.00297143	0.000886824	0.00411159	0.00258802	0.000292192	0.000535942	0.000790725	0.00206995	0.0	0.000644335	0.00154783	0.0	0.00133904	0.000925468	0.000710628	0.00359062	0.000877451	0.000310826	0.000582758	0.000263911	0.00174477	0.000612573	0.000153814	9.30297e-05	0.00292156	0.000775541	0.000492631	0.00045973	0.000724687	0.000641185	0.000392975	0.000998061	0.00201576	0.00113672	0.000542747	0.000669837	0.00194342	0.000879664	0.00152554	0.00125104	0.000562727	0.00133515	0.000503042	0.00097238	0.00233928	0.00209388	0.00138308	0.000910819	0.00172626	0.00288689	0.000633356	0.00445061	0.0037913	0.00128212	0.00106354	0.00183464	0.00071389	0.00057548	0.00464921	0.00191156	0.00282497	0.000400965	0.0026997	0.000687458	0.00024391	0.00220814	0.00116083	0.001829	0.00482851	0.00204945	0.000641174	0.00176397	0.00120349	0.00135956	0.000853252	0.000794781	0.00250528	0.000788892	0.00108645	0.000398414	0.00182413
PWY-6527: stachyose degradation	0.00623984	0.00636447	0.00688711	0.00635279	0.00749087	0.007809	0.00792665	0.00995592	0.00467339	0.00675225	0.00923428	0.00486209	0.00266993	0.0083758	0.00486282	0.010134	0.00791984	0.00588839	0.00428382	0.00656547	0.00753342	0.00571184	0.00578583	0.00563414	0.00646036	0.0108165	0.00531607	0.00663984	0.00430846	0.00849638	0.00931943	0.0128042	0.00838927	0.00917013	0.00673564	0.00412279	0.00719725	0.00276341	0.00664901	0.00494458	0.00666673	0.00580456	0.00458839	0.00945307	0.00672748	0.00554066	0.00670866	0.00763403	0.00534216	0.00522944	0.00470659	0.00431957	0.00512791	0.00479199	0.00993664	0.00482995	0.00835224	0.00556605	0.00654947	0.00906575	0.0106952	0.00328447	0.00454351	0.00767626	0.0090639	0.00492465	0.00434596	0.00492938	0.00745101	0.00327936	0.00588534	0.0049497	0.0031948	0.00352157	0.00373895	0.00344703	0.00408744	0.00933568	0.00790114	0.00547982	0.00635489	0.0118781	0.00473195	0.00641684	0.00759964	0.00458125	0.00582609	0.0060219	0.00452088	0.00553267	0.00777032	0.00944585	0.00983594	0.00486015	0.00729488	0.00963289	0.00836403	0.00343775	0.004881	0.00658892	0.01152	0.00675288	0.00669576	0.00391678	0.00644473	0.00483882	0.00446926	0.00733282	0.0049207	0.00715834	0.00674544	0.0066359	0.00656073	0.00915982	0.00652626	0.00818604	0.00602651	0.00592612	0.0087203	0.00430372	0.00553632	0.00874841	0.00641675	0.00495079	0.00437728	0.00404232	0.0064976	0.00639196	0.00508689	0.00831818	0.00543082	0.00305154	0.00483822	0.0042873	0.00949094	0.00297362	0.006208	0.00103367	0.00455044	0.00865949	0.00660917	0.00100769	0.00790569	0.00385615	0.00385939	0.00644006	0.00347642	0.00640522	0.00606651	0.00407329	0.0069357	0.00858434	0.00701905	0.00307714
