# Pathway	SID31004	SID31009	SID31021	SID31030	SID31071	SID31112	SID31129	SID31137	SID31159	SID31160	SID31188	SID31219	SID31223	SID31233	SID31236	SID31237	SID31256	SID31267	SID31275	SID31276	SID31282	SID31285	SID31300	SID31328	SID31333	SID31337	SID31343	SID31360	SID31367	SID31379	SID31398	SID31416	SID31424	SID31428	SID31431	SID31446	SID31449	SID31450	SID31452	SID31455	SID31477	SID31489	SID31493	SID31501	SID31512	SID31519	SID31537	SID31549	SID31557	SID31582	SID31637	SID31685	SID31700	SID31705	SID31711	SID31714	SID31723	SID31749	SID31750	SID31766	SID31865	SID31866	SID31868	SID31870	SID31871	SID31872	SID31873	SID31874	SID31875	SID31876	SID31877	SID31878	SID31879	SID31880	SID31881	SID31883	SID31884	SID530002	SID530018	SID530026	SID530028	SID530039	SID530041	SID530050	SID530052	SID530054	SID530055	SID530074	SID530075	SID530119	SID530142	SID530154	SID530163	SID530167	SID530168	SID530172	SID530177	SID530185	SID530215	SID530227	SID530251	SID530258	SID530262	SID530295	SID530297	SID530315	SID530323	SID530331	SID530348	SID530364	SID530368	SID530373	SID530394	SID530398	SID530403	SID530444	SID530450	SID530451	SID530558	SID530600	SID530623	SID530697	SID530705	SID530743	SID530756	SID530840	SID530867	SID530890	SID531128	SID531155	SID531248	SID531274	SID531277	SID531281	SID531333	SID531352	SID531361	SID531382	SID531403	SID531414	SID531416	SID531424	SID531469	SID531663	SID531766	SID531775	SID532305	SID532749	SID532779	SID532796	SID532802	SID532826	SID532832	SID532915
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.77531e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.00179275	0.00064024	0.00132385	0.000350948	0.000841068	0.000316102	0.000247815	0.000101545	0.00284743	3.92913e-05	0.000332186	0.00169467	0.000966598	0.000616866	0.00111486	0.000328544	0.00108764	0.000268149	0.00189445	0.000334731	0.00034457	0.00318724	0.000747433	0.000588329	0.00140731	0.0015843	0.00445865	0.00125582	0.00406589	0.000786379	0.00028388	0.000472272	0.000399668	0.0	0.00159938	0.00361528	0.000615896	0.00455321	0.000826592	0.00241718	0.00055852	0.000772544	0.00248545	0.00103332	0.000312825	0.000695397	0.00143088	0.000660647	0.000667923	0.000705701	0.00247611	0.000548192	0.00152285	0.00554061	0.000492506	0.00183967	0.000435067	0.00174964	0.00117659	7.91858e-05	0.00035015	0.00248794	0.00379523	0.00101016	0.000491998	0.00212193	0.00113793	0.00163686	0.000469498	0.00455618	0.00116456	0.00186105	0.0026512	0.00283678	0.000888658	0.00425864	0.00385136	0.000335417	0.000617139	0.00145519	0.00195453	0.0	0.00104345	0.00145476	0.00108549	0.00264361	0.00103476	0.00184588	0.00363836	0.00189323	0.000286648	0.00113237	0.000286603	0.00219809	0.000629233	0.000326376	9.08268e-05	0.00376998	0.00114634	0.000910892	0.000513004	0.00100903	0.000687313	0.000346546	0.00108718	0.00208004	0.00119181	0.000476359	0.0011909	0.00211704	0.00139776	0.00174067	0.00114097	0.00086213	0.00131257	0.000604119	0.000999408	0.00283812	0.0022279	0.00138107	0.00082857	0.00197028	0.00289457	0.000553608	0.00447541	0.00391136	0.00116941	0.000983916	0.00207584	0.000689844	0.000511265	0.00515518	0.00177513	0.00363951	0.00039032	0.00291164	0.000631216	0.000201528	0.00234466	0.00108087	0.00176605	0.00428844	0.00195394	0.000545506	0.00146652	0.00123451	0.0011551	0.000818757	0.000653746	0.00247979	0.000730895	0.000966234	0.000336156	0.00176998
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.000839509	0.000313548	0.00100792	0.000388824	0.000812332	0.000149293	0.000252632	0.000139741	0.00215081	3.66293e-05	7.87001e-05	0.00139047	0.000254559	0.000671508	0.000637523	0.000189679	0.00106341	0.00023644	0.000963517	0.000336427	0.000272052	0.000424603	0.000119996	0.000511723	0.00102364	0.00104367	0.000662539	0.000512434	0.00322204	0.000241515	0.0002212	0.0	0.000419261	0.0	0.000327826	0.00275467	0.000679859	0.000110892	0.000376932	0.000976474	0.000525468	0.000848342	0.00239118	0.000609591	0.000256883	0.000767309	0.000636996	0.000728422	0.000654631	0.00054785	0.00215651	0.000475403	0.00116709	0.00357496	0.00048608	0.00155076	0.000481252	0.000933064	0.000757845	8.79186e-05	0.000387529	0.00114595	0.0027762	0.000285339	0.000144048	0.000140944	0.000621474	0.000303768	0.000136632	0.00214796	8.6944e-05	0.000417632	0.00219892	0.000535849	0.00076458	0.00183372	0.00113261	0.000371162	0.000624134	0.00134294	5.20478e-05	0.0	0.0	0.000421247	0.0	0.000600133	0.0	0.00098574	0.00307569	0.000704189	0.000251751	0.00072214	0.000317397	0.000946539	0.000694541	0.000306734	0.0	0.000883449	0.000713166	0.0	0.000312985	0.000330463	0.000756603	0.000188751	0.000484229	0.00150711	0.00112147	0.000137558	0.000912273	0.00109337	0.000872686	0.000246673	0.00045397	0.000557229	0.0010005	0.00061835	0.000570757	0.00121542	0.000230427	0.000194119	0.000164564	0.000429614	0.0005787	0.000249759	0.00296411	0.00306861	0.00030988	0.00108001	0.000344627	0.000757983	0.0001329	0.00401514	0.00106306	0.00294414	0.000192425	0.00120033	0.000663974	0.0	0.000982481	0.000238905	0.000530973	0.0	0.000354085	0.000370075	0.000733808	0.00130862	0.0	0.000836152	0.000118977	0.000138866	0.000353387	0.000200117	0.000171148	0.000861846
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.000666015	0.0	0.0	0.000346444	0.0	0.000157077	0.000245709	0.000130102	0.00258455	0.0	0.000137927	0.00168056	0.000380383	0.000126084	0.0	0.000199517	0.000251532	0.0	0.00130319	0.00020075	0.000242927	0.0	0.000218775	0.0	0.0	0.00136886	0.00115882	0.000133778	0.00361876	0.000246987	0.000298624	0.0	0.0	0.0	0.000553774	0.00313588	0.0	0.000217027	0.000538034	0.00147821	0.0	0.0	0.00263078	0.000833035	0.0	0.000297295	0.0	0.000558299	0.000398084	0.000665125	0.00249969	0.0	0.00144966	0.00438723	0.000434031	0.00183731	0.000461255	0.0013193	0.000524057	0.0	0.00024707	0.00164105	0.00333325	0.000253144	0.0	0.000270869	0.0	0.000223822	0.0	0.00297929	0.000168469	0.0	0.0025463	0.000834325	0.0	0.00264498	0.00180182	0.0	0.000196121	0.000621598	0.0	0.0	0.0	0.000704391	0.0	0.000285636	0.0	0.000698158	0.00349298	0.0	0.0	0.000967194	0.000366698	0.00141594	0.000250002	0.0	0.0	0.00147915	0.00040295	0.0	0.000431535	0.0	0.000570935	0.0	0.0	0.00189656	0.00119369	0.0	0.0	0.00145429	0.000464963	0.000452932	0.0	0.0	0.00126027	0.000339566	0.0	0.00181528	0.0	0.0	0.0	0.0	0.00101333	0.00039403	0.00366728	0.0035088	0.0	0.00123529	0.000375388	0.000725452	0.000163824	0.00447229	0.00054457	0.00345949	0.000299581	0.00184494	0.0	0.0	0.00149508	0.0	0.000771243	0.0	0.000629752	0.000258811	0.000284426	0.00116426	0.0	0.0	0.000182797	0.0	0.000546149	0.000350618	0.0	0.000686828
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.000832616	0.00199554	0.00184671	0.00147064	0.00112439	0.000133952	0.000334244	0.00171598	0.00017703	0.00250932	0.00209248	0.00130333	0.000393761	0.00082405	0.00224822	0.00153556	0.00199609	0.00181471	0.000898408	0.00180998	0.0014239	0.00181993	0.00130626	0.00214229	0.00195878	0.000704375	0.00109907	0.00174754	0.000176541	0.000928097	0.000726052	0.00113599	0.000922455	0.00097513	0.00172519	0.00111141	0.000694396	0.00123031	0.000839907	0.0016613	0.00117325	0.00124757	0.000132257	3.20376e-05	0.00191644	0.00201438	0.000556566	0.00159571	0.00123202	0.0015036	0.000321301	0.000723974	0.00190645	6.74768e-05	6.22695e-05	0.000553091	0.000527842	0.00188371	0.00120096	0.00192298	0.00125392	0.00100618	0.0010431	0.000865651	0.000769535	0.000737869	0.000942474	0.00127397	0.00231364	0.000580779	0.00247922	0.00250092	0.000403959	0.000867513	0.00062677	0.000673829	0.000475795	0.000851598	0.00117353	0.000889161	0.00130643	0.000939233	0.000641254	0.00157256	0.000555879	0.0014094	0.00241637	0.00266003	0.000254164	0.0018211	0.00158773	0.000317876	0.000915385	0.000550939	0.00181003	0.000934498	0.00120001	0.00147756	0.00190081	0.000499999	0.000267861	0.00210863	0.0016475	0.000889154	0.00228264	0.000437107	0.000574274	0.00156461	0.00138433	0.00184715	0.00157878	0.00214787	0.00150025	0.00242039	0.0014595	0.000949324	0.00174778	0.00113113	0.00143911	0.00154932	0.00318052	0.00211111	0.00189244	0.00160757	0.000477327	0.000211365	0.00197302	0.00169715	0.00185286	0.0011982	0.00113142	4.31258e-05	0.00242348	0.000887032	0.000767765	0.000759654	0.00200229	0.00110304	0.00141847	0.00273464	0.00164288	0.000121142	0.000984615	0.00194461	0.00146676	0.00213845	0.00114072	0.000663437	0.00247232	0.00151455	0.00238308	0.00110762	0.00160492	0.00114596
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000189066	0.00127484	0.000217958	0.0	0.0	5.09015e-05	0.000410975	0.0	0.00121143	0.0	2.23283e-05	0.000601973	6.7977e-05	0.000715429	3.01874e-05	2.23584e-05	1.56794e-05	4.11063e-05	0.000359783	1.87214e-05	1.79921e-05	1.78699e-05	0.000161824	8.96205e-05	3.85819e-05	0.000681632	0.000693405	0.000107144	0.00037673	0.000516132	0.000156074	0.00121149	0.0	0.0	0.000133456	0.000462626	0.000142907	0.000756342	0.000136898	0.00061205	1.00919e-05	0.0	0.00107114	7.15582e-05	0.0	5.80995e-05	0.000350432	0.0	0.000568843	0.000244755	0.000824968	0.0	0.000502059	0.000417931	0.000148048	0.000905469	0.000469104	0.000368163	0.000343797	0.000257122	0.000136387	0.00026719	0.0010291	9.59906e-05	0.0	6.89003e-05	0.0	3.56363e-05	2.74412e-05	0.000825674	4.78875e-05	0.0	0.000789006	0.000122087	7.49129e-05	0.000599779	0.000585202	0.0	2.11278e-05	0.000195363	0.000117028	0.0	0.000200916	0.000197098	0.000419004	7.18932e-05	5.09205e-05	0.0	0.00084736	0.000287316	0.0	0.000246703	7.06775e-05	0.000450198	7.66187e-05	0.000472154	0.000390809	0.000632074	0.0	0.0	0.000135008	0.0	0.000152919	0.0	0.000209684	0.000596899	0.00054384	0.0	0.0	0.000579856	5.70252e-05	0.000161136	6.17552e-05	0.0	0.00112414	0.0	9.56819e-05	0.000501899	5.63988e-05	2.90383e-05	0.0	1.91459e-05	0.000132709	1.1414e-05	0.000994473	0.000388857	0.0	6.69921e-05	2.07509e-05	0.000755234	0.0	3.24023e-05	9.99644e-05	2.47164e-05	5.36337e-05	0.000412284	4.65051e-05	0.0	0.000532322	0.0	0.000142334	0.0	0.000448898	2.17175e-05	2.82274e-05	0.000490522	3.52004e-05	9.58595e-05	0.000189476	0.0	0.000113953	0.000108045	3.54971e-05	4.45555e-05
PWY-6305: superpathway of putrescine biosynthesis	0.00056338	0.000989248	0.000520388	0.000628917	0.00027042	0.000557348	0.000515142	0.000197151	0.00276292	0.000408067	0.000373656	0.0021926	0.000558586	0.000261226	0.000496584	0.000245281	0.000285842	0.000605568	0.000962863	0.00128597	0.000372682	0.00213455	0.00039039	0.000598228	0.000205174	0.00199688	0.000922975	0.000589063	0.00362238	0.000427476	0.000127482	2.46234e-05	0.000104068	0.00016244	0.000675888	0.00267095	0.000478683	0.00301752	0.000410995	0.00173918	0.000233259	0.000796888	0.00259194	0.000525281	0.000197354	0.000551703	0.000142724	0.000329297	0.000166074	0.000450707	0.00260347	0.000450899	0.00219511	0.0033239	0.00043846	0.00226497	0.00051984	0.00127155	0.000649517	0.000238093	8.5511e-05	0.00118216	0.00242515	0.000201765	0.000138006	0.000283504	0.00112286	0.00156661	0.000872881	0.00307903	0.00266546	0.00212664	0.00378201	0.00193378	0.000942297	0.00196469	0.00141981	0.000133823	0.000141249	0.000226791	0.00185159	0.000106462	0.000238697	0.00135019	9.64599e-05	0.000512597	0.000239599	0.000115844	0.00278382	0.000987012	0.000445281	0.000505281	0.000312438	0.00165515	0.000579538	0.000120668	0.000164021	0.00169446	0.000319684	0.000643432	0.000576052	0.000575233	0.000919756	0.000687001	0.000330151	0.00216301	0.00185946	0.000691661	0.000118937	0.00169497	0.000185339	0.000709336	0.00215328	0.000162431	0.00120219	0.000185572	0.000501528	0.00188487	0.00141903	0.000800102	0.000991044	0.00145447	0.0018379	0.00111149	0.00269541	0.0038595	0.00168099	0.00117781	0.00188428	0.000375971	0.000714832	0.0042266	0.0017231	0.0024086	0.000479686	0.00180562	0.00156249	0.00149466	0.0020426	0.00116682	0.00123561	0.000501016	0.00203554	0.00111501	0.00206243	0.00142333	0.00151124	0.00134361	0.00133696	0.00188335	0.00141876	0.000199318	0.00130312	0.0017945
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94027e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6313: serotonin degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56015e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00900966	0.00872721	0.00819402	0.00626967	0.00891567	0.00824763	0.00852874	0.00855661	0.00499671	0.0100181	0.00877214	0.00546596	0.00303296	0.00969408	0.00786928	0.010998	0.00989258	0.0079928	0.00488725	0.00745789	0.0102822	0.00710896	0.0058953	0.00712223	0.00867131	0.0088998	0.00657941	0.00927803	0.00412493	0.00831997	0.00947691	0.0106894	0.0094394	0.0113708	0.00703869	0.0056185	0.0100791	0.00398035	0.0062688	0.00595198	0.00796448	0.00753868	0.00555919	0.0086735	0.00786793	0.0070722	0.00756177	0.00827474	0.00657159	0.00753828	0.00549083	0.00507209	0.00648456	0.00376946	0.0111506	0.00626574	0.00981288	0.00705078	0.00787951	0.00985774	0.0098421	0.00403537	0.0045933	0.00934708	0.0104317	0.00731612	0.00584865	0.00560733	0.00830839	0.00439315	0.00666925	0.00609197	0.00479402	0.0053337	0.0055512	0.0042516	0.00506062	0.0111197	0.00950869	0.00657189	0.00741928	0.0103079	0.00515527	0.00672988	0.00903422	0.00693526	0.00761195	0.00652908	0.00503262	0.00781566	0.00808913	0.0097548	0.00822748	0.0058491	0.00886378	0.0105115	0.0094834	0.00472002	0.00769543	0.00961961	0.00998192	0.00854459	0.00840277	0.00551731	0.0083132	0.0063758	0.00621563	0.00790125	0.00698017	0.00708076	0.00897815	0.00664404	0.00663366	0.00833835	0.0073319	0.009462	0.00781014	0.00540764	0.008159	0.00601446	0.00661586	0.00914098	0.00814826	0.00541971	0.00501099	0.00416016	0.00637249	0.00766156	0.00647446	0.00814868	0.00555234	0.00330095	0.00650274	0.00478602	0.00806199	0.0050823	0.00625121	0.00254742	0.00504377	0.00834751	0.0068602	0.0023459	0.00854991	0.00557815	0.00575536	0.00710784	0.00424367	0.00768405	0.00661975	0.00553771	0.00749117	0.00794396	0.00774233	0.00580432
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	0.0	0.0	0.0	0.0	0.0	0.0	1.01175e-05	0.0	6.92125e-05	0.0	0.0	5.21846e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.67269e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.55828e-06	4.83965e-05	0.0	8.63097e-05	0.0	0.0	0.0	0.0	0.0	1.48256e-05	0.000144506	0.0	0.0	0.0	0.0	0.0	0.0	8.68652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000135586	0.0	4.26874e-05	0.0	0.0	6.87891e-05	2.40335e-05	0.0	2.06338e-06	0.0	0.0	0.0	8.41305e-05	8.97106e-06	0.0	1.46344e-05	0.0	0.0	0.0	2.0942e-05	7.29059e-06	0.0	6.35741e-05	0.0	0.0	6.37876e-05	2.92684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87953e-06	0.0	5.47781e-05	0.0	0.0	0.0	1.22243e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49591e-05	1.97063e-05	0.0	0.0	0.000121494	0.0	1.71258e-05	0.0	0.0	0.0	0.0	0.0	5.31763e-05	0.0	0.0	0.0	0.0	9.33458e-05	0.0	7.18641e-05	5.61083e-05	0.0	4.21667e-06	0.0	0.0	0.0	0.000178228	4.53761e-06	0.000502064	2.5685e-05	1.89924e-05	0.0	0.0	0.000133972	0.0	1.7057e-05	0.0	0.0	2.55559e-05	0.0	5.04948e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45836e-06
PWY-6328: L-lysine degradation X	0.0	0.0	0.0	0.0	0.0	0.0	7.7021e-06	0.0	5.60407e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34628e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.13513e-05	5.67214e-05	0.0	0.000811374	0.0	0.0	0.0	0.0	0.0	3.59554e-05	5.5008e-06	0.0	1.60965e-05	0.0	0.0	0.0	0.0	0.000130903	8.39744e-05	0.0	4.32473e-06	0.0	0.0	0.0	0.0	0.000278914	0.0	9.99824e-06	0.0	0.0	0.000269028	2.83212e-06	0.0	0.0	0.0	0.0	4.72233e-05	0.000388541	1.77754e-05	0.0	4.72112e-05	0.0	3.53707e-06	0.0	0.000236287	0.0	0.0	0.000692726	8.14892e-06	0.0	1.58867e-05	0.000227557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000932904	0.0	0.0	0.0	4.30206e-06	5.69662e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.66907e-05	0.000118011	0.0	0.0	7.61172e-05	0.0	5.25259e-05	0.0	0.0	0.0	0.0	0.0	0.000110539	0.0	2.2756e-05	0.0	0.0	0.0	0.0	9.15552e-05	6.85882e-05	0.0	2.96961e-05	0.0	0.0	0.0	1.35711e-06	3.16694e-06	0.0	6.79561e-06	9.84023e-05	0.0	0.0	0.000129929	0.0	3.01525e-05	0.0	3.3132e-05	0.0	0.0	0.000127495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42879e-05
PWY-6349: CDP-archaeol biosynthesis	0.0	8.07732e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4848e-05	0.0	1.57693e-05	0.00125005	0.0	0.0	0.0	0.0	0.0	9.72222e-05	0.000338536	0.0	0.0	0.000105831	0.0	5.39949e-05	0.0	0.0	0.0	2.59628e-06	0.0	0.0	0.0	0.0	0.0	0.000204463	0.0	0.0	0.0	0.0	0.0	0.0	0.000512453	0.0	0.0	0.0	2.37771e-05	0.0	0.000205417	0.0	0.000236963	0.0	0.00293412	0.00011877	0.0	0.0	0.0	0.0	0.00027008	0.0	0.0	0.0	0.00119632	4.49479e-05	0.0	0.0	0.0	0.0	3.48239e-05	0.0	0.0	0.0	0.0	8.49778e-05	4.68529e-05	0.0	0.0	0.00036746	0.0	0.0	0.000175384	6.64168e-05	0.0	0.00209827	0.0	0.0	0.000422519	0.000226116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000437813	0.000313796	0.0	0.0	0.0	0.0	0.000991333	0.000210708	0.0	0.0	4.71367e-05	0.0	0.0	0.0	0.000679713	0.0	0.0	0.0	0.0	0.000217116	0.000108557	0.0	0.000768932	0.000204804	0.0	0.0	0.0	0.0	0.00024026	3.21757e-05	0.0	0.00027383	0.0	0.0	1.50367e-06	0.0	0.0	0.0	0.000594937	0.0	8.68536e-05	0.0	0.0	0.0	0.0	0.0	0.000140245	0.0	0.0	0.0	0.0	0.0	0.0	7.67935e-05	0.0	0.0	0.00111078
PWY-6350: archaetidylinositol biosynthesis	0.0	7.18589e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.61425e-05	0.0	1.18336e-05	0.0011853	0.0	0.0	0.0	0.0	0.0	7.69812e-05	0.000309174	0.0	0.0	9.23624e-05	0.0	4.95878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000173686	0.0	0.0	0.0	0.0	0.0	0.0	0.000458523	0.0	0.0	0.0	1.62479e-05	0.0	0.000166881	0.0	0.000208653	0.0	0.00247073	0.000109612	0.0	0.0	0.0	0.0	0.000250677	0.0	0.0	0.0	0.00112287	4.1338e-05	0.0	0.0	0.0	0.0	3.08123e-05	0.0	0.0	0.0	0.0	7.58243e-05	3.91186e-05	0.0	0.0	0.0003346	0.0	0.0	0.000149367	5.40594e-05	0.0	0.00179606	0.0	0.0	0.000380549	0.00019871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000423006	0.000272803	0.0	0.0	0.0	0.0	0.000932038	0.000170213	0.0	0.0	3.08716e-05	0.0	0.0	0.0	0.000636751	0.0	0.0	0.0	0.0	0.00016376	9.89065e-05	0.0	0.000700663	0.000188385	0.0	0.0	0.0	0.0	0.000206444	2.78402e-05	0.0	0.000247555	0.0	0.0	0.0	0.0	0.0	0.0	0.000552479	0.0	7.66968e-05	0.0	0.0	0.0	0.0	0.0	0.000106521	0.0	0.0	0.0	0.0	0.0	0.0	6.50188e-05	0.0	0.0	0.00104317
PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11417e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
