# Pathway	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.0108787	0.00972976	0.0170679	0.0100469	0.00470975	0.0123855	0.0106392	0.00707268	0.0144258	0.00811075	0.0102502	0.0102674	0.0108177	0.0108566	0.00517397	0.0144057	0.0051851	0.0152288	0.00835448	0.00405469	0.0105287	0.00520264	0.0125332	0.00425046	0.00988471	0.00905869	0.0077815	0.0134369	0.0128299	0.0153556	0.0148148	0.010252	0.0176975	0.017033	0.0181663	0.0120719	0.00928539	0.00953559	0.0130759	0.0165568	0.0228087	0.0138658	0.0101454	0.0130278	0.00830761	0.0187817	0.00843025	0.0199281	0.011374	0.0135839	0.0145107	0.0112755	0.0145416	0.0140528	0.0195534	0.0108522	0.0150212	0.0153336	0.0167105	0.0128868
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.0114746	0.00972567	0.0158016	0.0097613	0.00410635	0.0122783	0.010433	0.00683322	0.0139679	0.00761914	0.0100553	0.0100837	0.0105614	0.0104273	0.00490243	0.0149418	0.00494606	0.0159379	0.0077505	0.00385831	0.010976	0.00489458	0.0137588	0.00409964	0.00962197	0.00883817	0.00750362	0.013453	0.0123788	0.0161666	0.0156617	0.0104084	0.0184095	0.019212	0.0187487	0.0123292	0.00925232	0.00985835	0.0133687	0.0167228	0.023567	0.0136986	0.0099084	0.0143273	0.00816355	0.0180191	0.0080003	0.0200572	0.0113054	0.0141357	0.0148618	0.0112161	0.015255	0.014613	0.01982	0.0109874	0.0146648	0.0158883	0.0175758	0.0147495
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.0114565	0.00981652	0.0209442	0.0101866	0.00444018	0.0125475	0.0109471	0.00693302	0.0138552	0.00811389	0.0104196	0.0103658	0.0110279	0.0108058	0.00515511	0.0156844	0.00490219	0.0162852	0.00812005	0.00386446	0.010841	0.00502852	0.0136477	0.00408212	0.00993435	0.0090534	0.00768275	0.0136071	0.0129403	0.0162191	0.015743	0.0104199	0.0187609	0.0190746	0.0197496	0.0125524	0.00930147	0.00994719	0.0133461	0.0171318	0.0242374	0.0143795	0.0100255	0.0140489	0.00816057	0.0199904	0.00813296	0.02181	0.0112303	0.0148498	0.0160115	0.0113143	0.015453	0.0146305	0.0211026	0.0112426	0.0156902	0.0160028	0.0178189	0.0142589
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.86795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000133021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	0.000174918	0.0	0.0	0.0	0.0	0.000217601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00170879	0.0	0.0	0.0
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0.0	0.0	0.0	0.0	8.66957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14501e-05	0.0	0.0	0.0	0.0	6.11289e-05	0.0	0.0	0.0	4.05782e-05	0.0	0.0	6.26986e-05	0.0	0.0	0.0	0.0	0.0	0.000148846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155105	0.0	0.0	0.0	0.0	0.0	0.0	0.000791888	0.000164128	0.0	0.0	0.0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91587e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.000281388	0.0	0.0	0.000676275	0.000299196	0.000731641	0.0	0.000292638	0.0	0.0	0.000857182	0.0011678	0.0	0.000753265	0.00106247	0.0	0.00059258	0.0	0.000541222	0.0	0.0	0.000274016	0.0	0.0	0.0	0.000521111	0.000981959	0.000955277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133806	0.0	0.0	0.000200309	0.0	0.0	0.0	0.0	0.0	0.0	0.00067058	0.0	0.000941098	0.0	0.0	0.0	0.00107047
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000296285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.0	0.0	0.000163858	0.0	0.0	8.51677e-05	0.00013495	0.0	0.0	0.0	0.0	0.000116478	0.0	0.000124526	3.72638e-05	0.0	0.0	0.0	0.00017939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000214159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.000816973	0.00107927	0.000554521	0.000502673	0.00179793	0.00075429	0.000919744	0.00128156	0.000389984	0.000560391	0.000790385	0.00133388	0.000649227	0.00112496	0.00150263	0.000833066	0.000694531	0.000127438	0.00177343	0.0022182	0.0	0.0014643	0.000548763	0.00232039	0.000729909	0.000823886	0.00146939	0.00113624	0.000859123	0.0	0.000827152	0.00226296	0.000287583	0.000633951	0.00207491	0.00150434	0.00117666	0.000777617	0.00131297	0.000473289	0.0	0.000303372	0.000990205	0.0	0.0030655	0.000219789	0.00134953	0.000996913	0.000991045	0.00118938	0.000524495	0.000361584	0.00102341	0.000523997	0.00112396	0.000908168	0.000349902	0.000222688	0.000453266	0.000946502
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.00277014	0.00279516	0.000649528	0.0037512	0.00357843	0.00255802	0.00308929	0.00290067	0.000563712	0.0031672	0.00328309	0.00337716	0.00322356	0.00271693	0.00423853	0.00219577	0.0041593	0.00117143	0.00528723	0.00402962	0.00304793	0.00401914	0.00110811	0.00407434	0.00420037	0.00343972	0.00385443	0.0	0.00147064	0.000357639	0.000290881	0.00137957	0.000170502	0.000820594	0.000586989	0.00109759	0.00209543	0.00277086	0.0025808	0.000545414	0.0	0.00202302	0.00021726	0.00155129	0.00410152	0.0	0.0024643	0.0	0.00195453	0.00161579	0.000330888	0.00111719	0.000886419	0.00127811	0.0	0.0027906	0.0	0.000440808	0.000836939	0.000910387
PWY-6527: stachyose degradation	0.00230358	0.00278251	0.00472665	0.00231805	0.00445831	0.0018384	0.00216244	0.00420223	0.00105189	0.00294278	0.00314465	0.00204031	0.00244262	0.0022941	0.00364523	0.00159577	0.00314852	0.00583206	0.00267812	0.00369855	0.00249063	0.00367942	0.00506566	0.00397819	0.00177346	0.00219703	0.00277247	0.00364844	0.00146162	0.0054892	0.00447413	0.00307073	0.00732502	0.00432466	0.00247016	0.00711964	0.00337915	0.00445687	0.00455925	0.00389792	0.00158477	0.004202	0.00097548	0.00853117	0.00355975	0.00285335	0.00482456	0.00608302	0.00165983	0.0117332	0.00457573	0.00127326	0.00501567	0.00572448	0.00562561	0.00159502	0.00504232	0.00697047	0.00500601	0.00844827
PWY-6531: mannitol cycle	0.001236	0.00123992	0.0	0.00105195	0.00177145	0.000473459	0.000928576	0.00131759	0.000905194	0.00161605	0.00132579	0.00102043	0.000857257	0.00105184	0.00205461	0.0001608	0.00176244	0.000255798	0.00119092	0.0032157	0.000483604	0.00216795	0.000372924	0.00319976	0.000314129	0.00156683	0.000961834	0.000552219	0.000460269	0.0	6.04753e-05	0.0	0.0	0.0	6.99349e-05	0.000289032	0.00105899	0.000356333	0.000410503	0.000148012	0.0	0.000586478	0.000499676	0.0	0.000828138	0.0	0.00105407	0.0	0.0	0.000561449	0.0	0.000455152	0.000399405	0.000119887	0.0	0.000644384	7.74462e-05	0.000111033	0.0	0.0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.000489557	0.00158652	0.0	0.000950443	0.00229911	0.00032398	0.000857383	0.00199004	0.000237737	0.00193969	0.00159258	0.00131497	0.00131375	0.000810706	0.00167067	0.000529192	0.00166215	0.0	0.000888209	0.000543401	0.0	0.002058	0.0	0.000414202	0.000773114	0.000522063	0.00124373	0.0	2.88473e-05	0.0	0.0	0.0	0.000314077	0.0	0.000632533	0.000426619	0.00162687	0.000722446	0.000571504	0.000351669	0.0	0.000295801	0.00119475	0.0	0.00217383	0.0	0.00206796	0.0	0.0	0.0	0.0	0.00021109	0.000543244	0.0	0.0	0.000588689	0.0	0.000366022	0.0	0.0
PWY-6549: L-glutamine biosynthesis III	0.00162105	0.00133218	0.000546712	0.000545944	0.000654369	0.000622744	0.00114271	0.00257637	0.0	0.000462558	0.000489661	0.000608525	0.000360316	0.00107889	0.000957899	0.00132908	0.00211478	0.000321888	0.00103531	0.0	0.0	0.0011273	0.00178862	0.0	0.000396224	0.000514146	0.0026265	0.000627791	0.000350158	0.0	0.00100785	0.000340937	0.000290759	0.00089999	0.000362176	0.00181115	0.00196288	0.00121458	0.00108041	0.00104544	0.0	0.00256914	0.0	0.00174673	0.00186401	0.000325759	0.00224525	0.000715404	0.000762807	0.000461978	0.000632493	0.000576777	0.0011425	0.00158476	0.000742749	0.00147996	0.000828265	0.000228462	0.000546074	0.00173416
PWY-6562: norspermidine biosynthesis	0.0	0.0	0.0	0.0	0.000129801	0.0	0.0	0.000620909	0.0	0.0	0.0	0.0	0.0	0.0	0.000101742	0.0	0.000183522	0.0	0.0	0.0	0.0	0.000144396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152665	0.0	0.000351006	0.0	0.0	0.0	0.0	0.000463895	0.0	0.0	0.0	0.000226306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000166555	0.0
PWY-6572: chondroitin sulfate degradation I (bacterial)	0.0	0.0	7.11614e-05	0.0	0.00010293	0.000151216	0.0	0.0	0.0	7.3401e-05	0.0	0.000255203	0.0	0.000140057	7.39748e-05	0.0	0.0	0.0	0.000189783	1.67757e-05	0.000660373	4.28351e-05	0.0	1.90903e-05	0.000206066	0.0	0.0	0.000346423	0.000318097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6588: pyruvate fermentation to acetone	0.000210879	3.01237e-05	0.0	0.000204085	0.000152082	0.000157328	0.000118754	0.000290352	0.0	0.00147376	0.0	0.0	0.000663789	0.000288693	0.000903877	0.0	0.00028659	0.0	0.000193046	0.00131361	0.0	0.000488503	0.000645359	0.00136193	0.0	0.00043227	1.07934e-05	0.000278034	0.000384257	0.0	0.0	0.0	0.0	0.0	0.0	0.000206021	0.00018763	0.0	0.0	0.0	0.0	9.68567e-05	0.0	0.0	0.0	0.0	0.000192099	0.0	0.0	0.0	0.0	0.0	0.000141052	0.0	0.0	0.000131499	0.0	0.0	0.0	0.0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.00084913	0.00108421	0.000284294	0.000725362	0.000530031	0.00036462	0.000900819	0.0	0.0	0.000187908	0.000987866	0.000792103	0.000952606	0.000440788	0.00053115	0.000308854	0.0	0.0	0.000569416	0.000131972	0.000468671	0.00071357	0.0	0.000121083	0.000139399	0.00104137	0.0	0.00064776	0.0	0.0	0.00110094	0.0	0.0	0.0	0.0	0.000744939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000916175	0.0	0.000348225	0.000308136	0.0	0.000467743	0.0	0.000294269	0.0	0.0
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0.0	0.0	0.0	0.000166464	2.55526e-05	0.000123267	0.000104708	0.000226034	0.000242532	0.0	0.00030014	0.000126018	0.00023709	0.000159013	0.000343363	0.000140032	0.000414356	0.0	0.000313484	0.000537951	0.0	0.000158027	0.0	0.00040633	0.000199617	0.0	0.000125225	0.0	0.000138656	0.0	0.0	0.0	0.0	0.000126518	0.0	0.0	0.00045229	0.000316085	0.0	0.000220671	0.0	0.0	0.0	0.0	0.0	0.0	0.000290091	0.000159255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000413156	0.0	0.0	0.0	0.0
PWY-6606: guanosine nucleotides degradation II	0.000522871	0.00156051	0.000229441	0.000668569	0.00210551	0.000232073	0.00141123	0.00174469	0.000814652	0.00127399	0.000477651	0.000574078	0.0012209	0.000782647	0.00250862	0.000489127	0.000675913	0.000158497	0.00142017	0.00336698	0.0	0.00151302	0.000435988	0.0039367	0.000279015	0.00134382	0.000729567	0.000717386	0.000362584	0.0	0.000169847	0.0	0.0	0.000180377	0.000134624	0.000243971	0.00108458	0.00093834	9.32194e-05	0.000355425	0.0	0.000608484	0.000968159	0.000531635	0.0	0.0	0.00142743	0.000483257	0.000537861	0.000313526	0.0	0.00132911	0.000489279	0.000672301	0.00055955	0.000897533	0.0	0.000108933	7.60659e-05	0.0
PWY-6607: guanosine nucleotides degradation I	0.0	0.0	0.0	0.000167811	2.55822e-05	0.000138794	0.000106038	0.000227646	0.000250201	0.0	0.000282543	0.000132211	0.000245751	0.000164151	0.000352843	0.000143569	0.000387466	0.0	0.00032901	0.000555189	0.0	0.000162103	0.0	0.000414141	0.000217917	0.0	0.000124718	0.0	0.000139677	0.0	0.0	0.0	0.0	0.000115592	0.0	0.0	0.000502306	0.0003182	0.0	0.000355425	0.0	0.0	0.0	0.0	0.0	0.0	0.000298853	0.000483257	0.0	0.0	0.0	0.0	0.0	0.0	0.00055955	0.000456161	0.0	0.0	0.0	0.0
PWY-6608: guanosine nucleotides degradation III	0.00424929	0.00462728	0.000603642	0.00130498	0.00286218	0.00063052	0.00282759	0.00257171	0.00123612	0.00612067	0.00250203	0.00158255	0.00267588	0.00144909	0.00546744	0.000779818	0.00352234	0.000316448	0.00378789	0.00660072	0.00164318	0.00493311	0.00150885	0.00697848	0.00042976	0.00390755	0.00189133	0.00135935	0.000780429	0.0	0.000879089	0.000189765	0.0	0.000214025	0.000878891	0.000884071	0.00397153	0.00189201	0.00110281	0.000487496	0.0	0.0014675	0.00702063	0.000775281	0.00254137	0.000214765	0.00232077	0.000672681	0.00083368	0.00116345	0.0	0.00175265	0.00154338	0.0015293	0.0011334	0.00241213	0.0	0.000284847	0.00140244	0.00127772
PWY-6609: adenine and adenosine salvage III	0.0131859	0.0117872	0.0144197	0.00983389	0.00556049	0.0139254	0.0101821	0.00611214	0.013201	0.00917923	0.00862539	0.0104938	0.0100683	0.0107086	0.00541373	0.0176988	0.00487297	0.0153849	0.008231	0.00500231	0.0104423	0.00501462	0.0171502	0.00475658	0.0115538	0.00886409	0.00977845	0.0153144	0.0128011	0.0156039	0.0124374	0.0117212	0.0137492	0.0134362	0.0127636	0.00925057	0.00755847	0.0106831	0.00927712	0.012332	0.0169944	0.010484	0.0116117	0.012167	0.00691392	0.0140315	0.00498402	0.012505	0.0124733	0.0152438	0.014008	0.018783	0.0114809	0.0152328	0.0119376	0.014942	0.012097	0.0133536	0.0138629	0.011578
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.000366104	0.000475057	0.0	0.000556136	0.000552875	0.00021133	0.000940841	0.000444274	0.000759814	0.000823979	0.000913668	0.000496158	0.00100933	0.000629904	0.00151026	0.000308463	0.000996333	0.0	0.000771401	0.00200565	0.0	0.00260617	0.000646339	0.00200059	0.0	0.00117735	0.0	0.0	5.27944e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000759737	0.0	0.000380162	0.000169015	0.0	0.0	0.0	0.0	0.00109112	0.0	0.00052795	0.0	0.0	0.0	0.0	0.0	0.00049481	0.0	0.0	0.000202532	0.0	9.14813e-05	0.0	0.0
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.00259398	0.00319235	0.00183916	0.000893343	0.00323895	0.000520495	0.00113142	0.00338657	0.000978456	0.0011798	0.000679001	0.00130375	0.00115838	0.000982614	0.00347198	0.0014205	0.00361176	0.000908789	0.00261405	0.00350165	0.000711029	0.00377179	0.00436224	0.00355054	0.000777775	0.00173386	0.00349792	0.00172682	0.000255207	0.000889215	0.00356566	0.00381033	0.001346	0.00135974	0.000969398	0.00400051	0.00393784	0.00447134	0.00143374	0.00261115	0.000789628	0.00360898	0.00258138	0.00414801	0.00145177	0.00230638	0.00258806	0.00147996	0.00492409	0.00173012	0.00272463	0.00354401	0.00220413	0.00283579	0.00154257	0.00419642	0.00509682	0.00284249	0.00247735	0.00537333
PWY-6630: superpathway of L-tyrosine biosynthesis	0.0011405	0.00207537	0.00129786	0.000836674	0.00252707	0.000474537	0.00102398	0.00195295	0.000766521	0.000755429	0.000666793	0.00121269	0.00108123	0.000908866	0.00227963	0.00114326	0.0028725	0.00277862	0.00128002	0.00256917	0.000452478	0.00301351	0.000767686	0.00263949	0.000568259	0.00162128	0.00101822	0.00170579	0.000214594	0.00270844	0.0020348	0.000557342	0.00023259	0.000357765	0.001143	0.00244083	0.00230378	0.00138801	0.000593226	0.00150295	0.000685969	0.00235542	0.00195477	0.00104315	0.000592984	0.00115755	0.00127093	0.000391234	0.00174287	0.0007352	0.00329505	0.000885383	0.000644011	0.00186123	0.0	0.000714649	0.00364109	0.000381552	0.0	0.0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0.000528056	0.00073318	0.0	0.000134487	0.00103121	2.95551e-05	0.000322813	0.000849357	0.000906775	0.000971424	0.000176647	0.000121961	0.000358089	0.000345462	0.00108854	0.0	0.00136397	0.0	0.000357276	0.00197285	0.0	0.0012051	0.000286324	0.0019044	9.88297e-05	0.000353531	0.000194376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253572	0.000875542	0.0	0.0	7.36201e-05	0.0	0.000479158	0.0	0.0	0.000697858	0.0	0.00092756	0.0	0.0	0.000332138	0.0	0.000220333	0.000262488	0.0	0.0	0.000357677	0.0	0.0	0.0	0.0
PWY-6700: queuosine biosynthesis I (de novo)	0.0115071	0.0116185	0.0135645	0.0119796	0.00506692	0.0142626	0.011525	0.00719123	0.0270411	0.00821551	0.0113072	0.0116849	0.0120284	0.0131419	0.00447137	0.0175239	0.00459392	0.0165675	0.009491	0.00248868	0.0100469	0.00403805	0.0145877	0.00259944	0.0131857	0.0104586	0.0081001	0.0123495	0.0168185	0.0202381	0.0167316	0.0110827	0.0187431	0.0157795	0.0208304	0.0146306	0.00973959	0.00953699	0.0137008	0.0180411	0.0224347	0.0125576	0.0110643	0.0160313	0.0104513	0.0209555	0.011185	0.02123	0.0106455	0.0161792	0.0159086	0.0117353	0.0146082	0.0136027	0.0208425	0.0107418	0.0179443	0.0164177	0.0161568	0.0141115
PWY-6703: preQ0 biosynthesis	0.00570042	0.0036038	0.00633096	0.00920636	0.00395787	0.0112013	0.00745985	0.00460197	0.00304812	0.00488157	0.00779144	0.00986861	0.00611456	0.00850803	0.00357787	0.00702451	0.00384172	0.006549	0.00793846	0.00206722	0.0100844	0.00293074	0.00701594	0.00197452	0.011356	0.00607003	0.00628631	0.00661727	0.010185	0.00759741	0.00801269	0.00911762	0.0117223	0.00505237	0.00679405	0.00787927	0.00273619	0.00710426	0.00875682	0.00446265	0.0113362	0.00763926	0.00859532	0.00835867	0.00436939	0.0071216	0.00780877	0.011212	0.00683071	0.00275695	0.00789229	0.0135779	0.00254173	0.00390583	0.0108207	0.00583905	0.00544704	0.00706482	0.0053183	0.00733785
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0.0	0.0	0.0	0.0	0.00013351	0.0	2.79536e-05	0.0	0.0	4.93557e-05	0.0	0.0	0.000125262	0.0	0.000453288	0.0	0.0	0.0	0.000156179	0.000783762	0.0	0.00025642	0.0	0.000855084	0.0	9.92213e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.98037e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000176023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6731: starch degradation III	0.00152114	0.0020179	0.000792867	0.00223623	0.00123492	0.00198395	0.00197681	0.000951642	0.00032151	0.00181566	0.00197326	0.00222727	0.00192658	0.00213925	0.000969628	0.000767495	0.00142423	0.00056088	0.00212953	0.000194698	0.00121868	0.000933399	0.000952412	0.000157328	0.00236497	0.00171904	0.00221667	0.00258434	0.00297043	0.000579181	0.000529004	0.00571426	0.000304331	0.0	0.000226592	0.000294087	0.00152342	0.00199926	0.00122274	0.000286551	0.000161617	0.000861246	0.00593371	0.0	0.00150552	0.0	0.000864529	0.0	0.00397887	0.00462212	0.000491544	0.000261433	0.000318259	0.00226648	0.0	0.000642009	0.0	0.000136024	0.000122901	0.0
PWY-6749: CMP-legionaminate biosynthesis I	0.0	0.000221691	0.000220018	0.0	0.000150905	0.0	0.000137295	0.0	0.0	8.44087e-05	0.000156571	0.0	0.0	5.94268e-05	1.57047e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000221372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52708e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6763: salicortin biosynthesis	0.0	0.0	0.0	0.0	0.000182132	0.0	0.0	0.000452313	0.0	0.0	0.0	0.0	0.0	0.0	9.12024e-05	0.0	0.00121099	0.0	0.0	2.87584e-05	0.0	5.54201e-05	0.0	0.0	0.0	0.0	0.000263539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040936	0.0	0.0	0.0	0.0	0.000350742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.85469e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.5362e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000111668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6803: phosphatidylcholine acyl editing	0.00224526	0.00218249	0.0	0.000594488	0.00276326	0.000481766	0.0010435	0.00272497	0.00079354	0.00502106	0.000190686	0.000497979	0.000814579	0.000593308	0.00289967	0.000663195	0.00243661	0.0	0.00176785	0.00332325	0.0	0.0024713	0.000462594	0.00345676	0.000409293	0.00120612	0.00159195	0.0	0.000577691	0.000105947	0.000190589	0.0	0.000194975	0.000180426	0.0	0.000532468	0.0024557	6.14829e-05	0.000320457	0.000768897	0.0	0.00185624	0.000611704	0.00167238	0.00385205	0.0	0.002346	0.0	0.0	0.00223948	0.000723328	0.000844581	0.00142184	0.00122823	0.0	0.000921648	0.0	8.30853e-05	0.000160729	0.0
PWY-6807: xyloglucan degradation II (exoglucanase)	0.0	0.0	0.0	0.000151562	0.0	0.0	0.000112287	0.0	0.0	0.0	0.0006451	0.000258361	0.0	0.0	1.23392e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000100568	0.0	0.0	0.0	0.000410454	0.0	0.000236502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00639593	0.0	0.0	0.0	0.0	0.0	0.000393657	0.0	0.0	0.0	0.0	0.000223369	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6823: molybdopterin biosynthesis	0.00127877	0.00177666	0.00373487	0.000753167	0.00248046	0.000810979	0.000663231	0.00187176	0.00193871	0.0010245	0.000565612	0.000456619	0.00126444	0.000861505	0.00150799	0.00142506	0.00274812	0.000650177	0.000850507	0.0014823	0.00167222	0.00225676	0.00273978	0.00140376	0.000530055	0.00114045	0.00323931	0.00238843	0.000760525	0.000523192	0.00119281	0.00419828	0.00422312	0.00256417	0.00050886	0.00169309	0.00160911	0.00505087	0.00133643	0.000978351	0.0	0.000736276	0.000667663	0.00303945	0.000725685	0.00148261	0.00176113	0.00222436	0.00227533	0.00602776	0.000503338	0.0206209	0.00207399	0.00260752	0.00304396	0.0020359	0.00224588	0.00182701	0.00131024	0.00251225
PWY-6834: spermidine biosynthesis III	0.0	0.0	0.0	0.0	0.000201072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39896e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
