# Pathway	GupDM_JP	GupDM_JG	GupDM_A4	GupDM_JM	GupDM_A13	GupDM_JK	GupDM_JI	GupDM_A7	GupDM_A2	GupDM_A_11	GupDM_JC	GupDM_JN	GupDM_JJ	GupDM_JO	GupDM_A1	GupDM_JE	GupDM_A12	GupDM_JL	GupDM_A14	GupDM_A8	GupDM_A3	GupDM_A10	GupDM_A5	GupDM_A_15	GupDM_JH	GupDM_JD	GupDM_A9	GupDM_A6	GupDM_JB	GupDM_JA	GupDM_HAK	GupDM_HAJ	GupDM_HAI	GupDM_HAH	GupDM_HAG	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HDF	GupDM_HDB	GupDM_HCY	GupDM_HCL	GupDM_HCU	GupDM_HCV	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HP	GupDM_HS	GupDM_HR	GupDM_HBR
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.000876486	0.00103743	0.00318336	0.00103279	0.0016904	0.000976861	0.00123684	0.00227505	0.000489043	0.000976038	0.00139824	0.00133451	0.00194106	0.00119978	0.00143511	0.0012275	0.0017565	0.000513112	0.000999515	0.00189403	0.00123965	0.0016916	0.00133595	0.002026	0.000620534	0.00215017	0.0021909	0.000205192	0.000338355	0.000520084	0.00097033	0.00192074	0.00192315	0.00059259	0.000275989	0.00173711	0.000652529	0.00227112	0.000549609	0.000908093	0.0	0.000440446	0.0	0.00147088	0.000858718	0.000552993	0.00261562	0.00130809	0.00288974	0.0	0.000214189	0.0100393	0.00101864	0.00025537	0.00111621	0.00150737	0.000603659	0.00279692	0.00520282	0.00166868
PWY0-1261: anhydromuropeptides recycling I	0.00144576	0.00226502	0.000335571	0.00224406	0.00261363	0.00136608	0.0024303	0.00232828	0.000755372	0.00179996	0.001059	0.00192881	0.00165162	0.00240518	0.00313544	0.0	0.00311452	0.000370059	0.00184516	0.00299329	0.0	0.00365716	0.000778043	0.00323999	0.00196132	0.00212564	0.00146686	0.00178751	0.00134686	0.0	0.0010803	0.0017006	0.000143095	0.00055708	0.000233195	0.00118627	0.00179968	0.00110471	0.00134708	0.0	0.0	0.00040376	0.00156002	0.0	0.00135701	0.0	0.00190388	0.00030648	0.00331963	0.000496465	0.000329416	0.000818007	0.000231472	0.0011858	0.0	0.00117117	0.0	0.00257595	0.000746287	0.0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.000678581	0.000897483	0.0	0.00011323	0.00114937	8.06997e-05	0.000332934	0.000937781	0.000367516	0.00131658	0.000132494	9.08007e-05	0.000368282	0.000281986	0.00132762	0.0	0.00134234	0.0	0.000496882	0.0019757	0.0	0.00137475	0.000200773	0.00204225	0.0	0.000359096	0.000397278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000323262	0.00113191	0.0	0.0	0.000102028	0.0	0.000522396	0.0	0.0	0.00100991	0.0	0.000924946	0.0	0.0	0.000327288	0.0	0.000277673	0.000345011	0.0	0.0	0.000371143	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation	0.0070521	0.00746438	0.00866971	0.00322469	0.00515091	0.00432606	0.00382527	0.00509974	0.00617651	0.00485292	0.00471691	0.00243163	0.00520824	0.00452664	0.0050597	0.00722979	0.00405922	0.00767323	0.00354292	0.00571389	0.00455472	0.00548897	0.00824478	0.00606981	0.00172898	0.00490306	0.00788388	0.00598539	0.00457609	0.00737879	0.00659437	0.00688453	0.00596282	0.00616685	0.00166232	0.00439614	0.00718548	0.00751441	0.00407659	0.0021852	0.000539785	0.00445264	0.00156629	0.00619431	0.00360753	0.00152302	0.00389041	0.00536228	0.0053197	0.0126381	0.00590607	0.0140071	0.00506348	0.0116832	0.00441175	0.00645284	0.00376359	0.00502081	0.00322952	0.00527468
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.00273243	0.00273097	0.000294015	0.00106136	0.00360913	0.00137643	0.00111858	0.00250333	0.000962212	0.00423867	0.00103302	0.000728919	0.00165355	0.00110026	0.00342553	0.00264483	0.00302298	0.0	0.0017492	0.00404273	0.0	0.00372497	0.000939709	0.00412916	0.000283235	0.00130379	0.00218911	0.0	0.000596795	0.0	0.00137956	0.0	0.000194097	0.000248305	0.000312992	0.00127869	0.00379882	0.00027719	0.000353785	0.000366788	0.0	0.000899025	0.0	0.0	0.00215082	0.0	0.00190827	0.0	0.000534304	0.00102132	0.00272628	0.00061047	0.000877638	0.000195595	0.000490808	0.00130194	0.00234207	0.000417741	0.000236677	0.0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.00185831	0.00242101	0.000213784	0.000615215	0.00384702	0.00042397	0.000882879	0.00310884	0.000726492	0.00351807	0.000629905	0.000461861	0.00177522	0.000832591	0.00332776	0.00129255	0.00318559	0.000400143	0.00137821	0.00364706	0.0	0.00384632	0.000799421	0.00369872	0.000554202	0.00102624	0.00372493	0.0	0.000430156	0.000439153	0.000557525	0.000218882	0.0	0.000182713	0.0	0.00164004	0.00343121	0.000274873	0.000374091	0.000496337	0.0	0.000710372	0.0	0.000391332	0.00190323	0.0	0.00200352	0.0	0.000680249	0.000614959	0.00154033	0.000885231	0.000698019	0.000594245	0.000372418	0.000982925	0.000514504	0.000836964	0.000164092	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.00555861	0.00535435	0.00942072	0.0091761	0.00533683	0.0090518	0.0065614	0.00560267	0.00623098	0.0065466	0.00835363	0.00918271	0.00564756	0.00717316	0.00524133	0.0049092	0.00434425	0.00811448	0.00836023	0.0054582	0.00931432	0.00452639	0.00945877	0.00495966	0.0104698	0.00583997	0.00709337	0.0110328	0.00767607	0.00783955	0.00603479	0.0101327	0.0064486	0.00359873	0.00619196	0.0051328	0.00593615	0.00856486	0.00729534	0.00464203	0.00141196	0.00346458	0.0105485	0.00878944	0.00482256	0.00219043	0.00796189	0.00619743	0.00749134	0.01113	0.00573566	0.011979	0.00450703	0.00599378	0.0071993	0.00661956	0.00326879	0.00482639	0.00488133	0.00996566
PWY0-1337: oleate &beta;-oxidation	0.000260527	0.000392811	0.0	0.000136911	0.00206377	0.0	3.52811e-05	0.00115371	0.0	0.000501452	8.55375e-05	5.94318e-05	0.000257891	8.42553e-05	0.00126481	0.0	0.000777038	0.0	0.000225185	0.00170297	0.0	0.00134086	0.000238656	0.00146728	0.0	0.000385838	0.00113973	0.0	8.12262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000249089	0.000462959	0.0	0.000261514	0.000180283	0.0	0.000131818	0.0	0.0	0.0	0.0	0.000279074	0.0	0.0	0.0	0.0	0.000127721	0.000153819	0.0	0.0	0.0	0.0	0.0	0.000178727	0.0
PWY0-1338: polymyxin resistance	0.000213745	0.000577666	0.0	0.000172682	0.00143849	0.000105338	0.000362749	0.000915571	0.0	0.000847124	0.0	0.000127433	0.000369171	0.000264643	0.00119983	0.0	0.00074508	0.0	0.000614633	0.0017519	0.0	0.00134982	0.000222959	0.00181607	0.000106481	0.000215597	0.000865678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000387631	0.0	0.000289013	7.44254e-05	0.0	0.000107105	0.0	0.0	0.000499483	0.0	0.000519204	0.0	0.0	0.000103987	0.0	0.000217615	0.000177914	0.0	0.0	0.000208169	0.0	0.0	0.000207481	0.0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.000756227	0.000873061	0.0	0.000244698	0.00197545	0.0	0.000492279	0.00151238	0.000432284	0.00182406	0.0	0.000256453	0.000515877	0.000370438	0.00196249	0.0	0.00196947	0.0	0.000816255	0.00270575	0.0	0.00230312	0.0002101	0.00257046	0.000112782	0.000885471	0.000714923	0.0	0.000303399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107051	0.0	0.000484288	0.000137662	0.0	0.000595779	0.0	0.0	0.00105247	0.0	0.00151011	0.0	0.0	0.000214369	0.0	0.0005738609999999	0.000256516	9.74105e-05	0.0	0.000543786	9.54008e-05	0.0	0.000224153	0.0
PWY0-1477: ethanolamine utilization	0.00183584	0.00326963	0.00166684	0.00131403	0.00403862	0.000808642	0.00133019	0.00445628	0.00119122	0.00502052	0.0015184	0.000983806	0.00168287	0.00117343	0.00440054	0.00159648	0.00675413	0.000172317	0.00209014	0.00628382	0.000244272	0.00493446	0.00213634	0.00585096	0.000261053	0.0016644	0.00149212	0.000972453	0.000685401	0.000608099	0.00125642	0.0	0.0	0.000468557	0.000469012	0.00115113	0.0029124	0.00038719	0.000829108	0.00082893	0.0	0.00174192	0.000633529	0.0	0.002585	0.0	0.00370949	0.0	0.000490983	0.00174233	0.00139197	0.00243161	0.00152257	0.0010669	0.000318082	0.0017445	0.000496971	0.000389117	0.000870396	0.0
PWY0-1479: tRNA processing	0.00252787	0.00311555	0.00111084	0.000439859	0.00339795	0.000267205	0.000899735	0.00270512	0.00223049	0.00275182	0.0011935	0.000394454	0.00160232	0.00130779	0.00291491	0.000533743	0.00360714	0.0	0.00138191	0.00321748	0.0	0.00338487	0.00100979	0.00323371	0.000684905	0.00235041	0.00286205	0.0	0.000966038	0.0	0.00101095	0.000553076	0.000263156	0.000504183	0.000521658	0.0021148	0.00340703	0.000831267	0.00145344	0.000552791	0.0	0.00138217	0.000158985	0.0	0.00304405	0.0	0.00200711	0.0	0.00132583	0.00148046	0.0	0.00072251	0.00106115	0.000609896	0.0	0.00134437	0.0	0.00343562	0.0	0.000754512
PWY0-1533: methylphosphonate degradation I	0.0	0.0	0.0	3.05797e-05	0.000140615	6.60965e-05	8.8101e-05	6.22359e-05	0.0	0.00015649	3.85369e-05	0.0	0.000160498	0.000109303	0.000417126	0.0	3.03362e-05	0.0	0.000260254	0.00144696	0.0	0.0003174	0.0	0.00128246	0.0	0.000157624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136235	0.00021208	0.0	0.0	0.0	0.0	6.43789e-05	0.0	0.0	9.25384e-05	0.0	0.000168383	0.0	0.0	5.43839e-05	0.0	0.0	0.0	0.0	0.0	8.16371e-05	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.0077611	0.00825811	0.00470481	0.00726854	0.0112525	0.00530467	0.00751299	0.010268	0.00348505	0.0137637	0.00770818	0.00729454	0.00539505	0.00784454	0.0117888	0.00396088	0.010726	0.00566027	0.00864987	0.0153282	0.00680051	0.0126579	0.00520171	0.0158889	0.00650781	0.00679742	0.00874762	0.00567179	0.00942773	0.00548239	0.00951239	0.00802653	0.00940132	0.0155307	0.012905	0.00900203	0.00894513	0.00745298	0.00734188	0.0141335	0.0154213	0.0126644	0.00966283	0.00904141	0.0108705	0.0104784	0.00908242	0.00908824	0.00724934	0.00626381	0.00611455	0.00511718	0.00969828	0.00664114	0.00906487	0.00610009	0.00761401	0.0116565	0.0152007	0.00686955
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.00649248	0.00361865	0.00525835	0.00826549	0.00382938	0.008027	0.00521194	0.00317088	0.00731949	0.00435237	0.0074578	0.00803694	0.00688791	0.00499279	0.00370351	0.00674309	0.00433331	0.00787731	0.00685397	0.0018764	0.00464366	0.00324461	0.00739963	0.0017857	0.0085677	0.00697619	0.00435664	0.00351452	0.00227265	0.00674791	0.00371089	0.00485966	0.0	0.00036349	0.000280353	0.00383469	0.00543933	0.00246286	0.00137373	0.00151654	0.0	0.00292347	0.00620526	0.00321177	0.00333199	0.0	0.0033335	0.0	0.00482552	0.00395512	0.00396959	0.00233394	0.00137613	0.00143002	0.0	0.00322422	0.000733795	0.00484873	0.00372609	0.00376109
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.000548622	0.00188969	0.0	0.000428432	0.00240026	0.000108956	0.00094597	0.00220554	0.000266272	0.00216021	0.000592116	0.000424968	0.00153963	0.000884907	0.00213372	0.0	0.0026928	0.0	0.000969549	0.00150456	0.0	0.00223522	0.0	0.00141686	0.000473215	0.000600367	0.00202778	0.0	3.20332e-05	0.0	0.0	0.0	0.000333659	0.0	0.000647871	0.000466152	0.00182183	0.0	0.0006025	0.000372814	0.0	0.000200683	0.0	0.0	0.00226412	0.0	0.00237775	0.0	0.0	0.0	0.0	0.00088575	0.000581831	0.0	0.0	0.000672174	0.0	0.000401835	0.0	0.0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0.00100337	0.00148743	0.0	7.66596e-05	0.00337169	0.000102342	0.00065916	0.00274012	0.000452494	0.00161325	0.000109756	0.000339375	0.000806026	0.000387207	0.00243868	0.0	0.0024439	0.0	0.000956349	0.00405159	0.0	0.00233994	0.000511989	0.00384552	0.000202482	0.000543904	0.00154323	0.0	0.000144515	0.0	0.0	0.0	0.0	0.0	0.000265507	0.000964186	0.000676305	0.0	0.000414138	0.000355252	0.00016674	0.000901763	0.0	0.0	0.00165033	0.0	0.00232129	0.0	0.0	0.000281791	0.000616982	0.000642771	0.000624963	0.000716404	0.0	0.000597947	0.0	0.0	0.000241627	0.0
PWY0-321: phenylacetate degradation I (aerobic)	2.62624e-05	0.000130666	0.0	0.0	0.000139445	0.0	0.0	3.52095e-05	0.0	0.000171426	0.0	0.0	0.0	0.0	3.71971e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.56064e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63158e-05	0.0	0.0	0.0	0.0	0.0	9.27574e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-41: allantoin degradation IV (anaerobic)	0.000141005	0.000102591	0.0	2.74437e-05	0.000150802	0.0	0.000178778	8.99682e-05	0.0	0.000310363	0.000123494	0.000120446	0.000208011	0.000134829	0.000627017	0.0	4.26952e-05	0.0	0.000310792	0.00142288	0.0	0.000696564	0.0	0.00136555	0.0	0.000373455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000274259	0.0	0.0	0.0	0.0	8.25667e-05	0.0	0.0	0.000111475	0.0	0.000165411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-42: 2-methylcitrate cycle I	0.000331817	0.000502928	0.0	0.00011108	0.000885388	0.000209541	0.00015051	0.000571186	0.000151772	0.00119647	0.00016609	0.000119504	0.000243098	0.000220935	0.00105	0.0	0.000167412	0.0	0.000448858	0.00161444	0.0	0.00105881	0.000178478	0.00159412	8.59715e-05	0.000317301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122029	0.000624763	0.0	0.0	0.0	0.0	0.000259722	0.0	0.0	0.00034505	0.0	0.000405408	0.0	0.0	4.65475e-05	0.0	0.0	0.000272136	0.0	0.0	3.58254e-05	0.0	0.0	0.0	0.0
PWY0-461: L-lysine degradation I	0.000209798	0.000364153	0.0	8.03797e-05	0.000399309	0.00010031	0.000200353	0.000116705	0.0	0.000229426	0.000185868	0.0	0.000250291	0.000149423	0.00066177	0.0	4.79162e-05	0.0	0.000280389	0.00138192	0.0	0.000637308	0.0	0.00146887	7.01598e-05	0.000290114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000237053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.82752e-05	0.0	0.0	0.0	0.0	0.0	0.000243673	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-781: aspartate superpathway	0.00143489	0.00186444	0.0	0.000698752	0.00336895	0.000313602	0.000860138	0.0030445	0.0	0.00203145	0.000787675	0.000312876	0.00141412	0.000999227	0.00343863	0.0	0.00344909	0.0	0.00168112	0.00423437	0.0	0.00335279	0.00120325	0.00426365	0.00029642	0.00150559	0.00284591	0.0	0.0	0.0	0.00048285	0.0	0.0	0.0	0.0	0.00148985	0.00292241	0.000543161	0.00033033	0.000434946	0.0	0.00150106	0.0	0.0	0.00210525	0.0	0.00223384	0.0	0.0	0.000554501	0.0	0.00175997	0.000628686	0.0	0.0	0.00212391	0.0	0.0	0.000288056	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.00181403	0.00221432	0.00373084	0.00436335	0.00215509	0.00325942	0.00341045	0.00182771	0.00170125	0.00421849	0.00412205	0.00446375	0.00391685	0.00298677	0.00291108	0.00131027	0.00287522	0.00134352	0.00410883	0.00266216	0.00549201	0.002513	0.00080487	0.00300271	0.00434042	0.00306628	0.00163583	0.00388042	0.00247339	0.00128082	0.00115439	0.00523459	0.0	0.0	0.000726176	0.00153079	0.00188069	0.00240241	0.00129011	0.000958444	0.0	0.000485543	0.00826351	0.000633781	0.00257591	0.0	0.00127899	0.0	0.00449519	0.000837148	0.0	0.000639812	0.000420228	0.00148602	0.0	0.00155319	0.000313549	0.00231811	0.0013014	0.0
PWY0-862: (5Z)-dodecenoate biosynthesis I	0.00369037	0.00316735	0.000610802	0.00346255	0.00547818	0.00237442	0.00299673	0.00459662	0.000547191	0.00401796	0.00294132	0.00303514	0.00334816	0.00263816	0.00507086	0.00258109	0.0059922	0.00125223	0.00515076	0.00439365	0.00279284	0.00522264	0.00197103	0.00417241	0.00384888	0.00333476	0.00537693	0.0	0.00132479	0.000324134	0.00144362	0.00117225	0.000156155	0.00338501	0.000603813	0.00241867	0.00378325	0.00256765	0.00546439	0.00155049	0.0	0.00288953	0.000178333	0.001672	0.00440583	0.000279077	0.00435019	0.0	0.00170915	0.00201226	0.000436475	0.00176833	0.000819315	0.00136757	0.0	0.00323081	0.0	0.00255443	0.000745105	0.00176102
PWY1G-0: mycothiol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48752e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92013e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY1ZNC-1: assimilatory sulfate reduction IV	0.00113781	0.000932712	0.000171365	0.000552588	0.00311675	0.00100878	0.000965159	0.00305735	0.000563477	0.000902556	0.000181391	0.000429145	0.000474366	0.00118135	0.00196812	0.00139839	0.00371158	0.000333922	0.000803822	0.00261693	0.0	0.00259107	0.000531113	0.00218777	0.000313099	0.00115477	0.00310359	0.0	0.00151461	0.00056344	0.000251289	0.0	0.000440137	0.000562911	0.000370166	0.00065372	0.0018067	0.000641512	0.00186673	0.00260565	0.0	0.00129227	0.0	0.00152852	0.00383157	0.0	0.00219718	5.88199e-05	0.0	0.0010965	0.000315074	0.00116814	0.00080683	0.000636257	0.0	0.000444787	0.000771231	0.000448535	0.00211285	0.00178914
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	0.0	0.0	0.0	0.0	0.000738371	0.0	0.0	0.00147225	0.0	0.0	0.0	0.0	0.0	0.0	0.000362227	0.0	0.0	0.0	0.0	4.39356e-05	0.0	0.000636535	0.0	0.0	0.0	0.0	0.001603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000604559	0.0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0.00119032	0.00232257	0.000453974	0.000287671	0.00171034	0.0	0.000914455	0.00146276	0.000177931	0.00227895	0.000138049	0.000456981	0.00128377	0.000580838	0.00212369	0.000431848	0.00134431	0.0	0.000941843	0.00138852	0.000545505	0.00175289	0.000730772	0.00133543	0.00025422	0.00188707	0.00128071	0.0	0.0	0.0	0.000580932	0.0	0.0	0.0	0.000270123	0.000301808	0.00206154	0.000215966	0.000103988	0.000205447	0.0	0.0011815	0.0	0.000888682	0.00198251	0.0	0.00141857	0.0	0.00144872	0.000537351	0.000396845	0.000389508	0.000750497	0.000386615	0.000350498	0.000234753	0.0	0.000147909	0.000310346	0.000271948
PWY490-3: nitrate reduction VI (assimilatory)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000100541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000213636	0.0	0.0	0.000102444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.00346355	0.00455032	0.000511146	0.00205429	0.00418656	0.00136885	0.00265492	0.00385634	0.00168353	0.00365124	0.00225008	0.00144372	0.00267986	0.00236434	0.00388324	0.00137715	0.00366571	0.00185551	0.00243811	0.00461125	0.00188783	0.00418668	0.00274162	0.00451355	0.000679449	0.00306658	0.00211315	0.00269867	0.00316697	0.00143862	0.00415141	0.00176845	0.00315362	0.00387882	0.00272954	0.0036913	0.00354701	0.00319109	0.00290086	0.0013233	0.000782678	0.00311438	0.00366206	0.00451601	0.00391552	0.00185743	0.00502449	0.00253573	0.0026108	0.00277735	0.00489404	0.00128796	0.0027248	0.00423905	0.00262024	0.00142997	0.00209577	0.00418599	0.00176949	0.00455572
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.00346355	0.00455032	0.000511146	0.00205429	0.00418656	0.00136885	0.00265492	0.00385634	0.00168353	0.00365124	0.00225008	0.00144372	0.00267986	0.00236434	0.00388035	0.00137715	0.00365831	0.00185551	0.00243811	0.00461125	0.00188783	0.00417063	0.00274162	0.00451355	0.000679449	0.00306658	0.00211315	0.00269867	0.00316697	0.00143862	0.00415141	0.00176845	0.00315362	0.00387882	0.00272954	0.0036913	0.00354701	0.00319109	0.00290086	0.0013233	0.000782678	0.00311438	0.00366206	0.00451601	0.00391552	0.00185743	0.00502449	0.00253573	0.0026108	0.00277735	0.00489404	0.00128796	0.0027248	0.00423905	0.00262024	0.00142997	0.00209577	0.00418599	0.00176949	0.00455572
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.00188881	0.00170212	0.000238343	0.000844441	0.00208785	0.00102763	0.000907971	0.0022169	0.0	0.00262581	0.000800008	0.000498233	0.00117744	0.00086782	0.00247537	0.00173342	0.00267923	0.0	0.00149773	0.0032742	0.0	0.00310417	0.00070388	0.0033829	0.000237759	0.00103214	0.00160671	0.0	0.000469202	0.0	0.0	0.0	0.0	0.000185176	0.0	0.000712879	0.00211415	9.39528e-05	0.000292501	0.00030237	0.0	0.000753125	0.0	0.0	0.00202729	0.0	0.00155917	0.0	0.0	0.000730898	0.000252328	0.000438577	0.000715908	0.0	0.0	0.000549653	0.00054511	0.0	0.000187438	0.0
PWY5F9-12: biphenyl degradation	0.0	0.0	0.0	0.0	4.68626e-05	0.0	0.0	2.26369e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000132456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-367: ketogenesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104263	0.0	0.0	0.0	0.0	0.0	0.0	0.000334802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-388: ceramide degradation by &alpha;-oxidation	0.0	0.0	0.0	0.0	0.0	0.0	8.7894e-05	0.0	0.0	0.0	0.0	6.21111e-05	0.0	0.000136784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000120289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-389: phytol degradation	0.00214312	0.00109357	0.00290254	0.000479525	0.00132059	0.00119896	0.000455622	0.00139849	0.000550568	0.00127893	0.000437714	0.000806527	0.000439832	0.000721936	0.000713549	0.00191829	0.00172432	0.0	0.000686042	0.000389485	0.0	0.00142809	0.00359636	0.000460112	0.000698433	1.30349e-05	0.0015178	3.09157e-06	0.00120457	0.0	0.00151353	0.0	0.0	0.0	0.000201324	0.000111569	0.000198148	0.000160189	0.00190845	0.000389489	0.0	0.000999728	0.0	0.0	0.000115893	0.000793156	0.00069249	0.0	0.000240466	0.00126214	0.00269266	0.000936811	8.07057e-05	0.000861123	0.0	0.000692526	0.000284738	0.00138116	0.0	0.000554997
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0.0	0.0	0.0	0.000481878	0.000225667	0.0	0.0	0.0	0.0	0.0	0.000416723	0.000443474	0.0	0.00024371	0.000368948	0.0	0.0	0.0	0.000132497	0.0	0.0	0.000887092	0.0	2.297e-05	0.0	0.000553648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14459e-05	0.0	0.0
PWY66-399: gluconeogenesis III	0.00301517	0.00211632	0.0020256	0.0019949	0.000419429	0.00288616	0.00303023	0.000935203	0.00371892	0.00129466	0.0024052	0.00166038	0.00348102	0.00303294	0.000979448	0.00391531	0.000159637	0.0034769	0.0	0.0	0.0023149	0.000726427	0.00286924	0.0	0.0	0.00382661	0.0	0.00193774	0.00246073	0.00333378	0.0	0.0	0.000597474	0.0	0.000857095	0.00106443	0.0019508	0.00110739	0.000701669	0.00116012	0.0	0.0	0.00140186	0.0	0.00105742	0.0	0.0	0.0	0.00267093	0.00142589	0.00206253	0.0	0.00137784	0.00109902	0.0	0.00449531	0.00272437	0.00148693	0.00120997	0.0
PWY66-409: superpathway of purine nucleotide salvage	0.00271216	0.00343654	0.0	0.00192186	0.00369889	0.0	0.00260869	0.00357476	0.0	0.00359898	0.00164877	0.00204211	0.00301844	0.00164406	0.00317583	0.0	0.00327856	0.0	0.00333446	0.00215108	0.0	0.00343083	0.000668661	0.00199925	0.000417264	0.00293263	0.00311412	0.0	0.0	0.0	0.0029287	0.0	0.00053386	0.0	0.000872827	0.00250579	0.00271417	0.000746445	0.0	0.000266788	0.0	0.00161458	0.0	0.0	0.00185389	0.0	0.00286757	0.0	0.00135476	0.0	0.00436188	0.000770788	0.0	0.000534063	0.0	0.0	0.00510019	0.0010883	0.0	0.0
