# Pathway	C10	C15	C41	C46	C6	C9	C11	C12	C16	C18	C19	C1	C20	C21	C22	C23	C24	C25	C26	C28	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C3	C40	C42	C43	C44	C45	C4	C5	C7	H15_1	H18_1	H2_1	H25_1	H26_1	H41_1	H42_1	H50_1	H5_1	H60_1	H61_1	H8_1	H9_1	H32_1	H49_1	H59_1	H78_1	H83_1
P241-PWY: coenzyme B biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02307e-05	2.02899e-05	0.0	0.0	0.0	3.46579e-05	3.21492e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7297e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99812e-05	0.0	0.0	0.0	0.000119511	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY: coenzyme M biosynthesis I	0.0	0.00010745	0.0	0.0	0.0	0.0	0.0	0.000679857	3.9923e-05	0.0	2.283e-05	2.06668e-05	8.33703e-05	4.98129e-05	2.79913e-05	0.0	0.0	0.0	5.39166e-05	0.0	0.0	0.0	2.19552e-05	0.0	1.35612e-05	0.0	4.40851e-05	0.0	0.0	1.49092e-05	0.0	4.64009e-05	0.0	0.0	0.0	8.34033e-06	0.0	0.0	0.0	0.0	0.0	0.0	7.3263e-05	0.0	0.0	0.0	1.3757e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	0.00144621	0.000137163	0.000206747	0.000122918	0.000306875	0.000161356	0.0022223	0.000465995	0.00123259	0.000167576	0.000234939	0.000162416	0.000153954	0.00032827	0.000463538	0.00157049	0.00257236	0.00139303	0.000274632	0.000319761	0.00026847	0.00089613	0.0023234	0.000185652	0.00193278	0.000396482	0.00016821	2.36763e-05	0.000233709	0.00264462	0.000184348	0.00103156	8.09139e-05	0.000577616	7.2402e-05	0.000335359	0.000120904	0.000358271	8.95898e-05	0.000305251	0.000452207	0.00217067	0.000481511	0.00196524	0.00192326	0.00170066	0.00011068	0.00198824	0.000696982	0.00034306	0.000425728	0.0	0.00153242	0.0	0.00173556	0.000271392	8.07976e-05
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	0.00399438	0.00285372	0.00240964	0.00197858	0.00519856	0.00183238	0.00337461	0.00254862	0.00545992	0.00233001	0.00412953	0.00264331	0.00181049	0.00382543	0.00447189	0.00398375	0.0028396	0.00256488	0.00437018	0.00280931	0.00307268	0.0037338	0.0021791	0.0019654	0.00288476	0.00399203	0.00316656	0.00234444	0.00366457	0.00570432	0.0061565	0.00199828	0.00161608	0.00393163	0.00225257	0.00252331	0.00245528	0.00235905	0.0027229	0.00408863	0.0031852	0.00333263	0.00313507	0.00251534	0.00406583	0.00395346	0.00338417	0.00280366	0.00232718	0.00389205	0.00289303	0.00484655	0.00283414	0.00432172	0.00262836	0.00358371	0.00280606
P42-PWY: incomplete reductive TCA cycle	0.00033983	0.000525163	0.000233831	0.000559933	0.000603597	8.2675e-05	0.00107758	0.000948309	0.000922228	0.00111557	0.000493324	0.000367717	0.000895273	0.000210253	0.00218683	0.00127593	0.000797498	0.00221152	0.00107349	0.00041075	0.000309541	0.00087972	0.00106663	0.00085845	0.000967368	0.000372373	0.000254211	0.000144817	0.000392686	0.000562577	0.00138401	0.000354816	0.00216014	0.000411657	0.00193292	0.00150656	0.000305423	0.000743791	0.000960222	0.00141235	0.00138408	0.000563158	0.00113248	0.000997304	0.00146497	0.00062116	0.00133766	0.000906707	0.000610969	0.00080491	0.00125426	0.000600717	0.00142537	0.0	0.000665528	0.00158082	0.000857341
P441-PWY: superpathway of N-acetylneuraminate degradation	0.00109811	0.00113537	0.000526471	0.000406513	0.000844616	0.000900131	0.00350961	0.000948614	0.00313356	0.000438987	0.00109284	0.00070639	0.000405175	0.000915026	0.00161375	0.00336916	0.00410539	0.00163077	0.000907323	0.000966189	0.00176461	0.0010715	0.00325121	0.00089883	0.00367394	0.000775594	0.000417581	0.000248446	0.00067661	0.00238608	0.000494825	0.00190144	0.000528188	0.00202838	0.00054031	0.00114459	0.000549803	0.0011016	0.000430684	0.00128562	0.000751852	0.00363532	0.000609388	0.00224772	0.00360714	0.00314357	0.00139129	0.00391678	0.00177485	0.00128113	0.00243513	0.00395717	0.00364149	0.0	0.00336739	0.00180087	0.000602056
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0.000836915	0.000262012	0.000288268	9.20925e-05	0.000210202	0.000429031	0.00310916	0.000510699	0.00133076	0.000231008	0.000312577	0.000161031	0.000211319	0.000540887	0.00101309	0.00244512	0.00297194	0.00105199	0.000215763	0.000281064	0.000397143	0.000794823	0.00436747	0.000348128	0.00266372	0.00028721	0.00040958	4.63907e-05	0.000551404	0.00223487	0.000287809	0.00139942	8.55311e-05	0.000543244	0.000183808	0.000746173	0.000244034	0.000614771	0.000145565	0.00148319	0.000413685	0.00405898	0.000181593	0.0022679	0.00265497	0.00208795	0.000575342	0.00454551	0.00118374	0.000297948	0.00127455	0.000178745	0.00319551	0.0	0.00303543	0.000585149	0.000379365
P562-PWY: myo-inositol degradation I	6.00532e-06	0.0	0.0	0.0	0.0	0.0	1.73041e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.54391e-05	0.0	0.0	0.0	7.19798e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48319e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P621-PWY: nylon-6 oligomer degradation	0.000161011	9.14026e-06	1.10099e-05	0.0	2.27221e-05	0.00024252	1.7606e-05	0.0	3.03628e-05	0.0	0.0	7.02923e-05	0.0	0.0	0.0	0.0	0.0	5.37544e-05	0.0	0.000169302	0.0	0.0	0.0	0.0	0.0	1.09019e-05	0.000174348	0.0	0.0	9.12288e-06	1.76105e-05	0.0	6.44988e-06	0.0	0.0	1.07613e-05	0.000119588	0.0	1.34136e-05	0.000332176	0.000149416	4.09869e-05	0.0	0.0	0.0	6.07462e-05	0.0	9.55632e-05	0.0	0.0	0.0	0.0	3.88224e-05	0.0	6.96569e-05	4.67257e-05	9.00684e-06
PANTO-PWY: phosphopantothenate biosynthesis I	0.0064366	0.00716672	0.00785271	0.00748727	0.00929778	0.00950083	0.00521353	0.00768838	0.00600278	0.00641463	0.00769232	0.00810899	0.0086027	0.00720997	0.00680245	0.00463733	0.00672781	0.0064561	0.00566111	0.00640269	0.00880399	0.0072942	0.0046369	0.00652295	0.0059579	0.00829362	0.0081828	0.00915439	0.00739447	0.00507705	0.00719601	0.00773932	0.00861005	0.00739954	0.00667184	0.0077002	0.00810944	0.00849018	0.00817505	0.00673022	0.0076384	0.00471983	0.00842582	0.00643846	0.0054476	0.00449412	0.00699681	0.00447621	0.00795577	0.00601525	0.00925952	0.00788298	0.00459049	0.0106675	0.0057081	0.00821325	0.00708499
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	0.00755427	0.00752997	0.00744288	0.00916271	0.00959375	0.00930578	0.0048004	0.00841795	0.00666737	0.00737878	0.00784113	0.00943407	0.00780409	0.00783811	0.00748379	0.00493423	0.00579303	0.00684337	0.00649117	0.00694057	0.00821225	0.00794096	0.00446728	0.00797669	0.00539632	0.00872406	0.00866798	0.00812024	0.00829321	0.00496164	0.00817648	0.00782833	0.00874374	0.0078959	0.00739934	0.00830038	0.00785907	0.00899203	0.00746126	0.00712677	0.0085666	0.00453959	0.00859746	0.00633179	0.0050817	0.00503305	0.00768175	0.00405951	0.00818992	0.00672719	0.0105214	0.00981405	0.00489956	0.00861945	0.00530977	0.00870166	0.00830997
PENTOSE-P-PWY: pentose phosphate pathway	0.0020909	0.00225569	0.0028092	0.00105001	0.00361423	0.00331571	0.00371553	0.00402545	0.00356219	0.00149973	0.00160807	0.00269749	0.000955691	0.00193687	0.00262715	0.00426803	0.0034184	0.00339087	0.00191749	0.00151772	0.0070871	0.0039677	0.00299339	0.00123827	0.00439224	0.00429024	0.00079631	0.0015868	0.0024446	0.00288094	0.0039623	0.0027177	0.00108902	0.00168265	0.0020612	0.00175688	0.00240508	0.0034507	0.00170795	0.00278036	0.00211492	0.00357287	0.00313432	0.00241707	0.0067045	0.00293022	0.00213264	0.00441133	0.00441685	0.00174673	0.00331977	0.00256296	0.00374793	0.00348932	0.00272679	0.00273695	0.00300099
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.0131636	0.0147334	0.0140196	0.0170533	0.0112476	0.0107811	0.00644485	0.0106902	0.00999521	0.0159674	0.01346	0.0146396	0.0162828	0.0147548	0.0134217	0.00894734	0.00731829	0.0115404	0.0134979	0.0176288	0.00970755	0.0105745	0.00772142	0.0201929	0.00792546	0.0109151	0.0153403	0.0150717	0.0144869	0.0082673	0.0109163	0.0130482	0.0152329	0.0139669	0.014195	0.0138875	0.0146394	0.0108969	0.0150126	0.0122881	0.014149	0.00605949	0.0142594	0.0105365	0.00677044	0.00899069	0.0142941	0.00602281	0.00923539	0.0153705	0.0128369	0.0147413	0.00766543	0.0107702	0.00937522	0.0126691	0.0167631
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.00718154	0.00643468	0.00724752	0.00602485	0.00417929	0.00397312	0.00454265	0.00505556	0.00381828	0.00476065	0.0089113	0.00342485	0.00672306	0.00569192	0.00280513	0.00434804	0.00606572	0.00419234	0.0068919	0.00577582	0.00575103	0.00479656	0.00492815	0.00481261	0.00492132	0.00441192	0.00739555	0.00725435	0.00673077	0.00484782	0.00240885	0.00506594	0.00693789	0.00618675	0.00437401	0.00617913	0.00683553	0.00508684	0.00751165	0.00731484	0.00628668	0.00514463	0.00341551	0.00548878	0.00401916	0.00513996	0.00487841	0.00493386	0.00504718	0.0041934	0.00363844	0.00585399	0.00532115	0.0	0.00531365	0.00578715	0.00290796
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0.000152562	0.000265901	7.14779e-05	7.36202e-05	0.000928255	0.000348359	0.000660177	3.40356e-05	0.00127328	0.00041114	0.00085457	3.86246e-05	0.000546917	0.000477253	0.000339426	0.000507581	0.000838746	0.000561861	0.000611193	0.000219349	0.0	0.000213199	0.000335994	0.000433774	0.000823035	0.000103222	0.000495415	0.000983453	0.000438917	0.00017106	0.0	0.00101246	0.000732204	0.000894525	0.000188293	0.0010785	9.85897e-05	0.000400798	0.000292117	0.000887071	0.000384606	0.000370342	0.000381823	0.000253272	0.0	0.000565402	0.000363358	0.00020374	0.000208682	0.000688467	0.000439031	0.0	0.000552347	0.0	0.000296619	0.00052021	0.000107562
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0.000951984	0.00027363	0.000427479	0.000358484	0.00130401	0.000483725	0.00256902	0.000158795	0.00134587	0.000580138	0.000832731	0.000273477	0.00086762	0.000893459	0.000607372	0.00164449	0.00216936	0.0015158	0.000626555	0.00040707	0.000429545	0.000549637	0.0021892	0.00100635	0.00201146	0.000671795	0.000506871	0.0010494	0.000463951	0.0033089	0.00115585	0.00141711	0.00113327	0.000882615	0.00130314	0.00127999	0.000329374	0.000402178	0.000982091	0.000891878	0.000386699	0.00237576	0.000478395	0.00112976	0.00100855	0.00165667	0.000611149	0.00250961	0.000846554	0.000848942	0.000875263	0.000385173	0.00196998	0.0	0.00207264	0.000516216	0.000712335
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0.000559514	0.000814252	0.00130226	0.000433294	0.00216617	0.00355616	0.0023703	0.00273217	0.00163881	0.00082183	0.000768959	0.00116313	0.000561953	0.000437243	0.00148068	0.0016264	0.00186913	0.0013527	0.000924548	0.000748648	0.000382358	0.00139227	0.00184423	0.000518555	0.0018622	0.00179493	0.000407736	0.001021	0.000601737	0.00178979	0.00127814	0.00138934	0.000539023	0.000608034	0.000732697	0.00117944	0.00131248	0.00175183	0.000859758	0.00187866	0.000834522	0.00300201	0.000865732	0.00151321	0.00255905	0.00169042	0.000985169	0.00306239	0.00271873	0.00102599	0.000613301	0.00349847	0.0024289	0.00466365	0.00186613	0.00137555	0.00130037
PPGPPMET-PWY: ppGpp metabolism	0.000686905	0.000157987	0.000290449	2.67683e-05	0.000396259	0.000116774	0.000848389	0.000274987	0.000305293	0.000127822	0.000391863	0.000129921	0.000170579	0.000240822	0.000375065	0.000220457	0.000487005	7.49181e-05	0.000323103	0.000193629	0.000185493	0.000684537	0.000279567	0.000143262	0.000171658	0.000198473	0.000187404	4.52093e-05	0.00048395	0.00109632	0.000330083	0.000228824	0.000232714	8.99685e-05	0.000187433	0.000112341	0.000134516	0.000280193	0.000191522	0.000217732	0.000683759	0.000565463	0.000227662	0.00121573	3.18398e-05	0.00128955	0.00075907	0.000521519	0.00031779	0.000539579	0.00130782	0.00606761	0.000925816	0.00468851	0.000291923	0.00103484	0.000121179
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)	1.31868e-05	0.0	0.0	0.0	0.0	2.8877e-05	7.14999e-05	2.24322e-05	0.0	0.0	2.10814e-05	5.18999e-05	0.0	0.0	0.000127097	0.0	1.59173e-05	6.61486e-05	2.90325e-05	0.000113679	0.0	0.0	0.0	2.60765e-05	2.00661e-05	4.04486e-05	0.0	2.48953e-05	3.61679e-05	0.0	4.08236e-05	0.0	0.0	0.0	4.30322e-05	0.0	4.48908e-05	0.0	0.0	3.31337e-05	9.2558e-05	5.1049e-05	0.0	3.13577e-05	0.0	0.0	5.29291e-05	2.58939e-05	4.93025e-05	0.00023125	0.0	0.0	0.0	0.0	3.86626e-05	0.000113127	9.87201e-05
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	2.38105e-05	6.61262e-06	0.0	0.0	0.0	0.0	2.38275e-05	0.0	4.90283e-06	1.90035e-05	1.17492e-05	0.0	1.66938e-05	2.66779e-05	0.0	0.0	0.0	5.11844e-06	1.5875e-05	2.35056e-05	0.0	1.4245e-05	5.45471e-05	0.0	0.0	0.0	3.75628e-05	0.0	1.50029e-05	0.000937198	0.0	0.0	0.0	0.0	3.10898e-06	0.0	0.0	4.54119e-06	2.41644e-05	3.77194e-05	4.54635e-05	0.0	1.20706e-05	0.0	0.0	0.000303096	1.00683e-05	3.05994e-05	0.0	0.0	7.67185e-05	0.0	0.0	0.0	0.0	0.0	0.0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.000730124	0.0	0.0	0.0	0.0	0.00018539	0.00239582	0.0	0.000558294	0.0	0.0	0.0	0.0	0.0	0.000249273	0.00127401	0.00230133	0.000801344	0.000218392	2.27815e-05	0.000148825	0.00128666	0.00166583	0.0	0.00204173	9.38011e-05	7.94236e-05	0.0	0.0	0.0016346	0.0	0.000668479	0.0	0.000464975	0.0	0.000512075	0.0	0.000301723	0.000116043	0.000262737	0.0002668	0.00207559	5.06139e-05	0.00249494	0.00185103	0.00188686	0.000180995	0.00237863	0.000835608	0.0	0.0	0.0	0.00147721	0.0	0.00175694	0.0	0.0
PWY-1042: glycolysis IV	0.0152742	0.015277	0.0169194	0.018955	0.0127578	0.0126242	0.00724293	0.0123963	0.0107237	0.0150088	0.0163139	0.016021	0.0189501	0.0152945	0.0124562	0.0104046	0.00804678	0.0104422	0.014151	0.0156027	0.00938882	0.0106058	0.00879995	0.0151526	0.00810345	0.0125641	0.0171273	0.0189173	0.0153291	0.0107178	0.0124374	0.0131499	0.0161265	0.014401	0.0127984	0.015844	0.0177581	0.0107291	0.0170922	0.0146075	0.0147653	0.00788869	0.0132571	0.0125597	0.00928588	0.0101895	0.0135874	0.00679454	0.0108106	0.0138507	0.0105771	0.0132869	0.00870766	0.0127127	0.0107552	0.0148418	0.0107423
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.0057631	0.00285484	0.00611257	0.00935079	0.00229607	0.00427602	0.00257413	0.00248939	0.00151986	0.00198561	0.0044853	0.0049649	0.00619794	0.00325455	0.00133392	0.0025134	0.00335157	0.00416784	0.00262379	0.00308326	0.00477188	0.00249914	0.00432691	0.00498141	0.00269833	0.00194302	0.00614229	0.00659685	0.0042515	0.00314577	0.00109169	0.00389195	0.00739028	0.00462409	0.00134836	0.00607344	0.00582452	0.00359404	0.00551161	0.00500781	0.00519091	0.00353447	0.00167075	0.00504539	0.00290165	0.0033065	0.00226095	0.00296924	0.00376991	0.00160377	0.00185756	0.00304806	0.00281025	0.00293434	0.00551271	0.00303225	0.0019331
PWY-1501: mandelate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1622: formaldehyde assimilation I (serine pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19973e-05	0.0	0.0	0.0	0.0	0.0	6.56943e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181: photorespiration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44783e-05	0.0	0.0	0.0	0.0	0.0	0.000164226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	0.000559252	0.000543527	0.000382224	0.000225213	0.000317819	0.000791753	0.000329633	0.0020306	0.000464721	0.000275737	0.000610565	0.000429865	0.000508504	0.000626928	0.000451181	0.00167822	0.000462004	0.000791922	0.000350506	0.00114276	0.00164732	0.00106123	0.000232266	0.000500353	0.000423602	0.000537387	0.000395493	0.000587275	0.00125924	0.000159284	0.00327631	0.000781237	0.000623853	0.000322505	0.000298848	6.08766e-05	0.000306385	0.000233594	0.000130457	0.000125485	0.000128925	6.4048e-05	0.000391285	0.000602737	0.00214609	0.000891857	0.000575864	3.92275e-05	0.00039088	0.000320584	0.0	0.0	4.01586e-05	0.0	7.73701e-05	0.000156258	0.00033986
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35839e-05	0.0	1.80851e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44606e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.00204862	4.53736e-05	0.000404298	0.000156693	0.00135801	0.0003207	0.00264563	0.000483522	0.00153864	0.00048442	0.00086689	0.000787103	0.000268021	0.000999204	0.000546992	0.0016247	0.00239856	0.00129987	0.000856937	0.000593096	0.000543324	0.0012216	0.00300409	0.000473383	0.00203297	0.000805454	0.00029313	0.00018756	0.00182349	0.00359399	0.00358041	0.00182767	4.27305e-05	0.00061766	0.000100134	0.00101545	0.000293241	0.000517478	0.000235278	0.00135338	0.00199437	0.0028128	0.000793702	0.00156484	0.00105475	0.00290318	0.000502969	0.003046	0.000962168	0.00110675	0.000703802	0.000372015	0.00258697	0.0	0.00285914	0.00126002	0.0
PWY-2941: L-lysine biosynthesis II	0.0015646	0.00207777	0.0026559	0.00204364	0.00360543	0.00400024	0.00190979	0.00232968	0.00279981	0.00125404	0.00255981	0.00396217	0.00139007	0.00271405	0.00223884	0.00339348	0.00121072	0.00197661	0.00256507	0.00142839	0.00710318	0.00190762	0.000454352	0.00176322	0.00409581	0.00171398	0.00128537	0.000936811	0.00224155	0.0013024	0.00162859	0.00116549	0.000969525	0.00176783	0.0011537	0.00185722	0.000964114	0.00158147	0.00148714	0.00401362	0.00310947	0.00177173	0.00350536	0.00118018	0.00455439	0.00219329	0.00283399	0.00276111	0.00464831	0.00134526	0.00456008	0.00182176	0.00317722	0.00478902	0.00161052	0.00283157	0.00277137
PWY-2942: L-lysine biosynthesis III	0.0100562	0.00914845	0.0100497	0.0131974	0.0100109	0.0100281	0.00570784	0.00885031	0.00790678	0.0101384	0.00979618	0.0099511	0.0111119	0.00953124	0.00918717	0.00695256	0.00604623	0.00960528	0.00878871	0.0103412	0.00844596	0.00844081	0.00490861	0.0101573	0.00617918	0.00822749	0.0107352	0.0107084	0.00984718	0.00696084	0.00989611	0.00815711	0.010748	0.00907146	0.0106277	0.0102137	0.0102432	0.00902424	0.00967699	0.0089125	0.00974833	0.00446236	0.0096592	0.00703241	0.00703496	0.00650992	0.00890097	0.00490226	0.0078869	0.00848549	0.0111746	0.00861941	0.00553635	0.00737078	0.00611662	0.00876176	0.00925315
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.0069384	0.00690975	0.00598641	0.00537692	0.00692157	0.00259137	0.0051987	0.00635085	0.00618118	0.00668925	0.00709544	0.00737952	0.00638057	0.00742111	0.00628386	0.00588738	0.00535352	0.00682852	0.00749963	0.00779371	0.00455463	0.0062826	0.00534458	0.00771947	0.00474813	0.00677131	0.00658037	0.00602987	0.00760331	0.00590276	0.00759205	0.00763516	0.00749117	0.00610536	0.00650728	0.00559709	0.00636636	0.00685964	0.00608112	0.00732676	0.00724649	0.00529682	0.00541408	0.00631911	0.00571922	0.0066454	0.00663149	0.00547505	0.00594713	0.00679195	0.00477902	0.00276262	0.00536505	0.00546064	0.00552371	0.00660602	0.00669486
PWY-3781: aerobic respiration I (cytochrome c)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65907e-06	0.0	0.0	3.85393e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3801: sucrose degradation II (sucrose synthase)	4.75739e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43759e-05	0.0	0.0	2.60441e-05	0.0	2.47919e-05	0.0	0.0	0.0	3.80568e-05	0.0	0.0	0.00127215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000187204	0.0	4.01781e-05	0.0	0.0	0.000296626	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3841: folate transformations II (plants)	0.0104311	0.0142569	0.0109331	0.013611	0.0100888	0.010515	0.00608393	0.0102626	0.0096482	0.0149784	0.0108392	0.0119427	0.0125529	0.0123598	0.0122267	0.00831638	0.00647642	0.0116826	0.0107932	0.0146216	0.00872156	0.0102461	0.00679699	0.0181485	0.00712238	0.011564	0.0124393	0.0118765	0.012785	0.00824203	0.0108851	0.0116199	0.0124168	0.0112375	0.0144713	0.0114222	0.0116212	0.0113378	0.0126142	0.0103745	0.0113053	0.00502839	0.0133133	0.00839226	0.00684055	0.00743881	0.0131163	0.00482329	0.00909053	0.0140072	0.0118849	0.0127466	0.00645742	0.0146468	0.007362	0.0105538	0.0149822
PWY-4041: &gamma;-glutamyl cycle	0.00105437	0.000567841	0.000669684	0.000169208	0.000754095	0.000422447	0.00273986	0.00168385	0.00164474	0.000377194	0.000910986	0.000979978	0.000360683	0.000918364	0.00111276	0.00193595	0.00258723	0.00113212	0.000827293	0.00107442	0.000562535	0.00138744	0.00217639	0.00103966	0.00292787	0.00123005	0.000427667	0.000236662	0.000759453	0.00208303	0.00213372	0.00154277	0.000438391	0.000849627	0.000592157	0.000734321	0.000525845	0.000567265	0.000543904	0.00175778	0.000998425	0.00343526	0.000814899	0.00142596	0.00245506	0.0026039	0.000707413	0.0037529	0.00262979	0.00115617	0.00098693	0.000514995	0.00257739	0.0	0.00231063	0.00100978	0.000578869
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.70744e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984: urea cycle	0.000123847	0.0022183	0.00303595	0.00117413	0.00374635	0.00328035	0.00262688	0.00363021	0.00391322	0.0004068	0.00163126	0.0018836	0.000971639	0.00104463	0.00288859	0.00168694	0.00115578	0.00135495	0.000918832	0.00114134	0.000486989	0.00513107	0.000295528	0.000980929	0.00132766	0.00435533	0.000513564	0.00167692	0.00101926	0.000137305	0.00372881	0.00198558	0.000708177	0.00120337	0.00130077	0.00267449	0.0026448	0.0052793	0.00233855	0.00112017	0.000359186	0.00120894	0.00215697	0.00210766	8.86278e-05	0.00069473	0.00191021	0.00260383	0.00320754	0.00109819	0.00250351	0.00117223	0.00224244	0.0	0.000785728	0.00236311	0.00568353
PWY-5004: superpathway of L-citrulline metabolism	0.000132475	0.000207852	9.07099e-06	0.000100179	5.08486e-05	0.0	0.000363288	5.41099e-05	0.000431904	0.0	0.000116481	0.000128162	5.85719e-05	7.1296e-05	0.000687977	0.000452224	5.41396e-05	0.000132741	8.10326e-05	3.11654e-05	0.0	0.000333216	0.000279143	0.000305767	0.000201958	0.000158317	3.98336e-05	0.0	0.0	0.000165323	0.0	0.000215724	0.00014432	0.000152136	7.23723e-05	0.000109153	0.000125613	0.0	1.20754e-05	0.00014582	0.000208196	0.0	7.39015e-05	0.000433308	0.00013202	0.000400101	0.000544265	1.02222e-05	5.19381e-05	0.0	0.000193199	0.0	0.000185533	0.0	0.000234801	0.000203069	0.000235751
PWY-5005: biotin biosynthesis II	9.93698e-05	0.000632184	0.00069045	0.000734498	0.000644523	2.95474e-05	0.000134226	0.000308982	0.000608123	0.00044524	0.000575698	0.000888816	0.000491195	0.000531086	0.000788576	0.000421736	0.000231844	0.000890543	0.000418346	0.000648407	0.000450508	0.000188036	0.000109655	0.000649602	1.95219e-05	0.0005437	0.00021439	0.0	0.000723244	0.00030699	0.000187346	8.40516e-06	0.00051743	0.000525329	0.000632338	0.000200587	0.000539275	0.00032038	0.000863864	0.000543221	0.000475823	0.00107516	0.000402752	0.000286933	0.0	0.00032155	0.000603234	0.000200796	0.000563675	0.000756792	0.0	0.000150419	0.000242269	0.0	0.000346095	0.000801017	0.000272612
