# Pathway	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	0.000651302	0.000399458	0.000400681	0.000779152	0.000922604	0.000484352	0.000500307	0.00070425	0.000322818	0.000298854	0.00125656	0.0010608	0.00118895	0.000647671	0.00138851	0.000656314	0.000997588	0.000605802	0.000401006	0.000287589	0.00158009	0.000286757	0.00111955	0.00104262	0.000996503	0.00087981	0.000406583	0.00177845	0.000413809	0.000632079	0.000584214	0.000960411	0.000122945	0.00112194	0.000886879	0.000781653	0.00138445	0.000662922	0.000304877	0.00109476	0.000791855	0.00144403	0.000850575	0.00103653	0.00138579	0.00163585	0.00116165	0.000640083	0.000596587	0.00070583	0.000878364	0.000182004	0.000540686	0.000585225	0.00143297	0.00101615	0.000404891	0.00122659	0.000773786	0.00112863	0.000692976	0.000236447	0.000572816	0.000445304	0.00165008	0.000554998	0.00128514	0.00064736	0.00128541	0.000764504	0.00108925	0.000589101	0.000411203	0.00125811	0.00054171	0.000327887	0.000792635	0.00153376	0.000794765	0.00139067	0.000237074	0.000899561	0.000639859	0.001843	0.00123514	0.00107598	0.000546991	0.000673104	0.00107523	0.000798744	0.00124279	0.000413883	0.000898329	0.00115077	0.00104309	0.00084822	0.00144909	0.00153096	0.000606036	0.000213542	0.00055466	0.000380346	0.000288011	0.000274279	0.00079488	0.00202173	0.000447592	0.000239598	0.000499187	0.00082173	0.00146886	0.00120227	0.000867596	0.000748178	0.000701642	0.000697883	0.000904915	0.000445127	0.00090374	0.000915475	0.000751436	0.000171035	6.39703e-05	0.00143453	0.000435524
GALACTARDEG-PWY: D-galactarate degradation I	0.000240547	3.46459e-05	0.000162605	0.000619512	0.000103884	0.0	0.0	0.00017406	8.18024e-05	3.32774e-05	0.00018218	5.96004e-05	8.70808e-05	0.000156326	0.00037301	0.000106761	0.000184755	3.66682e-05	2.53374e-05	0.000181832	0.000455954	0.000309861	0.00016294	0.000510195	0.000492826	0.000824721	1.22637e-05	0.00106861	0.0002341	0.000156592	9.66283e-05	0.000463092	1.3991e-05	0.00056152	0.000168598	0.000106965	9.34316e-05	5.68947e-05	0.00015402	3.29822e-05	0.000236311	1.38184e-05	0.000367405	1.96373e-05	0.000343253	0.00340839	7.57974e-05	0.000236884	1.70676e-05	0.000179383	0.000509222	0.000328497	9.73672e-05	4.14622e-05	0.00275007	0.000316198	0.000134633	4.85822e-05	0.000108825	0.000164381	9.97572e-05	2.15895e-05	4.11112e-05	0.000299175	0.00159801	0.000210461	6.16848e-05	5.67941e-05	0.000135205	4.7571e-05	0.000180515	0.000176892	8.70652e-05	0.000733802	0.0	0.000352026	0.0	4.93836e-05	0.000283842	0.000757264	0.0	0.000156712	1.118e-05	0.000580961	3.39113e-05	0.000122859	3.18889e-05	0.000221435	0.00010987	0.000262444	3.51074e-05	3.79262e-05	2.98874e-05	0.00014971	2.20989e-05	6.22428e-05	0.00119385	0.000122195	8.34851e-05	0.000215212	4.93424e-05	9.75766e-05	8.60539e-05	1.86201e-05	0.0	5.74532e-05	4.455e-05	0.0	0.000111098	0.000167757	0.00327247	0.000195409	1.19866e-05	0.0	0.000203848	9.90781e-05	0.00166313	4.67385e-05	0.000153695	0.000481712	0.0	3.98398e-05	2.8764e-05	0.0	2.26833e-05
GALACTITOLCAT-PWY: galactitol degradation	0.0	9.59435e-05	2.11109e-05	0.000289787	0.0	0.0	1.82724e-05	4.16233e-05	0.000214069	0.0	0.0	0.0	8.96969e-05	1.67113e-05	0.000299671	3.47249e-05	0.0	1.69868e-05	0.0	0.0	0.0002671	0.000149208	5.70846e-05	0.000101202	2.89647e-05	0.000447149	0.0	0.000810939	2.81259e-05	8.74937e-05	2.40626e-05	7.29098e-05	0.0	0.000127886	0.000295292	8.15993e-05	5.05926e-05	0.0	0.000392389	1.70781e-05	5.26266e-06	2.56836e-05	2.02045e-05	0.0	0.0	0.0	2.33613e-05	9.54674e-05	0.0	5.66886e-05	0.000130648	0.000123566	3.69558e-05	0.0	0.00144237	4.96869e-05	1.93864e-05	3.84667e-05	0.00015076	0.0	0.0	1.59168e-05	0.0	7.41102e-05	0.000779444	0.000115881	1.91138e-05	5.64315e-05	7.86921e-05	0.0	0.0	3.26148e-05	4.1136e-05	0.000206081	0.000205167	0.00027272	3.41157e-05	9.86383e-05	0.000198335	0.000355071	0.0	0.0	1.71854e-05	3.42047e-05	0.0	0.0	0.0	0.000115411	0.0	5.51548e-05	0.0	0.0	0.0	1.5373e-05	0.0	0.0	0.000375234	0.0	1.5957e-05	0.0	0.0	0.0	0.000179846	0.0	0.0	1.13025e-05	0.0	0.0	2.52949e-05	2.69042e-05	0.00136757	2.0113e-05	0.0	0.0	0.0	1.63304e-05	0.000639365	0.0	0.0	0.000159365	0.0	8.84971e-06	1.70151e-05	0.0	2.72239e-05
GALACTUROCAT-PWY: D-galacturonate degradation I	0.00083218	0.000647845	0.000904121	0.00102899	0.00104726	0.00184608	0.00115089	0.00124653	0.000738013	0.000839242	0.00133803	0.00185859	0.00229994	0.00160445	0.00131635	0.000920812	0.00163026	0.00159707	0.00176923	0.00103891	0.0018835	0.0012582	0.00152603	0.00127633	0.00106187	0.000905712	0.000907228	0.00215419	0.000471565	0.00130746	0.000938615	0.00206716	0.000839377	0.00107444	0.00182544	0.00239179	0.00156789	0.00179327	0.00170424	0.00229884	0.00163582	0.00226398	0.00176911	0.00360619	0.00439206	0.00172207	0.00122025	0.0019397	0.00144241	0.00197924	0.000998975	0.00128652	0.00227081	0.00169177	0.00138411	0.00119485	0.000947165	0.00193336	0.00186837	0.0018554	0.00072798	0.00137215	0.00205866	0.000792806	0.00162643	0.00237232	0.00460805	0.00129021	0.00117542	0.00249689	0.00240129	0.00254587	0.00124994	0.00143305	0.00239166	0.000355444	0.00175809	0.00221387	0.00144267	0.00150416	0.00178139	0.00234317	0.00369567	0.00293645	0.00383522	0.00261258	0.00154353	0.00153217	0.00178021	0.00127592	0.00179901	0.00264502	0.00129621	0.00174594	0.00222807	0.0020242	0.00210761	0.0019196	0.00190927	0.00185654	0.00276975	0.000864418	0.00132655	0.00117666	0.00128128	0.00315968	0.00032664	0.00133216	0.00136739	0.00236889	0.00176801	0.00191075	0.00264734	0.0023858	0.00217061	0.00216791	0.0010961	0.00215959	0.00222264	0.00162072	0.00133997	0.000678101	0.0023844	0.00334928	0.00168279
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.00207795	0.00252265	0.00267966	0.00220961	0.00178822	0.00212017	0.00152446	0.00154118	0.00137162	0.00119601	0.001655	0.00160453	0.00215773	0.00202039	0.00276106	0.00125606	0.00221647	0.00175394	0.00172752	0.00180549	0.00230482	0.00307867	0.00218959	0.0022098	0.00141952	0.00169561	0.00165338	0.00354108	0.00160881	0.00119936	0.00149639	0.0017935	0.00132937	0.000953232	0.00267159	0.00281535	0.00258838	0.00229839	0.00230053	0.00357634	0.00348712	0.00338891	0.00381685	0.00425391	0.00446602	0.00288011	0.0030808	0.00231592	0.00160218	0.0031116	0.00315387	0.00256417	0.00289203	0.00134688	0.00245358	0.00188764	0.00154706	0.00125493	0.00304651	0.00131013	0.00120785	0.000902469	0.00229305	0.0014503	0.00271653	0.00173369	0.00357434	0.00122897	0.0031239	0.00243188	0.00301341	0.00203787	0.00289074	0.00213158	0.00199145	0.00257025	0.00147152	0.00344003	0.00253646	0.00202779	0.00287966	0.00254245	0.00162191	0.00295863	0.00522298	0.00353774	0.00227701	0.00136858	0.00177011	0.00276183	0.00198558	0.00242954	0.00207302	0.00327272	0.00332917	0.00161227	0.00534332	0.00266938	0.00119966	0.00247317	0.00165109	0.00211679	0.00244908	0.00171647	0.00237775	0.00350582	0.00081088	0.0025343	0.00176618	0.00157356	0.00290297	0.00278918	0.00389681	0.00348622	0.0023019	0.00159297	0.00206892	0.00338654	0.00413608	0.00203444	0.00170644	0.0014365	0.00368645	0.000932444	0.00237234
GLUCARDEG-PWY: D-glucarate degradation I	0.000200352	3.43908e-05	0.000149277	0.000448842	7.80345e-05	0.0	0.0	0.000145221	7.07813e-05	3.17426e-05	0.000105322	5.61375e-05	8.22783e-05	0.00013834	0.000288254	8.61669e-05	0.000164851	2.29679e-05	2.30821e-05	9.67241e-05	0.000297249	9.35531e-05	0.000142276	0.000366555	0.000193881	0.000604556	1.18384e-05	0.000945251	0.000209857	0.000141345	4.71893e-05	0.000354177	1.34691e-05	0.000303037	5.94583e-05	7.18215e-05	7.65799e-05	5.05e-05	0.000135195	2.70404e-05	0.000194878	1.32403e-05	0.00021774	1.77948e-05	0.000173043	0.00182471	3.81974e-05	0.000200574	1.59719e-05	0.000129996	0.000259236	0.000288254	4.49228e-05	3.40345e-05	0.00185589	0.000125716	8.36004e-05	1.78621e-05	5.44418e-05	0.00010012	8.42185e-05	0.0	2.36736e-05	0.000244615	0.00103302	0.000172875	4.95433e-05	5.42262e-05	0.000101144	3.11946e-05	6.50324e-05	0.000113096	7.99267e-05	0.000519893	0.0	0.000113588	0.0	4.55552e-05	0.000196797	0.000445456	0.0	7.74011e-05	9.92154e-06	0.000147042	2.84694e-05	8.30212e-05	2.92988e-05	0.000198677	9.6218e-05	8.63287e-05	3.37827e-05	3.44164e-05	2.71096e-05	0.000120214	2.01367e-05	4.68966e-05	0.000518157	9.72926e-05	6.52365e-05	7.27663e-05	4.14204e-05	9.17617e-05	6.07119e-05	1.75134e-05	0.0	5.23558e-05	4.41268e-05	0.0	9.45087e-05	9.82666e-05	0.00184755	0.000145099	1.17748e-05	0.0	0.000127627	9.06111e-05	0.00134588	3.87513e-05	5.07601e-05	0.000174948	0.0	2.2437e-05	2.06293e-05	0.0	2.11085e-05
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	0.000240547	3.46459e-05	0.000162605	0.000619512	0.000103884	0.0	0.0	0.00017406	8.18024e-05	3.32774e-05	0.00018218	5.96004e-05	8.70808e-05	0.000156326	0.00037301	0.000106761	0.000184755	3.66682e-05	2.53374e-05	0.000181832	0.000455954	0.000309861	0.00016294	0.000510195	0.000492826	0.000824721	1.22637e-05	0.00106861	0.0002341	0.000156592	9.66283e-05	0.000463092	1.3991e-05	0.00056152	0.000168598	0.000106965	9.34316e-05	5.68947e-05	0.00015402	3.29822e-05	0.000236311	1.38184e-05	0.000367405	1.96373e-05	0.000343253	0.00340839	7.57974e-05	0.000236884	1.70676e-05	0.000179383	0.000509222	0.000328497	9.73672e-05	4.14622e-05	0.00275007	0.000316198	0.000134633	4.85822e-05	0.000108825	0.000164381	9.97572e-05	2.15895e-05	4.11112e-05	0.000299175	0.00159801	0.000210461	6.16848e-05	5.67941e-05	0.000135205	4.7571e-05	0.000180515	0.000176892	8.70652e-05	0.000733802	0.0	0.000352026	0.0	4.93836e-05	0.000283842	0.000757264	0.0	0.000156712	1.118e-05	0.000580961	3.39113e-05	0.000122859	3.18889e-05	0.000221435	0.00010987	0.000262444	3.51074e-05	3.79262e-05	2.98874e-05	0.00014971	2.20989e-05	6.22428e-05	0.00119385	0.000122195	8.34851e-05	0.000215212	4.93424e-05	9.75766e-05	8.60539e-05	1.86201e-05	0.0	5.74532e-05	4.455e-05	0.0	0.000111098	0.000167757	0.00327247	0.000195409	1.19866e-05	0.0	0.000203848	9.90781e-05	0.00166313	4.67385e-05	0.000153695	0.000481712	0.0	3.98398e-05	2.8764e-05	0.0	2.26833e-05
GLUCONEO-PWY: gluconeogenesis I	0.0042614	0.00452459	0.00462524	0.00343473	0.00269585	0.00429769	0.0052263	0.00532402	0.00474145	0.00493548	0.00298788	0.00386961	0.00531121	0.00431996	0.00110199	0.00539332	0.00471914	0.00428311	0.00364722	0.00380162	0.0043467	0.00503283	0.00506092	0.00465172	0.00396169	0.00418251	0.00381565	0.0041675	0.00255153	0.004775	0.00438749	0.00381558	0.00368726	0.00347954	0.0033656	0.00275101	0.00300209	0.00307945	0.00302616	0.00397346	0.00389036	0.00463521	0.00243133	0.00235609	0.00409983	0.0047645	0.00335892	0.00390464	0.00291551	0.00350222	0.00491389	0.00492155	0.0036259	0.00388058	0.00499563	0.00366438	0.00545892	0.00359516	0.00369478	0.00468632	0.00657973	0.00312991	0.00596597	0.00533454	0.00514513	0.00343028	0.00295972	0.00398861	0.00370583	0.00492825	0.00514528	0.00346088	0.00325817	0.00531742	0.00398937	0.00299415	0.00496803	0.00267296	0.0043634	0.00354759	0.00324917	0.00312143	0.00255512	0.0040409	0.00263758	0.00324841	0.0054043	0.0035293	0.00377816	0.00404912	0.00527611	0.00343881	0.00410293	0.00331855	0.00408524	0.00463839	0.00392423	0.00394606	0.00466409	0.0042053	0.0043989	0.00416499	0.00652562	0.00363502	0.0037956	0.00378444	0.00147003	0.00277258	0.00354067	0.00395842	0.00477599	0.00515731	0.00448743	0.00291128	0.00337494	0.00438295	0.0032004	0.00547169	0.00185416	0.00499876	0.00205082	0.00449814	0.00241142	0.00481806	0.0046764
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.0	0.00381227	0.00300027	0.00298549	0.00330009	0.00367691	0.0	0.003388	0.00178479	0.0	0.0	0.0	0.00560718	0.0	0.0	0.00430364	0.00244597	0.0	0.00474369	0.0	0.0029565	0.0	0.00180729	0.00316656	0.00306679	0.00208426	0.00313677	0.00264735	0.00251628	0.00316484	0.00278882	0.00446289	0.00368098	0.00273464	0.0	0.00197088	0.00339858	0.00244645	0.00414707	0.00322816	0.00380619	0.0057144	0.0039481	0.0	0.004825	0.00401773	0.00553044	0.00446332	0.00365542	0.00260723	0.00394515	0.00259788	0.0	0.0	0.00326703	0.00194243	0.00238724	0.0	0.0	0.00421556	0.0	0.00757901	0.0	0.00570328	0.00332162	0.00309938	0.00306241	0.00423852	0.00466286	0.00419569	0.00278683	0.00387811	0.0049172	0.00767253	0.00464185	0.00290389	0.00376904	0.00402483	0.00399779	0.00445925	0.0	0.0	0.00766773	0.0	0.0	0.00463658	0.00461587	0.00307472	0.00321102	0.00311028	0.00650251	0.0	0.0042287	0.00315972	0.00513485	0.00312384	0.00362288	0.00410602	0.00628109	0.0	0.0	0.00228641	0.0	0.0	0.0	0.00550008	0.0	0.0057065	0.00417405	0.0	0.00337001	0.00428192	0.0059952	0.0	0.0	0.00464374	0.00204265	0.00323015	0.00269695	0.0026378	0.0	0.00196841	0.00319895	0.0	0.00455981
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	0.000989171	0.000846791	0.000999596	0.00142693	0.0012823	0.00201876	0.00107747	0.00135606	0.000855687	0.000956059	0.0019458	0.00237876	0.00227444	0.0020801	0.00185306	0.00111316	0.00169846	0.00193608	0.00247994	0.0014969	0.00229022	0.00159343	0.00189281	0.00140017	0.0012392	0.00139867	0.00107298	0.00219512	0.00136494	0.00152429	0.00114702	0.00223831	0.00105056	0.00125148	0.00200345	0.00255902	0.0021918799999999	0.00212613	0.00225901	0.00286856	0.00204712	0.00277772	0.00299721	0.00365114	0.00488199	0.00197988	0.00266773	0.00205171	0.00195117	0.00233543	0.00152381	0.00150135	0.00224179	0.00172635	0.00158534	0.00139197	0.0010695	0.00213926	0.00185562	0.00198125	0.000931381	0.00150871	0.0016993	0.000814692	0.00209538	0.00232083	0.0045384	0.00145734	0.00185123	0.00256381	0.00263242	0.00233588	0.00185325	0.00201431	0.0023566	0.000817296	0.00203278	0.00259472	0.00167659	0.00154108	0.0016615	0.0023835	0.00405844	0.00420712	0.00540501	0.00326418	0.00173619	0.00176616	0.00199335	0.00167144	0.00285236	0.00297201	0.00223267	0.00190543	0.00212813	0.0021604	0.00223503	0.00278885	0.00186174	0.00246172	0.0029405	0.000941117	0.00154899	0.00135138	0.00146529	0.00375871	0.000466475	0.00204145	0.00167627	0.00261587	0.00197381	0.00264435	0.00265004	0.00278513	0.00284011	0.00225636	0.00121517	0.0025281	0.00243254	0.00179761	0.00166419	0.000784527	0.00202167	0.00353439	0.00227585
GLUDEG-I-PWY: GABA shunt	0.000314811	0.000171879	0.000305772	0.000204648	0.000696107	0.00192176	5.67437e-05	0.000605094	0.000101998	0.000666216	0.0	0.000391528	0.000344263	8.02984e-05	1.68424e-05	0.000264173	0.000205556	0.000476508	0.000115426	0.000281776	0.000546916	0.00021902	0.000214285	0.00100591	0.00131109	0.00151681	0.000495071	0.00112228	0.000237337	0.00112603	0.000330461	0.000677993	0.000393138	0.000193857	0.000227834	2.90759e-05	0.00118716	8.72564e-05	0.00140303	0.000615003	2.93314e-05	0.000258406	0.000167829	8.06079e-05	0.00025096	0.00101991	0.000147944	0.000750787	0.000143534	5.87153e-05	0.000245654	0.000482372	0.000599208	0.00103043	0.00111203	0.000146843	0.000625717	0.000535028	9.0342e-05	0.000488153	9.91871e-05	0.000855142	0.000100219	0.000756712	0.00162411	0.000829722	0.000248425	0.000882749	0.00111987	0.000910377	0.000233413	0.000769678	1.57293e-05	0.000771232	0.000831162	0.000421476	0.000145919	0.000299752	0.00141141	0.000706726	7.13752e-05	0.0	0.000754532	0.000427028	0.000151552	0.000229709	0.000324824	0.00144491	0.000399831	0.00053712	0.000219019	0.00114878	0.000400229	0.000327303	7.70547e-05	0.000310366	0.000419073	0.000142808	0.000518957	0.000335045	0.00163911	0.000133546	0.000219352	0.00033101	6.14793e-05	8.95169e-05	0.0	0.000265268	0.00069644	0.000665145	0.00104853	0.000485673	0.000453058	0.000125282	0.000412461	0.000708013	0.000603961	0.000187117	0.000376428	0.000781036	0.000245565	0.000441549	0.000339638	0.00103584	0.000111848
GLUTORN-PWY: L-ornithine biosynthesis I	0.00502176	0.00747343	0.00812407	0.00621323	0.00735621	0.00716851	0.00695167	0.0100709	0.00778396	0.00831414	0.00695874	0.00858151	0.00958803	0.00904075	0.00454941	0.00877044	0.00653261	0.00753685	0.00889167	0.00768865	0.00605149	0.00857367	0.00791474	0.00680226	0.0060385	0.00663662	0.00676337	0.00532962	0.00368633	0.00749296	0.0062726	0.00737995	0.00890881	0.00510559	0.00709444	0.00845332	0.00909941	0.00541734	0.00750192	0.00938738	0.00821993	0.00928365	0.00844054	0.0100208	0.0137133	0.00513736	0.00845618	0.00809192	0.00765187	0.00684453	0.00433202	0.00423247	0.00833027	0.00818288	0.0056906	0.0075722	0.00568819	0.00710983	0.00687475	0.00758856	0.00803062	0.0101012	0.00914623	0.00674911	0.00638783	0.00831058	0.0106785	0.00790754	0.00657596	0.00922099	0.00838949	0.00818143	0.0110389	0.00782889	0.00890581	0.0081927	0.00884954	0.00970909	0.00700434	0.00803788	0.00886248	0.0074872	0.00955299	0.0103621	0.0156806	0.00969733	0.00824424	0.0055175	0.00839013	0.00807882	0.009297	0.00850015	0.00853703	0.00733965	0.00965494	0.00915039	0.00680448	0.00833077	0.0088583	0.0071229	0.0084775	0.00441466	0.00644453	0.00847862	0.00738147	0.0104899	0.00418148	0.00927151	0.00787336	0.00766449	0.00521098	0.00975069	0.00961236	0.00940564	0.0101149	0.0077659	0.0040148	0.00972058	0.0105019	0.00641628	0.00905469	0.00797765	0.00791129	0.00998281	0.00902248
GLYCOCAT-PWY: glycogen degradation I	0.00476876	0.00297186	0.00222243	0.00212696	0.00111638	0.00139362	0.000502335	0.000793334	0.00282744	0.000608453	0.00205462	0.00497087	0.000606639	0.00274955	0.00138355	0.002035	0.00199592	0.00138197	0.0056783	0.000652021	0.00356076	0.000340165	0.00213146	0.000480827	0.00082719	0.00311546	0.00377107	0.000989078	0.00389243	0.00381822	0.00112674	0.00182684	0.00189032	0.00175783	0.0035632	0.00146072	0.00220533	0.00393552	0.00202314	0.00230218	0.00203143	0.00106119	0.00394852	0.00204602	0.00252328	0.00120038	0.000561468	0.00242076	0.00263826	0.00288383	0.00404725	0.000468777	0.00156082	0.000890154	0.000771156	0.00199234	0.00158858	0.00433748	0.000626498	0.00189229	0.000395125	0.0002365	0.00101155	0.000743862	0.00245034	0.000999451	0.00128157	0.00146214	0.00211148	0.00166864	0.0028443	0.00411481	0.000167017	0.00158198	0.000822047	0.00026164	0.00165945	0.000458569	0.00270945	0.00023904	0.000398933	0.0013394	0.000982293	0.00359051	0.00188452	0.000729959	0.00228248	0.00337458	0.00239789	0.00314653	0.00183541	0.00118005	0.0036185	0.0014393	0.000441933	0.00236596	0.00378703	0.0034956	0.0017513	0.00206797	0.00400533	0.0045023	0.00123057	0.000287222	0.00165389	0.000802006	0.00551349	0.000156689	0.00546245	0.00539205	0.00146175	0.00232246	0.00150757	0.00183028	0.00202375	0.00104048	0.00284438	0.00280546	0.00187069	0.00257622	0.00105213	0.00239649	0.000600505	0.00298192	0.00321323
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.0102729	0.0123697	0.0134371	0.0125648	0.0101977	0.0120156	0.00934615	0.0162869	0.0107998	0.0151136	0.0104741	0.0120936	0.012259	0.012315	0.00826507	0.014752	0.0138586	0.0116675	0.0135124	0.00822035	0.00909671	0.0138765	0.010845	0.0100478	0.0114392	0.00987163	0.0122443	0.00975028	0.00749857	0.0110505	0.0144956	0.0108156	0.0138463	0.0086817	0.0106168	0.0125165	0.0139814	0.0089407	0.00741647	0.0111124	0.0114664	0.0112487	0.0119814	0.010311	0.0125479	0.0068077	0.0128232	0.0115372	0.0122834	0.0104212	0.00831193	0.0126463	0.0117386	0.0131481	0.0078297	0.0111603	0.0120423	0.0115372	0.0115619	0.0112681	0.00894451	0.0133975	0.0120605	0.00858329	0.00836703	0.0118914	0.012069	0.01274	0.00941482	0.0130489	0.0121181	0.011509	0.0141172	0.00896847	0.012029	0.0117887	0.0161029	0.0151348	0.0102227	0.00860584	0.00857169	0.0119142	0.00941425	0.0134569	0.014201	0.00967537	0.0112048	0.0098718	0.0135103	0.0106998	0.0110168	0.0129425	0.0115612	0.00764875	0.0129687	0.0129501	0.00886906	0.011597	0.0117154	0.00987412	0.0118728	0.00954275	0.0075017	0.0173574	0.0109956	0.0138892	0.00452483	0.00751509	0.0130517	0.0122977	0.00666599	0.0131268	0.014099	0.0107466	0.0105131	0.0112306	0.00309054	0.0138271	0.0116367	0.00941753	0.0133725	0.0100651	0.0111762	0.010933	0.0129241
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.0	0.0	4.27413e-06	3.93601e-05	1.6364e-05	0.0	0.0	5.34027e-06	0.0	0.0	0.0	0.0	5.11733e-06	0.0	0.0	3.96482e-05	0.0	0.0	0.0	0.0	5.71479e-05	0.0	5.05884e-06	7.33709e-05	0.0	6.98545e-05	9.5082e-06	8.78161e-05	0.0	1.02587e-05	1.04576e-05	5.06533e-05	0.0	7.50576e-06	0.0	0.0	3.21641e-06	0.0	0.0	3.73804e-06	1.25882e-05	0.0	1.05484e-05	0.0	1.36922e-05	0.000357495	0.0	0.000175672	0.0	0.0	2.9567e-05	9.31029e-06	0.0	0.0	0.000356426	3.10991e-06	4.59086e-06	0.0	0.0	1.96872e-05	0.0	2.84513e-06	0.0	7.79628e-06	0.000127233	1.93325e-05	3.24164e-06	0.0	4.20664e-05	0.0	0.0	0.0	4.93852e-06	8.42816e-05	0.0	2.15792e-05	0.0	0.0	2.59836e-05	7.39721e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.22224e-05	1.79906e-05	0.0	7.17958e-05	0.0	0.0	0.0	1.39616e-05	0.0	0.0	7.14635e-05	1.22427e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000453417	4.98424e-05	0.0	0.0	3.94262e-05	0.0	0.000122732	0.0	1.6675e-05	4.13068e-05	0.0	0.0	0.0	0.0	0.0
