# Pathway	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST	CCMD10032470ST-11-0	CCMD10191450ST-11-0	CCMD15562448ST-11-0	CCMD17410933ST-11-0	CCMD18579000ST-11-0	CCMD18829815ST-11-0	CCMD19168690ST-11-0	CCMD21593359ST-11-0	CCMD21703880ST-11-0	CCMD22852639ST-11-0	CCMD23541216ST-11-0	CCMD25475945ST-11-0	CCMD26625622ST-11-0	CCMD27463710ST-11-0	CCMD27867141ST-11-0	CCMD28738636ST-11-0	CCMD29706695ST-11-0	CCMD30626189ST-11-0	CCMD30627121ST-11-0	CCMD31009081ST-11-0	CCMD31134579ST-11-0	CCMD32288175ST-11-0	CCMD32965613ST-11-0	CCMD35081859ST-11-0	CCMD35633353ST-11-0	CCMD35801800ST-11-0	CCMD37575804ST-11-0	CCMD38158721ST-11-0	CCMD39157124ST-11-0	CCMD39882286ST-11-0	CCMD41202658ST-11-0	CCMD41521570ST-11-0	CCMD42956136ST-11-0	CCMD45004878ST-11-0	CCMD45812507ST-11-0	CCMD46727384ST-11-0	CCMD49025643ST-11-0	CCMD49461418ST-11-0	CCMD49942357ST-11-0	CCMD50300306ST-11-0	CCMD50529145ST-11-0	CCMD50538120ST-11-0	CCMD51154251ST-11-0	CCMD51228890ST-11-0	CCMD52117727ST-11-0	CCMD52145360ST-11-0	CCMD53508245ST-11-0	CCMD53522274ST-11-0	CCMD54057834ST-11-0	CCMD56948710ST-11-0	CCMD59540613ST-11-0	CCMD59583015ST-11-0	CCMD65222621ST-11-0	CCMD65406197ST-11-0	CCMD66848156ST-11-0	CCMD67373733ST-11-0	CCMD68973846ST-11-0	CCMD71242853ST-11-0	CCMD71915439ST-11-0	CCMD72666896ST-11-0	CCMD72690923ST-11-0	CCMD73128545ST-11-0	CCMD74592084ST-11-0	CCMD75147712ST-11-0	CCMD76222476ST-11-0	CCMD76409700ST-11-0	CCMD79349503ST-11-0	CCMD85481373ST-11-0	CCMD85661207ST-11-0	CCMD89107682ST-11-0	CCMD89306485ST-11-0	CCMD89643949ST-11-0	CCMD89967135ST-11-0	CCMD92404903ST-11-0	CCMD93755960ST-11-0	CCMD95431029ST-11-0	CCMD95676152ST-11-0	CCMD98198513ST-11-0	CCMD98531134ST-11-0	CCMD98702133ST-11-0	CCMD99440714ST-11-0	CCMD99929634ST-11-0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.0102104	0.0110122	0.0112061	0.01037	0.0118599	0.0104009	0.0108432	0.0113753	0.0111649	0.0132225	0.010259	0.0114477	0.012536	0.0105063	0.00938854	0.0124425	0.0120412	0.0124926	0.0122457	0.0123058	0.00994258	0.0111771	0.0119087	0.0105691	0.0102949	0.0104573	0.0112429	0.00808548	0.0099948	0.0111994	0.0117509	0.00928322	0.0122256	0.0102599	0.0103778	0.0115311	0.0115656	0.00950039	0.0124127	0.0127036	0.00986227	0.00979692	0.0104391	0.0109787	0.011437	0.00689877	0.0100363	0.0103946	0.0101436	0.00903896	0.00872653	0.0121202	0.0162634	0.011223	0.00680418	0.0111788	0.0131688	0.0124898	0.00904569	0.0139555	0.0130634	0.0104611	0.0107258	0.0107643	0.00845875	0.0106015	0.0110041	0.0126017	0.00919705	0.00947418	0.0106447	0.011317	0.0125179	0.0104137	0.0108096	0.0106168	0.0128649	0.0101987	0.0104107	0.0100149	0.0138831	0.0103738	0.0115355	0.0121331	0.0145955	0.0107821	0.00915828	0.00877362	0.012345	0.00976811	0.011321	0.0105473	0.0105926	0.0112865	0.00950628	0.0132744	0.0085632	0.0104384	0.0119003	0.0103599	0.00997485	0.010518	0.00960669	0.0147806	0.0104935	0.00907447	0.00980172	0.0136995	0.0117294	0.00979634	0.0062456	0.0103151	0.00842113	0.0146013	0.0126457	0.0098426	0.00925733	0.0103018	0.0143622	0.0104413	0.010315	0.0112119	0.00973854	0.0101421	0.0113968
PWY-7977: L-methionine biosynthesis IV	0.00756818	0.00803079	0.00779904	0.00661925	0.00726578	0.00791711	0.00681635	0.00674511	0.00813185	0.00723151	0.00716398	0.00903521	0.00795244	0.00871662	0.00849165	0.00857509	0.00800646	0.00834996	0.00870997	0.0116499	0.00807684	0.00650219	0.00884173	0.00751039	0.00827705	0.00703369	0.00847022	0.00753893	0.00960443	0.00780351	0.00577077	0.00799728	0.00724722	0.00939616	0.00838328	0.00849657	0.00688838	0.0098819	0.0115681	0.00798553	0.00820752	0.00827003	0.00886288	0.00805265	0.00801694	0.00582736	0.00620488	0.00810906	0.00722339	0.00947558	0.00717252	0.00649271	0.00880325	0.00830775	0.00568229	0.00824358	0.00768036	0.00788786	0.00864147	0.00774431	0.0112311	0.0118797	0.00752611	0.00810785	0.00698064	0.00789432	0.0085193	0.00776342	0.00816716	0.00715534	0.00676454	0.00886252	0.00826802	0.0105776	0.00800479	0.00387836	0.00663379	0.00615953	0.00911117	0.00855099	0.0111575	0.00632515	0.0112255	0.00805457	0.00549611	0.00881222	0.00638882	0.00856017	0.00805114	0.00769642	0.00921029	0.00847951	0.00813117	0.00865977	0.00652615	0.00800983	0.00661457	0.00768917	0.0100337	0.00909392	0.00855633	0.00787467	0.00943461	0.00682133	0.00782564	0.00665824	0.00954628	0.0114351	0.00867231	0.00907569	0.00538379	0.00696406	0.00720258	0.0104985	0.010032	0.00682883	0.008637	0.00645073	0.00744167	0.00669742	0.00662153	0.00840946	0.00641889	0.00806129	0.00854237
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0.0	0.00018761	0.000208582	0.000114837	0.00144309	0.0	0.0	8.13462e-05	0.000807282	0.0	0.0	0.000237581	0.0	0.0	0.0	0.000124878	0.0	0.00112744	0.0	0.0	0.00049286	0.000122295	0.0	2.40408e-05	0.0	6.2458e-05	0.0	0.0	0.0	0.000251502	8.41034e-05	0.000107504	0.000223601	0.00101774	0.000243121	0.0	0.000132702	0.0	0.0	0.000111067	4.82606e-05	0.0	0.000668479	0.000313166	0.00033377	6.18512e-05	0.0	0.000315818	0.000856252	0.0	5.22561e-05	0.0	0.000649266	0.0	5.68095e-05	0.00025951	0.000147964	0.000317138	0.0	0.000179503	0.000221127	0.0	0.000240528	0.000156586	0.0	0.000269748	9.1275e-05	6.70045e-05	0.000127886	0.0	0.0	4.34851e-05	9.51933e-05	0.0	0.0	0.0	0.000352745	0.0	0.000526898	0.0	0.0	0.0	0.000285882	0.0	0.000254403	0.0	0.000180431	4.41276e-05	0.000125899	0.000222612	8.02964e-05	0.0	0.000459576	0.000496722	0.0	0.000320302	6.40121e-05	0.0	0.000235689	8.68936e-05	0.0	6.91157e-05	0.0	0.000444042	0.000256639	0.0	0.000345225	0.000428947	0.0	0.0	0.000148412	0.000239835	0.0	0.000290177	0.000209365	0.0	0.000403379	0.0	0.000119537	0.000217232	0.0	0.0	0.0	0.000866611	0.0
PWY-8004: Entner-Doudoroff pathway I	0.00157045	0.00224338	0.00175654	0.00194802	0.0014048	0.00205725	0.00177536	0.00124998	0.00188498	0.00132094	0.00168846	0.00225779	0.000797203	0.00234511	0.00064522	0.00174318	0.00266301	0.00225833	0.00188296	0.000880748	0.00252384	0.00220167	0.00283985	0.0020428	0.00177175	0.00190175	0.00210011	0.0027144	0.000511932	0.00218851	0.00224846	0.00210436	0.00131094	0.00190251	0.00192096	0.00166412	0.00160751	0.00191571	0.001448	0.00186316	0.00241212	0.00265801	0.00152569	0.00137477	0.00188473	0.00246055	0.00187867	0.00187341	0.00163184	0.00219702	0.0028619	0.00201441	0.00165765	0.00190951	0.00228225	0.00185989	0.00190414	0.00168976	0.00244341	0.00141267	0.001765	0.00106189	0.00209277	0.00180084	0.00269695	0.00169895	0.00166799	0.00149761	0.00211133	0.00284642	0.00280177	0.00156606	0.000488271	0.00136636	0.00170086	0.00218126	0.00153459	0.00128973	0.0021565	0.00164472	0.00132345	0.00178286	0.00115178	0.00154406	0.0012287	0.00170734	0.00362906	0.00192776	0.0019679	0.00229751	0.00153777	0.00184382	0.00219015	0.00203408	0.00210883	0.00210347	0.00257473	0.00230677	0.00101518	0.00215068	0.00209157	0.00210461	0.00253724	0.0012716	0.0019657	0.00194951	0.00057996	0.000890284	0.00182367	0.0020479	0.00249294	0.00254579	0.00297722	0.00102434	0.000951681	0.00214087	0.00160342	0.00216949	0.000957315	0.00271997	0.00109759	0.00165034	0.00137493	0.0025984	0.00165851
PWY-8011: L-serine biosynthesis II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.40309e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-801: homocysteine and cysteine interconversion	4.93947e-05	2.13709e-05	0.0	0.000155396	1.63348e-05	8.65117e-05	0.00018577	0.000100764	0.0	0.0	1.12297e-05	0.0	1.44763e-05	5.89159e-05	1.47498e-05	3.20216e-05	0.0	0.0	1.59057e-05	0.0	9.97226e-05	0.0	0.000100505	0.000147845	1.57787e-05	0.000153363	2.72593e-05	0.000346489	0.0	4.60293e-05	3.7302e-05	0.000132827	0.000108801	5.23806e-05	0.0	0.0	1.51048e-05	3.53706e-05	1.65988e-05	5.56049e-06	9.25101e-06	0.0	4.955e-06	5.07202e-05	0.00010271	0.00072907	2.3826e-05	3.87723e-05	4.77191e-05	4.34646e-05	9.32602e-05	0.0	0.0	0.0	0.00067565	2.27945e-05	5.85993e-06	0.0	0.0	0.0	0.0	9.66922e-05	0.0	0.000313973	0.000315269	0.00011016	0.0	1.91562e-05	9.50417e-05	0.0	8.03253e-05	4.13342e-05	3.45498e-05	0.000200169	0.000164492	0.000367806	0.0	0.0	8.70947e-05	0.000209553	0.0	0.0	0.0	6.92138e-05	0.0	0.0	0.0	3.75894e-05	1.13427e-05	3.55237e-05	0.0	0.0	0.0	0.0	6.24276e-05	0.0	0.000171095	3.39802e-05	1.83332e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000142999	0.000724454	0.0	8.97309e-05	0.0	0.0	4.47439e-05	5.51298e-05	0.0	0.0	8.04157e-05	0.0	6.81445e-06	0.0	0.0	8.08382e-06
PWY-8073: lipid IVA biosynthesis (P. putida)	0.00296349	0.00245731	0.00110517	0.00155201	0.000811192	0.00115029	0.000393661	0.000371618	0.00335103	0.00123987	0.000943749	0.00145611	0.000219809	0.00189686	0.0020347	0.00127724	0.00046082	0.00121405	0.00105019	0.00142686	0.00196575	0.00033058	0.00123999	0.00119638	0.00290766	0.00179123	0.00225658	0.00206161	0.00430276	0.000769505	0.000987381	0.00207322	0.000395358	0.000605353	0.00260432	0.00129645	0.00145389	0.00334967	0.00235529	0.00206093	0.00142095	0.000988988	0.00182248	0.00184624	0.000815573	0.00263463	0.000452123	0.00101585	0.00228653	0.00276465	0.00153586	0.000394088	0.00134847	0.00137433	0.00268471	0.00144053	0.0013761	0.00159796	0.000340216	0.000500218	0.000261219	0.000107367	0.000421584	0.00200783	0.0024666	0.000930981	0.0012118	0.000419808	0.00202012	0.00124269	0.00186963	0.000545641	0.000221776	0.00123405	0.000586456	0.000702206	0.000449	0.000713532	0.00214365	0.00112864	0.000640786	0.0019663	0.000534642	0.000892407	0.000625356	0.00156617	0.00118902	0.00272577	0.00142411	0.0020726	0.00060261	0.00161559	0.0021575	0.00220766	0.000974819	0.000495145	0.00100825	0.00186867	0.000575804	0.0018498	0.00170039	0.000117692	0.00207446	8.6257e-05	0.00123445	0.000619391	0.00715283	0.000343037	0.000726094	0.0014243	0.00220861	0.000576829	0.000685107	0.000642723	0.000564688	0.00061647	0.00234402	0.00132516	0.00229569	0.00182348	0.00139809	0.00228846	0.00151154	0.00198687	0.000564621
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.86807e-05	0.0	4.12312e-05	0.000103121	0.0	0.000145266	0.0	0.000149834	0.0	0.0	6.13754e-06	4.22281e-05	0.0	0.0	0.0	0.0	2.8676e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000379902	0.0	1.00784e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000241732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000162241	4.74256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102348	0.0	0.0	0.0	0.0	4.16619e-05	0.000134611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07855e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000459563	8.03639e-06	0.0	0.0	0.0	1.04006e-05	0.0	0.0	0.0	1.8425e-05	0.0	0.0	0.0	0.0	0.0
PWY-8112: factor 420 biosynthesis I (archaea)	1.05966e-05	0.0	0.0	0.0	3.73789e-05	1.76235e-05	0.0	3.62937e-05	0.0	0.000102673	0.0	0.0	0.0	0.0	0.0	9.48509e-05	0.000144617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39319e-05	0.0	0.0	0.0	0.0	0.000328856	0.0	8.53618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7647e-05	0.0	0.0	0.0	0.000120301	0.0	4.47676e-05	0.0	0.0	7.07126e-05	0.0	0.0	0.000145339	0.0	0.00019398	0.0	0.000117224	0.0	0.0	0.0	0.000118835	0.0	0.0	0.0	2.30564e-05	4.36467e-05	0.0	0.0	0.0	0.0	0.0	0.000154404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23296e-06	0.0	0.0	0.0	0.0	0.0	2.63375e-05	0.0	0.0	0.0	0.0	2.81045e-05	2.37842e-05	0.0	0.0	0.0	0.0	2.75582e-05	0.0	0.0	0.0	0.0	3.23577e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000190527	0.0	0.0	0.0	0.0	0.0	4.43492e-05	0.0	0.0	0.0
PWY-8113: 3PG-factor 420 biosynthesis	9.5195e-06	0.0	0.0	0.0	3.73789e-05	1.60925e-05	0.0	3.62937e-05	0.0	9.23864e-05	0.0	0.0	0.0	0.0	0.0	9.21102e-05	0.000126051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75218e-05	0.0	0.0	0.0	0.0	0.000314574	0.0	7.30745e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75156e-05	0.0	0.0	0.0	0.000116799	0.0	3.66921e-05	0.0	0.0	6.15918e-05	0.0	0.0	0.000138058	0.0	0.000176331	0.0	0.000110905	0.0	0.0	0.0	0.000103886	0.0	0.0	0.0	1.90436e-05	3.31733e-05	0.0	0.0	0.0	0.0	0.0	0.000154404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21319e-05	0.0	0.0	0.0	0.0	2.28554e-05	1.62231e-05	0.0	0.0	0.0	0.0	1.58039e-05	0.0	0.0	0.0	0.0	2.22259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000182423	0.0	0.0	0.0	0.0	0.0	4.43492e-05	0.0	0.0	0.0
PWY-8125: mevalonate pathway IV (archaea)	2.11109e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38374e-05	6.41923e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31058e-05	0.0	0.0	0.0	0.0	0.00010107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66459e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87144e-05	0.0	0.0	0.0	2.86719e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000292957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8131: 5'-deoxyadenosine degradation II	0.00140754	0.000431265	0.000623956	0.000618123	0.000232996	7.21262e-05	0.000118918	0.000116382	0.000542155	0.000485936	0.000200875	0.000141571	0.000370469	0.000517499	0.00061482	0.000420719	0.0002322	0.000201635	0.000267654	0.000213977	7.9863e-05	0.000218832	0.000362121	0.000272617	0.00112739	0.000248131	0.000219923	0.000663809	0.000368178	0.000133141	5.66511e-05	0.000304517	0.000170264	0.00126494	0.00051119	0.00013408	0.00029987	9.83354e-05	0.000243546	0.000410159	0.000281268	0.00021597	0.000178989	0.000143275	0.000463767	0.000156016	0.000480063	0.000415726	0.000229072	8.03794e-05	0.000269314	0.000302535	0.000553306	0.000396275	0.000339849	0.000403758	0.000241096	0.000341743	0.000643676	0.000553866	0.000260512	0.000323711	0.000442083	0.000310498	0.000288571	0.000168033	0.000163807	0.000255754	0.000177924	0.000266379	0.000211706	0.000194361	0.000528736	0.000215195	0.000302945	0.000199528	0.000420973	0.000238288	0.000305381	0.000780274	0.000264621	9.7931e-05	0.000181578	0.000317857	0.000446166	0.000570662	0.000224762	0.000348534	0.000206124	0.00042927	0.000110693	0.000351316	0.000446325	0.000445703	0.000263633	0.000158239	0.000662191	0.000222667	0.00050851	0.000220617	0.000129677	0.000357524	0.00105331	0.000178453	0.000366668	0.000179331	0.000295019	0.0	0.00028577	0.000110603	0.000449639	0.000583896	0.000538072	0.000295135	0.000386286	0.00043457	0.000967395	0.000167077	0.000440792	0.00018985	0.000105089	0.000630381	0.000273704	0.000352749	0.000446463
PWY-8134: bile acid 7&beta;-dehydroxylation	2.51451e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37686e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03671e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	0.00728747	0.00621098	0.00871268	0.00712841	0.0077484	0.00894652	0.00503249	0.00975305	0.00490841	0.00871562	0.00908159	0.00756904	0.0076452	0.00801631	0.00744398	0.00771393	0.00742175	0.00610208	0.00838281	0.00843915	0.0057775	0.00971604	0.00630178	0.00701517	0.0071279	0.00674625	0.00758622	0.00679109	0.00786123	0.00834277	0.00565431	0.00776854	0.00833064	0.00662524	0.00737178	0.00573449	0.00871534	0.00421873	0.00640976	0.00569169	0.00699291	0.00802443	0.00672743	0.00731095	0.00573014	0.00593761	0.00926543	0.00836937	0.00741916	0.00401071	0.00762158	0.0068395	0.00582317	0.00879591	0.00734037	0.00662507	0.00610193	0.0072602	0.00735807	0.00674696	0.00702228	0.0129265	0.00752787	0.00715428	0.00628788	0.00747566	0.00707234	0.00918185	0.00788407	0.00635773	0.00671271	0.00965987	0.00994727	0.007688	0.00750178	0.00574582	0.00807962	0.00951621	0.00726258	0.00684731	0.00559238	0.00801291	0.00811467	0.00684343	0.00446538	0.00749846	0.00693327	0.00731334	0.00598836	0.00551644	0.0080948	0.00891479	0.00691441	0.00637675	0.00888709	0.00695521	0.00790532	0.00619139	0.00907169	0.00766357	0.0104768	0.00713802	0.00489682	0.00906412	0.00887736	0.0090139	0.00335512	0.00577953	0.00915856	0.00894121	0.0068037	0.00770228	0.00768868	0.00560316	0.00821039	0.00737621	0.00797258	0.00641126	0.00610074	0.00760655	0.0103093	0.00511704	0.00761715	0.00717598	0.00836386
PWY-8182: valproate &beta;-oxidation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0.00184609	0.00353109	0.00265157	0.00369252	0.00132587	0.00149981	0.00231911	0.00147289	0.00239983	0.00611537	0.00306215	0.00130784	0.000929192	0.00173321	0.00255989	0.00302291	0.00508415	0.00206511	0.00102883	0.00177284	0.00158877	0.00109962	0.00143932	0.00188587	0.00200136	0.00183451	0.00265593	0.0034165	0.00332298	0.00103156	0.0064998	0.00228303	0.00148757	0.00362674	0.00240735	0.00314324	0.00130063	0.00293332	0.00141848	0.00262907	0.00341194	0.00153611	0.00453128	0.00139737	0.00167457	0.00248869	0.00159357	0.00303574	0.00236592	0.0023207	0.00333137	0.00704966	0.00465131	0.0018355	0.00175277	0.00181888	0.00601961	0.00676798	0.00470791	0.00390001	0.00127223	0.00085316	0.00369857	0.00172526	0.00164313	0.00078643	0.0014368	0.00359735	0.00215232	0.00102331	0.00173619	0.000901389	0.00084675	0.00112359	0.000931593	0.00172992	0.00311065	0.00114072	0.00175611	0.00491332	0.00135411	0.00265949	0.00121889	0.0031626	0.00263578	0.002916	0.00180498	0.00272126	0.00236605	0.00190084	0.000585188	0.00178599	0.00309928	0.0024803	0.00221568	0.0031745	0.00342245	0.00171713	0.00277814	0.00174708	0.00119502	0.00290274	0.00189331	0.00342408	0.00214501	0.00104286	0.000202497	0.000722217	0.00211819	0.00116643	0.00256243	0.00126825	0.00103807	0.00295156	0.003075	0.00511632	0.00272096	0.00106354	0.00695894	0.00338826	0.00240205	0.00293326	0.0026097	0.00172551	0.00176776
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0.000247841	0.0	3.8865e-05	0.000204769	0.0	4.40607e-05	9.00382e-05	0.0	6.33918e-05	3.45555e-05	3.52018e-05	0.0	9.21056e-05	0.000236587	4.23242e-05	7.32818e-05	0.000239259	7.78179e-05	0.0	0.0	0.000206837	9.12921e-05	9.70551e-05	0.0	2.81614e-05	3.55054e-05	7.23298e-05	0.0	9.7173e-05	0.0	0.0	4.3869e-05	7.40934e-05	0.000116952	6.08835e-05	7.10747e-05	2.75189e-05	0.0	0.000101186	2.08101e-05	4.52172e-05	7.03912e-05	0.000145493	6.52113e-05	0.0	0.0	0.0	0.0	0.000103088	0.0	0.000226317	0.000153217	0.0	8.87927e-05	2.60417e-05	7.19202e-05	0.0	0.000114282	0.0	0.00012099	0.0	0.0	9.79287e-05	0.0	0.0	0.0	0.0	3.81847e-05	5.47491e-05	5.56737e-05	0.0	0.0	0.0	0.0	0.0	0.000131151	0.0	0.0	4.30193e-05	3.03396e-05	0.0	0.0	4.53473e-05	0.0	0.0	4.91092e-05	0.000206335	4.52445e-05	3.58132e-05	0.0	0.0	0.0	0.0	0.000180641	0.0	4.03579e-05	0.00014717	0.0	7.65425e-05	0.000211697	0.000118989	0.00016906	6.07711e-05	0.0	0.000170209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69137e-05	0.0	0.0	0.0	4.13015e-05	4.31294e-05	0.0	9.33631e-05	0.0	8.3998e-05	4.44692e-05
