# Pathway	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
PWY-2201: folate transformations I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.32614e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42404e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61827e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99742e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13733e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.91488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.16995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18411e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58669e-05	8.41043e-06	0.0	1.0033e-05	0.0	0.0	0.0	1.86077e-05	8.20813e-06	0.0	6.60095e-06
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	0.000249261	0.000508799	0.000582917	0.000409026	0.000720144	0.00289199	0.00138691	0.000416	0.000274419	0.00279262	0.00156661	0.000406567	0.00104211	0.000951165	0.00334771	0.00113632	0.00226718	0.00171545	0.00235653	0.00231964	0.00120458	0.00310074	0.00236171	0.00169357	4.18072e-05	0.00382924	0.0016302	0.00212799	0.00206332	0.00254905	0.00304188	0.00213048	0.00319206	0.00200469	0.00152659	0.00279621	0.00286803	0.00211583	0.000807751	0.00310784	0.00140704	0.00316333	0.00276013	0.0021828	0.00270552	0.000104573	0.000917894	0.00206594	0.000912107	0.0010461	0.00208723	0.0023032	0.00330176	0.00122103	0.000164556	0.00144492	0.00101097	9.52581e-05	0.00195619	0.000693288	0.00233525	0.00159015	0.000556275	0.00149041	0.000147702	0.00151449	0.000657102	0.0022558	0.00202121	0.00285675	0.00328919	0.00230414	0.000698746	0.00154415	0.000865191	0.00172504	0.000781405	0.00304315	0.000216192	0.00293971	0.00117805	0.000719026	0.00260273	0.00218487	0.00240622	0.00210353	0.00204422	0.00295272	0.00358751	0.00348825	0.00251204	0.000680737	0.00263344	0.00155512	0.00124961	0.00182021	0.000156822	0.00100218	0.000920125	0.00322751	0.00350062	0.00194485	0.00219739	0.00152592	0.000955588	0.00420467	0.00068982	0.00103034	0.00190043	0.000463354	0.00172997	0.00125397	0.00219876	0.00324178	0.00197632	0.00142064	0.000560756	0.00154957	0.00176965	0.00382088	0.00093973	0.000372376	0.00117471	8.09251e-05	0.0011274	0.00153143	0.00137432	0.00106344	0.00119976	0.000865099	0.00279942	0.00104556	0.00071851	0.0022246	0.00216312	0.00216383	0.000989329	0.000213012	0.00267787	0.00133928	0.000366377	0.00300194	0.00230489	0.00196127	0.000925434	0.000574793	0.00213453	0.00228616	0.000348749	0.00192386	0.00136287	0.00290027	0.0034533	0.000958177	0.00247191	0.000378066	2.58212e-05	0.00248258	0.0028671	0.00199453	0.00117211	0.00256695	0.00258833
PWY-2941: L-lysine biosynthesis II	0.00444421	0.00388497	0.00512788	0.00349385	0.000995176	0.00371385	0.0014517	0.00239554	0.00234273	0.00233881	0.0041689	0.00494361	0.00411144	0.00340475	0.00374392	0.00405623	0.00353988	0.00332331	0.00384772	0.00399585	0.00324056	0.001848	0.00381538	0.00295304	0.00238226	0.00249598	0.00110714	0.00400641	0.00478441	0.00185819	0.00453451	0.00130024	0.00228064	0.00398119	0.00324877	0.00285974	0.0016049	0.00485407	0.00155434	0.00521042	0.00359239	0.00337735	0.00403217	0.00358898	0.0046023	0.00112951	0.00464836	0.00405686	0.00516587	0.00438953	0.00419702	0.00172632	0.00331403	0.00438462	0.00204863	0.00414968	0.00325221	0.0052148	0.00154685	0.00259375	0.00478418	0.0053107	0.00210755	0.00276482	0.00194049	0.00456052	0.00403982	0.0014301	0.00257436	0.00349574	0.00413559	0.00249067	0.00257283	0.00367905	0.00165819	0.00349121	0.00383577	0.00148792	0.00399824	0.0017839	0.00244212	0.00240594	0.00452437	0.00262269	0.00177739	0.00153825	0.00431917	0.00193945	0.0020213	0.00437861	0.00212193	0.00281643	0.00436621	0.00224726	0.00286099	0.00289316	0.00184979	0.00300128	0.00312074	0.00160694	0.000914332	0.00347151	0.00159507	0.00252551	0.00119401	0.00226384	0.00506334	0.00470284	0.00512946	0.00194906	0.0026753	0.00449	0.00206863	0.00253545	0.00333077	0.00425417	0.0027822	0.00460432	0.00222835	0.00413203	0.00259395	0.00265997	0.00135621	0.00315391	0.00454818	0.00258639	0.00162535	0.00643203	0.00166574	0.004387	0.00455894	0.000288294	0.00118715	0.00763824	0.00465673	0.0049458	0.00215771	0.0029663	0.0028293	0.00199491	0.00266521	0.00126354	0.00214351	0.00148978	0.00443136	0.00403977	0.00216373	0.00280793	0.00153459	0.00189179	0.0102763	0.000851922	0.00324864	0.0021385	0.00346728	0.00185202	0.00337483	0.0037862	0.000788488	0.00360497	0.00256445	0.00254284	0.00170941
PWY-2942: L-lysine biosynthesis III	0.00865174	0.0104827	0.00840156	0.0103764	0.00778242	0.007378	0.0100515	0.00481088	0.00418517	0.00783132	0.00934522	0.00792685	0.00715874	0.0102235	0.00959609	0.00778546	0.00989279	0.00714027	0.00684472	0.00850324	0.00820873	0.00677261	0.00589566	0.0076298	0.00848905	0.00779975	0.00964711	0.00712867	0.00686075	0.00647289	0.00796378	0.00523703	0.00865695	0.00857601	0.007056	0.00571387	0.00891829	0.00677094	0.00829622	0.00623989	0.00810766	0.0101197	0.00882105	0.00726831	0.00857412	0.00874845	0.00880911	0.00699616	0.00822912	0.00822817	0.00840762	0.00652872	0.00866679	0.00947271	0.0112286	0.00926042	0.00808056	0.00993752	0.00699621	0.00826478	0.00793123	0.00839738	0.00874134	0.00777961	0.00891628	0.00842934	0.00812799	0.00913171	0.00915877	0.00904536	0.00664395	0.00985251	0.00890293	0.00777825	0.00488416	0.00911061	0.0091953	0.00569645	0.00974986	0.00523591	0.0102147	0.00839055	0.00602985	0.00874079	0.00803115	0.00879995	0.00806044	0.00912432	0.00872279	0.00910853	0.00945953	0.00816582	0.00631512	0.0091084	0.00839411	0.00791332	0.00856088	0.00932404	0.00754206	0.00748081	0.00931713	0.0079548	0.00477275	0.00930811	0.00768494	0.00827774	0.00792597	0.00940888	0.00903695	0.00967274	0.00723338	0.00745302	0.00949089	0.00681276	0.00836054	0.00910265	0.00875761	0.00839104	0.00859522	0.00894358	0.00852799	0.00763467	0.00953344	0.00931774	0.00726885	0.00793305	0.00844536	0.00848434	0.00821869	0.00886547	0.00762815	0.00443883	0.00961718	0.0096437	0.00812642	0.00863264	0.00898943	0.00922054	0.00813706	0.00676201	0.00926127	0.00510843	0.00615552	0.008989	0.0083572	0.00929749	0.00939341	0.00606465	0.00856983	0.00787488	0.0105208	0.00443928	0.0100872	0.00802959	0.00697462	0.0107125	0.00843966	0.00850092	0.00613338	0.00783372	0.00983806	0.00862845	0.00639887
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.00562175	0.00653945	0.00528537	0.00707932	0.00616314	0.00648482	0.00571154	0.00699996	0.00513871	0.00669666	0.00605704	0.006634	0.00626247	0.00535631	0.00885634	0.00655506	0.00755029	0.00598624	0.00583438	0.00628971	0.00744819	0.0051826	0.0050942	0.00666975	0.00663774	0.00683767	0.00625659	0.00637344	0.00577503	0.0062797	0.00792223	0.00571745	0.00851467	0.00580612	0.00543857	0.00568741	0.00843752	0.00628427	0.00662068	0.00575485	0.0078134	0.00690647	0.00705028	0.00689029	0.00806211	0.00704447	0.00638374	0.00624116	0.00584847	0.00605419	0.00668761	0.00537291	0.00725501	0.00692705	0.00550595	0.00726372	0.0065513	0.00424624	0.00478553	0.00607248	0.0069715	0.00693705	0.00795917	0.00690142	0.00624611	0.00618953	0.0068317	0.00735863	0.00803378	0.00763249	0.0065569	0.00748023	0.00683596	0.00570008	0.00647155	0.00419116	0.00661944	0.00521139	0.00737324	0.00525475	0.00647279	0.0065606	0.00534451	0.00785876	0.00745042	0.00842195	0.00794894	0.0068754	0.00759911	0.00812304	0.00720537	0.00554338	0.00661748	0.00636415	0.00694372	0.00657419	0.00650576	0.00596052	0.00561915	0.00695132	0.00804132	0.0067423	0.00501006	0.00787488	0.00650652	0.00817202	0.00590438	0.00638692	0.00793705	0.00695743	0.00603907	0.00545452	0.00694068	0.00521364	0.00672392	0.00596417	0.00657986	0.00703093	0.0078316	0.00697908	0.00651696	0.006116	0.00646165	0.00430922	0.00671474	0.00569916	0.00691372	0.00691548	0.00568351	0.00562565	0.00624517	0.00639134	0.0070729	0.00670843	0.00722108	0.00740305	0.00722424	0.00719943	0.00711862	0.00581688	0.00774354	0.00514853	0.00539007	0.00719959	0.00632801	0.00476613	0.0066351	0.00574229	0.00720276	0.00632476	0.00589404	0.00522474	0.00860239	0.00681884	0.00631676	0.0063148	0.0059069	0.00756749	0.00521156	0.00719241	0.0063481	0.00840749	0.00546192
PWY-3781: aerobic respiration I (cytochrome c)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27546e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.77787e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15894e-06	0.0	0.0	0.0	0.0	9.9078e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69703e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-3801: sucrose degradation II (sucrose synthase)	0.0	0.0	0.0	0.0	0.0	0.000725773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000147303	0.0	0.0	0.0	0.0	0.0	6.03868e-05	0.0	0.0	0.000744975	0.0	0.0	0.0	0.0	0.000926863	0.0	0.0	2.26038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.21702e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78355e-05	0.0	0.0	0.0	6.64832e-05	0.001046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5281e-05	0.0	5.46061e-05	0.000102949	0.0	0.0	0.0	0.0	0.0014984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94803e-05	0.0	0.0	3.92831e-05	0.0	0.0	0.0	0.0	0.000213571	0.0	0.0	0.0	3.87315e-05	0.000102098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000301578	0.0	0.0	0.0	0.0	0.000189551	0.0	0.0	0.0	0.0	5.90099e-06	0.0	0.0	0.0
PWY-3841: folate transformations II (plants)	0.00826543	0.0108965	0.00884032	0.0150228	0.00959107	0.00780434	0.00941719	0.00328794	0.00369634	0.00731569	0.0108637	0.0099103	0.00954135	0.0167782	0.00935605	0.00964466	0.00990649	0.00872937	0.00740971	0.0114772	0.00995888	0.00651517	0.00582851	0.0084901	0.00988114	0.0068082	0.0117667	0.00811116	0.00803309	0.00885956	0.00836166	0.00380906	0.0109099	0.0118175	0.00703881	0.00612842	0.00980681	0.00702733	0.00936701	0.00692248	0.0108759	0.0113099	0.0066443	0.00884434	0.0082068	0.0102822	0.0096104	0.008405	0.00957124	0.010654	0.00870314	0.00589623	0.00831888	0.0106097	0.0137174	0.00933176	0.0099636	0.00955323	0.00700963	0.0127059	0.00885205	0.00931215	0.0109425	0.00950831	0.0133741	0.00954661	0.0100208	0.0113327	0.0105714	0.00826348	0.00800302	0.0108991	0.0103857	0.0112464	0.00436798	0.0108671	0.00973636	0.00557818	0.0117159	0.00568301	0.0126196	0.00965134	0.00511058	0.00950657	0.00862513	0.0103147	0.00931881	0.00988272	0.00861126	0.0088918	0.0114979	0.00977565	0.00675079	0.00955231	0.0105369	0.00795707	0.0107251	0.0115092	0.00781686	0.00946222	0.00909457	0.00986351	0.00388741	0.0123306	0.00938045	0.00922935	0.00824553	0.0100503	0.00989652	0.0113785	0.00758886	0.00840495	0.0118509	0.00604895	0.00929945	0.0126787	0.0100174	0.00918583	0.0098666	0.0104929	0.0106059	0.00993276	0.0105521	0.00950911	0.00814801	0.00871173	0.00969036	0.00896697	0.0128417	0.00919474	0.00789188	0.00293205	0.012315	0.00987616	0.0103152	0.00988162	0.0101279	0.010522	0.0085252	0.00818219	0.010772	0.0046802	0.00679212	0.0100499	0.00883391	0.00965197	0.00831547	0.00600231	0.0118715	0.00947419	0.0095182	0.00554714	0.00907541	0.00930975	0.00750687	0.0115631	0.0108306	0.00904266	0.00635595	0.00937105	0.012003	0.00984986	0.00921864
PWY-4041: &gamma;-glutamyl cycle	0.000374019	0.000690948	0.000673499	0.00196807	0.0012869	0.00277083	0.000873597	0.00471784	0.00400255	0.00322103	0.00114021	0.00024001	0.00138656	0.000947736	0.00245645	0.00209391	0.00272696	0.00173268	0.00221295	0.00190117	0.00149595	0.00267527	0.00232265	0.00229024	0.00172091	0.0036251	0.00222225	0.00266285	0.00277746	0.00197912	0.00245185	0.00463336	0.00160637	0.00163304	0.0016414	0.00348474	0.00149774	0.00281316	0.00140899	0.0025771	0.00145805	0.00251759	0.00340811	0.0019343	0.00312374	0.000969677	0.00123291	0.00203835	0.000778914	0.00130663	0.00202315	0.00279948	0.00225486	0.00168843	0.000344986	0.00174048	0.000980887	0.000933098	0.00193684	0.000883168	0.00228703	0.00124491	0.000597119	0.00210904	0.000922948	0.00187886	0.00236198	0.00309659	0.00161594	0.00226019	0.00291766	0.00227222	0.00157341	0.00120125	0.00465411	0.00124213	0.0014696	0.00294553	0.000901592	0.00294681	0.00181964	0.00145339	0.00280988	0.00181056	0.00198557	0.00128361	0.0020997	0.00191453	0.00286052	0.00254748	0.00195125	0.00108681	0.00259873	0.000831915	0.000962955	0.00192739	0.00100647	0.00117417	0.00223091	0.00247727	0.00288612	0.00157873	0.00473651	0.00128723	0.00438103	0.00226306	0.000851404	0.000974343	0.00183352	0.00137157	0.00168962	0.00210206	0.00172614	0.00273678	0.00179932	0.00140587	0.00143205	0.00191533	0.00121703	0.00252384	0.00156835	0.00122912	0.00155328	0.000749658	0.00185382	0.00168928	0.00190036	0.00163007	0.00109382	0.00173655	0.00259774	0.00482654	0.000642993	0.00282992	0.00201569	0.00129065	0.000994063	0.000855987	0.002447	0.00203461	0.000540167	0.00356537	0.00261517	0.00145672	0.000796618	0.000588822	0.00193115	0.00308398	0.000762999	0.00184798	0.00188262	0.00323437	0.00329827	0.00140013	0.00294991	0.000736538	0.000545665	0.00282447	0.00284589	0.00146237	0.00142736	0.00146174	0.00176523
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.62929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92089e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6411e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984: urea cycle	0.00350717	0.00341555	0.00463302	0.00332982	0.00119455	0.00250569	0.00242772	0.0	0.000103412	0.00140477	0.00228935	0.00289739	0.00297169	0.00221447	0.000322463	0.00244103	0.00243717	0.00315281	0.00420924	0.00137529	0.00270918	0.000685876	0.00263497	0.00222636	0.0036678	0.0016896	0.00338031	0.00257569	0.00172907	0.000805138	0.0026997	0.00220769	0.000369867	0.00279849	0.00307991	0.00122538	0.00114289	0.00367376	0.000980487	0.00346842	0.00338602	0.00195867	0.0014615	0.00217146	0.00193918	0.00145308	0.00126305	0.00174284	0.00149912	0.00238221	0.00419631	0.00158148	0.000433686	0.00421782	0.00129082	0.00321611	0.0015056	0.00373708	0.000732559	0.00338979	0.00206589	0.00465792	0.00180645	0.00398155	0.00206604	0.00200124	0.00332991	0.00129194	0.00220086	0.00535112	0.00169053	0.00178762	0.0010689	0.00285954	0.000132507	0.00120927	0.00473593	0.0015129	0.00276869	0.000914745	0.00361012	0.000696472	0.000874103	0.00276388	0.00172157	0.000968287	0.00112271	0.00245384	0.00236812	0.00271206	0.0011451	0.0028551	0.00155073	0.00524542	0.00151273	0.00341689	0.00207874	0.00298259	0.00344072	0.00135271	0.00297468	0.00176933	0.00258691	0.00386105	0.000321554	0.00137194	0.00368311	0.00235429	0.000738828	0.00108407	0.00169329	0.0029886	0.00534589	0.000134686	0.00169673	0.00149421	0.00403332	0.00443524	0.00170753	0.00170222	0.00398478	0.00321447	0.00339078	0.0038129	0.00325693	0.0020231	0.00458564	0.00255207	0.00369347	0.00444085	0.00155187	0.000240567	0.000689492	0.000583036	0.000559146	0.00375134	0.00125674	0.00416985	0.000947893	0.00197298	0.00448593	0.00132987	0.00223721	0.00605774	0.00400789	0.00181585	0.000629351	0.00264754	0.0014766	0.00215139	0.00390415	0.000728701	0.00240381	0.00149836	0.00190708	0.00434248	0.00223115	0.00162349	0.001504	0.00267742	0.00253726	0.00216435	0.000153845
PWY-5004: superpathway of L-citrulline metabolism	0.0	0.0	0.0	0.0	7.2681e-05	0.000178335	0.0	0.0	0.0	0.000310716	0.0	0.000284811	0.000203029	0.000200744	0.0	0.0	0.0	0.000188065	0.0	0.000281701	3.38474e-05	0.000204927	0.0	0.000241146	0.000121433	0.0	0.000129356	0.000147358	0.000481411	0.000279134	1.70777e-05	0.000136554	0.000103786	0.000132198	2.90888e-05	0.0	0.0	0.0	8.0192e-05	0.000147185	9.05191e-05	0.0	0.0	0.000132618	0.000100907	2.49107e-05	0.000127049	0.0002551	0.0	0.000191369	4.97799e-05	0.000202784	5.0191e-05	0.0	2.55837e-05	0.00011323	0.00016448	0.0	0.0	9.48782e-05	0.0001122139999999	0.0	0.000252365	9.77834e-05	0.0	0.000116296	8.56208e-05	0.00015301	1.66599e-05	3.13821e-05	0.000128889	0.0	0.000255054	0.000237324	0.0	0.0	0.0	0.000400322	0.0	0.000205115	0.000285409	0.000164399	0.0	7.45242e-05	0.000148744	0.000107825	7.34724e-05	5.0752e-05	0.0	2.36553e-05	0.000172517	0.000138521	9.67925e-05	0.000257184	0.000145762	0.0	0.00020803	0.000131294	0.0	1.16929e-05	0.0	0.000232866	0.000107256	0.000218481	3.58036e-05	9.85465e-06	0.0	0.0	0.00010013	7.79386e-05	5.83899e-05	2.16742e-05	0.0	2.26345e-05	0.000162911	0.000336803	0.000240456	2.56107e-05	0.0	0.000226377	0.000329182	0.000110576	0.000183603	0.0	0.0	0.000171271	0.000250001	0.000119922	0.000376167	0.000421983	0.00031228	0.0	0.000112858	1.98612e-05	9.67964e-05	6.56804e-05	0.000151115	0.000132442	0.000201158	9.64129e-05	8.04638e-06	0.000163678	0.000175139	0.000272426	3.23922e-05	0.0	4.19031e-05	5.93378e-06	9.35659e-05	0.000192469	0.0	0.000129384	0.000191914	0.000224463	0.000225464	0.000198659	0.000233991	0.000256355	0.000107705	0.000119166	0.000249846	5.78696e-05	0.000125089
