# Pathway	ATZ_IGR_091	ATZ_142_V1	ONCO_ATZ121-26102019-V1	ATZ_IGR_0047_A	ONCOIGR_ATZ144-031219-V1	ONCO_ATZ103-09102019-V1	ONCO_ATZ116-22102019-V1	ATZ_042_V1	ATZ_190_V1	ONCO_ATZ021-30042019-V1	ATZ_IGR_070	ATZ_IGR_0063_B	ONCO_ATZ101-07102019-V1	ATZ_IGR_140	ATZ_IGR_134	ATZ_IGR_071	ATZ_169_V1	ATZ_IGR_104	ATZ_IGR_0087_B	ATZ_IGR_0114_B	ATZ_IGR_092	ATZ_200_V1	ATZ_216_V1	ATZ_186_V1	ONCO_ATZ125-31102019-V1	ATZ_097_V1	ATZ_213_V1	ATZ_202_V1	ATZ_IGR_0089_A	ATZ_161_V1	ATZ_176_V1	ATZ_180_V1	ATZ_196_V1	ATZ_145_V1	ATZ_IGR_0003_A	ATZ_175_V1	ONCO_ATZ033-06062019-V1	ATZ_164_V1	ATZ_IGR_100	ATZ_215_V1	ONCO_ATZ154-19122019-V1	ATZ_206_V1	ATZ_IGR_080	ONCO_ATZ053-05072019-V1	ATZ_171_V1	ATZ_IGR_132	ONCO_ATZ126-05112019-V1	ATZ_IGR_095	ATZ_179_V1	ATZ_211_V1	ATZ_120_V1	ONCO_ATZ155-16122019-V1	ATZ_199_V1	ATZ_129_V1	ATZ_117_V1	ATZ_026_V1	ATZ_IGR_0038_A	ATZ_IGR_051	ATZ_IGR_111	ATZ_IGR_085	ATZ_IGR_0005_B	ATZ_IGR_067	ONCO_ATZ108-16102019-V1	ATZ_168_V1	ATZ_194_V1	ATZ_IGR_041_V1	ATZ_IGR_0107_B	ATZ_189_V1	ATZ_IGR_046_V1	ONCO_ATZ105-14102019-V1	ATZ_IGR_0045_A	ONCOIGR_ATZ124-301019-V1	ATZ_IGR_099	ONCO_ATZ130-05112019-V1	ONCOIGR_ATZ212-160220-V1	ATZ_IGR_143	ATZ_165_V1	ATZ_IGR_149	ATZ_167_V1	ATZ_112_V1	ONCO_ATZ156-16122019-V1	ONCO_ATZ059-12072019-V1	ATZ_122_V1	ONCOIGR_ATZ218-040320-V1	ONCO_ATZ170-27122019-V1	ATZ_187_V1	ONCOIGR_ATZ209-140220-V1	ATZ_198_V1	ONCO_ATZ166-24122019-V1	ATZ_IGR_035	ATZ_IGR_136	ATZ_193_V1	ATZ_197_V1	ATZ_037_V1	ATZ_173_V1	ATZ_IGR_024_V1	ATZ_159_V1	ATZ_IGR_068	ATZ_IGR_039	ATZ_044_V1	ATZ_IGR_138	ATZ_208_V1	ONCOIGR_ATZ128-311019-V1	ATZ_IGR_0019_B	ATZ_IGR_150	ATZ_IGR_109	ATZ_178_V1	ATZ_183_V1	ATZ_158_V1	ONCO_ATZ127-30102019-V1	ATZ_IGR_131	ONCOIGR_ATZ048-300519-v1	ONCOIGR_ATZ106-151019-V1	ONCOIGR_ATZ050-020719-V1	ATZ_188_V1	ATZ_IGR_0008_B	ONCO_ATZ025-09052019-V1	ATZ_IGR_049_V1	ATZ_162_V1	ONCOIGR_SID_GRC_90000040	ATZ_IGR_0064_B	ATZ_IGR_0023_B	ATZ_IGR_110	ATZ_IGR_0093_A	ATZ_IGR_032_V1	ATZ_IGR_084	ATZ_IGR_151	ATZ_204_V1	ATZ_181_V1	ONCO_ATZ061-19072019-V1	ATZ_177_V1	ONCOIGR_SID_GRC_90000002	ATZ_146_V1	ATZ_IGR_0004_A	ONCO_ATZ147-05122019-V1	ATZ_096_V1	ATZ_191_V1	ATZ_IGR_036_V1	ATZ_IGR_0007_B	ONCOIGR_ATZ172-060120-V1	ATZ_IGR_072	ONCO_ATZ058-12072019-V1	ATZ_IGR_0090_B	ATZ_IGR_0123_B	ATZ_IGR_0016_A	ONCO_ATZ020-18042019-V1	ONCOIGR_ATZ182-230120-V1	ONCO_ATZ163-20122019-V1	ATZ_031_V1	ONCO_ATZ034-05062019-V1	ATZ_214_V1	ATZ_203_V1	ONCO_ATZ057-11072019-V1	ATZ_IGR_055	ATZ_184_V1	ATZ_195_V1	ONCO_ATZ139-21112019-V1	ONCO_ATZ054-09072019-V1	ATZ_IGR_0056_A	ONCO_ATZ081-21082019-V1	ATZ_IGR_060	ONCO_ATZ153-18122019-V1	ONCO_ATZ098-27092019-V1
PWY-7396: butanol and isobutanol biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	8.00493e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33273e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.65607e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.67255e-05	0.0	0.0	0.0	0.0	0.000625837	0.0	0.0	1.75853e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4701e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78293e-05	0.0	0.0	0.0	2.83728e-05	0.000518049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12325e-05	0.0	0.0	5.20102e-05	0.0	0.0	0.0	0.0	0.000480481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34878e-05	0.0	0.0	2.61006e-05	0.0	0.0	0.0	0.0	0.000135304	0.0	0.0	0.0	2.81153e-05	5.10268e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18447e-05	0.0	0.0	0.0	0.0	1.9187e-05	0.0	0.0	0.0	0.0	4.96899e-06	0.0	0.0	0.0
PWY-7399: methylphosphonate degradation II	0.0	0.0	4.87462e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.51681e-05	0.0	2.07931e-05	0.0	0.0	0.0	4.82755e-05	0.0	5.63853e-05	4.72469e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.06728e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08869e-05	0.0	1.4091e-05	0.0	2.31761e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.66887e-05	0.0	0.0	0.0	4.95169e-05	0.0	2.92485e-05	0.0	0.0	4.4629e-05	0.0	1.3174e-05	0.0	0.0	3.28124e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7892e-05	0.0	0.0	0.0	0.0	0.0	0.000121974	4.21346e-05	2.33693e-05	0.0	0.0	0.0	9.11961e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16908e-05	0.0	0.0	0.0	2.48071e-05	0.0	0.0	4.25895e-05	9.37986e-06	0.0	0.0	0.0	0.0	2.63332e-05	0.0	2.29338e-06	0.0	1.3588e-05	0.0	0.0	1.79084e-05	0.0	0.000164181	0.0	0.0	0.0	4.42729e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.82253e-05	2.46767e-05	2.89161e-05	0.0	0.0	5.44942e-05	1.31786e-05	3.03901e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.51501e-05	0.0	0.0	6.16176e-05	6.09393e-05	0.0	2.00345e-06	2.76269e-05	2.79406e-05	7.64569e-05	0.0	0.0	0.0	0.0	7.68273e-06	1.79519e-05	1.80225e-06	7.96846e-06	0.0	1.23282e-06	1.5266e-05	7.10525e-06	0.0	9.08993e-06	0.0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.00455082	0.00807417	0.0044915	0.00523634	0.00674582	0.00709193	0.0035732	0.00475775	0.00369752	0.00635837	0.00560323	0.00477447	0.00716121	0.00320985	0.00552699	0.00493159	0.00696046	0.00670864	0.00417538	0.00538721	0.00524492	0.00594978	0.00351268	0.00793765	0.00706384	0.00643144	0.00670206	0.00628575	0.00566058	0.00516859	0.00594773	0.00417311	0.002789	0.00423673	0.00591377	0.00599212	0.00173108	0.00387678	0.00624048	0.00422902	0.00534402	0.00704097	0.00669769	0.0056266	0.00676421	0.00539702	0.0045753	0.00703953	0.0056522	0.00529261	0.00612313	0.00583143	0.00573849	0.00495111	0.00811269	0.00594614	0.00611522	0.00384243	0.00715156	0.0046601	0.0061376	0.00562955	0.00600092	0.00723284	0.00626404	0.00660699	0.00650111	0.00595457	0.00566018	0.00690747	0.00606904	0.00606746	0.00543517	0.00539366	0.00450951	0.00417137	0.00542077	0.00517992	0.00529292	0.00542683	0.00524675	0.00536398	0.00448078	0.00610219	0.00606213	0.00279191	0.00564971	0.00751933	0.00467536	0.00369518	0.00659353	0.00635056	0.00599233	0.00548504	0.00505032	0.0049888	0.00651244	0.00776044	0.00532775	0.00587028	0.00495599	0.00520706	0.00444423	0.00577598	0.00276484	0.00514875	0.00482604	0.00607744	0.00705917	0.00581688	0.00767494	0.00406382	0.0076077	0.00637441	0.00697416	0.00592834	0.00754679	0.00747665	0.00404809	0.00569481	0.00601618	0.00557194	0.00829263	0.00381366	0.0049723	0.00686932	0.00888247	0.00492052	0.0068074	0.0069347	0.0062623	0.00466103	0.00429185	0.00302314	0.00551713	0.00559654	0.00422046	0.00723282	0.00836218	0.00569487	0.00485594	0.00480622	0.00568389	0.00745336	0.00631836	0.00637446	0.00641997	0.00478454	0.00465189	0.00688326	0.00404556	0.00457337	0.00648487	0.00767286	0.00648504	0.00718051	0.00673367	0.00733508	0.00575567	0.0068994	0.00666441	0.00495493	0.0062353
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173744	0.000481525	0.0	0.0	0.0	5.71533e-05	0.0	0.0	6.69705e-05	0.0	0.000132466	0.000137771	7.51919e-05	0.0	0.000253269	0.0	8.94546e-05	0.0	9.9692e-05	0.0	0.000144061	0.000176784	0.000353589	0.0	0.00165321	0.0	9.65613e-05	0.000152176	0.00051002	0.0	3.01856e-05	0.0	0.0	0.0	0.0	0.000101645	2.26464e-05	5.52722e-05	0.0	0.0	0.0	7.43039e-05	0.000118779	0.0	0.000536637	0.000111903	0.0	0.0	1.09282e-05	0.0	0.0	0.000217675	0.0	0.0	0.0	0.0	0.0	0.0	8.84298e-05	0.0	0.0	0.0	2.46356e-05	0.0	0.0	0.0	0.0	0.0012097	6.07904e-06	0.0	0.000301965	0.0	0.0	0.0	0.0	0.000264346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000460143	0.0	0.0	6.52281e-05	0.0	2.13377e-05	0.000107826	0.0	0.0	0.0	0.0	0.0	3.57207e-06	0.0	0.0	0.0	0.0	0.0	4.49847e-05	0.000339146	0.0	0.0	0.0	0.0	0.0	2.28631e-05	0.0	0.0	4.0887e-05	0.0	0.0	0.0	1.69313e-05	8.98191e-05	2.87578e-05	2.03149e-05	3.84342e-05	7.12262e-05	3.27207e-05	0.000275481	0.0	0.0	1.34013e-05	7.272e-06	2.79299e-05	0.0	0.000107188	0.000251485	0.0	0.000386018	1.42084e-05	0.0	0.0	4.27432e-05	0.0	0.000419547	0.0	0.0	0.0	0.0	0.0	1.07237e-05	4.38912e-06	0.0	0.0	1.59363e-05	0.0	1.61748e-05	4.10788e-05	0.0	3.11227e-06
PWY-7411: phosphatidate biosynthesis (yeast)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65439e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7413: dTDP-6-deoxy-&alpha;-D-allose biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13305e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90101e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000135563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	0.000469482	0.0	0.0	0.0	0.0	0.000147462	5.86763e-05	0.000144855	0.0	0.0	0.0	0.000251947	0.000469691	0.0	0.0	7.39648e-05	0.0	1.74317e-05	0.0	1.26094e-05	0.000179717	0.0	0.0	0.0	2.58045e-05	0.0	0.0	1.00981e-05	0.000137191	3.17744e-05	0.0	7.50761e-06	2.08195e-05	0.000222858	7.38001e-06	6.4446e-05	0.0	6.42147e-05	0.0	2.75169e-05	0.0	0.0	3.66112e-05	1.21594e-05	0.000103911	0.0	0.0	1.7204e-05	0.0	2.52813e-05	0.0	0.0	2.8548e-05	0.0	0.0	5.59278e-05	0.0	3.4392e-05	0.0	4.6984e-05	4.24346e-05	0.000444672	0.0	1.08431e-05	0.0	2.58688e-05	3.01472e-05	0.0	0.0	0.0	0.00018943	0.0	0.0	0.0	8.31248e-05	0.0	5.6174e-05	0.0	1.22292e-05	0.0	0.0	2.10898e-05	0.0	9.28909e-06	0.0	4.80452e-05	0.000324444	2.29674e-05	2.25116e-05	7.83908e-06	0.0	0.0	3.02839e-05	9.56562e-06	9.335e-05	0.000250601	0.0	2.86229e-05	0.0	0.0	0.0	4.87922e-05	0.0	5.00273e-05	0.0	2.0963e-05	6.66511e-05	0.0	0.0	0.0	0.000154537	0.000935068	0.0	0.0	4.27386e-05	0.0	0.0	2.71146e-05	5.9693e-06	1.16659e-05	0.0	7.56393e-06	0.0	1.08768e-05	7.96028e-05	0.0	0.0	2.8586e-05	2.94135e-05	0.0	8.44447e-06	0.0	0.0	7.78668e-05	0.000160286	1.38638e-05	0.0	1.40505e-05	6.88044e-06	4.85023e-06	0.0	0.0	0.0	0.0	6.10196e-05	0.0	0.0	1.02191e-05	0.0	0.0	0.0	1.09911e-05	2.62227e-06	6.42165e-05	7.40699e-05	0.0	0.0	0.000135878	0.0	3.16531e-05	0.0	0.0	0.0
PWY-7446: sulfoquinovose degradation I	0.0	0.0	3.28141e-05	0.0	0.0	0.0	7.66484e-05	0.0	0.00101554	0.000182191	0.0	0.0	7.82009e-05	0.0	0.0	0.000115238	0.0	0.0	7.91704e-05	2.39259e-05	1.01567e-05	0.000507756	0.000303271	6.00703e-05	0.0	0.000136925	0.0	0.0	0.0	7.57774e-05	8.80464e-05	0.0	0.0	0.0	3.93527e-05	0.0	0.0	6.40745e-05	6.37169e-06	0.0	0.0	0.0	0.000233811	5.81992e-05	3.33246e-05	0.0	0.0	1.49408e-05	0.0	6.30432e-05	1.51192e-05	4.86099e-05	0.0	0.0	0.0	4.34851e-05	0.000103471	0.0	0.000267342	0.0	0.0	0.0	0.0	0.0	0.0	0.000127874	0.0	0.0	0.0	2.99379e-05	0.000103488	0.0	0.0	0.0	0.0	6.1772e-05	0.0	8.34786e-05	0.0	0.000456899	1.95594e-05	7.82286e-06	0.000338551	0.0	5.89195e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.67513e-05	0.0	1.66389e-05	6.57947e-06	2.84104e-05	0.0	0.0	6.39952e-05	0.0	0.0	0.000122229	0.000516152	0.0	0.0	0.0	5.08252e-06	2.52252e-05	0.0	0.0	6.54931e-05	0.0	0.0	0.0	6.97544e-06	4.74525e-05	0.0	4.6859e-05	0.0	0.0	7.26843e-05	0.0	3.33265e-05	0.0	1.52261e-05	9.99757e-05	0.0	4.97437e-06	0.0	6.27739e-05	0.000106845	0.000767831	4.39727e-05	4.76801e-06	1.14052e-05	0.0	0.0	0.0	0.000176328	0.00011708	6.08004e-06	7.19186e-05	0.000308044	0.0	3.96258e-06	2.84139e-05	0.0	0.000241948	0.0	1.62268e-06	0.0	0.0	3.10084e-06	3.88316e-05	0.000179858	0.0	0.0	1.73396e-05	0.000397611	3.57864e-05	0.0	0.0	0.000271139
PWY-7456: &beta;-(1,4)-mannan degradation	0.00206082	0.00175006	0.00217783	0.00153029	0.00311427	0.00137758	0.000719866	0.0	0.000347793	0.00107265	0.00150217	0.00214121	0.0015534	0.00220249	0.000965979	0.00199705	0.0015532	0.0013126	0.00169655	0.00152763	0.00223971	0.00111093	0.00203058	0.00143307	0.00297149	0.00110707	0.00228428	0.00149445	0.00210089	0.00104765	0.00150272	0.00230127	0.00140933	0.00166945	0.00175091	0.00188963	0.00153219	0.0019029	0.00258021	0.00121989	0.00142205	0.00157936	0.000376829	0.00197167	0.00118077	0.00159817	0.00270913	0.00175385	0.00168725	0.00158894	0.00208013	0.00040833	0.000461624	0.00194747	0.000924806	0.00107785	0.00230778	0.0013146	0.00115798	0.0017404	0.00135079	0.00198076	0.00143905	0.00241896	0.00311469	0.00115932	0.002202	0.00188213	0.00154611	0.00160434	0.00243974	0.00133669	0.00231014	0.00186318	3.07896e-05	0.00142564	0.00149087	0.00128945	0.00109992	0.00228381	0.00115721	0.00295019	0.000284507	0.00227282	0.00143407	0.00136633	0.00231107	0.00194806	0.00213388	0.0015716	0.00157986	0.00183139	0.00200678	0.00168365	0.00173079	0.00317085	0.00205753	0.00343862	0.00216988	0.000866737	0.00130538	0.00157746	0.000679993	0.00232727	0.000302929	0.00222606	0.00167882	0.0020002	0.000962479	0.00137469	0.00279349	0.00180116	0.002266	0.000853802	0.00182465	0.000872469	0.00212896	0.00190572	0.00156193	0.00175747	0.00242034	0.00202565	0.00103477	0.00222216	0.0012667	0.00240175	0.00137203	0.00132759	0.00164868	0.00343643	0.00171106	0.00014644	0.000788177	0.00121127	0.00139677	0.0012989	0.00140757	0.00307214	0.000964988	0.00192501	0.00177566	0.000824187	0.00202514	0.00261684	0.00181215	0.0030314	0.00023897	0.00185915	0.00195812	0.00261019	0.000353631	0.00038101	0.00135511	0.00135738	0.00111808	0.00169866	0.0024003	0.00226064	0.00175423	0.00307001	0.00179839	0.00133993	0.00161178
PWY-7527: L-methionine salvage cycle III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45731e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84205e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7560: methylerythritol phosphate pathway II	0.00753358	0.00614971	0.00652653	0.00662761	0.00577878	0.00587556	0.0110847	0.00276964	0.00290383	0.00590627	0.00655305	0.00654642	0.00733996	0.00589425	0.00544239	0.00494822	0.00736385	0.00624631	0.00611982	0.00652841	0.00610319	0.00538548	0.00445132	0.00591372	0.00627585	0.00595763	0.00436803	0.00606223	0.00594463	0.0081214	0.00581393	0.00411963	0.00762509	0.00590273	0.00534892	0.00488802	0.0103459	0.00608113	0.00790683	0.00500357	0.00523601	0.00651218	0.00504858	0.00603709	0.00648482	0.00510872	0.00726713	0.00655429	0.00742331	0.00599331	0.00465651	0.00413099	0.00480293	0.00628887	0.00613113	0.0063386	0.00559879	0.00670755	0.00443501	0.00543203	0.00696065	0.00661986	0.0101543	0.00719414	0.00579207	0.00592131	0.00643648	0.00528278	0.00529875	0.00769716	0.00584891	0.00704009	0.005866	0.00661172	0.00360289	0.00420585	0.00583587	0.00498004	0.00777822	0.00442137	0.00528489	0.00726819	0.00355127	0.00628402	0.00637274	0.0102531	0.00616804	0.0057863	0.00648644	0.00561327	0.00565198	0.00671859	0.00576098	0.00450277	0.00456884	0.00642893	0.00686779	0.00452535	0.00694342	0.00762526	0.00682448	0.00628477	0.00365179	0.00337702	0.00528835	0.00788592	0.00665538	0.0084773	0.00699006	0.00783432	0.00549296	0.00631829	0.0043874	0.00388282	0.00730992	0.00743356	0.00568345	0.0061447	0.00912709	0.00589237	0.00576677	0.00646206	0.00635444	0.00475662	0.00665591	0.0051166	0.00560769	0.00742726	0.00427115	0.00479558	0.00579288	0.00347525	0.00585861	0.00701819	0.00595411	0.00640725	0.00774388	0.00672482	0.00547796	0.00728865	0.00768399	0.00472237	0.00460777	0.00398562	0.00742744	0.0060917	0.00585308	0.00460051	0.00713116	0.00570849	0.00810792	0.00490919	0.00618945	0.00696116	0.00617172	0.00586229	0.00696464	0.00686078	0.00521334	0.00414894	0.00569925	0.00859103	0.00564376
PWY-7616: methanol oxidation to carbon dioxide	0.0	0.0	0.0	0.0	0.0	5.58116e-05	0.0	0.0	4.05722e-05	3.74528e-05	0.0	0.0	2.27159e-05	0.0	0.0	1.71316e-05	0.0	7.43118e-05	9.35531e-05	0.0	3.09715e-05	0.000163281	0.000116932	5.10944e-05	0.0	6.52137e-05	0.0	2.93429e-05	0.0	1.97335e-05	2.78694e-05	0.0	0.0	0.0	6.91157e-05	4.72639e-05	0.0	1.08144e-05	0.0	0.000118512	0.0	0.0	5.85294e-05	4.11003e-05	3.36538e-05	0.0	3.07952e-05	4.85705e-05	0.0	2.77867e-05	4.8689e-05	0.000278716	3.27909e-05	0.0	0.0	8.85396e-06	5.79378e-05	0.0	0.00027431	0.0	0.0	0.0	0.0	0.0	0.0	4.81596e-05	0.0	0.0	4.10072e-06	0.0	4.84683e-05	0.0	0.0	0.0	1.49977e-05	4.32428e-05	0.0	0.00017316	0.0	8.00963e-05	7.90427e-06	0.0	0.000333259	0.0	1.46754e-05	0.0	0.0	2.61633e-05	0.0	0.0	1.34926e-05	1.42711e-05	0.0	1.18513e-05	9.9701e-06	0.0	0.0	0.0	4.85714e-05	0.0	0.0	1.77043e-05	5.76613e-05	0.0	7.37149e-06	0.0	2.41445e-05	1.7622e-05	2.80163e-05	0.0	7.77437e-05	3.35623e-05	0.0	8.16439e-05	0.0	1.11206e-05	0.0	3.52962e-05	0.0	0.0	0.0	0.0	4.62781e-05	0.0	1.49355e-05	9.46105e-05	0.0	3.2546e-05	0.0	2.89373e-05	4.39756e-05	0.0	7.68573e-05	0.0	7.28058e-06	0.0	0.0	0.0	0.0	2.39023e-06	0.0	0.000220979	6.94207e-05	0.0	7.1492e-06	3.56087e-05	8.40002e-05	4.4737e-05	0.0	0.0	0.0	8.55229e-05	0.0	4.12442e-05	3.1678e-05	1.3496e-05	0.0	1.43334e-05	5.75281e-05	2.21521e-05	1.10793e-05	0.0	3.05588e-05
