# Pathway	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
PWY-6124: inosine-5'-phosphate biosynthesis II	0.0045324	0.00609628	0.00767439	0.00729912	0.00625753	0.00973299	0.00385224	0.00860126	0.00351825	0.0045957	0.00979288	0.00750873	0.00633208	0.00517397	0.00845257	0.00728913	0.0062812399999999	0.00394972	0.0083451	0.0101906	0.00851314	0.00511078	0.00827286	0.00223964	0.00966803	0.00760267	0.00753795	0.00619099	0.00555058	0.0102448	0.00675118	0.00817034	0.00524997	0.00658175	0.00839967	0.00592885	0.00810403	0.0111458	0.00580942	0.00599761	0.00520146	0.00666609	0.00637336	0.00634181	0.00839859	0.00821037	0.00633907	0.00595278	0.0098715	0.00202069	0.00736368	0.00603041	0.00578349	0.00939348	0.00519174	0.0057965	0.0083237	0.00289563	0.0114318	0.00997951	0.00439597	0.00648695	0.00316584	0.00420084	0.00614939	0.00901286	0.00626292	0.00637933	0.00605908	0.007373	0.00740419	0.00668985	0.00432927	0.00802297	0.00515608	0.0096506	0.00644161	0.00675807	0.00689231	0.00312022	0.00900466	0.00859174	0.00725114	0.00631321	0.00803823	0.00823526	0.00239161	0.00833952	0.00738	0.0070677	0.00646658	0.00878966	0.0069678	0.00536874	0.0042519	0.00716571	0.00634006	0.0051581	0.00776155	0.00443606	0.00910376	0.00655213	0.00809544	0.00788612	0.00918628	0.00849345	0.00955418	0.00835092	0.0100633	0.00894529	0.00662434	0.00603143	0.00902863	0.00721965	0.00893747	0.00995611	0.00768392	0.00736655	0.00728341	0.00468811	0.00611649	0.00647613	0.00380345	0.00592362	0.00677252	0.0075875	0.00733108	0.00304938
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.00290942	0.00316027	0.00522626	0.00250567	0.00315571	0.00737037	0.0031705	0.00565134	0.00380699	0.00444811	0.00635154	0.00529922	0.00297541	0.00449071	0.00737114	0.00227978	0.00518332	0.00427909	0.00609925	0.00377617	0.00672391	0.00524976	0.00809629	0.00369346	0.00677018	0.0050508	0.00223604	0.00328055	0.00325477	0.00749668	0.00438772	0.00434168	0.00408676	0.00473104	0.008755	0.00478682	0.00446412	0.00355903	0.00380214	0.00302389	0.00677681	0.00331639	0.00717821	0.00303009	0.00244845	0.0026116	0.00458466	0.00370871	0.00721239	0.00271875	0.00322491	0.00340777	0.00572851	0.00522637	0.00252937	0.00324583	0.00759357	0.00307598	0.0106056	0.00531949	0.00280462	0.00243002	0.00376544	0.00203665	0.00320151	0.00296032	0.00385408	0.0044066	0.0037456	0.00222682	0.00526185	0.00295902	0.00217845	0.00638881	0.00315072	0.00867468	0.00198538	0.00292549	0.00430412	0.00268489	0.00406959	0.00441052	0.00602603	0.00417472	0.00459607	0.00377405	0.00339013	0.00438138	0.00379848	0.00349829	0.00444006	0.00463619	0.00553389	0.00414104	0.0052061	0.00348406	0.00349961	0.00369931	0.00519553	0.0036507	0.00490534	0.00336992	0.00408598	0.00405417	0.00786572	0.0048626	0.00505092	0.00684294	0.00222615	0.00381131	0.00270934	0.0037311	0.00564331	0.00285495	0.00793646	0.00787615	0.00559799	0.00598651	0.00404522	0.00592099	0.00367591	0.00543478	0.00312516	0.0011874	0.00271141	0.00618876	0.00193757	0.00340701
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.00387551	0.00429354	0.00650104	0.00347302	0.00426176	0.00853346	0.00417981	0.00720502	0.00453469	0.00539779	0.00792963	0.00701612	0.00399952	0.00591593	0.00903666	0.0031616	0.00622842	0.00470492	0.00750793	0.00493195	0.00814775	0.00652305	0.00974031	0.00356694	0.00833047	0.00627014	0.00320553	0.00443745	0.00433211	0.00927379	0.0055783	0.00571242	0.00540557	0.00614028	0.00961953	0.00625528	0.00596552	0.00494105	0.00520851	0.00409618	0.0083583	0.00452276	0.00946421	0.00415117	0.00351616	0.00365713	0.00594811	0.00499711	0.00857038	0.00296096	0.00445342	0.00442	0.00663875	0.00713386	0.00348319	0.00433736	0.00838151	0.00378148	0.0118324	0.00689564	0.0037908	0.00340067	0.00450534	0.00285793	0.0042191	0.00413666	0.00512066	0.00597382	0.00508133	0.00313276	0.00667636	0.00400484	0.00304251	0.00748939	0.00420821	0.0106614	0.00276107	0.00399599	0.00575415	0.00345038	0.00537489	0.00586384	0.00785573	0.00557388	0.00607243	0.0051453	0.00384954	0.00594429	0.00517222	0.00475462	0.0059687	0.00613334	0.00705549	0.00535495	0.0055927	0.00474115	0.0046111	0.00469266	0.00690363	0.00479264	0.00655374	0.00454419	0.00535796	0.00563994	0.00925571	0.00642465	0.00671958	0.00841728	0.00313401	0.00529461	0.00366371	0.00479962	0.00729918	0.00391067	0.00887308	0.00929399	0.00723376	0.00703315	0.00555214	0.00718258	0.00483078	0.00661072	0.00391663	0.00171844	0.0037541	0.00804652	0.00274856	0.00401962
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83119e-05	0.0	0.0	0.0	0.0	2.67587e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0771e-05	0.0	0.0	0.0	0.0	0.0	0.000120019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1816e-05	0.0	4.69992e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91213e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.5334e-05	0.0	1.86638e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79121e-05	0.0	0.0	0.0	2.54832e-05	0.0	3.5592e-05	0.0	0.0	0.0	5.21817e-05	5.08019e-05	0.0	0.0	0.0	0.0	0.0	2.91675e-05	0.0	0.0	0.0	0.0	0.0	1.95092e-05	0.0	5.2119e-06	0.0	0.0	0.0	0.0	1.30214e-05
PWY-6143: CMP-pseudaminate biosynthesis	0.0	4.62726e-05	1.27877e-05	0.0	3.35777e-05	0.0	0.0	0.0	2.28166e-05	0.0	0.0	0.000174309	9.48852e-05	0.0	3.06725e-05	0.000290046	0.0	8.85281e-05	0.0	7.76892e-05	0.000179899	0.0	7.33678e-05	0.0	3.57045e-05	0.000143753	2.05626e-05	0.000224836	0.0	0.000849037	1.75688e-05	0.0	0.0	0.000175676	0.0	0.0	3.61039e-05	4.40482e-05	4.12159e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000767602	0.0	3.93449e-05	0.000243808	0.0	0.000391655	6.09116e-05	0.0	1.08129e-05	4.19185e-05	0.0	0.000160931	7.25427e-05	0.000363157	2.54396e-05	0.000120764	0.00015271	7.0508e-06	6.21258e-05	0.0	0.0	0.0	0.0	5.38499e-05	0.0	6.27096e-05	0.0	1.4484e-05	0.0	6.13259e-05	0.0	0.0	0.0	0.0	0.0	0.00124049	0.0	4.95779e-05	0.000174462	0.0	0.0	5.09433e-06	7.00829e-05	2.25356e-05	0.000113018	0.0	0.00150954	0.0	0.000168601	0.0	0.0	0.000158397	0.000269369	0.0	0.0	0.0	0.000354065	0.000107547	9.29646e-05	0.0	0.000460854	6.30563e-05	0.000312768	5.98213e-05	0.000665199	0.0	0.0	4.4327e-05	5.15926e-05	0.0002022	0.0	7.62367e-05	7.53801e-05	0.00018782	0.0	0.000254616	0.000107243	0.0	0.0	9.75343e-06	0.000164983	0.000105937	5.62808e-06
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.00262744	0.00314995	0.00407602	0.00197338	0.00162823	0.00533191	0.000966692	0.00488398	0.00341662	0.00314115	0.00542146	0.00685883	0.00265133	0.00191151	0.00388443	0.000872297	0.00299402	0.00344382	0.00491896	0.00235535	0.00390822	0.00404274	0.00507627	0.00302551	0.00496183	0.00353077	0.00332993	0.00233902	0.000696225	0.00634349	0.00355095	0.00199128	0.00153923	0.00363248	0.00571096	0.00342979	0.00240431	0.00419841	0.00197944	0.0015861	0.00530327	0.00269781	0.00231707	0.00146142	0.000768698	0.00253483	0.00437909	0.0016837	0.00553332	0.00340549	0.00287161	0.00715547	0.00401792	0.00211025	0.00167017	0.00310124	0.00586105	0.0026621	0.00909646	0.00320093	0.0019414	0.00295704	0.00317055	0.00181855	0.00586161	0.00191373	0.00358594	0.000996142	0.0014525	0.00237191	0.00416178	0.00392947	0.000929699	0.00453324	0.00270788	0.00554803	0.00167387	0.0015613	0.00189778	0.00306647	0.00610699	0.00444957	0.00363228	0.00481938	0.0034312	0.00546054	0.00279151	0.00407437	0.00390965	0.00297146	0.00261681	0.00562099	0.00250925	0.00307181	0.00459018	0.00154215	0.00305281	0.00249458	0.00212085	0.000975005	0.00454486	0.00300542	0.0034319	0.00207126	0.00480246	0.00536374	0.00433978	0.00574769	0.00199205	0.00357019	0.00679805	0.00552857	0.00431657	0.00144737	0.00607783	0.00772586	0.00548047	0.00557589	0.00303676	0.00347595	0.00312433	0.00778696	0.00113531	0.00117778	0.000608618	0.00378058	0.00216314	0.00286906
PWY-6151: S-adenosyl-L-methionine salvage I	0.00502301	0.00849454	0.00918265	0.0100803	0.00726928	0.0049498	0.00557466	0.0072569	0.00375473	0.00467964	0.00868618	0.00813438	0.00776727	0.00652874	0.00672255	0.00892514	0.00389237	0.00364603	0.0064056	0.00427267	0.00718659	0.00893589	0.00451063	0.00331676	0.00638448	0.00676104	0.00992556	0.00831142	0.00767783	0.00660457	0.00922133	0.00711438	0.00753658	0.00890134	0.00646376	0.00937825	0.00734611	0.00597428	0.00927889	0.00947194	0.0133373	0.00718813	0.00721314	0.00915015	0.0112434	0.00926148	0.00632447	0.00861973	0.00775526	0.00325858	0.0106446	0.00900657	0.00539595	0.00743685	0.00813694	0.00987057	0.0057799	0.00425596	0.0101938	0.00789724	0.00771238	0.009552	0.00371342	0.00556556	0.00979685	0.00979362	0.00623905	0.00914068	0.00915944	0.00995712	0.00713693	0.00970225	0.00865981	0.00588053	0.00747846	0.00753591	0.0104227	0.00972085	0.00795834	0.00462534	0.00896875	0.00947966	0.00882785	0.009772	0.00923832	0.0100157	0.00391772	0.00883084	0.00938334	0.0101048	0.00907457	0.00936803	0.00725766	0.00615756	0.00470349	0.00989591	0.00524664	0.0060609	0.00836443	0.00544385	0.00976469	0.00857786	0.00770653	0.0101318	0.00467681	0.00874937	0.0090535	0.00721042	0.00798323	0.00930509	0.0106503	0.00951327	0.00860017	0.00803095	0.0068719	0.00851916	0.0098086	0.00585631	0.00964589	0.00500444	0.00589798	0.0107811	0.00535793	0.0111748	0.00913439	0.00859967	0.00935235	0.00399339
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	2.64863e-05	0.0	0.0022759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000482506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000324131	0.0	0.0	5.93114e-05	0.0	0.0	0.000117243	0.0	0.0	0.0	0.0	0.0	0.0	5.62574e-05	0.0	0.0	0.0	0.0	1.71525e-05	0.0	0.0	0.0	0.0	0.0	1.65515e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78765e-05	5.51878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000383815	0.0	0.0	0.0	0.000205972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000334382	0.0	0.0	0.0	0.0	0.0	0.000869661	0.0	0.0	0.0	0.0	0.0	0.0	0.00010093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71323e-06	0.0	0.0	0.0	0.0	0.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.00606284	0.00955311	0.0105036	0.0117832	0.0110433	0.0090786	0.00779328	0.0104118	0.00478246	0.00628256	0.00945189	0.0110143	0.00897198	0.00853099	0.00968793	0.0117575	0.00701947	0.00442757	0.00914419	0.0090858	0.00878057	0.0109461	0.00900823	0.0036001	0.00937448	0.00828583	0.0112305	0.00908338	0.00875853	0.0100664	0.00951351	0.0096228	0.00875393	0.0111215	0.00850418	0.0114215	0.0108094	0.0110716	0.0111343	0.00994255	0.0118402	0.0124928	0.0104194	0.0127841	0.0125892	0.00971278	0.00991624	0.0104787	0.0100803	0.00410469	0.0116594	0.0101274	0.00676203	0.0111184	0.00879628	0.0113526	0.00862741	0.00488188	0.0105305	0.0107876	0.00929263	0.0112221	0.00480453	0.00860328	0.0106358	0.0125497	0.00899935	0.0130342	0.0102831	0.0118785	0.00853881	0.0118298	0.0112749	0.00990526	0.00856444	0.0112031	0.0109919	0.0102704	0.00994883	0.0048506	0.010054	0.0112045	0.0116925	0.0113845	0.0107312	0.011455	0.00396913	0.01137	0.0116316	0.011015	0.0129659	0.0102113	0.00978702	0.00802783	0.00566586	0.0124869	0.00708934	0.00693831	0.00869025	0.00758987	0.011101	0.00994193	0.010517	0.0121278	0.00935998	0.00979578	0.0111998	0.00974728	0.0115285	0.0111102	0.0104214	0.00901077	0.0110759	0.00825477	0.00904087	0.00969602	0.0104686	0.00766879	0.0102368	0.00811312	0.0077082	0.0106156	0.00460847	0.0120832	0.0109338	0.0110018	0.0109544	0.00478629
PWY-6165: chorismate biosynthesis II (archaea)	7.01188e-05	0.0	0.0043736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000820593	0.0	0.0	0.000156721	0.0	0.0	0.000307837	0.0	0.0	0.0	0.0	0.0	0.0	0.000148806	0.0	0.0	0.0	0.0	4.56194e-05	0.0	0.0	0.0	0.0	0.0	4.40281e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000204547	0.000145947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000966811	0.0	0.0	0.0	0.000531933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000847101	0.0	0.0	0.0	0.0	0.0	0.00204902	0.0	0.0	0.0	0.0	0.0	0.0	0.000263739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.88828e-06	0.0	0.0	0.0	0.0	0.0
PWY-6167: flavin biosynthesis II (archaea)	0.0	0.0	0.000513798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000397868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000269074	0.0	0.0	0.0	0.0	0.0	0.00029653	0.0	0.0	0.0	0.0	0.0	0.0	0.000108439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46549e-05	9.24429e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000820888	0.0	0.0	0.0	0.000357861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000379579	0.0	0.0	0.0	0.0	0.0	0.000980744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6168: flavin biosynthesis III (fungi)	0.0030379	0.00127778	0.000439245	0.00102634	0.00371192	0.00524849	0.00260028	0.00193804	0.00301839	0.00240382	0.0	0.000599138	0.00275389	0.00131374	0.00403707	5.54564e-05	0.00407293	0.00300524	0.00164467	0.00288683	0.00358345	0.000159932	0.0029533	0.00240769	0.00457592	0.00291164	0.00134077	0.001794	0.00288901	0.00413006	0.000503818	0.0027637	0.000246679	0.00215651	0.00402607	0.00339568	0.0	0.00212598	0.00109414	0.00353959	0.0	0.0015190099999999	0.00160783	0.000788304	0.000748182	0.00292915	0.00168387	0.00166948	0.00346333	0.00181965	0.00355151	0.00255521	0.00324735	0.00108736	0.00228351	0.00190929	0.00474462	0.002962	0.000763717	0.00505102	0.00285511	0.00160482	0.00301364	0.00251062	0.00187498	0.00148469	0.00203267	0.000937933	0.000775394	0.00119186	0.00365685	0.000374353	0.00248794	0.00323831	0.00156081	0.00215964	0.000909486	0.00078231	0.00157399	0.00277251	0.00317155	0.000769291	0.00059999	0.0037906	0.00221716	0.000967271	0.00268077	0.00312545	0.00116768	0.00190061	0.0	0.00242988	0.00107513	0.00292816	0.00332566	0.00321243	0.00264768	0.00190594	0.00180123	0.00283526	0.0029652	0.00294209	0.00212244	0.00351866	0.00366756	0.00333211	0.00207701	0.0	0.00178069	0.00243254	0.000905968	0.0	0.00419216	0.00284871	0.00422068	0.00167958	0.00288916	0.00162573	0.00433549	0.00214286	0.00403719	0.00112547	0.00281945	0.000273916	0.00128264	0.00222823	0.00155284	0.00264062
PWY-6174: mevalonate pathway II (haloarchaea)	1.69282e-05	0.0	3.04656e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94788e-05	0.0	0.0	2.01787e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18208e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88132e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.40264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182: superpathway of salicylate degradation	4.00644e-05	0.000287243	0.0	0.0	0.0	1.62614e-05	0.0	0.0	6.8815e-06	0.000791502	0.0	3.53998e-05	1.28958e-05	0.000237939	0.0	0.0	1.82398e-05	0.00018676	0.0	0.0	0.0	0.0	4.61677e-05	0.0	0.0	2.63134e-05	1.32279e-05	0.0	0.0	0.0	0.0	0.0	0.000105715	0.000166229	4.40102e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93254e-05	8.22178e-05	0.0	9.92111e-05	0.0	0.000897995	0.0	1.52069e-05	1.8877e-05	5.70005e-05	0.0	4.3018e-05	0.0	0.0	0.0	2.82048e-05	0.0	0.0	0.0	0.0	1.12733e-05	5.01221e-05	0.000421467	0.0	0.0	0.0	3.02211e-05	0.0	0.0	0.0	0.000423616	0.0	0.0	6.47284e-06	0.0	8.01408e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.00072e-05	4.05023e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.45172e-05	0.0	0.0	0.000827653	0.0	4.11269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000305133	0.0	0.0	0.0	0.0	0.0	0.000269075	0.0	0.0	5.40073e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.61261e-05
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	7.20727e-05	0.000288068	0.0	0.0	0.0	2.08797e-05	0.0	0.0	2.04522e-05	0.000977239	0.0	3.05758e-05	1.27096e-05	0.000255741	0.0	0.0	3.02947e-05	0.00019324	0.0	0.0	1.19968e-05	0.0	4.51996e-05	0.0	0.0	2.44744e-05	1.64812e-05	0.0	0.0	0.0	0.0	0.0	0.000115822	0.000187887	4.85472e-05	0.0	0.0	0.0	2.18418e-05	0.0	0.0	0.0	0.0	0.0	1.70559e-05	7.2776e-05	0.0	0.000124467	0.0	0.00095646	0.0	2.18726e-05	1.85429e-05	5.10349e-05	5.03259e-05	4.52398e-05	0.0	0.0	0.0	3.66429e-05	2.14167e-05	0.0	0.0	1.33254e-05	0.0	4.85892e-05	0.000411994	0.0	1.62162e-05	0.0	2.54751e-05	0.0	0.0	0.0	0.000450047	0.0	0.0	0.0	0.0	9.66515e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.79223e-05	3.74053e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.67606e-05	0.0	0.0	0.000944493	0.0	4.85826e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033845	0.0	0.0	0.0	0.0	0.0	0.000405395	0.0	0.00011603	5.1317e-05	0.0	0.0	0.0	0.0	1.42573e-05	0.0	0.000118163
PWY-6210: 2-aminophenol degradation	3.40395e-06	9.12375e-06	0.0	9.77392e-06	0.0	0.0	0.0	0.0	0.0	2.70928e-05	0.0	2.54948e-06	1.4542e-05	4.45473e-05	0.0	0.0	0.0	1.56884e-05	0.0	0.0	0.0	0.0	4.17043e-06	0.0	0.0	1.6404e-06	9.51804e-06	1.68977e-05	0.0	0.0	0.0	0.0	3.4488e-06	0.0	1.77019e-05	3.26392e-06	0.0	0.0	2.96616e-05	0.0	0.0	0.0	0.0	0.0	7.25117e-06	0.0	0.0	2.05927e-06	0.0	7.238e-05	0.0	0.0	0.0	2.41471e-05	0.0	2.25531e-06	0.0	0.0	0.0	9.30968e-06	5.6118e-06	0.0	6.77906e-07	0.0	0.0	0.0	1.48392e-05	0.0	8.71113e-06	0.0	0.0	0.0	0.0	0.0	0.000107375	0.0	0.0	0.0	0.0	1.61831e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.08437e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7899e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00403e-05	0.0	0.0	1.52538e-05	0.0	0.0	0.0	0.0	9.24185e-06	0.0	2.64021e-05
PWY-6215: 4-chlorobenzoate degradation	6.57763e-05	0.0	0.0	0.0	1.37263e-05	1.1613e-05	0.0	0.0	1.82057e-05	1.52539e-05	0.0	0.0	1.1353e-05	4.30317e-06	0.0	0.0	2.61165e-05	0.000222009	0.0	8.66678e-06	2.40823e-06	0.0	0.0	0.0	0.0	2.72394e-06	3.79578e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17447e-05	0.0	0.0	0.0	1.58389e-05	0.0	0.0	0.0	0.0	0.0	6.51165e-06	3.49657e-06	0.0	3.43524e-05	0.0	0.000255517	0.0	1.33183e-05	6.63331e-06	2.23136e-05	1.1122e-05	5.72041e-06	0.0	0.0	0.0	4.21089e-06	2.24707e-05	0.0	0.0	0.0	0.0	0.0	3.61894e-05	0.0	6.66104e-06	7.99318e-06	2.17181e-05	0.0	1.48713e-05	0.0	6.21629e-06	0.0	0.0	0.0	0.0	2.5667e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.06649e-05	4.89115e-06	0.0	0.0	0.0	0.0	2.9166e-06	0.0	0.000131717	0.0	0.0	2.7496e-05	0.0	1.56532e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.90893e-06	0.0	0.0	4.83172e-05	7.93824e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000172387
