# Pathway	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
PWY-6748: nitrate reduction VII (denitrification)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98147e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31314e-05	1.32059e-05	0.0	0.0	3.9735e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05508e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6749: CMP-legionaminate biosynthesis I	0.000249373	0.0	4.19283e-05	7.23736e-05	0.000190209	0.000228487	6.06076e-05	0.0	0.000163177	0.000870646	0.0	4.68126e-05	0.0	0.00223925	0.00057922	4.24289e-05	5.49761e-05	0.0	0.00144815	0.00162633	5.78833e-05	9.3027e-05	8.41115e-05	2.82448e-05	0.00022476	1.33152e-05	0.00101984	3.60719e-05	0.0	0.000181827	2.34742e-05	0.00018988	9.92049e-05	8.7564e-06	1.23088e-05	0.000293155	0.00024877	0.0	0.0	0.0	0.000161457	0.0	0.000142116	0.0	0.000125146	0.0	1.85852e-05	0.000533159	0.000576096	0.0	0.0	0.000842972	0.000202108	0.00580053	0.0	0.000124425	0.0	0.0	0.0	3.08642e-05	0.000293915	7.892e-05	0.0	0.000261557	0.0	0.0	0.0	0.000181099	0.000313617	0.000378724	0.000205463	0.00014282	0.000492754	0.0	2.47815e-05	2.90016e-05	2.0934e-05	0.0	5.36918e-05	0.0	0.00026664	0.00110627	4.13407e-05	0.0	2.37459e-05	0.000135759	0.000270758	0.002726	0.0	0.0	0.000836781	0.000441907	1.78136e-05	0.0	3.22898e-05	0.0	9.73471e-06	0.0	0.0	7.92248e-05	2.59147e-05	1.92015e-05	0.0	5.63812e-05	0.0	0.000193619	0.000310407	0.0	0.0	0.0
PWY-6763: salicortin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36638e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000137888	0.0	0.0	0.0	0.0	0.0	0.0	1.90084e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19844e-05	0.000423639	0.0	0.0	0.0	0.0	0.0	0.0	9.62426e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81635e-05	0.0	0.0	0.0	0.0	0.0
PWY-6803: phosphatidylcholine acyl editing	0.0	0.0	1.11391e-05	0.0	0.0	0.00029259	0.000309503	0.000266376	0.0	6.92264e-05	0.0	6.26541e-05	4.52342e-05	0.0	7.91334e-05	0.0	0.0	0.0	8.96593e-05	5.54991e-05	7.24853e-05	0.0	0.00269677	0.0	0.000119162	2.49915e-05	0.0	0.0	0.0	0.0021028	0.00350063	0.0	0.0	0.0	0.000454611	0.0	0.00043996	0.000246271	0.00205276	8.59962e-05	0.0	0.0	0.0	0.00317427	6.90266e-05	0.000240474	0.000840739	0.0	0.000337743	0.0	1.33411e-05	0.0	1.09647e-05	5.72524e-05	0.0	4.92859e-05	0.000955186	0.000502014	0.0	0.00153763	0.0	0.000611054	0.0	4.32005e-05	1.87073e-05	0.0	0.0	0.0	0.0	4.95768e-05	3.95026e-05	0.000106066	9.57333e-05	0.0	3.18711e-05	0.000815486	0.0	0.0	0.000661835	0.0	2.44585e-05	5.34041e-05	5.16473e-05	0.0	2.38291e-05	2.31489e-05	0.000555765	0.0	0.0	0.000797121	8.33392e-05	5.21584e-05	0.0	3.79186e-05	6.06193e-05	0.0	0.000807875	2.88351e-05	0.0	1.18074e-05	2.03899e-05	0.000267039	8.46772e-05	0.0	4.13579e-05	1.97007e-05	0.0	4.75351e-05	2.71115e-05	2.45041e-05
PWY-6807: xyloglucan degradation II (exoglucanase)	0.000745039	0.0	0.0	0.0	0.000847732	0.000734484	0.0	0.000313566	4.04906e-05	0.000499879	9.10854e-05	0.0	0.0	0.0	0.00024854	3.87613e-05	0.000308807	0.0	0.000114094	0.0	0.0	0.000106257	5.06515e-05	1.66023e-05	0.0	7.21264e-05	0.0	0.0	0.0	5.53469e-05	0.0	0.0	0.000289652	0.0	0.000152339	0.0	0.00301726	0.0	0.0	0.0	0.000562055	0.0	1.49541e-05	0.0	0.000150709	4.89292e-05	0.0	1.94394e-05	0.0	0.0	0.000557211	0.0	0.00039086	0.0	0.000297307	1.51032e-05	0.0	0.0	0.000133489	0.0	0.000106079	0.0	0.0	6.07109e-05	0.00022438	0.0	0.000498265	0.000162232	0.0	0.0	0.00140073	0.0	0.0	1.8741e-05	0.0	1.12577e-05	0.0	0.000782034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.44453e-05	0.000225038	0.0	0.0	0.0	0.0	0.000392672	3.49842e-05	0.000513801	0.000239865	0.00314773	0.00221666	0.00117076	0.00113508	0.0	0.0	0.0	0.0	3.80532e-05	0.00182793	0.000381869	0.0	0.000120897	0.0	0.0
PWY-6823: molybdopterin biosynthesis	0.00301888	0.00291579	0.00357523	0.00315747	0.00402743	0.00338909	0.0026295	0.00292553	0.00248168	0.00169601	0.00340372	0.00323519	0.00322095	0.00297012	0.00199908	0.00394782	0.00342307	0.00195815	0.00221245	0.00336517	0.00245814	0.00296216	0.00193726	0.00470605	0.00191889	0.00235051	0.00292976	0.00232787	0.00270327	0.00188864	0.00224659	0.00388954	0.00237142	0.00240837	0.00399348	0.00192146	0.001063	0.00282691	0.00202898	0.00190372	0.00506881	0.00500771	0.00309623	0.00164209	0.00274972	0.00347319	0.00287173	0.00244576	0.00318389	0.00362438	0.00222835	0.00224772	0.00260808	0.00407284	0.00312609	0.00252395	0.00130473	0.00276504	0.00259115	0.00274251	0.00353217	0.00513868	0.00860301	0.00362437	0.00296549	0.00396752	0.00346615	0.0016961	0.00373129	0.00190987	0.0035845	0.00284946	0.00333447	0.00639391	0.00455634	0.002591	0.00405419	0.00143772	0.00328454	0.00282475	0.00268142	0.00277845	0.00591321	0.00202743	0.00262836	0.0025041	0.00303931	0.00214369	0.00157976	0.00720398	0.00333834	0.00352621	0.00260683	0.00348955	0.00310577	0.00352124	0.00134422	0.0017056	0.00316405	0.0032044	0.00285693	0.00269708	0.00377541	0.00420663	0.00236218	0.00319088	0.00163309	0.00456889	0.00255674	0.00257971
PWY-6859: all-trans-farnesol biosynthesis	0.00181885	0.000838201	0.00149732	0.00203959	0.00278699	0.0014497	0.00109116	0.00132614	0.00175907	0.00150768	0.00112023	0.000925427	0.000760282	0.0	0.00204912	0.0002557	0.00084609	0.00140476	0.00113138	0.000611042	0.00110257	0.000361231	0.000949248	0.00151748	0.00122235	0.00125688	0.0	0.000586331	0.00228803	0.00189407	0.00123369	0.00136141	0.00156231	0.00122237	0.00123174	0.000599083	0.00399483	0.00135361	0.00157021	0.00211058	0.00257249	0.000420085	0.000549716	0.000114084	0.000898077	0.000608538	0.000489494	0.00153147	0.00253029	0.000734834	0.00152473	0.00231608	0.00218584	0.0	0.00237079	0.000716266	0.00174059	0.00103731	0.00105136	0.000356987	0.000976437	0.000224824	0.000108701	0.00134198	0.00105635	0.000855205	0.00228044	0.0015118	0.00141714	0.000751983	0.00217571	0.00183681	0.00190073	0.000375859	0.000117398	0.000469474	0.00103779	0.000537585	0.000579789	0.00295193	0.00153695	0.00177835	0.000355243	6.14418e-05	0.000830633	0.00150031	0.00131181	0.0	0.00175927	0.00020343	0.00091183	0.00203615	0.00223181	0.000860606	0.000818098	0.0	0.00219282	0.00235547	7.21532e-05	0.00149143	0.000980564	0.000592826	0.000294303	0.00082872	0.00227843	0.00109519	1.05431e-05	0.000625468	1.90558e-05	0.0
PWY-6876: isopropanol biosynthesis (engineered)	4.89685e-05	1.74715e-05	0.0	0.0	0.0	9.40239e-05	0.0	9.14334e-05	2.40352e-05	4.56593e-05	1.12263e-05	7.93429e-05	0.0	3.40989e-05	2.82274e-05	0.0	2.01573e-05	0.000190523	1.97581e-05	0.0	0.0	0.000238329	2.48047e-05	1.41378e-05	4.52833e-05	2.05906e-05	0.0	1.98518e-05	4.32764e-05	0.0	1.06324e-05	4.04529e-05	1.7213e-05	1.26802e-05	0.0	0.000141807	0.0	2.06905e-05	2.50207e-05	0.000196408	0.0	4.83086e-05	0.0	0.0	1.99364e-05	0.0	1.13208e-05	2.79492e-05	2.00247e-05	0.0	0.0	4.77508e-05	8.70183e-06	0.00018979	7.48569e-05	0.0	0.000170138	1.82281e-05	3.16546e-05	0.0	1.09412e-05	0.000257857	0.0	0.0	1.69988e-05	0.0	0.0	1.14498e-05	5.64284e-05	2.24938e-05	2.05508e-05	0.00030588	4.48394e-05	5.64781e-05	1.66075e-05	0.0	5.18448e-05	0.0	0.0	0.000128147	0.0	4.41738e-05	1.26463e-05	0.000269991	0.000184244	0.0	2.62243e-05	0.000398526	8.27519e-05	3.94031e-05	1.49057e-05	2.48208e-05	2.24604e-05	1.899e-05	3.293e-05	7.81811e-05	3.53213e-05	5.0155e-05	7.79525e-05	0.0	1.88796e-05	0.0	0.0	0.0	0.000126742	0.0	4.56857e-05	0.0	0.000121106	4.76483e-05
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0.00142559	0.00109735	0.00185795	0.000730137	0.00110422	0.0022353	0.00180276	0.00225953	0.000813764	0.000933251	0.00218533	0.00105854	0.000446761	0.000646868	0.00353439	0.00272752	0.00126091	0.0	0.00131789	0.00159552	0.000773824	0.00113809	0.00388845	0.0011741	0.00151161	0.00218439	0.00289918	0.001813	0.000292114	0.00344565	0.00387663	0.000600414	0.00171193	0.000780223	0.00344676	0.00107829	0.000302035	0.00184244	0.00264619	0.00086839	0.00187356	0.000330919	0.00214064	0.00218577	0.00136038	0.00122887	0.00241492	0.000268535	0.00174148	0.000534238	0.00126508	0.000341851	0.00112053	0.000307178	0.00385461	0.0	0.00310843	0.00194051	0.000697059	0.000860706	0.000800255	0.00292158	0.00115029	0.0013587	0.000845052	0.00156919	0.000560668	0.0022433	0.000855136	0.000535977	0.00135939	0.000581483	0.00191321	0.00102337	0.00117258	0.00232352	0.00390514	0.000498555	0.00259409	0.00123771	0.00141447	0.000936278	0.00161989	0.00249584	0.00147769	0.00181765	0.00265965	0.0	0.00211023	0.00297492	0.000814808	0.00136421	0.000725103	0.00131539	0.00123128	0.00101639	0.00220473	0.0	0.00151253	0.000875139	0.00141754	0.00203864	0.00130943	0.00285243	0.000403733	0.00110601	0.000804432	0.00117188	0.000495495	0.00131748
PWY-6897: thiamine diphosphate salvage II	0.00553495	0.00567612	0.00473394	0.00535235	0.00538276	0.00506273	0.0046501	0.00475554	0.00501799	0.00523556	0.0076543	0.00457078	0.00494347	0.00577033	0.00528169	0.00543957	0.0053384	0.00373529	0.00408036	0.00501497	0.00833162	0.0051866	0.00458358	0.00471386	0.0050462	0.00455304	0.00589924	0.00559419	0.00584458	0.00427804	0.00370457	0.00564788	0.0051781	0.00654202	0.00428776	0.00417369	0.00600693	0.0055947	0.00349382	0.00479681	0.00492653	0.00409908	0.00510396	0.00203607	0.00515532	0.0073317	0.00546959	0.00525508	0.00519717	0.00477587	0.00685857	0.00535992	0.00481349	0.00463537	0.0049982	0.00579613	0.0037502	0.00758508	0.0054486	0.00464735	0.00464775	0.00440813	0.00673302	0.00470727	0.00550222	0.00500997	0.00565901	0.00390401	0.00572189	0.00480477	0.00593833	0.00467391	0.00403909	0.00467414	0.0053176	0.00407786	0.00687203	0.00679147	0.00505808	0.00574697	0.00535928	0.00548328	0.00648271	0.00599679	0.00479664	0.0056887	0.00467392	0.00502505	0.00632186	0.00379026	0.00551635	0.00502381	0.00602215	0.00468118	0.00523846	0.005373	0.00505753	0.0055719	0.00597998	0.00532533	0.00499394	0.00441145	0.00327805	0.00580826	0.00534107	0.00597292	0.00620613	0.00614661	0.0044642	0.0051801699999999
PWY-6901: superpathway of glucose and xylose degradation	0.0046518	0.00408337	0.00420561	0.00490383	0.0050749	0.00451986	0.00368907	0.00392214	0.00498074	0.00433334	0.00311451	0.00453599	0.00429705	0.0045159	0.00467412	0.00421429	0.00403162	0.00516302	0.00411303	0.00532572	0.00267059	0.00318086	0.00375072	0.00401561	0.00475574	0.00428416	0.00448397	0.00263301	0.00508231	0.00461075	0.00448495	0.00443388	0.00365281	0.00357206	0.00434901	0.00472809	0.00484162	0.00362216	0.00497956	0.00519857	0.00450636	0.00348933	0.0027029	0.00378976	0.00357189	0.0023593	0.00335331	0.00417541	0.0049422	0.00268269	0.00540703	0.00584693	0.00509382	0.00634933	0.0051248	0.00324641	0.00505072	0.00365885	0.00289802	0.00339196	0.00398184	0.0052974	0.00336624	0.00507165	0.00413727	0.00380291	0.00517819	0.00564165	0.00452202	0.00489402	0.00411463	0.00451153	0.00394846	0.00295241	0.00384453	0.0034686	0.0029871	0.00341212	0.00340141	0.00534234	0.00496843	0.00416429	0.00215814	0.00415515	0.00273417	0.0045711	0.00410208	0.00388596	0.00500475	0.00272554	0.00449026	0.00425138	0.00467935	0.00396545	0.00369385	0.0041921	0.0053202	0.00492698	0.00330873	0.00397577	0.00377583	0.00319175	0.00306901	0.00326793	0.00457888	0.00437912	0.00422481	0.00415647	0.00477112	0.00336746
PWY-6902: chitin degradation II (Vibrio)	0.00155921	0.00284118	0.00136839	0.00254363	0.00261404	0.00219034	0.00106088	0.00131214	0.00177813	0.00246873	0.00108947	0.00203644	0.00216448	0.00829418	0.0032042	0.00198799	0.00447253	0.00347764	0.00197164	0.00344005	0.0009558	0.000866942	0.00117641	0.0032489	0.00291421	0.00250553	0.00421343	0.000724161	0.00252314	0.00384391	0.00228486	0.00223115	0.00169736	0.00127158	0.00126729	0.00234459	0.00297983	0.00113077	0.00172358	0.00215689	0.00214673	0.000888916	0.00072701	0.00210498	0.00170783	0.000633257	0.000747276	0.00276742	0.00296435	0.000583206	0.00259866	0.00409532	0.00263131	0.0	0.00244293	0.00100575	0.00144916	0.0018431	0.000827552	0.00170853	0.00115209	1.30061e-05	0.000644415	0.000886656	0.000983739	0.00227714	0.00194042	0.00236394	0.00223926	0.00451125	0.00203429	0.00271946	0.00152951	0.000432329	0.000188809	0.00104469	0.00133605	0.00105059	0.000801827	0.00187683	0.00409686	0.00216732	0.00167449	0.000350248	0.000787371	0.00282978	0.00166238	0.00694383	0.00404838	0.00188146	0.00308935	0.00346395	0.00216111	0.000872807	0.00157934	0.00309279	0.00221055	0.000346959	0.00378571	0.00188467	0.00119787	0.00230658	0.000732864	0.00107898	0.00164166	0.00311051	0.00620071	0.00117382	9.95332e-05	0.00415527
PWY-6906: chitin derivatives degradation	0.00188449	0.000900007	0.000742763	0.00218238	0.000756622	0.00144397	0.000208117	0.0011196	0.000562166	0.00137424	0.000418177	0.000985289	0.00252683	0.00133983	0.00185574	0.00182477	7.94429e-05	0.00277767	0.000615289	0.000656316	0.000273964	0.000626226	0.000443027	0.00101332	0.00155777	0.000804621	0.00245269	0.000159093	0.0	0.0019794	0.000615389	0.000121987	0.000557577	0.00115443	0.0010185	0.000806317	0.000812424	0.00107683	0.000173024	7.64971e-05	0.000576822	0.000369045	0.000440466	0.0	0.000429455	0.000281959	0.000232658	0.00109988	0.00175297	0.000585784	0.00140518	0.00117684	0.00207499	0.0	0.00158928	0.000587652	0.00040523	0.000880628	0.000903898	0.000511278	0.00115624	0.0	0.00130675	0.000429238	0.000678356	0.000886557	0.00081655	0.000113534	9.85506e-05	0.00141955	0.00108057	6.33752e-05	0.0	0.000590374	0.0	0.000395532	0.000856087	0.00128515	0.000620244	0.0	0.000523251	0.000111431	0.000418891	0.00135976	0.000358543	0.000432884	0.00128879	0.00452516	0.00438466	0.000435481	0.000192659	0.000528037	0.000670705	0.000353371	0.000448349	0.00451939	0.00108045	0.000323842	0.00441137	0.000814433	0.000613208	0.00112989	0.000734096	0.000650473	0.00175994	0.00123071	0.00158811	0.000891008	0.000721634	0.0
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28656e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.86742e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95227e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.12775e-05	0.0	0.0	1.16257e-05	0.0	0.0	0.0	2.74107e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19011e-05	0.0	0.0	0.0	0.0	3.3643e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000109513	0.0	4.93972e-05	0.0	0.0	0.0
PWY-6922: L-N&delta;-acetylornithine biosynthesis	4.24622e-05	1.82361e-05	6.66924e-05	5.6266e-05	4.37457e-05	0.000111372	0.000267069	3.0081e-05	0.0	0.000105025	0.0	5.37183e-05	7.10033e-05	0.0	7.04645e-05	9.66709e-05	0.0	7.46204e-05	4.7334e-05	0.0	0.0	0.0	0.000331556	2.86231e-05	0.0	0.0	5.18513e-05	0.0	2.13563e-05	9.53977e-05	0.000346161	5.9251e-05	7.73539e-05	4.17855e-05	6.75553e-05	0.0	8.06642e-05	0.000160139	0.000516265	0.000115858	4.57147e-05	0.0	0.0	0.0	5.47653e-06	0.000141406	2.07759e-05	0.0	8.71877e-05	0.0	0.0	7.2733e-05	0.0	0.0	5.27533e-05	8.98713e-05	0.000288321	7.5061e-05	5.0071e-05	0.000449833	5.15622e-05	0.00015464	0.0	0.0	1.90239e-05	0.0	5.49545e-05	8.03738e-05	6.27197e-05	6.10649e-05	5.38454e-05	9.91414e-05	8.58535e-05	0.0	0.0	8.67973e-05	0.0	0.0	0.000134344	0.0	0.0	5.29843e-05	2.45173e-06	0.0	0.0	3.33799e-05	0.00015732	0.000185138	6.76695e-05	0.000136489	2.49254e-05	0.0	4.08949e-05	0.0	0.0	0.0	0.00026922	0.0	0.0	2.87021e-05	0.000120381	1.54527e-05	0.0	2.96096e-05	0.0	3.43118e-05	8.66046e-05	0.000120859	0.0	0.0
PWY-6936: seleno-amino acid biosynthesis (plants)	0.004839	0.00418681	0.00524614	0.00424034	0.00495031	0.00364899	0.00259867	0.00458107	0.00357678	0.00169208	0.0031117	0.00358255	0.00317593	0.00439261	0.00483608	0.00467717	0.0043909	0.00142085	0.00441442	0.00354455	0.0077886	0.00489195	0.00410275	0.00590069	0.00520447	0.00400232	0.00406764	0.00414658	0.00301246	0.00283984	0.0035073	0.00200219	0.00352248	0.00377235	0.00517799	0.00340166	0.00144468	0.00418724	0.0045194	0.00228394	0.00613581	0.00200142	0.00357498	0.00543024	0.00427329	0.003228	0.00286972	0.00302902	0.00353911	0.00542007	0.00229252	0.00115745	0.00238592	0.00586806	0.00402579	0.00456548	0.0034802	0.0038821	0.00412936	0.00519154	0.00516885	0.00411727	0.00307728	0.00582978	0.00347065	0.0048702	0.00277171	0.00391812	0.00216969	0.00183098	0.00522291	0.0060947	0.00498425	0.000830591	0.00508886	0.00620393	0.00981106	0.00187856	0.00389267	0.00293214	0.00208677	0.00294639	0.00522837	0.0029891	0.00500888	0.00304016	0.00499154	0.00533871	0.00221049	0.0027624	0.00388023	0.00457416	0.00337807	0.00506717	0.0041053	0.00373828	0.00234254	0.00209326	0.00179491	0.00454144	0.00515816	0.00596353	0.00488226	0.00519227	0.00282489	0.00232322	0.0018173	0.00218429	0.00650633	0.00339658
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0.000307849	5.28008e-05	0.0	0.0	0.0	0.0	9.64931e-05	0.0	0.0	0.000141457	2.12017e-05	3.52056e-05	0.000118431	0.0	0.0	0.000654491	0.000319518	0.0	0.0	0.0	4.11924e-05	0.000110235	0.0	0.0004388	0.000782354	7.67303e-05	0.0	0.0	0.0	0.00068118	0.0	0.0	0.0	4.93621e-05	0.000730124	0.000472525	0.0	0.0	0.000121247	0.0	0.0	0.0	0.0	0.0	7.24539e-05	0.0	0.0	0.000243168	0.0	0.0	0.0	0.000296644	0.000114953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000265692	0.0	0.0	4.23396e-05	0.000671585	0.0	0.0	0.0	0.000338401	2.93519e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7889e-05	0.0016791	0.000197274	0.0	0.0	0.0	0.0	0.0	0.00132434	7.60447e-05	0.0	0.0	0.0	0.0	0.0	4.103e-05	0.000107928	0.0	0.0	0.0	0.0	0.000340996	0.000310782	1.27036e-05	0.0	0.0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0.0	1.27488e-05	5.52751e-05	0.0	0.0	0.000330835	0.00048326	7.16123e-05	0.0	0.000156766	3.75072e-05	0.000130813	8.01904e-05	0.0	0.000122546	0.0	2.69082e-05	0.0	0.0	3.58084e-05	0.0	3.70324e-05	0.0011883	0.0	5.14745e-05	0.0	0.0	0.0	0.0	0.000930501	0.00198966	0.0	0.0	0.0	0.000267105	0.00027075	0.000105117	4.23905e-05	0.000473922	8.31091e-05	0.0	0.0	0.0	0.00285272	1.30508e-05	0.000154319	0.000387438	6.25345e-05	6.43604e-05	0.000109859	2.45231e-05	0.0	0.0	0.0	0.0	4.2512e-05	0.000624535	0.000159038	3.70529e-05	4.65747e-05	0.0	0.000497448	1.52341e-05	8.84929e-05	6.33215e-06	2.82455e-05	0.0	1.16711e-05	0.0	6.80356e-05	4.52248e-05	8.95643e-05	6.16415e-05	0.0	2.65239e-05	0.000396556	5.64377e-05	0.0	0.000100521	1.63725e-05	0.0	2.07422e-05	3.09473e-05	7.90798e-05	1.52226e-05	0.0	0.000415335	0.0	1.62586e-05	0.000413204	0.0	0.0	0.0	9.01398e-05	0.0	0.0	0.000224523	4.77087e-05	0.0	0.0	0.000101367	0.000111687	5.65749e-05	0.0	2.52658e-05	0.0	0.0	0.0	3.62482e-05	3.9875e-05
