# Pathway	MMRS11288076ST-27-0-0	MMRS11664448ST-27-0-0	MMRS11932626ST-27-0-0	MMRS12272136ST-27-0-0	MMRS14379078ST-27-0-0	MMRS14602194ST-27-0-0	MMRS15137911ST-27-0-0	MMRS16644320ST-27-0-0	MMRS17603756ST-27-0-0	MMRS17963147ST-27-0-0	MMRS18295921ST-27-0-0	MMRS20257302ST-27-0-0	MMRS21365932ST-27-0-0	MMRS24340226ST-27-0-0	MMRS25211151ST-27-0-0	MMRS25641480ST-27-0-0	MMRS29805707ST-27-0-0	MMRS31306426ST-27-0-0	MMRS32573774ST-27-0-0	MMRS33294861ST-27-0-0	MMRS34525504ST-27-0-0	MMRS34569532ST-27-0-0	MMRS35808664ST-27-0-0	MMRS36405092ST-27-0-0	MMRS38861560ST-27-0-0	MMRS38954404ST-27-0-0	MMRS39415781ST-27-0-0	MMRS39582183ST-27-0-0	MMRS40913371ST-27-0-0	MMRS41266697ST-27-0-0	MMRS41711735ST-27-0-0	MMRS42570301ST-27-0-0	MMRS42780924ST-27-0-0	MMRS43563715ST-27-0-0	MMRS43939546ST-27-0-0	MMRS44197125ST-27-0-0	MMRS44203591ST-27-0-0	MMRS44587603ST-27-0-0	MMRS47662059ST-27-0-0	MMRS47685461ST-27-0-0	MMRS48639115ST-27-0-0	MMRS51307502ST-27-0-0	MMRS51410669ST-27-0-0	MMRS51728985ST-27-0-0	MMRS51737257ST-27-0-0	MMRS54246132ST-27-0-0	MMRS54316675ST-27-0-0	MMRS55294627ST-27-0-0	MMRS56137463ST-27-0-0	MMRS57276462ST-27-0-0	MMRS57569834ST-27-0-0	MMRS59699117ST-27-0-0	MMRS61683006ST-27-0-0	MMRS62192467ST-27-0-0	MMRS62376181ST-27-0-0	MMRS62666492ST-27-0-0	MMRS64281211ST-27-0-0	MMRS64281551ST-27-0-0	MMRS65205033ST-27-0-0	MMRS65742083ST-27-0-0	MMRS65862658ST-27-0-0	MMRS65945127ST-27-0-0	MMRS66868025ST-27-0-0	MMRS67096717ST-27-0-0	MMRS67247116ST-27-0-0	MMRS67690541ST-27-0-0	MMRS68630931ST-27-0-0	MMRS68910755ST-27-0-0	MMRS71238091ST-27-0-0	MMRS71762412ST-27-0-0	MMRS72802364ST-27-0-0	MMRS72980899ST-27-0-0	MMRS73787048ST-27-0-0	MMRS77018926ST-27-0-0	MMRS77321055ST-27-0-0	MMRS77487595ST-27-0-0	MMRS78791111ST-27-0-0	MMRS79893829ST-27-0-0	MMRS80093644ST-27-0-0	MMRS81130264ST-27-0-0	MMRS81135225ST-27-0-0	MMRS81194191ST-27-0-0	MMRS81671217ST-27-0-0	MMRS84085284ST-27-0-0	MMRS84159866ST-27-0-0	MMRS84954772ST-27-0-0	MMRS85382779ST-27-0-0	MMRS85438660ST-27-0-0	MMRS85548821ST-27-0-0	MMRS86168210ST-27-0-0	MMRS86178473ST-27-0-0	MMRS86958796ST-27-0-0	MMRS87723283ST-27-0-0	MMRS88581325ST-27-0-0	MMRS90191266ST-27-0-0	MMRS91297590ST-27-0-0	MMRS92544445ST-27-0-0	MMRS92546335ST-27-0-0	MMRS92727331ST-27-0-0	MMRS93508324ST-27-0-0	MMRS93621581ST-27-0-0	MMRS94549160ST-27-0-0	MMRS95277876ST-27-0-0	MMRS95479054ST-27-0-0	MMRS95674036ST-27-0-0	MMRS96422329ST-27-0-0	MMRS97052561ST-27-0-0	MMRS97307143ST-27-0-0	MMRS97327636ST-27-0-0	MMRS99045180ST-27-0-0
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.000367004	0.0014738	0.00252845	0.00136526	0.000818694	0.001871	0.00469346	0.00146663	0.000958003	0.00245516	0.000619349	0.00270793	0.00147522	0.000693662	0.000915705	0.0020752	0.0013851	0.00136859	0.00280931	0.000975378	0.00113013	0.00163981	0.00213175	0.000863002	0.00106552	0.00176531	0.00127601	0.00187782	0.00260099	0.00154109	0.00323266	0.00139462	0.00134318	0.00215056	0.00142283	0.00243251	0.000541554	0.00102732	0.00289839	0.00110355	0.00115009	0.00178902	0.0015775	0.00283431	0.00259581	0.00108331	0.00226849	0.00211735	0.000947502	0.00126893	0.0011416	0.000750095	0.00205481	0.000307289	0.00174521	0.00150251	0.0022217	0.00191575	0.00100124	0.00291181	0.00166904	0.00100896	0.00108952	0.00207302	0.00261632	0.00146844	0.00315563	0.00233918	0.00160612	0.00354555	0.00179047	0.0021124	0.00220761	0.00127111	0.00167807	0.00182279	0.000829085	0.00263089	0.00222609	0.00087561	0.000990884	0.00186363	0.000901188	0.00109856	0.00217519	0.00121986	0.00191302	0.000139791	0.00131034	0.00163052	0.0021394	0.00131983	0.00117177	0.00215031	0.00204262	0.00122444	0.00153397	0.00064406	0.00165694	0.00232038	0.00167714	0.00169053	0.00176612	0.00151259	0.00059796	0.00149565	0.00420071	0.00214334	0.00281213	0.00158496
PWY-6992: 1,5-anhydrofructose degradation	0.0	0.0	0.000370166	5.37293e-05	0.000186403	0.0	0.000118294	6.24944e-05	0.0	0.0	0.0	0.0	0.000206914	0.000568009	0.0	0.000921961	0.000367885	0.0	0.000266873	0.000175959	6.25072e-05	4.36787e-05	0.000103624	3.05992e-05	0.000245578	0.0	0.0	0.0	0.0	0.000369858	0.000422122	3.22132e-05	3.72618e-05	7.77722e-05	0.000236764	0.000154913	0.000447293	0.0	5.59454e-05	0.0	0.000153567	0.0	7.20387e-05	0.000606654	0.000102908	0.0	8.25746e-05	4.47415e-05	0.000132885	0.0	0.000190874	0.000604428	0.000152193	0.00287695	4.51226e-05	3.89528e-05	0.0010947	0.000136208	6.8211e-05	0.000192241	0.0	2.85826e-05	0.0	0.000563127	0.0	0.0	0.0	0.00224486	0.0	0.000196215	0.000227646	0.000437364	5.02985e-05	0.000359942	0.00195723	0.000494019	2.73407e-05	0.000286648	8.36838e-05	0.000530805	0.0	6.41545e-05	0.0	0.0	0.0	0.000159384	0.000173396	0.0	0.000334323	1.07939e-05	0.0	0.00014501	7.59594e-05	2.89522e-05	1.1683e-05	0.00101492	8.55341e-05	0.0	0.00102161	0.0	0.0	6.7161e-05	4.78803e-05	0.0	0.0	0.000175532	0.000577519	0.00020763	0.00125396	0.0
PWY-7000: kanamycin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000217071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03622e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63958e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7013: (S)-propane-1,2-diol degradation	0.000459244	0.000219545	0.000427321	0.000224886	0.000165369	0.000643327	0.000821379	0.000293168	0.000258651	0.000316047	0.000196275	0.000181028	0.000157596	0.000285919	0.000422846	6.30924e-05	0.000142144	0.00048852	0.000167893	0.000284664	0.000173713	9.16076e-05	0.00204359	0.000469709	0.000198451	0.000173441	0.000210447	7.77639e-05	0.000540767	0.0012795	1.09087e-05	0.000377532	0.000234315	0.000343778	0.000149506	0.00103962	0.000149076	0.0011726	0.0037778	0.000332033	0.000365611	7.20495e-05	0.000131822	0.0	0.000127892	0.000442963	0.00014436	0.000385379	0.000261323	0.000180932	0.0	0.00055238	0.000359743	0.000424417	0.00036242	0.000342025	0.00128295	0.000244411	0.000166718	7.43654e-05	0.000108037	0.000346918	4.39543e-05	0.000709285	0.000212916	0.000480434	0.000203724	0.000159961	0.00043817	0.000186952	0.000255873	0.00132833	0.000292801	5.25653e-05	0.000427591	0.000478328	0.000396677	1.54109e-05	0.000480381	0.00053177	0.00012117	0.000292526	0.000357189	0.000712754	0.000194775	0.000132248	0.000705816	0.000828239	0.000503227	0.0	0.000260378	0.000844273	0.00030486	0.00077959	0.000412187	0.000266081	0.00162725	0.0	0.000329742	0.000201335	0.000367499	0.000387222	0.000176905	0.0003555	0.000383253	0.000254408	0.000296391	7.72275e-05	0.000289367	9.84444e-05
PWY-702: L-methionine biosynthesis II	0.00118656	0.00116886	0.00140945	0.000963977	0.000963584	0.00132216	0.00145795	0.00219657	0.00141283	0.000608237	0.00100924	0.000652066	0.000799509	0.00112467	0.000962302	0.000518447	0.00102106	0.000692996	0.000739619	0.00100365	0.000561951	0.000522367	0.00214665	0.00194181	0.000845857	0.000668908	0.00101288	0.000890375	0.00106648	0.00121682	0.0025408	0.000863928	0.000563179	0.000633583	0.0017689	0.0014477	0.000495286	0.0014075	0.0018252	0.00113685	0.00160505	0.000284151	0.000691319	0.00461264	0.000643353	0.00117349	0.0011648	0.000852347	0.00109482	0.00110473	0.000789963	0.000712027	0.000634653	0.00158904	0.00101642	0.000822169	0.00150087	0.00103313	0.00188768	0.00176999	0.00178235	0.00268954	0.0010533	0.00181912	0.000791253	0.00148322	0.00104378	0.00049286	0.000811114	0.000740619	0.00137708	0.00128517	0.0016286	0.000434728	0.00147364	0.00133055	0.00107454	0.000380193	0.00190868	0.00105372	0.000705995	0.00073027	0.00164608	0.000980417	0.000868549	0.0010565	0.00132105	0.000831394	0.000856514	0.00178349	0.0012477	0.00172787	0.00104558	0.00132875	0.00119695	0.0010814	0.00092635	0.0011061	0.00030967	0.000959197	0.00103773	0.00124194	0.000513312	0.000975791	0.000814998	0.000782341	0.000398934	0.000851895	0.00146669	0.000940332
PWY-7031: protein N-glycosylation (bacterial)	5.77493e-05	0.0	8.91598e-05	0.0	0.0	0.0	5.34724e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.87598e-05	0.0	0.0	0.0	0.0	0.0	0.000134555	0.0	0.0	0.0	3.22499e-05	4.64109e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18906e-05	0.0	0.0	0.000214244	2.45418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78485e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.34292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77553e-05	0.0	0.0	1.11488e-05	0.0	0.0	0.0	1.81908e-05	0.000289295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86082e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88894e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35785e-05	0.0	0.0	0.0	0.0	0.0	1.54774e-05	0.0	0.0	0.0
PWY-7039: phosphatidate metabolism, as a signaling molecule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141283	0.0	0.0	0.0	0.0	3.24873e-05	0.0	0.0	0.0	0.000198754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103972	0.0	4.61957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96388e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7094: fatty acid salvage	0.0	0.0	0.0	0.0	0.0	0.000168874	7.28921e-05	2.23442e-05	0.0	4.71348e-05	0.0	2.92508e-05	0.0	0.0	3.06078e-05	0.0	0.0	0.0	1.31037e-05	1.29388e-05	0.0	0.0	0.000426845	0.0	1.15868e-05	0.0	0.0	0.0	0.0	0.000262353	0.000420032	0.0	0.0	0.0	3.60681e-05	0.0	3.80518e-05	0.0	0.00019445	1.03393e-05	0.0	0.0	0.0	0.000588053	2.23652e-05	0.000144962	6.60189e-05	0.0	4.48762e-05	0.0	0.0	0.0	0.0	2.56027e-05	0.0	7.37132e-05	0.000173143	3.86018e-05	1.76178e-05	0.00145771	0.0	0.000218003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08875e-05	0.0	1.495e-05	5.89493e-05	0.0	0.0	0.000103811	0.0	0.0	5.52494e-05	0.0	0.0	5.60095e-06	6.76497e-06	0.0	0.0	0.0	0.000150446	0.0	0.0	0.000440325	0.0	0.0	0.0	0.0	0.0	0.0	9.19621e-05	0.0	0.0	0.0	0.0	3.54485e-05	5.91328e-05	0.0	0.0	0.0	0.0	0.0	1.58336e-05	0.0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.0058199	0.00823251	0.00770458	0.00563448	0.00801671	0.00758491	0.00635816	0.00756732	0.00728944	0.0064522	0.00710864	0.00628519	0.0057775	0.00636484	0.00610192	0.00638805	0.00684041	0.00475105	0.00652887	0.00658235	0.00572294	0.00788537	0.00734964	0.00850126	0.00599927	0.00728221	0.00521738	0.00649204	0.00603535	0.00647393	0.00829789	0.00523635	0.00664329	0.00758028	0.00742492	0.00657693	0.00417597	0.00788438	0.00612926	0.00556692	0.00935641	0.00542623	0.00989915	0.00917896	0.0072214	0.00650708	0.00587131	0.00671763	0.00548109	0.00848073	0.00555641	0.00480838	0.00542698	0.00736146	0.00686487	0.00533025	0.00660375	0.00684891	0.00651806	0.00764909	0.00693383	0.0118295	0.00586606	0.00904609	0.00771301	0.00877275	0.00683174	0.00501643	0.00532883	0.00493267	0.00798197	0.0100071	0.0078665	0.00675261	0.0071698	0.00929505	0.00930434	0.00871098	0.00819935	0.00517181	0.00504078	0.00505197	0.0093668	0.00633845	0.00987127	0.00603074	0.0080466	0.00768476	0.00517396	0.00523155	0.00686896	0.00687285	0.00590519	0.00736813	0.00717045	0.00475327	0.00394555	0.00647385	0.00398259	0.00615551	0.00573274	0.00746031	0.00495005	0.00704872	0.00546497	0.00469269	0.00450454	0.00679193	0.00866999	0.00427292
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	9.07014e-05	0.00044216	0.000697016	0.000243096	0.000458769	0.00115391	0.000377144	0.00133876	0.000212696	0.000698711	0.000420823	0.00107113	0.000516005	0.000162387	0.000222421	0.000565359	0.000366761	0.000256126	0.000542173	0.000543197	0.0002249	0.00023105	0.00174284	0.00135822	0.000593132	0.000639081	0.000607539	0.000447489	0.00128103	0.000929438	0.00212533	6.40152e-05	0.000262833	0.000392602	0.00124796	0.000481809	0.000110251	0.000659941	0.00166023	0.000173687	0.000521778	0.000652324	0.000982883	0.00136002	0.00123609	0.000530851	0.00121804	0.00130835	0.000571741	0.0012245	0.000502823	0.000522967	0.000417591	0.000253525	0.00046339	0.00043898	0.000608911	0.000683027	0.000810621	0.00347687	0.00104285	0.000300479	0.000378371	0.00298662	0.000800197	0.000527424	4.22157e-05	0.0	8.76047e-05	0.00100097	0.000136088	0.000432616	0.000650764	0.0011792	0.000702525	0.000639889	0.000411937	0.000105246	0.000671954	0.000794014	0.000412957	4.13632e-05	0.000454381	0.000277368	0.000379612	0.000140582	0.000838057	0.0	0.000664493	0.00206275	0.00060325	0.00119768	9.7046e-05	0.00131203	0.000861953	0.000489192	0.00087339	0.000586596	0.000235591	0.000875989	0.000396162	0.000890872	0.000684457	0.000545618	0.000105393	0.000455813	0.000353736	0.00103046	0.000345298	0.000412311
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0.000183529	0.000138145	0.000349596	8.50181e-05	0.000333749	0.000808515	0.000958972	0.00236725	0.000672484	0.000256798	0.000459404	0.00040424	0.000117858	0.000350978	0.000384885	0.000488089	0.000259598	0.000365413	0.000338509	0.000285009	0.000292573	7.72753e-05	0.00414324	0.00156114	0.000695677	0.000259084	0.000295561	0.000328267	0.000999602	0.00222055	0.00395982	0.000147598	0.000178332	0.00035499	0.00125386	0.000827793	0.000436798	0.00128922	0.00411937	0.000434536	0.000381981	0.000235808	0.000305429	0.00515289	0.000138373	0.000419568	0.00132098	0.00170342	0.000673801	0.000464178	0.00050416	0.0	9.50918e-05	0.000365865	0.000524647	0.000385685	0.00206699	0.000693767	0.00157583	0.00211772	0.000976978	0.000738547	9.80433e-05	0.00371149	0.000561011	0.000203993	0.000150888	3.60755e-05	0.000145975	0.00030095	0.000168423	0.000827351	0.000796333	0.0001547	0.000595653	0.0010482	7.40498e-05	0.0	0.00108365	0.000753754	0.0	9.54805e-05	0.000113219	0.000544468	0.000169158	5.56891e-05	0.00132878	0.000103952	8.9006e-05	0.0018795	0.000360171	0.00135186	5.74089e-05	0.00164782	0.00090785	0.000132091	0.00173125	0.0013947	0.000288053	0.000824278	0.000312646	0.000982452	0.000972417	0.000490289	0.0012595	0.000393811	0.000316031	0.00106211	0.000266731	8.70941e-05
PWY-7118: chitin deacetylation	0.0	1.21141e-05	2.92664e-05	0.0	0.0	0.00051328	0.00030342	0.000205577	0.0	7.59268e-05	0.0	0.000214229	0.0	0.0	0.000102084	0.0	0.0	2.14241e-05	0.000125184	8.13957e-05	0.000140142	2.69845e-05	0.00171384	0.0	6.02329e-05	3.28992e-05	0.0	0.0	0.0	0.000875043	0.00274985	0.0	0.0	0.0	0.000307881	0.0	9.6058e-05	0.000169948	0.00176367	0.000155212	0.0	0.0	3.59485e-05	0.00513449	7.22026e-05	0.000134667	0.000418031	5.58975e-05	0.000227632	0.0	0.0	0.0	0.0	3.56455e-05	0.0	6.21657e-05	0.000936257	0.000298658	4.17868e-05	0.00113564	0.0	0.000451845	0.0	4.91471e-05	2.16944e-05	0.0	0.0	0.0	0.0	0.000118558	5.17493e-05	8.75247e-05	0.000274278	0.0	1.97404e-05	0.000446238	0.0	0.0	0.000501081	1.11428e-05	0.0	3.19111e-05	9.6209e-05	0.0	3.05372e-05	0.0	0.000495131	0.0	0.0	0.000871402	0.0	7.80888e-05	0.0	2.83977e-05	1.22222e-05	0.0	0.000605221	1.7026e-05	0.0	2.19026e-05	4.07174e-05	0.000225205	3.28821e-05	0.0	0.0	0.0	1.03221e-05	0.0	3.60831e-05	2.02099e-05
PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	0.0	0.0	2.24024e-05	0.0	0.0	1.3905e-05	5.70371e-05	0.0	0.0	0.0	0.0	3.23561e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27399e-05	0.0	0.0	0.0	0.0	3.54422e-05	0.0	0.0	0.0	0.0	1.54426e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22043e-05	0.0	0.0	3.4589e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08023e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86665e-05	0.0	2.30696e-05	0.0	0.0	0.0	7.46817e-05	0.0	0.0	5.42706e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80277e-05	2.08356e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20263e-05	0.0
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96395e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000338517	0.0	1.28276e-05	0.0	0.0	0.0	0.0	9.1627e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000323983	0.0	0.0	0.0	0.0	0.0	0.0	5.03191e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.000324807	0.000222204	0.000244878	0.00022594	0.00036825	0.000726584	0.000765165	0.00088074	0.000640414	0.000152514	0.000159598	0.000231305	0.000294657	0.0	0.000352014	3.48154e-05	0.000170133	5.1204e-05	0.000321721	0.000348682	0.000164208	0.0	0.00204904	0.0	5.30704e-05	0.000288259	0.000486133	3.9261e-05	0.0	0.00195272	0.00254707	0.000170412	0.000207907	2.44886e-05	0.000203388	0.000232249	0.00151114	0.00113347	0.00221911	8.04071e-05	0.000242794	0.0	9.01491e-05	0.00392983	9.2181e-05	0.000297673	0.000913917	0.000193866	0.000340354	0.0	0.0	0.0	0.0	5.13243e-05	0.000271314	3.74142e-05	0.00164484	0.00033043	0.000115755	0.00175792	0.000359704	0.000549845	0.00020677	0.000254386	0.00190918	0.000170168	0.0	6.37118e-05	0.000195958	0.000212702	5.08118e-05	0.000199907	0.000915361	0.000550322	4.04525e-05	0.0010828	4.59595e-05	0.00013603	0.00111288	0.000963547	0.000465307	0.000549972	0.000543575	0.0	0.000149303	0.00010557	0.000920388	0.0	0.000474915	0.00163943	0.00184367	0.00022461	0.0	0.000277398	7.40628e-05	0.000309539	0.00110229	0.000378825	5.54611e-05	3.1848e-05	0.000363298	0.000323949	0.0	0.0	0.000914687	0.0	0.000181602	0.0	8.58792e-05	6.04989e-05
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.0	0.0	0.0	0.0	3.14827e-05	0.000171166	0.000220995	0.0	0.0	8.75987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21727e-05	0.0	8.78371e-05	0.0	0.000951036	0.0	0.0	0.0	0.0	0.0	0.0	0.000614376	0.000994708	0.0	0.0	0.0	0.000117873	0.0	0.0	7.46577e-05	0.000724748	5.19099e-05	0.0	0.0	0.0	0.00153401	0.0	0.000250359	0.00030496	0.0	9.82729e-05	2.69452e-05	0.0	0.0	0.0	6.66952e-05	0.0	8.45472e-05	0.000482821	0.000103257	0.0	0.00143782	0.00010955	0.000211617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66699e-05	0.0	0.0	0.000247071	0.0	0.0	0.000267268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002048	0.0	0.0	0.00121398	5.64644e-05	0.0	0.0	0.0	0.0	0.0	0.000290522	0.0	0.0	0.0	0.0	0.000101332	0.0	0.0	3.65682e-05	0.0	0.0	0.0	0.0	0.0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000180967	0.0	0.0	0.0	0.0	0.0	9.86946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.40415e-05	0.000748286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49178e-05	4.96318e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155654	0.0	0.0	6.23595e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50928e-05	0.0	0.0	0.0	0.0	0.000110768	2.19978e-05	0.0	7.46776e-05	0.0	0.0	0.0	0.0	0.0	0.000286369	0.0	0.0	0.0	0.0	0.0	0.0	0.000199509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112121	0.0	0.0	4.68999e-05	0.0	0.000203772	0.0	0.0	0.0	0.0	0.000306884	0.0	0.0	0.000184743	0.0	0.000154762	0.0	0.0	0.0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.00267496	0.00282498	0.00363722	0.00331484	0.0026906	0.00213016	0.00280872	0.00280425	0.00320217	0.00296395	0.00236882	0.00361791	0.00251423	0.00220662	0.00258467	0.00248028	0.00221887	0.00283629	0.00317656	0.00277575	0.00249911	0.00194883	0.00205268	0.00224237	0.00286728	0.0031934	0.00274424	0.00232006	0.00414967	0.0024461	0.00207546	0.00342311	0.00257385	0.00200582	0.00205088	0.00401214	0.00139738	0.00212883	0.00264855	0.00361217	0.00246755	0.00164992	0.00188253	0.00364328	0.00334415	0.00166867	0.00192572	0.00325555	0.002012	0.00181867	0.00389213	0.00176294	0.00283086	0.00251207	0.00252627	0.00164554	0.00287023	0.00157207	0.00509473	0.00168458	0.00273552	0.000708407	0.000555208	0.00239903	0.00296111	0.00237164	0.00368947	0.00321852	0.0033012	0.00399476	0.00302415	0.00298833	0.00241823	0.00203548	0.00210463	0.00254186	0.00168644	0.00173864	0.00318124	0.00249153	0.00262718	0.00363261	0.00132283	0.00302353	0.00223103	0.00375788	0.00202765	0.00254574	0.00252208	0.00188857	0.00307793	0.00293291	0.0037257	0.00252115	0.00187221	0.00211791	0.00252469	0.00269408	0.00150656	0.00287059	0.003423	0.00215062	0.00214828	0.00251641	0.00264473	0.00334409	0.00258083	0.00130555	0.00270082	0.00193852
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0.000257367	0.000815438	0.000449412	0.000201647	0.000291244	0.000221237	0.00206402	0.000982253	0.00138495	0.000546076	0.000600874	0.000790302	0.00140542	0.000577351	0.000434756	0.00158002	0.000514208	0.00111221	0.000304381	0.000564106	0.000136148	0.000370459	0.00052669	0.00162788	0.000736416	0.00112056	0.000588408	0.000854588	0.000975878	0.000585845	0.000237096	0.000701596	0.000619675	0.000749623	0.000455423	0.00221962	0.00121799	0.000278927	0.00155169	0.00196814	0.000297286	0.000274555	0.000405225	0.000114166	0.000550442	0.000289928	0.000945165	0.00190447	0.000116229	0.000156355	0.000588577	0.000276182	0.000547867	0.0012639	0.000684729	0.00129073	0.00145917	0.000261333	0.000678619	0.00020195	0.000285797	0.00112675	0.00017055	0.00301141	0.00163296	0.000642306	0.000458237	0.000764767	0.00086339	0.00137047	0.000300276	0.0012362	0.00116935	0.000448512	0.00105887	0.000676118	0.000281957	0.000276918	0.00258096	0.00125202	0.000448954	0.00124342	0.000453714	0.00204057	0.000695795	0.000385585	0.000299205	0.000988543	0.000377722	0.00150342	0.00157872	0.00101485	0.000406989	0.00214861	0.00101975	0.000245006	0.000684336	0.0023813	0.00037026	0.00130473	0.000734784	0.00132916	0.00185502	0.00188283	0.00126836	0.00168889	0.00111948	0.00123698	0.00151558	0.000379937
