# Pathway	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
PWY-6270: isoprene biosynthesis I	0.00741893	0.00722578	0.00723744	0.00752598	0.00723734	0.00560241	0.0066144	0.00676051	0.00680041	0.00780849	0.00708688	0.00670244	0.00625446	0.00713663	0.00666835	0.00736836	0.00422083	0.00710946	0.00671314	0.00592793	0.00767516	0.00593504	0.00745671	0.00695105	0.0080099	0.00566596	0.00609529	0.00569089	0.00759473	0.00659645	0.00673122	0.00700573	0.00602369	0.00651729	0.00459926	0.00555675	0.0056105	0.00626573	0.00740863	0.00755241	0.00601979	0.00721185	0.00564074	0.00567294	0.00660164	0.00681317	0.0060148	0.00766488	0.00701041	0.00693966	0.00719199	0.00570041	0.00701701	0.00663002	0.00649359	0.00815237	0.00619451	0.00663455	0.00613747	0.00730288
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00881048	0.0102039	0.00977157	0.0119647	0.00881028	0.00814265	0.00962189	0.00906014	0.00986421	0.0102774	0.00950077	0.00820451	0.00843319	0.00967903	0.0104997	0.0105603	0.00631278	0.0114839	0.00823175	0.0116308	0.0102066	0.00988992	0.00913262	0.0108408	0.0105237	0.0097053	0.00950482	0.0112869	0.00938748	0.0122865	0.0107329	0.00934295	0.00946276	0.0117483	0.0113644	0.0120916	0.0101601	0.0115829	0.0111168	0.0116745	0.011854	0.0108001	0.00637213	0.00722387	0.010418	0.0109886	0.00994036	0.00904454	0.00847618	0.0103276	0.0107553	0.00985012	0.0103293	0.00864753	0.0103454	0.0100131	0.00885209	0.00953379	0.0109506	0.0106401
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52159e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.00359029	0.00135172	0.000974892	0.00106843	0.000594499	0.00286813	0.00114335	0.0013392	0.0016929	0.00062075	0.00118274	0.00178227	0.0016665	0.00252257	0.00058921	0.000576644	0.0047839	0.00175689	0.00155221	0.00116639	0.00154661	0.000749395	0.000733917	0.0005659	0.00076537	0.00233349	0.00261926	0.000493778	0.000497294	0.000916523	0.00262867	0.00118576	0.00087409	0.00205802	0.000197108	0.00175917	0.00155794	0.000498196	0.000325249	0.000576898	0.00100114	0.000473252	0.00470797	0.0028289	0.00098967	0.00068241	0.000917378	0.00146923	0.00119699	0.000742564	0.000616154	0.00217135	0.00123838	0.00156489	0.00201545	0.000751169	0.00239608	0.000298111	0.00025909	0.000257643
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.00157683	0.000959995	0.000157408	0.000377377	0.000655567	0.000850023	0.000689542	0.000652435	0.00039025	0.00039382	0.000959308	9.38165e-05	0.00126669	0.000191191	5.35034e-05	0.0	0.00269301	0.00103648	0.000373654	0.000174369	0.00126999	0.00078126	0.000362095	0.000286134	8.95695e-05	0.0	0.0013059	0.0	9.73185e-05	0.000655353	0.000756411	0.00057302	0.000752153	0.000315201	0.000212218	0.000103073	0.0010641	0.000550474	0.000111394	0.000635189	0.000110516	0.000326383	0.00237914	0.000418616	0.000356114	0.000493861	0.000173335	0.000132748	0.00131137	0.000503366	0.000591419	0.000978333	0.000983036	0.000607708	0.000538834	0.000827047	7.35243e-05	0.000330064	0.000260806	0.000285423
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.00180921	0.000973131	0.000286781	0.0	0.0	0.0013644	0.00053573	0.0	0.000675584	0.0	0.0	0.000183369	0.0	0.000366661	0.0	0.0	0.00351944	0.00124849	0.000596336	0.000148483	0.000209764	0.000955839	0.000366439	0.00042945	0.0	0.0	0.00190172	0.0	0.000151812	0.000830241	0.00121583	0.000253321	0.000930155	0.0	0.000262226	0.00013862	0.00146344	0.0	0.000186902	0.0	0.0	0.000208103	0.00327135	0.000700688	0.000128005	0.000311367	0.000206432	0.000251163	0.0	0.000473412	0.0	0.000531332	0.0	0.0	0.00089771	0.0	0.000144411	0.0	0.0	0.0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.00184955	0.00140822	0.000707726	0.00243239	0.00225791	0.0020788	0.000876024	0.00150759	0.000717756	0.0013857	0.00184964	0.00058432	0.00145658	0.00256274	0.00113947	0.00103207	0.000599226	0.00166789	0.00151243	0.00207442	0.00187489	0.00221906	0.00191566	0.000884932	0.00153869	0.00137572	0.00150341	0.00183611	0.00113953	0.00187344	0.00163413	0.00177708	0.0010861	0.00246703	0.00123931	0.00113003	0.00189079	0.00284834	0.00145947	0.00124582	0.00172498	0.0014005	0.000997743	0.000884985	0.00157225	0.001315	0.00191582	0.00123949	0.00195116	0.00179792	0.00175158	0.00273679	0.00154447	0.00204654	0.00181296	0.00213618	0.00121207	0.00184217	0.000850101	0.00146223
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000335958	6.98655e-05	7.00135e-05	0.0	0.0	0.000419276	2.3377e-05	4.22212e-05	0.000204899	5.13751e-05	7.82337e-05	0.000377397	7.14544e-05	0.000110868	1.03421e-05	0.000113289	0.00114892	0.000315972	0.000456399	7.48145e-05	9.38372e-05	7.95363e-05	5.90455e-05	7.63815e-05	0.0	0.0	0.000288156	0.0	0.000212663	0.000175694	0.000343091	4.80304e-05	1.28988e-05	0.0	0.0	3.80838e-05	0.000161081	0.0	0.0	0.000221076	0.0	6.81681e-06	0.000963806	0.000134927	6.87466e-05	4.5503e-05	0.000120687	0.000975199	0.0	0.000297049	0.0	0.000160998	0.0	0.000840071	0.000271366	7.1053e-05	0.000143849	0.0	0.0	0.0
PWY-6305: superpathway of putrescine biosynthesis	0.00153734	0.000669043	0.0014654	0.00149778	0.00144146	0.00278893	0.00172918	0.00103269	0.00193739	0.000925147	0.00112391	0.00209571	0.00133099	0.00287628	0.00143175	0.000872854	0.00272022	0.00106088	0.00133926	0.000726313	0.00183536	0.00079668	0.00182748	0.000328097	0.00153689	0.00222842	0.00111309	0.00136078	0.00148974	0.00038282	0.000989077	0.00130613	0.00107603	0.00109714	0.000971161	0.00100458	0.00175362	0.00116077	0.000317195	0.000928588	0.00157704	0.000953409	0.00298105	0.000941648	0.00145897	0.00165771	0.000544138	0.000803074	0.00174858	0.00152016	0.00121784	0.00177614	0.00183139	0.00121394	0.00172688	0.0016455	0.00186691	0.00233281	0.000472713	0.00141606
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00637728	0.00698515	0.00683059	0.00940762	0.00735402	0.00637813	0.00498756	0.00640213	0.00742578	0.00950952	0.00933442	0.00791379	0.00728436	0.00747847	0.00889551	0.00848662	0.00441954	0.00753521	0.0090509	0.00668913	0.00798517	0.00733655	0.00730889	0.0101877	0.0084815	0.00751608	0.00737909	0.00858487	0.00832254	0.00717892	0.00482574	0.0079492	0.0070483	0.00809157	0.00609701	0.00696449	0.00676174	0.00738218	0.00857715	0.00776203	0.0075582	0.00781593	0.00607221	0.00561759	0.00716522	0.00956162	0.00753583	0.00742888	0.00782376	0.00928016	0.00921105	0.00684987	0.00718552	0.00769078	0.00750525	0.00837261	0.00659125	0.00954977	0.00855372	0.00845403
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	0.0	0.0	0.0	0.0	0.0	9.74555e-05	0.0	0.0	6.77872e-05	0.0	0.0	0.0	0.0	1.96304e-05	7.07773e-06	0.0	2.0412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84718e-05	0.0	0.0	5.09752e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.53948e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.87333e-06	0.0	0.0	0.0	0.0	4.33516e-05	0.0	6.86457e-06	0.0	0.0	0.0
PWY-6328: L-lysine degradation X	0.0	0.0	0.0	0.0	0.0	6.41005e-05	0.0	0.0	0.0	0.0	0.0	3.1211e-06	0.0	3.84131e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.84766e-05	0.0	0.0	2.17476e-05	0.0	0.0	7.15291e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55941e-05	6.6943e-05	0.0	0.0	0.0	0.0	0.0	7.01408e-05	8.06718e-05	0.0	0.0	0.0	3.92931e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0001164	0.0	0.0	0.0	0.0	0.0
PWY-6349: CDP-archaeol biosynthesis	0.0	0.000248491	2.58688e-05	0.0	0.0	1.60732e-05	0.000734389	0.000359369	0.0	0.000145547	0.0	0.0	0.0	0.000137791	0.0	0.0	0.0	0.000430633	0.0	0.000363174	0.0	0.0	0.000220106	0.0	0.0	0.0	0.0	0.0	0.0	0.000174412	0.000499742	3.91676e-05	0.0	0.000179909	4.98078e-05	0.00021645	0.00011826	0.000154358	4.71079e-05	0.000381051	0.00029679	0.0	0.0	0.0	1.98038e-05	2.39845e-05	0.000198697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6350: archaetidylinositol biosynthesis	0.0	0.000205523	1.59747e-05	0.0	0.0	1.38857e-05	0.000663964	0.00030657	0.0	0.000127217	0.0	0.0	0.0	0.000109675	0.0	0.0	0.0	0.000354688	0.0	0.000303208	0.0	0.0	0.000166562	0.0	0.0	0.0	0.0	0.0	0.0	0.000150953	0.000381392	2.70217e-05	0.0	0.000134814	3.54125e-05	0.00016006	0.000105714	0.000136656	3.19999e-05	0.000328567	0.000267183	0.0	0.0	0.0	1.77912e-05	1.9568e-05	0.000153163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6353: purine nucleotides degradation II (aerobic)	0.00294713	0.00174774	0.0013718	0.00259792	0.00191295	0.00263566	0.00144888	0.00217382	0.00165634	0.00230404	0.00329029	0.000843749	0.00190073	0.00176479	0.0021025	0.00212359	0.00399263	0.00221853	0.00329501	0.00159205	0.00215554	0.000964586	0.00239772	0.00234011	0.00300506	0.00271344	0.00211708	0.00217766	0.00242831	0.00180146	0.00214943	0.00259903	0.00178075	0.00158078	0.000883464	0.00164081	0.00151433	0.00237802	0.00162694	0.00187089	0.00174511	0.00171847	0.00446199	0.00188056	0.00195574	0.00222153	0.00178357	0.00291304	0.00395641	0.00247661	0.00293311	0.00106174	0.00148806	0.00157588	0.00256495	0.00180123	0.00264092	0.00202914	0.00148763	0.00315418
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.0096508	0.0101284	0.011195	0.0111814	0.00954366	0.00819071	0.0100677	0.0115061	0.00897416	0.0110468	0.00958351	0.00922565	0.00946698	0.0090601	0.0110662	0.0102877	0.00599168	0.010756	0.00873065	0.00967146	0.0107517	0.0102126	0.0103445	0.0106694	0.0109488	0.00955867	0.0100885	0.0113868	0.01013	0.00999095	0.00982971	0.00958463	0.0100252	0.00982065	0.0130157	0.0102679	0.00982233	0.0110337	0.010649	0.0106817	0.0116444	0.0118905	0.00645524	0.00854046	0.0107902	0.010047	0.00984238	0.0097791	0.00960135	0.0100418	0.0102901	0.00949482	0.00983826	0.00916871	0.00949381	0.0100924	0.00903376	0.0102204	0.0117713	0.0109024
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.0105628	0.011021	0.0123635	0.0119464	0.0103231	0.00873764	0.0107403	0.0120114	0.0100957	0.0112559	0.0102168	0.0100848	0.0101221	0.010102	0.0114039	0.0110103	0.00602868	0.011671	0.00925548	0.0114498	0.0111956	0.0110975	0.0112121	0.010806	0.0113811	0.0101423	0.0107444	0.0119581	0.011006	0.0110055	0.0103999	0.0102122	0.0112244	0.0112389	0.0135062	0.012258	0.0104491	0.0118099	0.0111689	0.0118498	0.0125258	0.0128542	0.00662622	0.00895047	0.0119228	0.0110636	0.0105885	0.0108652	0.0101319	0.0108548	0.0111618	0.010235	0.0102989	0.0100505	0.0105102	0.0111053	0.00948623	0.0109243	0.0128108	0.011331
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.0103779	0.0107832	0.0121701	0.0116715	0.0100886	0.00867755	0.0105598	0.0119196	0.00987819	0.0115935	0.0100625	0.0098865	0.0100242	0.00993029	0.0112567	0.0108163	0.00593197	0.0114264	0.00910643	0.0111738	0.0112022	0.0107101	0.0110977	0.0109393	0.0115679	0.00994637	0.0106584	0.0119591	0.010734	0.0107531	0.0101998	0.00998377	0.0110212	0.0111997	0.0134831	0.0119957	0.0103465	0.0115977	0.0110359	0.0116719	0.0122012	0.0126182	0.00647164	0.0087492	0.0117912	0.0108606	0.0104608	0.0104261	0.00993107	0.0106374	0.0110476	0.0100891	0.010198	0.00982351	0.0103196	0.0108619	0.00923656	0.0106762	0.0126068	0.0113117
PWY-6396: superpathway of 2,3-butanediol biosynthesis	0.0	0.000119331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77747e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54812e-05	0.0	0.000112146	0.0	0.0	0.0	0.0	0.0	0.000124852	5.10849e-05	0.0	0.0	0.0	0.000113315	3.40356e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6415: L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	0.0	8.21098e-05	0.0	8.98164e-05	0.0	3.52135e-05	0.0	4.63389e-05	0.0	7.70203e-05	0.0	0.0	0.0	0.00010458	0.0	0.0	0.0	0.0	0.000137543	0.0	0.000214276	0.00016167	0.00015409	0.0	0.0	4.60615e-05	0.0	0.0	0.0	0.0	0.000150963	3.73777e-05	0.0	8.1713e-05	0.0	3.47395e-05	0.000211858	0.0	0.0	6.43834e-05	3.10587e-05	0.0	9.41956e-05	0.0	1.8856e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000179745	0.0	0.0	0.0	0.0	0.0	5.16172e-05	0.000115374
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0.0	0.0	0.0	0.0	0.000266172	0.0	0.0	0.0	0.0	2.2233e-05	1.93188e-05	0.0	7.64498e-05	2.23219e-05	6.9263e-05	0.0	0.000165446	0.000188696	0.000201397	3.26652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102854	0.0	0.000132163	0.0	0.0	0.000145	0.0	0.0	0.0	8.76599e-05	7.17082e-06	0.0	6.50255e-06	8.92482e-05	0.0	0.0	0.0	0.0	0.0	4.19357e-05	0.0	0.000132461	0.0	0.0	5.19443e-05	0.0	0.0	0.0	6.21222e-05
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0.00148087	0.00225863	0.00139011	0.00157915	0.00242919	0.0021984	0.00101121	0.00165636	0.00157133	0.00168241	0.00330832	0.00408438	0.00214609	0.00107573	0.00217605	0.00174569	0.000374482	0.00182061	0.0038095	0.0011256	0.00233261	0.0039226	0.00225715	0.00197347	0.000883962	0.000740756	0.000875288	0.00150471	0.00342022	0.00200721	0.00183228	0.00245443	0.00351083	0.00195747	0.00118188	0.00115782	0.000769205	0.00121068	0.00176825	0.00369626	0.00203619	0.00285996	0.00171327	0.000965188	0.00213307	0.00247067	0.00320379	0.00088149	0.00202494	0.00319162	0.00134492	0.00244668	0.00335762	0.0013175	0.00267017	0.0014282399999999	0.00158843	0.00173783	0.00288948	0.00225213
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0.0	0.0	0.0	0.0	0.0	0.000109685	0.0	0.0	0.0	0.000331347	0.0	5.23671e-05	0.0	0.0	0.000353474	0.0	0.0	0.0	0.000168215	0.0	0.0	0.00137628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000263202	0.0	0.0	9.00731e-05	0.0	0.0	0.000183492	0.0	0.0	0.000170126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000419707	0.0	0.0	0.0	0.0	0.0	0.000500553
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	3.22667e-05	1.60298e-05	0.0	0.0	0.0	0.0	0.0	0.000196196	0.0	0.0	0.0	0.0	1.26906e-05	0.0	0.0	0.0	3.58991e-05	0.0	0.000105	0.0	0.0	0.0	0.0	0.0	0.0	2.68797e-05	0.0	0.0	0.0	1.59416e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.22798e-05	0.0	8.26022e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72757e-05	5.53732e-05	2.06283e-05	0.0	0.0	0.0	0.0	0.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.00143399	0.000513061	0.000387102	0.00126015	0.00153975	0.00144081	0.000302549	0.00106498	0.000874361	0.00120436	0.00135884	0.000687999	0.000924216	0.00124671	0.0012194	0.000458461	0.00137963	0.000906663	0.00132006	0.000396618	0.0014487599999999	0.00087454	0.00117799	0.00117313	0.00123419	0.000645001	0.00114242	0.0021181	0.000629437	0.000738706	0.000969905	0.000980675	0.000969156	0.00105894	0.000687046	0.000524984	0.00151177	0.00156315	0.00133192	0.000762016	0.000435804	0.00104047	0.00116972	0.00084312	0.00157985	0.00101544	0.00153131	0.000514281	0.00232884	0.00156056	0.00173583	0.000733929	0.0012131	0.000908676	0.00109407	0.000786384	0.000448705	0.0011161	0.000751103	0.00149006
PWY-6518: bile acids epimerization	0.0	0.0	2.55167e-05	5.96421e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01493e-05	0.0	2.12775e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03296e-05	0.0	0.0	0.0	0.0	0.0	5.62756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59198e-05	0.0	0.0	0.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.00348863	0.00122813	0.000891053	0.000554414	0.000580898	0.00230541	0.00149855	0.00142274	0.00183503	0.000650144	0.00125245	0.00195804	0.00183024	0.00208634	0.000684503	0.000790008	0.00325696	0.00157396	0.00170386	0.00109606	0.00153589	0.000855975	0.000847829	0.000569341	0.00086843	0.00220205	0.00196102	0.000513471	0.000777343	0.000938251	0.00242015	0.00151797	0.000889472	0.00159626	0.000207607	0.0017057	0.00152016	0.000459373	0.000342913	0.000541673	0.00105228	0.000544002	0.00407517	0.0029386	0.00107242	0.000770302	0.000933086	0.00144804	0.0013523	0.000825375	0.000704669	0.0021361	0.00129589	0.00172875	0.00194978	0.000860591	0.00255479	0.000342831	0.000296575	0.000301174
PWY-6527: stachyose degradation	0.00575597	0.00638116	0.00594443	0.0084824	0.00532684	0.00508089	0.00534236	0.00453291	0.0055136	0.0103048	0.00730311	0.00508406	0.00512966	0.00487596	0.00827753	0.00798337	0.00427997	0.00611833	0.00719641	0.00378579	0.00777768	0.00473935	0.00424235	0.0112056	0.00757235	0.00642232	0.00764986	0.00863405	0.00759148	0.00619883	0.00473604	0.00669483	0.00627706	0.00409012	0.00556742	0.00531736	0.00584068	0.00702129	0.00801396	0.00608342	0.00571003	0.00718623	0.0046243	0.00505833	0.00547723	0.00903611	0.00676406	0.0045576	0.00648669	0.00837227	0.00862958	0.00565977	0.00435935	0.00524582	0.00475768	0.00679844	0.00378761	0.00839814	0.00863458	0.00811425
PWY-6531: mannitol cycle	0.000653446	0.000197921	7.33991e-05	0.0	0.000192429	0.000883789	0.000111326	7.41436e-05	0.000333862	0.000137744	8.51558e-05	9.39359e-05	0.000185634	0.000222069	0.000233244	6.86751e-05	0.00143484	0.000405287	0.000337328	3.76665e-05	0.000287531	0.00017207	0.000104319	0.00013405	0.000124218	2.24576e-05	0.000474568	0.0	0.000480959	5.80671e-06	0.000611687	0.000263163	7.60191e-05	8.68161e-05	2.23583e-05	0.000146604	0.000207477	0.0	0.0	3.09111e-05	3.90855e-05	0.000106481	0.00191951	0.000604248	8.27282e-05	3.02701e-05	0.000153088	0.000205384	0.000198963	0.000120753	0.0	0.000191912	7.3596e-05	0.000292399	0.000360088	0.000268517	0.000553982	0.000274134	0.0	4.11311e-05
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.000457716	9.97748e-05	2.8392e-05	4.1489e-05	0.000249441	0.00142108	7.74415e-05	0.000193747	0.000403681	0.000353484	3.86479e-05	0.000191362	0.0	0.00042983	0.000598281	7.87091e-05	0.00172915	0.000294366	0.00081469	3.8515e-05	0.000271103	0.0	0.000393463	0.00030834	4.77249e-05	0.0	0.000702813	0.00075498	0.0	0.000171796	0.000724656	3.43025e-05	0.000781704	0.000232792	8.00369e-05	0.000133905	9.43288e-05	0.000208372	0.000774935	0.0	0.0	0.00064203	0.00126753	0.00042818	0.000115758	0.0	0.000638097	0.000271289	0.00140474	0.000152008	0.000118742	0.000847764	0.0	0.000275639	0.000566044	0.000132646	0.000192362	0.00014622	0.0	0.0
PWY-6549: L-glutamine biosynthesis III	0.00145582	0.00148632	0.00102431	0.000977964	0.00101257	0.00279095	0.00137136	0.000981191	0.00150877	0.00094645	0.00217437	0.000622167	0.000818758	0.00173628	0.00124795	0.000545236	0.00238901	0.00152846	0.00152171	0.00341564	0.0010704	0.00140361	0.000930639	0.00195067	0.000592044	0.00123559	0.00173574	0.00171827	0.000976015	0.00184355	0.00136707	0.00152682	0.00196996	0.00204525	0.00105741	0.00140171	0.00169604	0.00116792	0.00221274	0.00135631	0.00155493	0.000861159	0.00175591	0.00130563	0.00119049	0.00222728	0.0019054	0.00263873	0.000757662	0.00130734	0.00118297	0.00216476	0.0010171	0.00159035	0.00127105	0.00146628	0.00129783	0.000816787	0.00142029	0.000873363
PWY-6562: norspermidine biosynthesis	0.0	0.0	0.0	0.0	0.0	1.08385e-05	2.1691e-05	0.0	0.000125263	0.000145393	0.0	0.0	0.0	0.0	0.000104955	0.0	0.0	0.0	0.0	0.0	0.000220586	0.000267267	0.0	3.51873e-05	0.0	0.0	3.33785e-05	0.0	0.0	2.96964e-05	0.0	0.0	0.000179265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02902e-05	3.08971e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06789e-05	7.48123e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6565: superpathway of polyamine biosynthesis III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00645e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6572: chondroitin sulfate degradation I (bacterial)	5.39333e-05	0.0	0.0	0.000113442	0.0	0.0	0.000117319	0.000122153	8.20118e-05	5.06127e-05	4.34859e-05	0.0	0.000264571	0.000603132	6.15651e-05	0.000200515	0.0	6.96082e-05	0.000130409	0.0	3.8731e-05	9.70759e-05	8.96942e-05	0.0	0.000111102	5.2717e-05	0.0	0.0	0.000114642	0.0	3.85015e-05	0.000142736	4.67217e-05	0.0	0.0	0.0	0.0	0.00016716	0.0	5.95894e-05	4.46632e-05	7.31484e-05	8.90313e-05	2.0085e-05	6.577e-05	0.0	0.0	0.0	0.000365303	0.0	5.36257e-05	0.0	0.000113818	0.000155462	5.82882e-05	0.000103315	0.000218495	0.0	3.59225e-05	0.000130232
PWY-6588: pyruvate fermentation to acetone	0.000223076	0.000627535	0.00014342	0.000137434	0.000136627	0.000456263	0.00022232	0.00226612	0.000423908	0.00053627	0.000210237	4.41901e-05	9.19456e-05	0.000196797	0.000215104	0.000392653	0.000619659	0.000428229	0.000303488	0.00145733	4.90348e-05	0.000388724	0.00015982	0.000483212	0.000491466	0.000678287	0.000281681	0.000603606	0.000288161	0.000142488	0.000456759	0.000340724	0.000414774	0.000291169	0.000266337	0.000508348	0.00031818	0.000284754	0.000166153	0.000360907	0.000429978	0.000185918	0.00141166	0.000588664	0.000201978	0.00015861	0.000394917	0.000256816	0.000394329	0.000208089	0.000246779	5.91969e-05	0.000393624	0.0002411	0.00039931	0.000558083	0.000161401	0.000224124	0.000124519	0.000333464
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0.00104584	0.00109449	0.00016871	0.00150478	0.00106272	0.000622207	0.0013362	0.00096063	0.000809376	0.000612933	0.00139786	0.000203138	0.00102287	0.00091577	0.000832139	0.00156601	0.000413415	0.00124398	0.00125689	0.000519349	0.00152122	0.000543244	0.0015286	0.000748038	0.000576935	0.00112183	0.000590769	0.00192439	0.00111014	0.00142067	0.00145205	0.000924739	0.000830496	0.00133324	0.000513153	0.0013016	0.00119187	0.00123563	0.000560694	0.00158545	0.00203132	0.00154057	0.000774734	0.000506943	0.0011466	0.00100243	0.00107362	0.000423852	0.000796339	0.000616547	0.000695662	0.000872053	0.00150648	0.00060529	0.000807655	0.000809529	0.000489058	0.000786407	0.00105242	0.000919637
