# Pathway	CRC_MR_SBJ01C_17	CRC_MR_SBJ02C_17	CRC_MR_SBJ03H_17	CRC_MR_SBJ04C_17	CRC_MR_SBJ05C_17	CRC_MR_SBJ06C_17	CRC_MR_SBJ07C_17	CRC_MR_SBJ10C_17	CRC_MR_SBJ11C_17	CRC_MR_SBJ12C_17	CRC_MR_SBJ16H_17	CRC_MR_SBJ17H_17	CRC_MR_SBJ18H_17	CRC_MR_SBJ20C_17	CRC_MR_SBJ21H_17	CRC_MR_SBJ22C_17	CRC_MR_SBJ24H_17	CRC_MR_SBJ25C_17	CRC_MR_SBJ26C_17	CRC_MR_SBJ27C_17	CRC_MR_SBJ29C_17	CRC_MR_SBJ31C_17	CRC_MR_SBJ32C_17	CRC_MR_SBJ33C_17	CRC_MR_SBJ34H_17	CRC_MR_SBJ35C_17	CRC_MR_SBJ36C_17	CRC_MR_SBJ37H_17	CRC_MR_SBJ39C_17	CRC_MR_SBJ40C_17	CRC_MR_SBJ42C_17	CRC_MR_SBJ45H_17	CRC_MR_SBJ46H_17	CRC_MR_SBJ47C_17	CRC_MR_SBJ49C_17	CRC_MR_SBJ50C_17	CRC_MR_SBJ51C_17	CRC_MR_SBJ52C_17	CRC_MR_SBJ53C_17	CRC_MR_SBJ55C_17	CRC_MR_SBJ57H_17	CRC_MR_SBJ60H_17	CRC_MR_SBJ61C_17	CRC_MR_SBJ63H_17	CRC_MR_SBJ64C_17	CRC_MR_SBJ65H_17	CRC_MR_SBJ67H_17	CRC_MR_SBJ68H_17	CRC_MR_SBJ69H_17	CRC_MR_SBJ73H_17	CRC_MR_SBJ74H_17	CRC_MR_SBJ75H_17	CRC_MR_SBJ77H_17	CRC_MR_SBJ78H_17	CRC_MR_SBJ79H_17	CRC_MR_SBJ80H_17	CRC_MR_SBJ81H_17	CRC_MR_SBJ82H_17	CRC_MR_SBJ83H_17	CRC_MR_SBJ84H_17
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	0.0	0.000125612	2.49258e-05	6.50897e-05	0.000104747	8.23519e-05	0.000177251	0.000142422	0.000156189	0.000150395	0.000226694	7.55329e-05	6.84925e-05	0.000443013	9.71359e-05	0.0002632119999999	4.73224e-05	0.000305697	0.000172665	0.000506569	0.000109496	0.000229892	5.08937e-05	5.33234e-05	0.000206192	0.0	5.93399e-05	0.00027672	6.9193e-05	6.63001e-05	0.000238187	6.12446e-05	0.000346238	0.000636164	0.000187532	3.075e-05	0.000152985	8.00683e-05	0.000618909	0.000440738	0.000148209	0.000212637	2.95235e-05	0.000547338	0.0001873	0.000135267	0.000248414	0.000213598	0.000142812	8.14453e-05	2.98957e-05	5.45066e-05	0.0	0.000186937	6.35513e-05	0.000172943	0.000232984	0.00034923	7.427e-05	0.000109288
PWY-6606: guanosine nucleotides degradation II	0.00161812	0.000934134	0.000781427	0.00149968	0.00100819	0.00155925	0.000743761	0.00110958	0.000913243	0.0012378	0.00194428	0.000418306	0.00106688	0.000943911	0.0011857	0.00122321	0.00216507	0.00116981	0.0020302	0.000883812	0.0011421	0.00044113	0.00138087	0.00118879	0.00178601	0.00156406	0.00115159	0.00110498	0.00138638	0.000848704	0.00100873	0.00143903	0.000869649	0.000886957	0.000431426	0.000918133	0.000743881	0.00122575	0.000753998	0.0010305	0.000911591	0.000953914	0.00279017	0.000914289	0.000981455	0.00123128	0.000908734	0.00112668	0.00243499	0.00142026	0.00170682	0.000577955	0.000680073	0.000752375	0.00143317	0.00101822	0.00154368	0.00117231	0.00080751	0.00182165
PWY-6607: guanosine nucleotides degradation I	0.0	0.000125933	2.48734e-05	6.5286e-05	0.000104907	8.27224e-05	0.000179722	0.000145297	0.000153974	0.000152429	0.000228789	7.41628e-05	6.84835e-05	0.000465358	9.72951e-05	0.000263022	4.75558e-05	0.00031697	0.000172438	0.000515205	0.000110761	0.000226847	5.0917e-05	5.36995e-05	0.000207077	0.0	5.96955e-05	0.000288772	6.92766e-05	6.65974e-05	0.000248592	6.15555e-05	0.000349377	0.000634338	0.000200258	3.07578e-05	0.000158219	8.09102e-05	0.000753998	0.000445285	0.000151191	0.000213505	2.95716e-05	0.000544593	0.000193493	0.000136623	0.000258747	0.000220969	0.000143436	8.17543e-05	2.99281e-05	5.41925e-05	0.0	0.000188721	6.38653e-05	0.00017302	0.000235681	0.000343615	7.45919e-05	0.000109666
PWY-6608: guanosine nucleotides degradation III	0.00285293	0.00172841	0.00255742	0.00212945	0.00199065	0.00214639	0.00127058	0.00210927	0.00327296	0.0018876	0.00267618	0.00231831	0.00231479	0.00137963	0.00223005	0.00247895	0.0060836	0.00207347	0.00405101	0.00160943	0.0018336	0.00118181	0.00260656	0.00227351	0.00279116	0.00221766	0.00183503	0.0023943	0.00252496	0.00136556	0.00220242	0.00228765	0.00165928	0.00188707	0.000782771	0.00185307	0.00146968	0.00242946	0.00120744	0.00188783	0.00146726	0.00182141	0.00509846	0.00204864	0.00202602	0.00173386	0.00167646	0.00258667	0.00331076	0.00210129	0.00253205	0.00194712	0.00197224	0.0013797	0.00224264	0.00208435	0.00219162	0.00338871	0.00138083	0.00281804
PWY-6609: adenine and adenosine salvage III	0.0104028	0.0123499	0.00874895	0.012703	0.0104559	0.0083286	0.0108993	0.0113949	0.0098681	0.0129053	0.0111198	0.00959023	0.0108541	0.00982924	0.0116167	0.0115215	0.00658512	0.0118434	0.0105546	0.00928204	0.0123063	0.0107055	0.0117265	0.0119514	0.0131975	0.0108986	0.0100557	0.0126036	0.011195	0.0124657	0.0116527	0.00991845	0.0109337	0.0113364	0.0101104	0.0102531	0.0119276	0.0111866	0.0118572	0.0124165	0.0112272	0.0119996	0.00757097	0.00951598	0.0104946	0.0110172	0.0114192	0.0110361	0.0107044	0.0109388	0.011415	0.00982963	0.0131673	0.00989603	0.0104319	0.0103771	0.00845491	0.0117406	0.0116276	0.0116748
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0.000729676	0.00128959	0.000154318	0.000368093	0.0	0.000571602	0.000419604	0.000415345	0.000870071	0.000778964	0.000678754	0.000165012	0.000245026	0.000193071	0.000207926	0.000332697	0.00149293	0.000418161	0.000657547	0.00015371	0.000705922	0.00062328	0.000373436	0.000610227	0.000700448	0.000812931	0.000552031	0.000513377	0.000163805	0.000390171	0.000451803	0.000859205	0.0013791	0.000383816	0.000424926	0.000189062	0.000434574	0.000888455	0.00150601	0.00082681	0.00026216	0.000616057	0.00124522	0.00145358	0.000549617	0.00026341	0.000242152	0.000727456	0.00124131	0.000673719	0.0	0.00039692	0.000621778	0.000720199	0.000412539	0.000638878	5.2578e-05	0.000444502	0.000891638	0.000566566
PWY-6628: superpathway of L-phenylalanine biosynthesis	0.00328855	0.00412429	0.00270337	0.00343838	0.00513944	0.00378957	0.00450142	0.00209207	0.00322216	0.00333897	0.00392267	0.00288709	0.00366397	0.00407683	0.00288785	0.00119125	0.00408419	0.00316426	0.00403396	0.0057403	0.00226276	0.00498043	0.00264951	0.00372478	0.00290603	0.0044311	0.00301535	0.00361507	0.00278715	0.00527312	0.00267399	0.00432977	0.0045695	0.00601132	0.00238106	0.00410824	0.00457721	0.00353181	0.00409133	0.00409565	0.00449507	0.00303552	0.00268497	0.00483518	0.00420301	0.00405409	0.00373397	0.00432489	0.00391904	0.00325482	0.00333424	0.00461603	0.00286789	0.00419765	0.00260796	0.00357619	0.00532138	0.00276967	0.00346129	0.00377537
PWY-6630: superpathway of L-tyrosine biosynthesis	0.00140055	0.0033848	0.00144018	0.00156813	0.00230345	0.00242882	0.00125482	0.00277597	0.00230358	0.00326327	0.00302761	0.00225743	0.00102907	0.00216093	0.00258896	0.00110418	0.00281746	0.00160682	0.00268626	0.00368161	0.00149368	0.00293297	0.0017965	0.00353408	0.00182286	0.00163593	0.00201891	0.00308395	0.00162753	0.00410006	0.00165092	0.00220096	0.00381083	0.00407769	0.00143825	0.0023473	0.00465462	0.00227356	0.00409596	0.00362754	0.00263322	0.00146208	0.00159239	0.00342045	0.00248188	0.00251971	0.00296771	0.00217614	0.00237433	0.00242992	0.0027222	0.00208537	0.00258426	0.00296149	0.00240374	0.00205408	0.00241196	0.00190951	0.00281796	0.00251695
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0.0	0.0	0.0	0.0	0.0	0.000387098	0.0	2.22899e-05	4.99424e-05	2.38877e-05	0.0	3.29471e-05	0.0	5.61288e-05	1.10969e-05	0.0	0.0	0.000133687	7.70621e-06	0.0	7.42191e-05	0.0	0.0	3.34561e-05	0.0	0.0	6.50569e-05	0.0	0.0	5.71808e-05	1.19572e-05	0.0	0.0	0.0	0.0	0.0	0.00010105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.81741e-06	8.11809e-05	0.0	5.24811e-05	0.0	4.07628e-05	0.0	0.0	9.55125e-05	0.0	2.47515e-05	0.0	3.40685e-05	0.0
PWY-6700: queuosine biosynthesis I (de novo)	0.00978581	0.0101314	0.00974059	0.0104789	0.00873332	0.00684228	0.00929349	0.011855	0.00869374	0.0105396	0.00884423	0.00743405	0.0102886	0.00766327	0.0102487	0.0100373	0.00479365	0.0112216	0.00809216	0.00786269	0.0101716	0.00903297	0.0101389	0.0101756	0.0105593	0.00794909	0.00843239	0.00923024	0.009588	0.010304	0.00941365	0.00886384	0.00825954	0.0097679	0.0102306	0.00989927	0.00881383	0.0104014	0.00810606	0.0105013	0.0100458	0.0101302	0.00533205	0.00692067	0.0101636	0.00985954	0.00896546	0.00841086	0.00945361	0.00946085	0.0104738	0.00795182	0.00887318	0.00825921	0.00785128	0.0101635	0.00750024	0.00842975	0.0101407	0.00971957
PWY-6703: preQ0 biosynthesis	0.00541542	0.00284751	0.0054927	0.00340912	0.00627305	0.00288428	0.00676356	0.00604607	0.0039658	0.0065436	0.00437823	0.0059507	0.00620803	0.00446259	0.004741	0.00380875	0.00329307	0.00375699	0.00408597	0.00403172	0.00585119	0.00673867	0.00613386	0.00590584	0.00574918	0.00350042	0.00401772	0.00530231	0.00445366	0.0033421	0.00363248	0.00484477	0.00394163	0.00441764	0.00810653	0.00345871	0.00534517	0.00475954	0.00462226	0.0038861	0.00556006	0.00468746	0.00420033	0.00580804	0.00512077	0.00407697	0.00358581	0.00404342	0.00631376	0.00427999	0.00492984	0.00429259	0.0041553	0.00485423	0.00308212	0.00405053	0.00524652	0.00431445	0.00616945	0.00624328
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	8.25134e-05	7.74298e-06	0.0	0.0	0.0	0.0	3.91434e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.76156e-05	0.0	0.0	0.000414425	1.75598e-05	0.0	0.0	1.72586e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90194e-05	2.84015e-06	0.0	0.0	0.0	0.0	1.34682e-05	0.0	0.0	0.0	0.0	0.0	0.000120658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6731: starch degradation III	0.00300041	0.00229951	0.00279705	0.00340562	0.00563912	0.00252391	0.00408326	0.00193063	0.00390581	0.00270184	0.00351696	0.00260185	0.00429203	0.00327091	0.00349287	0.00424278	0.00105392	0.00228526	0.00417272	0.00147665	0.00224677	0.00260813	0.00442745	0.00322781	0.00239973	0.00341971	0.00208781	0.00211719	0.00461581	0.00173427	0.00202691	0.00410304	0.00192794	0.00161376	0.00107037	0.00287042	0.00273919	0.0036239	0.00160834	0.00283041	0.00325903	0.00270445	0.00357	0.00420997	0.00215183	0.00290582	0.001958	0.00263849	0.00540142	0.00298846	0.00282056	0.00305176	0.00193355	0.00358515	0.00261543	0.00478959	0.00560027	0.00530217	0.00197645	0.0042224
PWY-6749: CMP-legionaminate biosynthesis I	0.0	4.14191e-05	0.0	0.0	0.0	0.0	0.000469429	0.000120965	1.70237e-05	0.0	2.366e-05	0.0	0.0	0.000399026	0.0	0.0	0.00119109	0.0	3.80094e-05	0.0	0.0	0.0	0.00031556	0.0	8.87909e-05	4.80241e-05	0.000212815	0.0	0.0	0.0	3.92599e-05	3.70774e-05	4.15471e-05	0.0	0.0	2.6482e-05	0.0	4.60692e-05	0.0	7.79734e-05	0.0	3.99826e-05	0.000930956	9.65408e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.02014e-05	0.0	9.93763e-05	0.0	5.47967e-05	0.0	0.000110945	0.0	0.0	0.000148509
PWY-6763: salicortin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.000200495	0.0	0.0	2.20696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98906e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31765e-05	0.0	0.0	0.0	0.0	0.0	7.64716e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6803: phosphatidylcholine acyl editing	0.000469492	7.86358e-05	0.000100034	0.0	0.0	0.00186078	0.000121039	8.88083e-05	0.000561818	0.000205555	0.0	0.000129808	0.0	0.000370916	0.000231714	4.0725e-05	0.00262486	0.000679127	7.23797e-05	6.73199e-05	0.000387339	0.0	7.45798e-05	0.000559622	2.07919e-05	0.0	0.000737019	0.000174689	4.13477e-05	0.000298417	0.000620271	0.000120995	0.0	0.0	0.0	1.96549e-05	0.000351993	0.0	0.0	0.0	0.0	0.0	0.00200468	0.000259398	3.175e-05	0.0	0.00013753	0.000331324	0.0	0.000268591	0.0	9.78997e-05	0.0	0.0	0.00057841	0.0	0.000134925	0.0	0.0	0.0
PWY-6807: xyloglucan degradation II (exoglucanase)	8.92952e-05	9.07832e-05	0.0	0.0	0.000142347	0.0	9.23843e-05	0.0	0.0	0.0	0.000177849	0.0	0.000295291	0.0	0.0	0.0	3.59602e-05	0.0	0.0	0.0	0.0	5.77729e-05	9.01106e-05	0.0	0.00035198	0.0	0.0	0.0	0.00105993	0.0	0.000254837	0.000264395	0.0	0.0	0.0	0.0	4.42093e-05	0.0	0.0	6.66096e-05	2.24543e-05	0.0	0.0	0.0	5.02733e-05	0.0	0.0	0.0	0.0	0.000127928	3.37105e-05	0.000260462	0.0	0.00048846	0.0	6.21302e-05	0.00122031	0.0	0.0	7.13339e-05
PWY-6823: molybdopterin biosynthesis	0.00448112	0.00537567	0.00457338	0.00606042	0.00400653	0.00423729	0.00326617	0.00351557	0.00356724	0.00372728	0.00621693	0.00439831	0.00450354	0.00285428	0.00456271	0.00609255	0.00210292	0.00295445	0.00514075	0.00298867	0.00389248	0.00442182	0.00403887	0.00421207	0.00408792	0.00459667	0.00454498	0.00406667	0.00287711	0.00499181	0.0041262	0.00383027	0.00332581	0.00423482	0.00245613	0.00309577	0.00354858	0.00453018	0.0044227	0.0043589	0.00407339	0.00388588	0.00304266	0.00228327	0.00476255	0.00721764	0.00501447	0.00401655	0.00455951	0.00580673	0.00626675	0.00373286	0.00288132	0.00422235	0.00314113	0.00536988	0.00312181	0.00559471	0.00486924	0.00527832
PWY-6859: all-trans-farnesol biosynthesis	0.000553486	0.000480707	0.000292957	0.0	0.000653452	0.000343435	0.00124105	0.000184944	0.000612502	0.000504363	0.000955006	0.00291856	0.00137162	3.93575e-05	0.000608823	0.000562995	0.00107675	0.000477121	0.00220719	0.00046179	0.00106276	0.000703869	0.000420768	7.21234e-05	0.00111138	0.000807215	0.000359338	0.000323892	0.000714366	0.000238603	0.000407398	0.000740281	0.000964826	0.00032995	0.000211493	0.000240934	0.000588845	0.000323192	0.000286563	0.000816255	0.000413547	0.000889705	0.000582025	0.000679572	0.000361216	0.00065951	0.000592731	0.000157249	0.00208238	0.0012265	0.00137005	0.000454666	0.00112976	0.00190993	0.000747055	0.000947462	0.000715912	0.0018041	0.00038525	0.000640044
PWY-6876: isopropanol biosynthesis (engineered)	0.0	1.90893e-05	5.8693e-05	0.0	0.0	1.41612e-05	1.17848e-05	0.0	5.85457e-05	0.0	2.28051e-05	3.95839e-05	0.0	2.63862e-05	0.0	0.0	0.0	2.7967e-05	5.59234e-05	0.0	1.92633e-05	0.0	0.0	3.88144e-05	4.46146e-05	2.54843e-05	0.0	0.0	0.0	0.0	2.81496e-05	0.0	0.000659985	0.0	5.29381e-05	5.66563e-05	0.0	0.0	0.0	0.0	2.27818e-05	0.0	0.000192467	0.0	0.0	1.48168e-05	2.60442e-05	0.0	3.15546e-05	0.0	0.0	0.0	5.54886e-05	0.0	0.000151716	0.0	0.0	0.0	0.0	0.0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0.0026961	0.00135772	0.00093178	0.00233693	0.00251761	0.00278021	0.00224804	0.000276538	0.0018574	0.00127861	0.00184877	0.00182094	0.00058588	0.00288461	0.0016661	0.00212448	0.00381498	0.00212033	0.00229222	0.000700182	0.00268946	0.000844556	0.00165925	0.00108854	0.000773102	0.00172982	0.00345608	0.00100855	0.00158148	0.00114774	0.00228916	0.00199658	0.00165085	0.00113683	0.00354819	0.000963104	0.00364047	0.000894287	0.000694053	0.00154411	0.00149634	0.00125148	0.00298805	0.00215001	0.0006473	0.00142435	0.00143241	0.002013	0.000647136	0.00143255	0.00101442	0.00164306	0.0020278	0.00277734	0.00289598	0.00199447	0.000806529	0.00207499	0.00125632	0.00152488
PWY-6897: thiamine diphosphate salvage II	0.00490679	0.00456655	0.00696267	0.00423289	0.00500109	0.00425474	0.00624936	0.00480652	0.00367486	0.00271054	0.00546179	0.00546589	0.00549885	0.00456394	0.00471811	0.00501749	0.00373554	0.00368862	0.00356922	0.0060259	0.00433038	0.00573872	0.0051128	0.00377437	0.00380755	0.00478587	0.00568429	0.00674858	0.00397081	0.00461027	0.0043164	0.0042196	0.00530223	0.00361507	0.00668322	0.00437522	0.00481024	0.00486249	0.00661688	0.00461301	0.00387562	0.00707581	0.00352282	0.00440354	0.00492328	0.00623812	0.00630928	0.00328234	0.00430469	0.00473964	0.00528216	0.00495487	0.00468038	0.00586277	0.0037006	0.00449173	0.00507375	0.00454971	0.00810102	0.00576366
PWY-6901: superpathway of glucose and xylose degradation	0.00259074	0.00330871	0.00332111	0.00196132	0.0044203	0.00403156	0.00416946	0.00282059	0.00415667	0.0026703	0.00357882	0.00573225	0.00492615	0.00473729	0.0029921	0.00328373	0.0044348	0.00259124	0.00430355	0.00427508	0.00283471	0.00385792	0.00348101	0.00209165	0.0030302	0.00429324	0.00284227	0.0022323	0.00402568	0.00255225	0.00356955	0.00457688	0.00328643	0.00445058	0.00122216	0.00419792	0.00295385	0.00285205	0.00250185	0.00307979	0.00371738	0.00232244	0.00417046	0.00457853	0.00325199	0.00328797	0.00291909	0.00391324	0.00431675	0.00305992	0.00353844	0.00448397	0.00422055	0.00434982	0.00426685	0.00412929	0.00522766	0.00435328	0.00124067	0.00312272
PWY-6902: chitin degradation II (Vibrio)	0.000842515	0.000663592	0.000143638	0.00126563	0.00182663	0.00114872	0.00174277	0.000445843	0.000889084	0.000543251	0.00187235	0.000365107	0.00241941	0.00174482	0.000762442	0.00161362	0.000979377	0.00113732	0.00227969	0.000271122	0.00126098	0.000910291	0.0016315	0.000683096	0.00098525	0.00167237	0.000711915	0.000514823	0.00151249	0.000594769	0.000822256	0.00208959	0.000374041	0.00124448	0.000208818	0.000667379	0.000650306	0.00086251	0.000875611	0.00114195	0.000922481	0.000628489	0.00137828	0.00042161	0.00134353	0.00174522	0.000427279	0.000955658	0.00259751	0.000846944	0.00107932	0.000693884	0.000753664	0.00190076	0.00161041	0.0020648	0.00222296	0.00174016	0.000489594	0.00149092
PWY-6906: chitin derivatives degradation	0.000210311	0.000343	0.000131008	0.0	0.00202202	0.000677676	0.00126163	0.000457346	0.00136773	0.000581909	0.000885475	0.0	0.000484738	0.000886461	0.0014658	0.0	9.89433e-05	0.000270145	0.000297945	0.000371641	0.000507219	0.000502044	0.00156696	0.000660286	0.000848324	0.000623188	0.0	0.0	0.00223496	0.000208801	0.0006898	0.00155328	0.000244362	0.000164168	4.34752e-05	0.000444284	0.00115632	0.00145854	0.000670413	0.000442105	0.000636562	0.000324582	0.000901855	0.00337437	0.00015922	0.000283371	0.000787516	0.000445161	0.0	0.000638999	0.000750489	0.000873424	0.000242066	0.000979764	0.0006741	0.00078289	0.000568061	0.000213999	0.00014046	0.000504927
PWY-6920: 6-gingerol analog biosynthesis (engineered)	0.0	0.0	0.0	0.0	0.000190747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65701e-05	2.19956e-05	0.0	1.89212e-05	0.0	0.000153337	2.68054e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87124e-05	5.12071e-06	0.0	4.87969e-06	4.42831e-05	0.0	0.0	0.0	0.0	0.0	2.31318e-05	0.0	0.0	0.0	0.0	5.38715e-05	0.0	0.0	0.0	4.2568e-05
PWY-6922: L-N&delta;-acetylornithine biosynthesis	3.37094e-05	1.06784e-05	1.36764e-05	0.0	5.97777e-05	0.00026394	5.40376e-05	5.70509e-05	0.00027041	0.0	0.0	0.000148415	0.0	7.53611e-05	4.89481e-05	6.9466e-05	0.000162012	3.75782e-05	3.75504e-05	0.0	0.000164024	0.0	1.06153e-05	1.78127e-05	0.0	0.000110802	0.000144089	0.0	6.32965e-05	0.000204837	5.80017e-05	7.43939e-06	2.53398e-05	3.20514e-05	0.0	8.77074e-05	2.6672e-05	5.51595e-05	0.0	0.0	2.23917e-05	2.67466e-05	0.000546617	1.65838e-05	3.92098e-05	0.0	4.84899e-05	9.45796e-05	4.01765e-05	1.11243e-05	0.0	9.0375e-05	0.0	0.0	6.77688e-05	0.0	0.000106019	0.0	0.0	0.0
PWY-6936: seleno-amino acid biosynthesis (plants)	0.00427048	0.00517495	0.00379452	0.00526519	0.00504728	0.00495801	0.00429581	0.00331418	0.00477526	0.00823317	0.00492291	0.00421285	0.00376005	0.00375646	0.00527053	0.00313965	0.00505135	0.00458442	0.00441266	0.00662005	0.00516661	0.00346557	0.00380249	0.00827623	0.00519932	0.00593508	0.0045684	0.00561417	0.00477018	0.00653546	0.00420219	0.00591252	0.0065523	0.00562526	0.00488641	0.00324706	0.00410157	0.00529008	0.00702238	0.00552723	0.00525469	0.00555518	0.00445851	0.00478225	0.00439198	0.00489455	0.00349833	0.00627698	0.00448202	0.00595695	0.00445705	0.00483723	0.00461793	0.00612585	0.00430869	0.00432857	0.00503064	0.00489148	0.00460062	0.00545014
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0.0	4.33774e-05	0.0	0.0	0.0	0.0	0.000407329	3.8827e-05	0.0	0.0	0.0	0.0	0.000140153	0.000291242	0.0	0.0	0.0	0.000109632	0.000103108	0.0	0.0	0.0	0.0	0.0	0.000132046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154743	0.0	9.55448e-05	0.0	0.0	0.0	0.0	5.04697e-05	3.80227e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019059	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0.000329742	0.000113435	8.819e-05	0.0	0.0	0.000673941	5.09393e-05	3.36752e-05	0.000386081	0.000104519	7.98257e-05	0.000185982	0.0	0.00017415	0.000111621	0.0	0.00179912	0.000333029	0.000116738	0.000382573	0.000239559	8.92837e-05	3.98971e-05	0.000176224	0.0	2.97725e-05	0.000386889	0.0	0.000107017	0.000194773	0.000685672	8.71999e-05	6.92629e-05	0.0	2.54139e-05	0.000138606	0.000381673	5.90411e-05	7.52481e-05	4.02361e-05	6.01599e-05	8.69642e-05	0.00129878	0.000200753	0.000105662	0.0	8.89063e-05	0.000435207	0.0	4.13864e-05	6.03661e-05	0.000122318	0.0	0.0	0.000212554	0.0	4.44336e-05	0.0	0.0	7.21998e-05
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	0.00144631	0.0011115	0.000629228	0.000905529	0.000746823	0.00205824	0.00159549	0.00270494	0.00153234	0.00102914	0.00156504	0.000104225	0.00085401	0.00149518	0.000947704	0.000786528	0.00315476	0.00129907	0.00118193	0.00194463	0.0013114	0.0015348	0.00144608	0.00101169	0.00149108	0.00124932	0.00131759	0.000919439	0.000768281	0.00126523	0.00158557	0.00164102	0.0011299	0.00160084	0.00218647	0.00185729	0.00235456	0.00124592	0.000947066	0.00177232	0.0017723	0.000731942	0.00245127	0.00105609	0.000864402	0.00118853	0.0015793	0.00141899	0.000837596	0.000984655	0.000958507	0.00132727	0.00163365	0.00161979	0.00103456	0.00121184	0.00122134	0.000781551	0.000239849	0.00103979
PWY-6992: 1,5-anhydrofructose degradation	0.0	0.0	0.0	3.43948e-05	0.0	0.000109103	0.000609401	0.0	0.0	0.0	0.0	0.0	0.0	0.000463229	0.0	0.0	3.84242e-05	1.17379e-05	0.0	0.000128832	0.0	0.0	0.0	0.0	0.000200221	0.0	0.0	0.0	0.0	0.0	0.000145592	1.48509e-05	0.0	0.0	0.0	8.46829e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.60023e-05	0.0	4.79154e-05	0.0	0.0	1.26084e-05	0.0	3.79849e-06	0.0	0.0	0.000155284	0.000137512	9.6631e-06	0.00013143	0.0	0.0	0.0	0.0
PWY-7000: kanamycin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68964e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7013: (S)-propane-1,2-diol degradation	0.000602975	0.000518637	0.000635602	0.000963837	0.000692097	0.00181694	0.000320494	0.000522877	0.00134596	0.000596274	0.000661992	6.7752e-05	0.000361225	0.000703492	0.000534764	0.00106055	5.05301e-05	0.00015519	0.000366386	0.000236901	0.000364843	0.000574429	0.000793843	0.00092536	0.000725567	0.0011352	0.000789673	0.000468349	0.000799813	0.000826659	0.000605535	0.000403007	0.000165467	0.000928677	0.00030842	0.00134591	0.000261493	0.000819196	0.0005147	0.00085024	0.000953219	0.000383502	0.00224187	0.000833332	0.00102264	0.000460931	0.000498269	0.00152207	0.000583668	0.000401818	0.000421054	0.00130133	0.000572524	0.000330919	0.00153037	0.000271283	6.72688e-05	0.00083419	0.000344314	0.000673503
