# Pathway	SAMN19291048	SAMN19291049	SAMN19291051	SAMN19291050	SAMN19291019	SAMN19291044	SAMN19291037	SAMN19291040	SAMN19291030	SAMN19291039	SAMN19291023	SAMN19291034	SAMN19291029	SAMN19291028	SAMN19291032	SAMN19291035	SAMN19291026	SAMN19291041	SAMN19291021	SAMN19290998	SAMN19291000	SAMN19291002	SAMN19291011	SAMN19291054	SAMN19291056	SAMN19291060	SAMN19291061	SAMN19290994	SAMN19291013	SAMN19290981	SAMN19290990	SAMN19290979	SAMN19291004	SAMN19290988	SAMN19290996	SAMN19290999	SAMN19291006	SAMN19291053	SAMN19290989	SAMN19290993	SAMN19290980	SAMN19291059	SAMN19291062	SAMN19290991	SAMN19291017	SAMN19291018	SAMN19291055	SAMN19291058	SAMN19291008	SAMN19291052	SAMN19290986	SAMN19290978	SAMN19290997	SAMN19291001	SAMN19291009	SAMN19290987	SAMN19290992	SAMN19290995	SAMN19291005	SAMN19291012	SAMN19291014	SAMN19291027	SAMN19291007	SAMN19291010	SAMN19291016	SAMN19291015	SAMN19290982	SAMN19290983	SAMN19290984	SAMN19291063	SAMN19291003	SAMN19291020	SAMN19291025	SAMN19291033	SAMN19291036	SAMN19291043	SAMN19291024	SAMN19291046	SAMN19291022	SAMN19291031	SAMN19291042	SAMN19290985	SAMN19291038	SAMN19291045	SAMN19291047	SAMN19290917	SAMN19290937	SAMN19290944	SAMN19290951	SAMN19290913	SAMN19290936	SAMN19290933	SAMN19290908	SAMN19290902	SAMN19290947	SAMN19290955	SAMN19290898	SAMN19290931	SAMN19290971	SAMN19290973	SAMN19290977	SAMN19290946	SAMN19290953	SAMN19290969	SAMN19290899	SAMN19290905	SAMN19290934	SAMN19290920	SAMN19290926	SAMN19290941	SAMN19290961	SAMN19290965	SAMN19290935	SAMN19290950	SAMN19290956	SAMN19290911	SAMN19290912	SAMN19290918	SAMN19290923	SAMN19290930	SAMN19290903	SAMN19290916	SAMN19290919	SAMN19290921	SAMN19290914	SAMN19290922	SAMN19290943	SAMN19290959	SAMN19290963	SAMN19290976	SAMN19290938	SAMN19290957	SAMN19290960	SAMN19290975	SAMN19290929	SAMN19290932	SAMN19290970	SAMN19290909	SAMN19290910	SAMN19290949	SAMN19290962	SAMN19290964	SAMN19290900	SAMN19290940	SAMN19290968	SAMN19290972	SAMN19290915	SAMN19290924	SAMN19290925	SAMN19290927	SAMN19290967	SAMN19290942	SAMN19290948	SAMN19290928	SAMN19290939	SAMN19290954	SAMN19290958	SAMN19290974	SAMN19290906	SAMN19290907	SAMN19290904	SAMN19290901	SAMN19290952
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	0.00904948	0.00693206	0.00618168	0.00578844	0.00992684	0.00694355	0.00801004	0.0109252	0.00560925	0.00761732	0.0113685	0.0107412	0.00933035	0.00765341	0.00474109	0.00549939	0.00639511	0.011445	0.0108573	0.010331	0.00685828	0.00574203	0.00656952	0.0128309	0.0100902	0.0127498	0.00973837	0.00577162	0.0128986	0.00615027	0.00680996	0.013029	0.00998382	0.00560076	0.0123122	0.0118156	0.0075499	0.0103053	0.00879565	0.0127993	0.0136722	0.0127483	0.0103324	0.00539358	0.0096132	0.0141515	0.00973069	0.0103504	0.0123046	0.00579359	0.00748834	0.00807664	0.00622272	0.00614152	0.015847	0.0122119	0.00846831	0.00705257	0.0126892	0.0116508	0.0143027	0.00625726	0.00948508	0.0144992	0.00822172	0.0120941	0.0060166	0.0117264	0.00399347	0.00691596	0.0047921	0.0133621	0.0122176	0.0099396	0.00875615	0.00821817	0.0127213	0.0106006	0.00995166	0.00576184	0.0114501	0.00716849	0.00566046	0.00713229	0.00475264	0.009469	0.00880669	0.00909473	0.00746736	0.0099825	0.0102965	0.00841492	0.0101095	0.0117201	0.00609692	0.0114535	0.00576297	0.00980324	0.0100267	0.00981217	0.00946326	0.00978335	0.00547432	0.0110344	0.00776032	0.00916358	0.00946142	0.00744393	0.00889806	0.0114135	0.00615477	0.00631228	0.0108422	0.00915117	0.00892964	0.00570969	0.00567769	0.009708	0.00620318	0.0065324	0.0118373	0.0090497	0.00981982	0.00646437	0.0087989	0.00907011	0.00895459	0.00669831	0.00972909	0.0101434	0.00644947	0.0100017	0.0125333	0.00661813	0.00813598	0.010108	0.00981716	0.00600135	0.0113533	0.00930084	0.00939136	0.00506913	0.00690245	0.00933534	0.00985938	0.00932752	0.00578351	0.00689624	0.00714377	0.0064789	0.00834571	0.0085116	0.00817194	0.00581916	0.00930423	0.00943218	0.00638102	0.0110227	0.00640055	0.00898394	0.0107623	0.00724796	0.0113352
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08272e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.00290549	0.00396261	0.00418982	0.00485104	0.00184793	0.00294085	0.00194236	0.00154569	0.00380099	0.00255075	0.00199109	0.00190785	0.00266347	0.00209912	0.0034333	0.00384426	0.00317732	0.0014925	0.00110072	0.00134321	0.00263552	0.0035138	0.00312502	0.000588787	0.00168503	0.00118922	0.00154722	0.00458516	0.00080087	0.00421762	0.00263816	0.00165235	0.00222088	0.00504181	0.000916445	0.00153934	0.00253388	0.000403542	0.00329191	0.00151482	0.00016575	0.000807224	0.000339624	0.00448139	0.00216382	0.000240759	0.00210706	0.000688179	0.00225152	0.00515719	0.00280517	0.00366835	0.00385242	0.00403604	0.000334946	0.00105779	0.00322442	0.00465033	0.00100146	0.00113949	0.000314997	0.00448969	0.00191651	0.000651088	0.00172915	0.00118842	0.00480472	0.00138862	0.00488919	0.0036057	0.00456827	0.000373281	0.00100942	0.00162999	0.00154958	0.00496796	0.000197847	0.00249824	0.00109744	0.00410398	0.00374873	0.0035529	0.0041883	0.00225567	0.00449431	0.00159835	0.00395035	0.00277539	0.00463149	0.00127874	0.000907655	0.00318582	0.00135063	0.00219598	0.00451967	0.00192373	0.00512198	0.00277012	0.00242293	0.00192834	0.00209308	0.00297059	0.00397277	0.00137805	0.00329471	0.00404717	0.00285963	0.00328345	0.00363011	0.00248664	0.00325025	0.0036787	0.00104915	0.00294713	0.00262012	0.00511258	0.00512438	0.00257561	0.00411267	0.0043814	0.000611743	0.00323519	0.00254315	0.00392099	0.00300905	0.00376636	0.00327033	0.00448725	0.00212041	0.000658044	0.00286478	0.00125602	0.000883082	0.00536753	0.00439314	0.00169715	0.00228871	0.0037056	0.0016557	0.00252878	0.00118632	0.00486115	0.00325105	0.00421291	0.00243314	0.00252201	0.00561496	0.00471776	0.0044285	0.00417712	0.00343041	0.00298652	0.00438902	0.00447892	0.00380855	0.00217889	0.00381777	0.00403348	0.00420178	0.00207932	0.000518298	0.00451348	0.00109496
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0.000857834	0.000253699	0.00259394	0.00333116	0.00168771	0.00218397	0.0010495	0.00126977	0.00249373	0.000781254	0.000211881	0.00123025	0.000397736	0.0020794	0.00293387	0.00265486	0.00277892	5.66056e-05	0.000559825	0.000544682	0.00215098	0.00267605	0.0025659	3.87357e-05	4.63059e-05	0.0005656529999999	0.000367099	0.00172404	0.000286436	0.00329513	0.00123543	0.000997438	0.000739057	0.00333456	0.0	6.33134e-05	0.000598589	0.000251501	0.00155237	0.000375934	0.000183669	0.0002924	0.00023277	0.00317248	0.00087801	0.000260273	0.000444229	0.000403326	0.000708232	0.00373216	0.00104059	0.00163976	0.00275211	0.00313039	8.86832e-05	0.000230117	0.00109006	0.00255696	0.000321765	0.000144702	0.000348972	0.00283383	0.000483269	0.0	0.000201971	0.000876784	0.000765472	0.00148407	0.00219811	0.00227748	0.00251564	9.79586e-05	5.17864e-05	0.000265671	0.00144542	0.000317568	4.9154e-05	0.000501871	0.000466014	0.00275907	0.00080356	0.000751814	0.00156586	0.00188803	0.00104992	8.08457e-05	0.000681795	0.00107389	0.00202679	0.000495619	0.000170954	0.00111647	0.0002598	0.0	0.00263358	0.000158889	0.00329907	0.000513657	7.95552e-05	0.000359232	0.000612996	0.000121627	0.00266309	0.0	0.000769698	0.000135206	0.0010392	0.00165867	0.0010189	0.00173864	0.00251532	0.00257876	0.000376163	0.000590572	0.000923209	0.00330198	0.00293832	0.000130447	0.00292517	0.002076	0.000187991	0.000313614	0.000927789	0.00196645	0.000293721	0.000429982	0.000758146	0.00256137	0.000586078	0.000245774	0.00157173	0.000183785	0.000139921	0.00205041	0.000941264	0.00012192	0.000500049	0.00252239	0.000657664	0.000617187	0.000326237	0.000121504	0.000635902	0.000894077	0.000753622	0.000454634	0.00281231	0.00235087	0.00244231	0.00250136	0.000255067	0.00148403	0.00124734	0.00320586	0.0	0.000166606	0.00299042	0.00088372	0.00219061	0.000245183	0.000152933	0.00164683	0.000106447
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	0.00140665	0.000480866	0.00329769	0.00396093	0.00203237	0.00257803	0.00147191	0.00137057	0.00313517	0.00125116	0.000392469	0.00162759	0.000709305	0.00207441	0.00325088	0.00326781	0.00306084	0.0	0.0007579	0.000866784	0.00251633	0.0030762	0.00295959	7.46067e-05	4.68784e-05	0.000285777	0.000630016	0.00255938	0.000170934	0.00369387	0.00184913	0.0	0.00121094	0.00396036	0.0	0.0	0.00102444	0.000296714	0.00220356	0.000640476	0.0	0.000411147	0.000255364	0.00364577	0.00132688	0.00023656	0.000772675	0.000390989	0.00109816	0.00445491	0.00161171	0.00239066	0.00333477	0.00352102	0.00015382	0.000367719	0.00169822	0.00336147	0.000538835	0.00026848	0.000325814	0.00358101	0.000829685	0.0	0.000337243	0.00112445	0.00133682	0.00136401	0.0030111	0.00292391	0.00324256	0.000138432	0.0	0.000484305	0.00168223	0.000619676	8.57515e-05	0.000880278	0.000704452	0.0033669	0.00138253	0.00128536	0.00233815	0.00225914	0.00171985	0.000110832	0.0012082	0.00162599	0.00283136	0.000747927	0.0	0.00176153	0.000454619	0.0	0.00336504	0.000230726	0.00392558	0.00090306	0.000156703	0.000640429	0.00102519	0.000208911	0.00318102	0.0	0.00130611	0.000264711	0.00163811	0.00237231	0.00167893	0.0	0.0029653	0.00314595	0.000617469	0.00103459	0.00148076	0.00389142	0.00372982	0.000252951	0.00337939	0.00291491	0.000229128	0.000590743	0.00148489	0.00275971	0.000147273	0.000792261	0.00129921	0.00325606	0.000984679	0.000403525	0.00210742	0.0	0.000256769	0.00293419	0.0015932	0.000233901	0.000873618	0.00310833	0.000895148	0.00100675	0.000560469	0.000237361	0.00109149	0.00152515	0.00119091	0.000815652	0.003709	0.00320406	0.00319289	0.00318499	0.000481668	0.00212499	0.00200395	0.00383486	0.0	0.000316684	0.00338395	0.00149908	0.00295405	0.000455575	0.000263177	0.00250061	0.000195103
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	0.000414928	0.00219389	0.000562128	0.000362211	0.000607044	8.29434e-05	0.000751912	0.00182913	0.000525893	0.00175187	0.00299472	0.00177942	0.000992579	0.000293722	6.7e-05	0.00100025	0.000292	0.000587067	0.0034894	0.000726437	0.000187102	7.57951e-05	0.00039704	0.00229805	0.000639348	0.00140782	0.000535649	0.00103339	0.00102356	2.99812e-05	0.000990815	0.000962057	0.00124787	0.000252518	0.000327184	0.000421879	3.85592e-05	0.00181485	0.000763772	0.000269106	0.00218829	0.000997015	0.00197978	0.000383091	0.00126827	0.00220807	0.00152402	0.0011663	0.00100247	0.000730295	0.000620556	0.0017801	0.000651777	0.000151324	0.00071049	0.00106745	0.00118214	0.000908092	0.00124285	0.00158393	0.00233858	0.00033517	0.00045226	0.00196569	0.000271137	0.000492604	0.00165084	0.000656665	0.00171663	0.000537447	0.00143176	0.000987842	0.00234195	0.00207626	0.000268274	0.000982855	0.00273814	0.000938705	0.00215254	0.000120378	0.00122931	0.000399312	0.00129943	0.00112125	0.00215517	0.00219193	0.00117573	0.00150567	0.000290373	0.0033042	0.00289233	0.00177667	0.000715137	0.000554002	0.000881283	0.000322961	0.00020641	1.72301e-05	0.00181273	0.00021904	0.0027919	0.00310877	0.000214269	0.00221001	4.59358e-05	0.000119954	0.000896914	0.00149697	0.00361233	0.00175923	0.000343643	0.000604744	0.00194063	0.00116841	0.00115425	7.66646e-05	0.000522724	0.00176981	0.000279594	0.000943307	0.00152985	0.00109216	0.00198717	0.00115345	0.00157933	0.00207531	0.00211764	0.000262015	0.000751852	0.00339652	1.65159e-05	0.00249526	0.000327997	2.15738e-05	0.00069146	0.00180759	0.00230158	0.000319724	0.00281833	0.000299101	0.00322136	0.00232732	0.00224575	0.00205661	0.00215335	0.000279564	0.000312023	0.00103096	0.000642415	0.000666627	0.00219515	0.000896836	0.00101382	0.0010076	0.000295279	0.00290097	0.000191119	0.000638584	0.000752289	0.00300553	0.00251557	0.00148335	0.00194941
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	0.000417223	0.00108063	0.000705341	0.000516617	1.76267e-05	0.000187261	0.000603464	0.000182556	0.000566228	0.000884194	0.000337803	0.000768061	9.01385e-05	0.00064947	0.00021274	0.000810911	0.000777035	0.0	0.000142224	0.000188409	0.000391547	0.000172161	0.000701009	0.0	9.02459e-06	2.12451e-05	0.000120482	0.000757379	0.0	6.68152e-05	0.00010326	0.0	0.000327428	0.000428292	2.9002e-05	0.0	8.37589e-05	1.65444e-05	0.00055855	0.000294601	0.0	2.98682e-05	1.87556e-05	5.78559e-05	0.000394033	5.94731e-05	0.000125943	0.0	0.00036121	0.000180683	0.000500287	0.000421522	0.000664262	7.14456e-05	0.0	5.6931e-05	0.000485799	0.000864441	0.000166429	0.0	5.9558e-05	0.000575259	0.000128557	0.0	0.000136402	0.000370306	0.00110499	0.000154146	0.000216544	0.000813259	0.000354862	5.24378e-05	0.0	0.000119391	0.000740312	1.57558e-05	3.35468e-05	0.0	0.000175942	0.000277462	2.22592e-05	0.000385297	0.00137278	0.000762776	0.000476875	1.27315e-05	0.000309943	0.000552958	0.000507228	9.04891e-05	1.64667e-05	0.000529447	0.000132624	0.000100537	0.000779373	0.0	0.000400856	3.80405e-05	4.19972e-05	8.81225e-05	0.00027113	3.29902e-05	0.000425242	0.0	0.000102345	0.000109922	0.000490445	0.000349817	0.000299202	0.0	0.000858883	0.000705965	0.000260644	0.0002267	0.000455886	0.000135887	0.000679661	0.000175446	0.000370671	0.000864008	1.03014e-05	0.000118824	0.000412191	0.000705626	0.000137277	8.81561e-05	0.000233763	0.000469506	0.000163273	0.0	3.9756e-05	0.0	5.02015e-05	5.15574e-05	0.000340576	6.36832e-05	0.000183666	0.000500868	0.000108933	0.000198578	0.000124636	0.000654187	0.0012711	0.000358744	0.000168392	0.000166472	0.000500647	0.000850225	0.00085139	0.000831505	0.000751133	0.00046994	0.000755745	0.000797936	0.000312496	0.000313668	0.000314814	0.000150779	0.000822205	0.000197651	5.06437e-05	0.000720953	3.10597e-05
PWY-6305: superpathway of putrescine biosynthesis	0.00141489	0.00329336	0.00250901	0.00298185	0.000497558	0.00294731	0.0022172	0.000983001	0.00332353	0.00274856	0.000870502	0.00325972	0.000421262	0.00357065	0.00330893	0.00418113	0.00271331	0.000305334	0.00130466	0.000961961	0.00263386	0.00227899	0.00241558	0.000317539	0.000886622	0.000259836	0.000374583	0.00331192	0.00014112	0.00366871	0.000893128	0.000263392	0.00106625	0.00250956	0.000940298	0.000467579	0.00127506	0.000731	0.00189052	0.000681764	0.000211705	0.0006602	0.000733089	0.00500435	0.00152342	0.000228321	0.00112898	0.00111949	0.00138235	0.00213433	0.00146133	0.00289065	0.0036672	0.00368584	9.50447e-05	0.000944412	0.00208193	0.00386627	0.00191588	0.000714426	0.000287383	0.00406605	0.000441143	0.000805246	0.000638632	0.00231085	0.00348477	0.00141275	0.005313	0.00389859	0.00585247	0.000348377	0.000257214	0.00131482	0.0039263	0.000393219	0.000379064	0.00141843	0.000653643	0.0040863	0.000897856	0.00186608	0.0033914	0.00350043	0.00435292	0.00220135	0.00181853	0.00148426	0.00227163	0.000646419	0.00074164	0.00259232	0.00101719	0.00092476	0.00328851	0.00131626	0.00270073	0.000676183	0.00156144	0.000824509	0.00131601	0.00242742	0.00458608	0.00222755	0.00175194	0.00164408	0.00127914	0.00213706	0.000798977	0.00238608	0.00497496	0.00311741	0.000974998	0.00247153	0.00206707	0.0036925	0.00303943	0.00200569	0.00357456	0.00238421	0.00094174	0.00209699	0.0015794	0.00180347	0.00197047	0.0023111	0.00160149	0.0039273	0.00116127	0.00149623	0.00100084	0.000934591	0.00084244	0.00219041	0.00173096	0.00200538	0.00156628	0.00281912	0.0010287	0.00119691	0.00276208	0.00531321	0.00249376	0.00219537	0.0011682	0.00116196	0.00291341	0.00254434	0.00404942	0.00235695	0.00218742	0.00213061	0.00261375	0.00253654	0.00156566	0.00134865	0.00604704	0.000856389	0.00345816	0.00133919	0.00146149	0.00139462	0.000999619
PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)	0.0	0.0	0.0	0.0	0.0	2.59098e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93748e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71555e-06	0.0	0.0	0.0	2.11931e-06	0.0	0.0	0.0	0.0	0.0
PWY-6313: serotonin degradation	0.0	0.0	0.0	0.0	0.0	3.43716e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6317: D-galactose degradation I (Leloir pathway)	0.00303929	0.00476505	0.00428545	0.00394536	0.00737263	0.00350915	0.00659507	0.00705835	0.00375524	0.00483131	0.00563369	0.00633087	0.00541597	0.00606232	0.00362716	0.0040013	0.00452695	0.00953632	0.00745389	0.00541187	0.00422939	0.00402997	0.00433898	0.00761096	0.00442807	0.00777457	0.00495395	0.00392692	0.00751759	0.0045411	0.00536721	0.00577415	0.00386146	0.00385205	0.00543929	0.00741509	0.00483089	0.00460502	0.00458829	0.00554201	0.00686436	0.00559742	0.00457041	0.00365258	0.00608602	0.00864806	0.00585915	0.00623149	0.00470081	0.00368954	0.00491947	0.00487198	0.00347399	0.00374819	0.00345208	0.00562756	0.00498235	0.00410651	0.00517374	0.00507718	0.00862699	0.00338606	0.00489226	0.00625311	0.0059158	0.00608836	0.00404266	0.00712458	0.00298478	0.00454427	0.00326733	0.00998652	0.00775716	0.00553506	0.00620724	0.00595599	0.00691224	0.00679494	0.0074619	0.00363398	0.00697738	0.00500936	0.00426719	0.00557423	0.00388696	0.00574552	0.00440173	0.0046922	0.00293828	0.00740053	0.0056843	0.00499534	0.00696032	0.00246338	0.00363281	0.00578064	0.00377454	0.00251703	0.00440366	0.00275612	0.00488207	0.00492461	0.00381438	0.00468442	0.00540823	0.00522411	0.00394097	0.00492323	0.00268957	0.00483849	0.00422275	0.00468499	0.00685137	0.00446389	0.00355708	0.00381284	0.00383933	0.00579363	0.00379153	0.00315427	0.00737998	0.00405272	0.0040096	0.00436415	0.00401544	0.0041692	0.00464322	0.00391	0.00470119	0.00701493	0.00413935	0.00230836	0.00538002	0.00275483	0.00313668	0.00586517	0.00673227	0.00448834	0.00668124	0.00349124	0.00405098	0.00345265	0.00497489	0.00461734	0.00325008	0.00329537	0.00317836	0.00409556	0.00385997	0.00426006	0.00554874	0.00500762	0.00478784	0.0038209	0.00277509	0.00373041	0.00423298	0.00795144	0.00386265	0.00579356	0.0052817	0.0045197	0.00557018
PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)	7.28136e-05	2.11215e-05	4.50808e-06	6.92589e-05	0.0	0.000347787	0.000138485	2.53207e-05	0.000158309	0.000137836	0.0	2.33969e-05	1.00643e-05	0.0	0.0	0.000347508	3.22456e-05	0.0	3.02455e-05	3.26999e-05	0.0	8.8597e-05	0.000177859	7.61594e-06	8.15494e-06	0.0	2.72924e-05	0.000173964	0.0	0.000147773	2.66747e-05	0.0	5.84884e-05	5.00087e-06	0.0	0.0	0.000101169	3.98166e-06	8.86434e-05	6.11299e-05	0.0	0.0	9.63594e-06	0.000273899	1.42631e-05	1.03164e-05	1.37588e-05	3.98604e-06	5.14737e-05	0.000194369	0.000129573	2.11771e-05	0.000227651	0.000205356	0.0	0.0	9.54613e-05	0.000303057	8.24118e-06	0.0	3.73194e-06	0.000111722	2.57732e-05	0.0	4.23527e-05	0.000108693	0.0	2.24296e-05	0.000272297	2.52525e-05	0.000462038	1.29656e-05	0.0	2.95382e-05	4.7056e-05	1.63317e-06	0.0	0.0	2.47656e-05	9.72674e-05	0.0	3.30817e-05	5.53193e-06	0.000214304	3.62139e-05	8.15632e-06	2.10827e-05	8.86454e-05	2.22283e-05	6.72289e-06	0.0	0.00013622	2.51667e-05	0.0	0.000552733	0.0	1.69596e-05	5.7259e-06	0.0	0.0	0.0	9.04292e-06	2.86477e-05	0.0	7.72611e-06	7.46256e-06	9.55795e-05	9.28664e-05	7.25712e-05	0.0	0.00021322	1.88787e-05	2.44251e-05	3.21169e-05	9.72009e-05	7.19017e-05	2.00973e-05	0.0	0.000240029	0.000111858	0.0	2.30608e-05	2.69342e-05	0.00016579	0.0	2.11051e-05	4.84612e-05	0.000137338	1.67801e-05	5.03362e-06	4.9636e-05	3.48377e-06	6.5919e-06	7.91852e-05	8.13598e-05	1.4691e-05	9.71975e-06	3.26001e-05	0.0	5.24248e-05	8.72362e-06	0.0	1.4321e-05	0.000102183	6.17592e-05	6.5406e-05	0.000154874	0.00011188	0.000221553	0.00021312	0.0	4.24436e-05	2.83708e-05	9.25025e-05	0.0	0.0	0.000223478	2.26793e-05	0.000355654	3.13517e-05	2.05505e-05	0.000194604	8.25139e-06
