# Pathway	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
PWY-5994: palmitate biosynthesis (type I fatty acid synthase)	0.0	0.0	0.0	0.0	3.11193e-05	0.000134316	0.0	0.000204213	0.0	0.000292677	7.49686e-05	0.0	0.0	0.000138141	0.0	0.0	7.35711e-05	0.0	0.000110337	4.66489e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.15436e-05	0.000128891	0.0	0.000106282	5.48073e-05	0.0	0.000346728	0.0	0.0	0.0	2.19535e-05	0.0	0.0	1.42493e-05	3.20097e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45326e-05	0.0	0.0	4.16965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7526e-05	0.0	0.000167377	3.18492e-05	0.0	0.0	9.96982e-06	7.49586e-05	0.0	2.3558e-05	0.0	0.0	1.63116e-05	7.17672e-06	0.0	0.0	0.0	5.16628e-05	0.000202111	0.0	0.0	0.0	0.0	8.95764e-05	2.31316e-05	0.0	6.79598e-05	0.000166191	4.58748e-05	0.000223511	0.0	0.0	0.0	0.0	0.0	1.30445e-05	8.30071e-05	0.0	0.0	5.83574e-05	0.000592	8.59331e-05	0.0	2.90485e-05	0.0	0.0	4.80965e-05	8.30885e-06	6.62318e-05	2.58068e-05	7.73135e-05	0.0	0.0	0.0	0.000253753	0.0	0.000174045	3.01922e-05	0.0	0.0	0.0	0.0	0.0	0.00019824	0.0	0.0	0.00018845	0.0	0.0	0.000113897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000130172	6.17876e-05	1.68611e-05	0.0	2.67683e-05	0.0	0.0	0.0	0.0	0.0	0.00017832	9.26057e-05	2.94265e-05	0.0	0.0	0.0	0.000162225
PWY-6071: superpathway of phenylethylamine degradation	0.0	0.0	0.0	0.0	0.0	1.10082e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28383e-05	0.0	0.0	5.0535e-05	0.0	6.8678e-06	0.000149532	0.0	0.0	0.0	0.0	0.0	1.76731e-05	0.0	0.0	5.44412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4318e-05	0.0	0.0	1.51558e-05	0.0	0.0	0.0	0.0	0.0	2.81738e-05	7.08963e-06	0.0	0.0	0.000352466	0.0	0.0	0.0	0.0	1.89123e-05	5.61066e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83176e-06	0.0	0.0	0.000206398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44653e-05	0.0	0.0	0.0	0.0	0.0	8.27484e-05	0.0	0.0	0.0	0.0	8.69218e-06	0.000270709	2.74789e-05	9.94211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.60128e-05	0.0	0.0	1.65764e-05	0.0	0.0	0.0	0.0	0.0	1.65232e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6113: superpathway of mycolate biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000163304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07388e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000232214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000202686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000345504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	0.0106152	0.00940646	0.0114819	0.0097262	0.00819156	0.00960935	0.0102037	0.00896925	0.00870385	0.00985103	0.00961001	0.00864861	0.0117331	0.00656068	0.00991429	0.0104527	0.0102139	0.012188	0.0105368	0.00798952	0.00985314	0.0137846	0.0113669	0.00926979	0.00884929	0.00756626	0.00967767	0.00949363	0.00795746	0.00940345	0.0113625	0.0100686	0.0093567	0.01083	0.00978781	0.0117619	0.0101307	0.00960124	0.0090595	0.0100964	0.0104991	0.0115263	0.0109556	0.011127	0.0103548	0.0117536	0.00910106	0.00953872	0.0121351	0.0106414	0.00971849	0.0106498	0.00516016	0.011042	0.0119621	0.0097792	0.00706181	0.0102357	0.0102777	0.00979913	0.009798	0.0100867	0.00691283	0.0104098	0.00917883	0.00986992	0.0084658	0.0112716	0.00915827	0.00534115	0.0125601	0.00920331	0.00833036	0.00913276	0.00955598	0.00942712	0.00913691	0.0101138	0.0102022	0.0101379	0.00970789	0.00930313	0.0117591	0.00955273	0.0098532	0.0117984	0.0101993	0.00819131	0.00864904	0.00975871	0.00928305	0.00983303	0.0104117	0.00852824	0.0103912	0.0100138	0.010771	0.0106962	0.00877123	0.00636064	0.0104149	0.00805919	0.008178	0.00722939	0.0104568	0.0096633899999999	0.0112605	0.00933121	0.0103353	0.0101615	0.0129074	0.00694456	0.0118517	0.00974708	0.0090569	0.00917882	0.0105142	0.00912741	0.0101327	0.0118253	0.00736264	0.0101164	0.0104794	0.00799191	0.00900994	0.00924341	0.010247	0.0107048	0.00963616	0.00975668	0.0106416	0.0106548	0.0086888	0.00765235	0.0105426	0.011421	0.0103632	0.00950656	0.00905117	0.00689212	0.0085952	0.00995795	0.0101856	0.00889581	0.00931119	0.00934136	0.00877237	0.00821482	0.00834288	0.00905955	0.00981037	0.0103767	0.00984978	0.0115933	0.00824965	0.0100105
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	0.0109411	0.0114744	0.0117646	0.00975107	0.00818294	0.0100266	0.0114115	0.00902278	0.00921474	0.00994734	0.009517	0.00866293	0.0112833	0.00674609	0.0100008	0.0105664	0.0104041	0.0138497	0.0106452	0.0081375	0.011664	0.0135197	0.0114569	0.00917248	0.00902743	0.00771302	0.0103122	0.00999258	0.00882748	0.00926949	0.0115277	0.0112273	0.0108118	0.0112661	0.0104951	0.0119125	0.0102284	0.00955015	0.00902088	0.0106463	0.0105426	0.0129174	0.0112052	0.0112334	0.0135189	0.0118816	0.00925595	0.00963274	0.0122068	0.0113428	0.00975751	0.0111979	0.0054601	0.0111749	0.0120737	0.0100494	0.00714068	0.0114663	0.0102774	0.0100189	0.00983156	0.0100348	0.00717452	0.0105565	0.00937421	0.010242	0.00849993	0.0113562	0.0091291	0.005665	0.0125465	0.0091717	0.00845738	0.00954681	0.00957883	0.00926702	0.00920001	0.0100518	0.0108613	0.0101904	0.00974875	0.0100491	0.0119437	0.00959653	0.0130397	0.0120447	0.0106281	0.00830608	0.00868959	0.010075	0.00976654	0.00985892	0.0109992	0.00860925	0.0104827	0.00986344	0.0107296	0.0113007	0.00864608	0.00749921	0.0104579	0.00824846	0.00800299	0.0077243	0.0104976	0.00958959	0.0117859	0.00936753	0.0105364	0.00998329	0.0129594	0.00688811	0.0118836	0.011286	0.0090993	0.00926892	0.0105928	0.0104724	0.0100605	0.0120533	0.00749078	0.0100283	0.0105779	0.00837161	0.00921112	0.00923716	0.0104853	0.0105585	0.00962298	0.00994873	0.0106911	0.0108321	0.0106825	0.00751947	0.0108544	0.0117553	0.0106099	0.00964256	0.00886336	0.00713224	0.00884923	0.0110656	0.0103506	0.00881377	0.00949552	0.00930537	0.00891565	0.00841517	0.00830605	0.00907032	0.0104835	0.0107536	0.0126888	0.0116134	0.00838745	0.0102577
PWY-6123: inosine-5'-phosphate biosynthesis I	0.00708548	0.00514265	0.00665387	0.00936759	0.00571104	0.00691264	0.00538025	0.00787611	0.00743565	0.0080833	0.00762527	0.00757879	0.00877479	0.00471456	0.0067453	0.00767147	0.00662103	0.00678643	0.00843775	0.00606396	0.00876555	0.0138395	0.00974643	0.00812028	0.00877821	0.00356488	0.00761947	0.00776626	0.00793644	0.00808302	0.00676109	0.00585544	0.00780228	0.00715048	0.00628155	0.00612401	0.00949646	0.00785128	0.00710593	0.00554806	0.010603	0.00709797	0.00944455	0.00698272	0.00777255	0.00774753	0.00864843	0.00863283	0.00635177	0.00620193	0.0063651	0.00971399	0.00334085	0.00774188	0.00622715	0.00921193	0.00508725	0.008149	0.0078396	0.00843673	0.00817829	0.00728334	0.00584895	0.00903639	0.0075438	0.00727726	0.00880946	0.00681794	0.00760594	0.00419311	0.00635196	0.00674159	0.0083582	0.00998997	0.00788916	0.00795686	0.00749152	0.0088062	0.006388	0.00696296	0.00718234	0.00845278	0.00736699	0.00729439	0.00688887	0.00652836	0.0069579	0.00529992	0.00807127	0.00866445	0.0078279	0.00736572	0.0073281	0.00591865	0.00826458	0.00725787	0.00949743	0.00613001	0.00623512	0.00403971	0.00604073	0.00671406	0.00746263	0.0043418	0.0075497	0.00750905	0.00744852	0.00819028	0.00717342	0.00935952	0.007133	0.00706423	0.00812635	0.00611716	0.0064621	0.00735541	0.00840069	0.00665998	0.00816679	0.00593818	0.00599711	0.00812313	0.00753685	0.00740751	0.00733827	0.00769093	0.00584294	0.00866323	0.00667143	0.00683212	0.00978778	0.009365	0.00594054	0.00793531	0.00824358	0.00672073	0.00971258	0.00714847	0.00848547	0.0061097	0.00716215	0.00750392	0.00831781	0.00811494	0.0073834	0.00851983	0.00822989	0.00656516	0.00696992	0.00734937	0.00725921	0.0062064	0.00646693	0.00659635	0.00667586	0.00723113
PWY-6124: inosine-5'-phosphate biosynthesis II	0.00665777	0.004662	0.00606458	0.00906252	0.00533113	0.00651607	0.00479014	0.0076217	0.00730302	0.00777292	0.00723896	0.00725901	0.00830338	0.00453392	0.0063071	0.00731874	0.00612791	0.00617402	0.00801166	0.00573345	0.00817055	0.0139107	0.00932439	0.00778369	0.00862158	0.00322615	0.00713814	0.00733363	0.00771578	0.00773427	0.00629515	0.00534971	0.0075602	0.00673716	0.00580952	0.00561131	0.00913089	0.00739355	0.00667661	0.00511928	0.0105648	0.00615672	0.00904647	0.0066998	0.00766842	0.00719041	0.00840989	0.00846775	0.00585836	0.00564809	0.00598345	0.00935423	0.00267419	0.00726895	0.00570989	0.00894857	0.00482129	0.00771787	0.00740665	0.00799297	0.00795072	0.00687004	0.00569516	0.00862899	0.00727452	0.00694547	0.0087449	0.00628369	0.00738622	0.00408517	0.00581589	0.00636799	0.00830261	0.00991627	0.00753183	0.00762858	0.00718623	0.00830469	0.00586135	0.00653389	0.00678432	0.00814181	0.00687	0.00691404	0.00632835	0.00601108	0.00645724	0.00492472	0.00788396	0.00824061	0.00757093	0.0070039	0.00681697	0.00559367	0.00788297	0.00700015	0.00922733	0.00563724	0.00585517	0.00379227	0.00560444	0.0064729	0.0072839	0.00406791	0.00715685	0.00711765	0.00699448	0.00799007	0.00665043	0.00915143	0.0065422	0.00718068	0.00768445	0.00559724	0.00601205	0.0070497	0.00800547	0.00610775	0.00770763	0.00538871	0.00586073	0.00767713	0.00712324	0.00723583	0.00698735	0.00740878	0.00534477	0.00848867	0.00632609	0.00635475	0.00948387	0.00888305	0.00539098	0.00832163	0.00783414	0.00595346	0.00945111	0.00673904	0.00826539	0.00595826	0.00694489	0.00698828	0.00786626	0.00779206	0.00720604	0.00820252	0.00805217	0.00637422	0.00659015	0.00703675	0.00681196	0.00576599	0.00590721	0.0060383	0.00636836	0.00681566
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.00212471	0.00384762	0.00329245	0.00596209	0.00436528	0.00263996	0.00352271	0.00360353	0.00728815	0.00292851	0.00487356	0.00535086	0.00433513	0.0029756	0.00281456	0.00320613	0.00312658	0.00273524	0.00256713	0.00368167	0.00661785	0.0050572	0.00626524	0.00472586	0.00412672	0.00319576	0.00375714	0.00420769	0.0048711	0.00429323	0.00302942	0.00318383	0.00372637	0.00238748	0.00409844	0.0018919	0.00247337	0.00433795	0.00613029	0.00237035	0.00701874	0.00461459	0.00385561	0.00532337	0.000805783	0.00213082	0.00796074	0.00352332	0.00293463	0.00293033	0.00298518	0.00594205	0.00320816	0.00239386	0.00247381	0.00361628	0.00244883	0.00720148	0.00241259	0.00401476	0.00630242	0.00320928	0.00270474	0.00399343	0.00303172	0.00225283	0.0075795	0.00182045	0.00526782	0.00254786	0.00365407	0.00359506	0.00469716	0.00723015	0.0040725	0.00481074	0.00346006	0.00564651	0.00217397	0.00282222	0.00285947	0.00579496	0.00616731	0.00348749	0.00165448	0.0041498	0.0031866	0.00399233	0.00435715	0.00508927	0.00389185	0.00222258	0.00367002	0.00387558	0.00355837	0.00421657	0.00465082	0.00200782	0.00412792	0.00358602	0.00318101	0.00419274	0.0058183	0.00260539	0.00245785	0.0039662	0.00368392	0.00508543	0.00252994	0.00518341	0.00411955	0.00635898	0.00308041	0.00350815	0.00495054	0.00386209	0.00273872	0.00316614	0.00324849	0.00298548	0.00417736	0.00336371	0.00330005	0.00445655	0.00294344	0.00455677	0.00298069	0.0058821	0.00235079	0.0044582	0.00535414	0.00278454	0.00573443	0.00784704	0.00512859	0.00216199	0.00604982	0.00329178	0.00613235	0.00449494	0.00372644	0.00314667	0.00560778	0.00447665	0.00481465	0.00613106	0.00550534	0.00447107	0.00410281	0.00317813	0.00361977	0.00282978	0.00213924	0.00550567	0.00417395	0.00314778
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.00300314	0.00487033	0.00433548	0.00750082	0.00554913	0.00365876	0.00450941	0.00479689	0.00901736	0.00400102	0.00641281	0.00672629	0.00584492	0.00401767	0.00394032	0.00435142	0.00435059	0.00381102	0.00355973	0.00469847	0.00851169	0.00675792	0.00798893	0.00598531	0.00549447	0.00427976	0.00516414	0.00546473	0.00618849	0.00562131	0.00414871	0.00435392	0.00502577	0.00331656	0.00541331	0.00262891	0.00337905	0.0056351	0.00754868	0.00323531	0.00807655	0.00593465	0.00535296	0.00697564	0.00117663	0.00302999	0.00950533	0.00458259	0.00402246	0.00392088	0.00405779	0.00751521	0.00399737	0.00327063	0.00342824	0.00489751	0.00327245	0.00896572	0.00341606	0.00534799	0.00776222	0.00433576	0.00365614	0.00554988	0.00406122	0.00317977	0.00845771	0.00255358	0.00656585	0.00342259	0.00488733	0.00478022	0.00608647	0.00887948	0.0054032	0.00634214	0.0045134	0.00708957	0.00298971	0.00382008	0.00391199	0.00734712	0.00719404	0.00462459	0.00227692	0.00554903	0.00426891	0.00530027	0.00556683	0.0067113	0.00522326	0.00310146	0.00483029	0.00511281	0.0048569	0.00571938	0.00608853	0.00264612	0.00542702	0.00445164	0.00436183	0.00541518	0.00688229	0.0034887	0.00339576	0.00526161	0.00498076	0.0064796	0.00352593	0.00653055	0.00552684	0.00711317	0.00419065	0.00468881	0.00636569	0.00504542	0.00379831	0.00423592	0.00434565	0.00424547	0.00554037	0.00450495	0.00441239	0.00569947	0.00396139	0.00598676	0.0039371	0.00773815	0.00321642	0.00587642	0.00687788	0.00394756	0.00711751	0.0088302	0.0066633	0.00303869	0.00762087	0.00452804	0.00738809	0.00555537	0.0048665	0.00430352	0.00722224	0.00598388	0.00624999	0.00781092	0.00681418	0.00598557	0.00536931	0.00430443	0.0047789	0.00379793	0.00295082	0.00708158	0.00537085	0.00423909
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.58176e-05	0.0	0.0	0.0	3.95503e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87267e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24275e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101774	0.0	0.0	0.0	0.0	0.0	6.04813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07078e-05	0.0	0.0	0.0	0.0	6.37011e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28136e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31403e-05	0.0	0.0	0.0	0.0	0.0
PWY-6143: CMP-pseudaminate biosynthesis	2.64527e-05	6.15764e-05	3.83977e-05	0.000246673	9.59658e-06	0.0	0.0	0.000153001	0.0	0.0002040439999999	0.000157566	0.0	0.0	2.90196e-05	0.0	0.0	0.0	2.71997e-05	0.000594135	0.000112703	0.000607269	0.0	3.03555e-05	0.000191073	3.19415e-05	0.000113177	0.000131386	0.000734866	1.2332e-05	0.000208359	0.000263159	0.0	0.000183009	3.77283e-05	2.23671e-05	2.07017e-05	0.000509112	0.0	0.000131061	1.74716e-05	0.00132691	0.0	6.54716e-05	0.0	8.08192e-06	0.000895742	0.0	0.0	4.01246e-05	2.69357e-05	0.000116269	3.49947e-05	0.0	4.27886e-05	4.95775e-05	2.30562e-05	0.0	8.57306e-05	0.0	3.36015e-05	0.000242549	0.0	0.000127903	0.0	0.0	0.000104833	1.50133e-05	4.22142e-05	4.03728e-05	0.0	0.000221619	3.72528e-05	0.0	0.0	0.0	0.00032645	0.000279104	0.000906489	0.0	0.000130419	0.0	3.33532e-05	0.0	0.000297175	2.64995e-05	0.0	0.000104624	0.000132386	4.43773e-05	0.0	9.21395e-05	8.77136e-05	1.90142e-05	0.00010268	0.000313215	0.0	0.0	0.0	2.22887e-05	0.0	7.37021e-05	0.0	0.0	1.0622e-05	0.0	0.00101438	8.86437e-05	0.0	1.92059e-05	0.000393305	7.32458e-05	0.0	5.42844e-05	0.000134624	0.0	0.0	0.000419435	4.93055e-05	0.0	0.0	0.000102612	0.0	0.00089369	2.24074e-05	8.01204e-05	6.63921e-05	2.23932e-05	0.0	0.000754843	5.18374e-05	0.0	0.0	0.0	0.000621712	0.000350542	0.0	0.0	0.000163857	0.0	3.47049e-05	0.000371	0.0	0.0	0.0	0.0	0.000309006	0.0	4.47678e-05	0.0	9.92579e-05	0.000284545	2.84962e-05	0.0	0.00013629	0.000136263	4.33552e-05
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.00244658	0.00774109	0.00298402	0.00448839	0.00270479	0.00249371	0.00136464	0.00261775	0.00362727	0.0021298	0.00322934	0.00288115	0.00420148	0.00173178	0.00240078	0.00221019	0.00274432	0.00274602	0.00265475	0.00223317	0.00482698	0.00352495	0.00372358	0.0043257	0.00525178	0.00136073	0.00135891	0.00387992	0.00314027	0.00341467	0.00123999	0.00362153	0.00232899	0.00185439	0.00286661	0.000723609	0.00194364	0.00273267	0.00416942	0.00155432	0.00676209	0.00254774	0.00310195	0.00374948	0.0	0.00312329	0.0057057	0.00232655	0.00239192	0.00492584	0.00281844	0.00428829	0.00268169	0.00148615	0.00226393	0.00299431	0.000967395	0.0050427	0.00248115	0.00290911	0.00742399	0.00310951	0.0020509	0.00302111	0.00188598	0.0035636	0.00595418	0.000713027	0.00419132	0.00294766	0.0019187	0.00233958	0.004198	0.00610362	0.0035279	0.0043244	0.00150096	0.00629678	0.00465388	0.00235172	0.00237116	0.00346809	0.000554605	0.00312752	0.00665176	0.00317176	0.003069	0.00209861	0.00491904	0.00330623	0.00250159	0.00139242	0.00249702	0.00277479	0.00422053	0.00309462	0.00486406	0.000981103	0.00322599	0.00293839	0.00231092	0.00385336	0.00454251	0.0028259	0.00244759	0.00439055	0.00150652	0.00396116	0.00280767	0.00640045	0.00193488	0.00394659	0.0020779	0.00420557	0.0032804	0.00290816	0.00459056	0.00429536	0.00356213	0.00171868	0.00336163	0.00374947	0.00301183	0.00179636	0.0017986	0.00280991	0.000967329	0.00366424	0.00196135	0.00259934	0.0059144	0.0029821	0.00632436	0.00616282	0.00483995	0.00165076	0.00440082	0.00257967	0.00649572	0.00321121	0.00175834	0.00204146	0.00381403	0.00256736	0.00591477	0.00440282	0.0034445	0.00263421	0.00278617	0.00283755	0.00225572	0.00162396	0.00545599	0.00339188	0.00322449	0.00347855
PWY-6148: tetrahydromethanopterin biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000175621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05251e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73033e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
