# Pathway	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0
GALACTITOLCAT-PWY: galactitol degradation	0.000230726	0.0	0.0	0.0	0.000890721	0.000210455	0.0	0.000500255	0.00118762	0.0	4.67137e-05	5.12049e-05	0.0	0.00161739	0.0	0.0	0.000368199	0.000281496	0.000378374	0.001092	0.0	0.0	8.26812e-05	0.0	0.000113978	0.000437294	0.000371629	0.0	0.000147794	2.06144e-05	0.000291197	0.000100767	0.000569352	0.000219857	0.0	0.00103451	0.000338547	0.0	0.000178139	0.000659102	0.000490739	0.0	5.72669e-05	0.0	0.000150562	6.81108e-05	0.0	8.3339e-05	0.000224965	9.54872e-05	9.47506e-05	0.000165209	0.0020033	0.00115448	2.06358e-05	1.92901e-05	0.0023086	0.000521439	0.000285883	0.000488187	0.0	0.0	0.000385345	3.54543e-05	1.9212e-05	3.25245e-05	0.00136061	0.000360922	0.000735421	0.00179127	0.000433348	0.000577812	0.000624021	0.000174924	0.000102495	0.0	0.0023585	0.0	0.0	0.00049702	0.000343838	0.0	0.000454883	3.75731e-05	5.2443e-05	5.61475e-05	1.31179e-05	0.000300543	0.000677026	0.0	0.0	0.000169713	3.07601e-05	0.000512213	6.15379e-05	0.0	3.7799e-05	0.0	9.92977e-05	0.00159323	0.000307956	0.00053085	0.000281019	0.00159949	0.0	0.000155115	0.0	3.36666e-05	0.0	0.0	1.36534e-05	0.000737399	2.21893e-05	8.71875e-05	0.000761919	0.000206521	9.01489e-05	3.31727e-05	0.000643895	2.4929e-05	0.00120836	0.00041819	0.00010582	0.0012163	0.00021883	0.000376083	0.000706086	2.89599e-05	0.000979101	0.000169421	0.0	7.99406e-05	1.56218e-05	0.000466079	8.03792e-05	0.000457014	2.76319e-05	0.000187441	6.58215e-05	0.00116685	0.000329714	1.78627e-05	7.96679e-05	0.0	3.84475e-05	0.000129395	0.0	0.0	0.000613545	0.000243307	0.000143467	0.000374607	0.0	8.2975e-05	0.000441623	0.0
GALACTUROCAT-PWY: D-galacturonate degradation I	0.00171103	0.000813047	0.0011516	0.000954562	0.00136589	0.00116243	0.000802123	0.00152755	0.000713656	0.00113436	0.00103248	0.00164101	0.000603765	0.0012476	0.000755988	0.00100004	0.00106148	0.000764073	0.000928535	0.000838989	0.000828853	0.0	0.000286132	0.0014092899999999	0.00164951	0.00183526	0.00166779	0.00087912	0.000577351	0.00105673	0.00060762	0.000733014	0.000729179	0.000955932	0.00157944	0.000537874	0.0010013	0.00147159	0.0011536	0.000803337	0.000681288	0.00203345	0.00129304	0.000561912	9.80786e-05	0.00154256	0.000966647	0.00103045	0.000790339	0.0012255	0.00128019	0.000675692	0.00190954	0.00126226	0.00109023	0.000642392	0.00142194	0.000639708	0.00182165	0.000529575	0.00134247	0.00083481	0.00162943	0.00172145	0.00146571	0.000313263	0.0010034	0.000892672	0.00115172	0.00119282	0.000453932	0.00128662	0.00117732	0.000925154	0.00092565	0.00148549	0.000992924	0.000368712	0.000807536	0.0012453	0.00181553	0.00185657	0.000280109	0.00143743	0.00158561	0.00103174	0.000655173	0.00207693	0.00189397	0.00127041	0.000733118	0.001015	0.000701839	0.00109857	0.00164285	0.00067505	0.00151957	0.000444489	0.00141126	0.00143315	0.000927688	0.00129195	0.00172582	0.0013843	0.00134464	0.00140449	0.000555864	0.00134929	0.00169201	0.000843297	0.0010999	0.00143227	0.00167783	0.000926613	0.000790245	0.00185543	0.000893703	0.000754458	0.00174828	0.00128143	0.00109206	0.00111145	0.00118052	0.0009204	0.00172092	0.0013421	0.000790374	0.000460053	0.000626382	0.00131446	0.00187902	0.002404	0.000753815	0.00120764	0.000578868	0.00132189	0.00122445	0.00181153	0.000842953	0.00125462	0.000768204	0.00141875	0.000879929	0.00152411	0.000971546	0.00188336	0.00191866	0.00069981	0.000790743	0.00166589	0.000664624	0.000790325	0.00110905	0.00123502	0.00133273	0.000975396
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.00252998	0.00170849	0.00246333	0.00214111	0.00252839	0.00275766	0.00147103	0.00322713	0.00136535	0.00206901	0.00180597	0.00300742	0.000489195	0.00212814	0.00115654	0.00283234	0.00247744	0.00178238	0.00232314	0.00267371	0.00149931	0.00607726	0.00258798	0.00385486	0.00265938	0.00375113	0.00247716	0.00185207	0.00122242	0.00256353	0.00139439	0.0013169	0.00240601	0.00217491	0.0015993	0.00293428	0.0043254	0.00305431	0.00170382	0.00118539	0.00305795	0.00175664	0.00228504	0.000712372	0.00250664	0.00184036	0.00278761	0.00116783	0.0019294	0.00155344	0.00164048	0.00227845	0.00382951	0.00281772	0.00179275	0.00282793	0.00325279	0.00148338	0.00369568	0.00203059	0.00224164	0.00207259	0.00372812	0.00211866	0.00330341	0.00124569	0.00400657	0.00250559	0.00432041	0.00289711	0.000795597	0.00211412	0.00115354	0.00117743	0.0025209	0.00155715	0.00237111	0.00190019	0.00145524	0.00316804	0.00287357	0.00342815	0.0035287	0.00256622	0.00112589	0.00110473	0.00192602	0.00302982	0.00356368	0.00221768	0.00161014	0.00247999	0.00194314	0.0027219	0.00168279	0.000895301	0.00436307	0.00265789	0.00296786	0.00236645	0.00156477	0.00241665	0.0025763	0.00205141	0.00211712	0.00193761	0.00139491	0.00504917	0.00283603	0.000971065	0.00246763	0.00234164	0.00231592	0.00147288	0.00233438	0.00322734	0.00241234	0.00187763	0.00259759	0.00207295	0.00174762	0.00355702	0.00369052	0.00178722	0.00331504	0.00246779	0.00303202	0.000934325	0.00169985	0.00223603	0.00249847	0.00469326	0.0011099	0.00184714	0.000700689	0.00256607	0.00121118	0.00309146	0.00216089	0.00240811	0.00203766	0.00212184	0.00204032	0.00231707	0.00149369	0.00171824	0.00283204	0.00104387	0.00277899	0.00262066	0.0022472	0.00149519	0.00187279	0.00136821	0.00288131	0.00203062
GLUCARDEG-PWY: D-glucarate degradation I	1.54971e-05	4.90998e-05	5.99147e-05	0.000234426	0.00065458	0.000275251	0.0	0.000135549	0.000863445	1.72035e-05	6.67024e-05	0.000160794	0.0	0.00137182	1.58754e-05	6.95394e-05	0.000444631	0.000327787	0.000146141	0.00100587	0.0	0.0	0.000116358	0.000101093	0.000217851	0.000904413	8.6285e-05	0.0	0.000392521	5.54777e-05	0.000145989	0.0	0.0	5.15288e-05	0.0	0.0	9.35794e-05	0.0	0.000300024	0.000455955	0.000362263	0.000424166	0.00024221	5.94583e-05	0.0	6.4387e-05	0.0	6.50864e-06	0.000310882	0.000133656	0.000160329	0.000142619	0.00264855	0.000102896	5.60389e-05	0.000139037	0.00117626	0.000234438	0.000264888	0.000435684	7.89164e-05	0.0	0.00151017	5.21566e-05	0.000150179	9.4483e-05	0.000530947	0.0	0.000243962	0.00270663	7.17611e-05	0.000185317	0.000428695	0.0	5.03967e-05	8.52195e-05	0.000289488	0.000180296	0.000129472	6.09091e-05	0.000145083	0.000174395	4.02758e-05	0.00018629	3.30883e-05	2.66373e-05	1.67453e-05	0.000465087	0.00022257	9.35787e-05	0.0	0.000245699	4.45804e-05	0.000528892	0.000143661	0.0	0.000103132	0.0	0.000154946	0.00156934	0.000290628	0.000862916	0.000345262	0.00122872	6.34133e-05	0.000129054	0.0	0.000361315	5.23585e-05	4.36018e-05	0.000115549	0.00103566	8.48071e-05	0.00010354	2.87949e-05	0.000565961	8.2358e-05	0.000117697	0.000174324	0.000556921	0.000985991	1.26307e-05	1.20006e-05	0.000812597	5.23676e-05	0.000309568	1.87248e-05	0.0	0.0	0.000302103	7.4642e-05	0.000135113	0.000112785	0.000653383	6.10895e-05	0.000927659	0.000217933	5.67935e-05	0.000174759	0.000909429	0.000312452	1.59302e-05	0.000146156	8.92205e-05	0.000142735	0.000144085	0.000223795	0.0	0.000260907	0.000197664	0.000275851	0.000458287	3.19597e-05	5.07873e-05	0.000622491	7.799e-05
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	1.70536e-05	5.16394e-05	6.19375e-05	0.000324674	0.00142029	0.000365411	0.0	0.000193509	0.00121556	1.86272e-05	0.000153874	0.00018814	0.0	0.00269364	1.66233e-05	7.74298e-05	0.000649333	0.000567228	0.000238015	0.00123833	0.0	0.0	0.000283841	0.000115288	0.000294484	0.00273689	0.000229468	0.000136426	0.000659028	5.6813e-05	0.000216045	7.12168e-05	0.0	5.57916e-05	0.0	0.0	9.58367e-05	0.0	0.000361771	0.000514782	0.000615804	0.000934688	0.00036242	7.27789e-05	0.0	7.55964e-05	0.0	6.51744e-06	0.000508623	0.00017092	0.000208775	0.000172523	0.00396742	0.000105372	6.1942e-05	0.000189439	0.00183792	0.000441337	0.00045965	0.000527457	0.000113509	0.0	0.00223021	5.72852e-05	0.000186191	0.000112261	0.000872501	0.0	0.000425678	0.00354908	7.56704e-05	0.000506155	0.00104265	0.0	6.32916e-05	0.000265757	0.000377615	0.000205498	0.000153098	6.92631e-05	0.000187435	0.000267341	0.000411772	0.000290537	3.40098e-05	3.08816e-05	1.72023e-05	0.000790888	0.000380162	0.000104524	5.03794e-05	0.000285077	4.55417e-05	0.000871036	0.00017852	0.0	0.000159441	0.0	0.000212452	0.00263017	0.000367401	0.00131975	0.000474936	0.00267366	6.55686e-05	0.000207529	0.0	0.000465321	5.91477e-05	5.89903e-05	0.000165359	0.00144037	9.80749e-05	0.00010995	3.11593e-05	0.000729742	0.000125423	0.000156847	0.000186308	0.000770469	0.0011857	3.10539e-05	1.26294e-05	0.00128161	6.22302e-05	0.000361284	9.99939e-05	0.0	0.0	0.000436264	0.000162947	0.00018846	0.000122724	0.000893841	6.77184e-05	0.00177837	0.000319385	0.000114062	0.000800629	0.00143989	0.000456818	1.63012e-05	0.000205783	0.000108524	0.00024058	0.000215565	0.000380236	0.0	0.000481896	0.0004447519999999	0.000290503	0.000613361	3.30139e-05	7.92498e-05	0.000756888	8.81561e-05
GLUCONEO-PWY: gluconeogenesis I	0.00460169	0.00401107	0.00388876	0.0037281	0.00453774	0.00489592	0.00381857	0.00482401	0.00378868	0.00494613	0.00480941	0.00544259	0.00523525	0.00493934	0.00319744	0.00518985	0.00509226	0.00603555	0.00439853	0.00469071	0.0020178	0.00551514	0.00425882	0.00435815	0.00586363	0.0030649	0.00482697	0.00556307	0.00499532	0.00462673	0.0044156	0.00395638	0.00417626	0.00387649	0.00372433	0.00393493	0.00412775	0.00496427	0.00485005	0.00407326	0.00537158	0.00160794	0.00470598	0.0043267	0.00213865	0.00536419	0.00290514	0.0035216	0.00425798	0.00664538	0.00419065	0.0051699	0.00462071	0.00321354	0.00542685	0.00487754	0.00436534	0.00448038	0.00392911	0.00473369	0.00575583	0.00363915	0.00491387	0.00505553	0.00450301	0.00587603	0.00274091	0.00349075	0.00324926	0.00480971	0.00483294	0.0043338	0.00420655	0.00466588	0.00437065	0.00434716	0.00452978	0.00368486	0.00478944	0.00406301	0.00452815	0.0049933	0.0022291	0.00409128	0.00359146	0.00381269	0.00508232	0.00479372	0.00501964	0.00524549	0.00447463	0.00491803	0.00602758	0.00473532	0.00421585	0.00496457	0.00617405	0.00425081	0.00456986	0.00508465	0.00456258	0.0053634	0.00402915	0.0050243	0.00393163	0.0039104	0.00461773	0.00515981	0.00457824	0.00470823	0.00430144	0.00384751	0.00342746	0.00445289	0.00388829	0.00465411	0.00325785	0.00387267	0.00388207	0.00451091	0.00571528	0.0055916	0.00408533	0.00411475	0.00426816	0.00445997	0.00441499	0.00344635	0.00547175	0.004619	0.00194602	0.00503875	0.00569491	0.00530934	0.00515676	0.00414379	0.00517887	0.00506675	0.00296513	0.00446566	0.00449767	0.00570889	0.0037198	0.00398973	0.00452262	0.00438513	0.00503905	0.00393056	0.00445686	0.00387434	0.00373741	0.00336302	0.00638017	0.00503079	0.00554627	0.00477398
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	0.00593143	0.0	0.00490561	0.00434241	0.00313203	0.00404326	0.0	0.00419967	0.0016254	0.0	0.00300399	0.00435489	0.00198757	0.00292772	0.00433847	0.00608144	0.00240393	0.00291246	0.0043629	0.00537296	0.0	0.0	0.00203703	0.00449615	0.00260588	0.00592714	0.0	0.0	0.00410545	0.0	0.00348873	0.0059348	0.0	0.0	0.00368831	0.00439098	0.0	0.00504114	0.00381084	0.00527399	0.00185063	0.00250448	0.00247818	0.00247068	0.00749717	0.00265489	0.00244237	0.00781798	0.00273511	0.00534956	0.00336758	0.00224011	0.0042705	0.0	0.0	0.00379251	0.00522186	0.0019444	0.00467493	0.0031775	0.00359289	0.0	0.00426608	0.0031907	0.0054237	0.00679237	0.0059716	0.00610262	0.00518321	0.00290719	0.0	0.00406775	0.00210568	0.00403407	0.0035691	0.00254525	0.0051774	0.00191775	0.00634936	0.00491695	0.00605693	0.00289717	0.00993507	0.00451264	0.00566304	0.00247767	0.00543336	0.00347672	0.00285904	0.00359285	0.0	0.00504153	0.00625384	0.00376553	0.0	0.00331003	0.00413506	0.00676465	0.00462005	0.00411446	0.00379162	0.0032536	0.00369191	0.0039424	0.0	0.00293841	0.0	0.0062737	0.0	0.0	0.00304222	0.0038039	0.00527137	0.00584232	0.00546416	0.00551728	0.0037047	0.00625524	0.00457356	0.00299223	0.00344737	0.00411772	0.0	0.00395008	0.00481892	0.00389483	0.0	0.0	0.0	0.00376729	0.00191555	0.00352642	0.00766113	0.00346905	0.00270243	0.00223486	0.00137596	0.00470518	0.0	0.00313344	0.00478088	0.00519101	0.00267087	0.0	0.00451582	0.00284239	0.0	0.00317809	0.00574616	0.00456197	0.00533601	0.00454917	0.00713813	0.0	0.00391373	0.0055753
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	0.00195135	0.00145245	0.00163658	0.00111023	0.0017041	0.00159762	0.00113168	0.00178007	0.00079939	0.00140015	0.00115598	0.00155829	0.00114533	0.00146637	0.000785018	0.0017768	0.00179083	0.000894454	0.00137727	0.000925863	0.00106418	0.000868898	0.000331488	0.00172411	0.00193843	0.00177332	0.00166567	0.00115144	0.000614081	0.00113774	0.000714494	0.000856735	0.000823985	0.00164408	0.00131421	0.000637821	0.0015768	0.00167039	0.00131829	0.000841266	0.000817248	0.00217226	0.00155606	0.000690328	0.000121718	0.00237318	0.00120406	0.000848366	0.00152292	0.00179642	0.00141875	0.000738593	0.00199233	0.00164905	0.00128331	0.00177298	0.00167922	0.000888462	0.0033746	0.000830906	0.00156431	0.000974476	0.00160774	0.00184985	0.00171858	0.000432493	0.00206691	0.00121591	0.00189571	0.00139782	0.000630537	0.00174769	0.00150775	0.0016526	0.00109208	0.00173562	0.00108801	0.000436945	0.0010965	0.00178804	0.00263612	0.00201068	0.000267391	0.00165694	0.00171137	0.00109364	0.00093737	0.00210435	0.00247127	0.00154432	0.000785187	0.00127669	0.00113038	0.00159964	0.0018134	0.000792617	0.00172456	0.000513522	0.00147336	0.00157967	0.00129351	0.00149111	0.00163269	0.00162959	0.00152046	0.00173947	0.000596173	0.00140313	0.00216506	0.00100371	0.0020158	0.00139832	0.00168001	0.00110966	0.00129282	0.00192844	0.00144612	0.00127482	0.00194841	0.00115428	0.00123596	0.00173497	0.00200498	0.00110161	0.00182326	0.00135826	0.00120286	0.00068041	0.000744711	0.0013673	0.00219688	0.00376652	0.00105027	0.00158258	0.000676451	0.00154151	0.0015009	0.00264809	0.00188543	0.00152118	0.000887804	0.00142536	0.000999031	0.00169352	0.00112337	0.00209647	0.00229474	0.00084926	0.00135798	0.0020021	0.0010074	0.000921792	0.00178593	0.00134461	0.00156487	0.00143006
GLUDEG-I-PWY: GABA shunt	0.000397975	0.000239814	0.000446326	0.0	0.000601891	0.000669453	0.000279487	0.000685798	0.000694941	0.000430666	0.000259931	0.000932037	0.00161226	0.000868227	0.0	0.000755353	0.00112703	0.000522328	0.000242485	0.00051224	0.000159669	0.0	0.000750227	0.00068777	0.000155383	0.00025406	0.00012069	0.000221142	0.000683258	0.0013349	0.000156842	0.000124032	0.000671666	0.000431383	0.000593883	0.000356338	0.000349824	0.000141997	0.000180206	0.000133232	0.000254812	0.0	0.000304506	0.00198429	2.85254e-05	0.000549266	0.000171364	0.00017952	0.000491088	0.00050283	0.001081	0.000216443	0.0010166	4.99656e-05	0.000251027	0.000179226	0.000182727	0.000610124	0.00067859	0.000549749	0.000112374	0.000597978	0.00101087	0.000800869	7.66086e-05	0.00167281	0.000274545	0.000316336	0.000191315	0.0011192	0.000757404	0.000951753	0.00111004	0.000244435	0.000769341	0.00056761	0.000443708	0.000258465	0.000482688	0.000471055	0.000430514	0.00027475	3.92375e-05	0.000798796	0.000418866	0.00115597	0.00025441	0.00110281	0.000272523	0.000700608	0.000251175	0.000140547	0.000141933	0.000819286	0.000249499	0.000833738	0.00132505	7.12172e-05	0.000504602	0.000652449	0.000873513	0.00158033	0.000397127	0.000698974	0.000402855	0.00130337	0.00081913	0.000193332	0.00056198	0.000101268	0.000157117	0.000887229	0.000576306	0.000290328	0.000325412	0.000358049	8.73721e-05	0.000238769	0.000863679	0.000372597	0.00128062	0.000259795	0.00099207	0.000669451	0.000600657	0.000584242	0.000348252	0.000296932	0.000383012	0.000735792	5.27149e-05	0.00068891	0.000348587	0.000585746	0.00058363	8.5196e-05	0.000455918	0.000308796	0.000111176	0.00122739	0.00061232	0.000277564	0.000358008	0.000580368	0.0021045	0.00045741	0.000287413	0.000634414	0.000242101	0.000303579	0.000670332	0.000249757	0.000369353	0.00042925	0.000372763	0.000893657
GLUTORN-PWY: L-ornithine biosynthesis I	0.00890747	0.00693822	0.00995209	0.00612702	0.00706818	0.00861549	0.010074	0.00776904	0.0064327	0.00917554	0.00747301	0.00776047	0.00645845	0.00552822	0.00827783	0.00923959	0.00707814	0.00602115	0.00868266	0.00628921	0.00431524	0.00500988	0.0062908	0.00817899	0.004808	0.00617838	0.0105993	0.00788281	0.00571874	0.00686307	0.00821654	0.00781807	0.00872262	0.00901361	0.00739829	0.0101737	0.00818975	0.00784302	0.00710424	0.00916045	0.004487	0.007414	0.00912594	0.00853586	0.012024	0.0103692	0.00617642	0.00942417	0.00987474	0.00975408	0.00837668	0.00572108	0.00474595	0.0106731	0.0102499	0.00746957	0.00619351	0.00672304	0.00955275	0.00731992	0.0048458	0.0090038	0.00614512	0.00700642	0.0090603	0.00525958	0.0043019	0.0110004	0.00714755	0.0045024	0.00994471	0.0083335	0.00485358	0.00388325	0.007219	0.00762533	0.00766364	0.00578955	0.0087275	0.00955318	0.00940851	0.0062713	0.0107479	0.00807862	0.0102184	0.00925303	0.0093463	0.00705047	0.00534722	0.00737058	0.00736219	0.00889177	0.00862731	0.00675778	0.00858752	0.00725755	0.00490181	0.0100228	0.00669407	0.00505701	0.00762122	0.00562614	0.00707006	0.00606531	0.00905668	0.00746163	0.010439	0.00617212	0.00892139	0.00516712	0.0111354	0.00327309	0.00877428	0.00789127	0.00926457	0.00833033	0.00772904	0.00829225	0.00921428	0.00939138	0.00545084	0.00915528	0.0100082	0.00565081	0.00807849	0.00761675	0.00935287	0.0073838	0.00970273	0.00811038	0.00548739	0.00946616	0.00694726	0.00313359	0.00689046	0.00817738	0.00557474	0.00829789	0.0050673	0.00544387	0.00754533	0.0093158	0.0062638	0.00755118	0.00648076	0.00574319	0.00776036	0.00651051	0.00824384	0.0079971	0.00845245	0.00909924	0.00817377	0.00963064	0.00634118	0.00852702
GLYCOCAT-PWY: glycogen degradation I	0.00286774	0.000486238	0.000371454	0.00232072	0.00100231	0.00129174	0.00358285	0.00195931	0.000708004	0.0030831	0.000832206	0.000681851	0.00137191	0.00168618	0.00291408	0.000844472	0.00235368	0.00142745	0.00233029	0.00203272	0.00166981	0.0	0.000498673	0.00134421	0.00366344	0.00129469	0.00107842	0.00236987	0.0010855	0.00227003	0.0010022	0.0034869	0.00182528	0.00299505	0.000964368	0.000140087	0.00190294	0.000141751	0.000668841	0.000395705	0.00339584	0.00240453	0.000709432	0.0016486	0.000888203	0.00296376	0.00145759	0.000436771	0.000511179	0.000525541	0.00223411	0.00268887	0.00175096	0.00349322	0.00109676	0.000830063	0.000486941	0.00145008	0.00116384	0.000529721	0.000821081	0.00523988	0.00225319	0.00121034	0.00225549	0.0050218	0.00062017	0.000477526	0.000876714	0.0014281	0.00394519	0.00110111	0.00390599	0.00281545	0.00266581	0.0033613	0.000964593	0.00234805	0.000421666	0.0010651	0.00047579	0.00144431	0.0	0.00164974	0.00388037	0.000739768	0.000565664	0.00143502	0.00305697	0.00183541	0.00222755	0.00111512	0.000438976	0.00197665	0.0039281	0.00410675	0.00212147	0.000961029	0.00149497	0.0012653	0.00109103	0.000685708	0.00155495	0.00107287	0.00429631	0.0028044	0.00209621	0.000667355	0.00183787	0.00495718	0.00202126	0.000876176	0.00121819	0.000649205	0.00218921	0.000417364	0.00164289	0.00126635	0.000992955	0.00103828	0.00110112	0.0025524	0.00146597	0.00150508	0.000938819	0.000541732	0.000504732	0.000854343	0.00230247	0.00315537	0.00235241	0.00331853	0.000111932	0.00206462	0.00281632	0.00234228	0.00318604	0.00219898	0.00313663	0.00237532	0.00144929	0.000603335	0.00314827	0.00145485	0.00326304	0.0021008	0.00205791	0.00186303	0.001194	0.00500715	0.000552612	0.00376827	0.00063276	0.00136869	0.00261399	0.00233594
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.0152025	0.00974428	0.0134452	0.0119045	0.00911838	0.0127995	0.0118234	0.0120582	0.00577831	0.015353	0.0122945	0.011818	0.0130318	0.00729311	0.0126311	0.0143575	0.0110491	0.0144931	0.0126622	0.00990638	0.00750202	0.0134679	0.00955275	0.0130016	0.00726646	0.00796578	0.0139246	0.0094151	0.00924229	0.010967	0.014193	0.0109687	0.0104978	0.0147313	0.0122127	0.0170227	0.0141971	0.0127444	0.0121341	0.0139119	0.00422128	0.00488125	0.0123568	0.0138813	0.0116771	0.0154553	0.00985576	0.0145738	0.0165031	0.0118086	0.0122795	0.00925967	0.0059024	0.0150164	0.017323	0.0110504	0.010323	0.00898332	0.0132694	0.0123253	0.0107544	0.0145093	0.00827934	0.0126103	0.0133013	0.00838982	0.00979065	0.0168109	0.0110342	0.00569436	0.0164149	0.0132178	0.00776879	0.00750807	0.0125896	0.00961632	0.0133167	0.0108844	0.0132074	0.0153849	0.0141461	0.00951016	0.0152011	0.0123981	0.00702703	0.0148395	0.0134095	0.0110728	0.00941178	0.0110974	0.011179	0.0142736	0.0113242	0.0105448	0.013569	0.0142448	0.00898238	0.016293	0.011945	0.00699931	0.0135767	0.00856006	0.00984732	0.00800785	0.0145582	0.0123206	0.0133542	0.0105551	0.0134196	0.010098	0.0160289	0.00503128	0.0147381	0.0112521	0.0134518	0.0137489	0.0117328	0.0106816	0.0126618	0.0141669	0.00800265	0.0145134	0.0169823	0.00818226	0.013473	0.0126258	0.0167286	0.0151648	0.0153178	0.010025	0.00905342	0.0123345	0.00935244	0.00650714	0.01094	0.00821538	0.0065981	0.0123463	0.00937245	0.00744532	0.0107118	0.0123203	0.00952999	0.0127388	0.0102279	0.00938965	0.0108235	0.0122694	0.0127917	0.011313	0.0128001	0.014097	0.00885041	0.015009	0.0100671	0.0127683
