# Pathway	VF421	LILT_VF378	VF399	LILT_VF334	VF419	LILT_VF300_T016	LILT_VF73_16	VF417	LILT_VF318	LILT_VF270_T017	LILT_VF360	LILT_VF234_T017	VF403	VF425	LILT_VF106_16	LILT_VF120_16	LILT_VF155_T017	LILT_VF207_T017	LILT_VF379	LILT_VF100_T016	LILT_VF176_T017	LILT_VF394	LILT_VF174_T017	LILT_VF363	LILT_VF71_16	LILT_VF142_T017	LILT_VF145_T017	VF401	VF402	LILT_VF65_16	LILT_VF232_T017	VF412	LILT_VF77_16	LILT_VF95_16	LILT_VF385	LILT_VF392	LILT_VF377	LILT_VF29_16	LILT_VF208_T017	LILT_VF348	LILT_GF15_16	LILT_VF281_T017	LILT_VF114_T017	LILT_VF154_T017	LILT_VF240_T017	VF400	LILT_VF107_16	LILT_VF264_T017	LILT_VF313	LILT_VF222	VF406	LILT_VF328	LILT_VF217_T017	VF423	LILT_VF166_T017	LILT_VF251_T017	LILT_VF315	VF404	LILT_VF167_T017	LILT_VF273_T017	LILT_VF138_T017	LILT_VF109_16	LILT_VF63_16	LILT_GF11_16	LILT_VF311	LILT_VF110_16	LILT_GF04_16	LILT_VF05_16	LILT_VF306	LILT_VF75_16	LILT_VF74_16	LILT_VF303	LILT_VF337	LILT_VF12_16	LILT_VF41_16	LILT_VF76_16	LILT_VF78_16_A	LILT_VF243	LILT_VF01_16	LILT_VF14_16	LILT_VF34_16	LILT_VF298	LILT_VF81_16	LILT_VF39_16	LILT_VF84_16	LILT_VF31_16	LILT_VF10_T016	LILT_VF43_16	LILT_VF339	LILT_VF380	LILT_VF82_T016	LILT_VF279_T016	LILT_VF326	LILT_VF370	LILT_VF28_T016	LILT_VF18_T016	LILT_VF262_T016	LILT_VF265_T016	LILT_VF189_T016	LILT_VF40_16	LILT_VF140_T016	LILT_VF255_T016	LILT_VF261_T016	LILT_VF06_16	LILT_VF170_T016	LILT_VF259_T016	LILT_VF00TL_16	LILT_VF335	LILT_VF171_T016	LILT_GF06_16	LILT_VF293	LILT_VF206_T016	LILT_VF212_T016	LILT_VF263_T016	LILT_VF351	LILT_VF192_T017	LILT_VF314	VF416	LILT_VF02_T016	LILT_VF04_16	LILT_VF07_16	LILT_VF30_16	LILT_VF32_T016	LILT_VF35_16	LILT_VF37_16	LILT_VF38_16	LILT_VF47_16	LILT_VF50_16	LILT_VF55_T017	LILT_VF56_16	LILT_VF60_T016	LILT_VF62_T017	LILT_VF66_T017	LILT_VF67_16	LILT_VF69_16	LILT_VF70_16	LILT_VF90_16	LILT_VF97_16	LILT_VF102_T017	LILT_VF172_T017	LILT_VF197_T017	LILT_VF214_T016	LILT_VF301_T016	VF397	LILT_VF382	LILT_GF12_16	LILT_VF236_T017	LILT_GF16_T017	LILT_GF17_16	LILT_GF18_T016	LILT_VF216_T017	LILT_VF346	LILT_VF362	LILT_VF390	LILT_VF391	VF359	VF388	VF458	VF444	VF446	VF440	VF453	VF445	VF449	VF465	VF459	VF439	VF450	VF452	VF448	VF463	VF461	VF462	VF455	VF464	VF469	VF443	VF347	VF442	VF274	VF322
PWY-5198: factor 420 biosynthesis II (mycobacteria)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.04992e-05	0.0	0.0	0.0	0.0	6.76924e-05	0.0	0.0	0.0	9.77198e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23645e-05	0.0	0.0	0.0	0.0
PWY-5209: methyl-coenzyme M oxidation to CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82044e-05	0.0	0.0	0.0	0.0	5.76856e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.22113e-06	0.0	0.0	0.0	0.0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0.000200499	8.36661e-05	0.000246955	0.0	0.00609075	0.0	0.0	0.00380468	0.0	0.0	0.0	0.000128276	0.00666891	0.0049723	0.0	0.0	0.0	0.000143974	0.000715162	0.000143895	0.0	0.0	0.000160657	0.0	7.29569e-05	0.0	0.0	0.00422323	1.42996e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.622e-05	0.0	0.000240949	0.000104601	0.00014373	0.000149112	0.000490773	0.000303821	8.93117e-05	6.00632e-05	0.0	0.0	0.0039319	0.0	0.0	0.0	0.0	0.0	0.0	0.00563832	0.0	0.0	0.0	0.0	0.00776313	0.0	0.0	0.0	0.00013388	0.0	0.0	0.0	0.0	0.000215309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045039	0.0	9.38443e-05	3.24995e-05	0.0	0.0	0.000141194	0.0	0.0	0.0	0.0	8.65225e-05	0.000132682	0.0	0.0	0.0	0.0	0.000239558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000492578	0.0	0.000169509	0.0	0.000297615	0.0	0.0	0.000279528	0.0	0.0	0.000552827	0.0	0.0	0.000212159	0.0	0.000171721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116091	0.0	0.00048336	0.00011392	0.0	0.000143611	0.00260662	0.0	0.0	0.0	0.000469439	0.0	0.00270855	0.00283818	0.0	0.0	0.000213556	0.0	0.00146795	0.0	0.00488023	0.0	0.0	0.0	0.000247015	0.0	0.0	0.000102918	0.000101818	0.0	0.0	0.000861223	0.0	0.000279489	0.00575087	0.000361731	0.000540942	5.46358e-05
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.000673572	0.000625617	0.000513268	0.00241039	0.00135568	0.0033423	0.00237187	0.000152249	0.000944415	0.00202535	0.00293691	0.0032879	0.000745911	0.000474691	0.00212363	0.00148047	0.000752788	0.00263637	0.00117678	0.000251982	0.000139222	0.0	0.0	0.00261959	0.00393554	0.00358687	0.00128226	0.00211772	0.00335314	0.00215691	0.000781073	0.000517976	3.64444e-05	0.00202752	0.00339176	0.00293619	0.00199651	0.0	0.000173228	0.00310036	0.00101136	0.00118334	0.00393632	0.0029301	0.00299955	0.00210809	0.00326638	0.000361876	0.00272911	0.000158499	0.00304722	0.0028804	0.00444317	0.0	0.000743196	0.000534509	0.0035211	0.0013027	0.00105083	0.00186449	0.00289982	0.00416188	0.0	0.0022757	0.000216861	0.000920968	0.0	0.0	0.00307904	5.81393e-05	0.00205912	0.00230637	9.68459e-05	0.0	0.00264517	0.00258132	0.00195854	0.0	0.000671237	0.00284412	0.000308316	0.000514635	0.000161365	4.3105e-05	0.00113599	0.000155667	0.0011176	0.00294698	0.0	0.00119667	0.0	6.34418e-05	0.00386866	0.00308533	0.0	0.0	5.25311e-05	0.000318322	0.000501578	0.00239849	0.000987195	0.000888465	0.000840293	0.00206748	0.00120716	0.00255224	0.00121669	0.00231509	0.00111277	0.00368601	0.0	0.0	0.000151518	3.28936e-05	0.00162747	0.00190948	0.00276291	0.00131892	0.000465156	0.00353437	0.00162308	0.00277523	0.0	0.000137866	0.00291163	0.0	0.0030479	0.000555005	0.000481886	0.00310257	0.0	0.000197169	0.0	0.000508092	0.00100826	0.000564417	0.00192752	0.00261263	0.000392946	0.0	0.00267201	0.00333758	0.00366672	0.00246674	0.00128484	0.000559075	0.00376491	0.000102682	0.00139907	0.000957148	0.00208022	0.00046658	0.0	0.0032889	0.000792034	0.00317553	0.00167369	0.00190955	0.0	0.00179275	0.00183367	0.00390425	0.0016101	0.00115739	0.00189946	0.00443297	0.001289	0.00159995	0.00256086	0.000655292	0.00473134	0.00313648	0.00128673	0.000665087	0.00369745	0.00112234	0.00359686	0.00176739	0.00073435	0.00365708	0.00112996
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	0.000130792	0.000286661	0.000198608	0.00084794	0.000777992	0.00220687	0.00116645	0.00220916	0.000600264	0.00098842	0.00493398	0.00222573	0.0015746	0.00322873	0.00347936	0.000985152	0.0	0.00170359	0.0041774	6.62724e-05	0.0	3.17872e-05	8.00002e-05	0.000736034	0.00411214	0.00196952	0.000342373	0.00374414	0.00350326	0.00160136	0.000402601	5.90619e-05	0.000142723	0.000843602	0.00200514	0.00491989	0.000817572	0.0	0.00643849	0.00297861	0.000315686	0.000539726	0.00205439	0.0041909	0.00463978	0.00138858	0.00286951	0.0	0.00164873	5.53081e-05	0.00292999	0.002545	0.0032421	0.0	0.000232815	0.000150178	0.00318132	0.00212511	0.00038472	0.00164907	0.00148946	0.00536958	0.00138482	0.00133244	0.0	0.000514854	0.0	0.0	0.00267949	0.0	0.00291809	0.00159351	0.0	0.0	0.00188767	0.00138651	0.0	6.13313e-05	0.000128677	0.00366062	0.000106869	0.000133158	0.0	0.0	0.000323927	0.0	0.0	0.00151307	6.04526e-05	0.000100145	0.0	2.23729e-05	0.00337851	0.00252058	8.03084e-05	0.0	0.00011751	0.0	0.000216951	0.0	0.00031921	0.000233278	0.000522866	0.000951109	0.000117377	0.000878734	0.000293109	0.000846712	0.000997751	0.003992	0.0	0.00104456	0.0	4.88716e-05	0.000497963	0.00119852	0.00400047	0.000850605	0.0	0.00216289	0.0	0.00105297	0.000109424	0.0	0.00157581	0.000172865	0.0029646	0.000110307	0.0	0.00321729	0.0	0.0	0.0	0.000208203	0.000347247	0.0	0.00123637	0.00372265	5.79297e-05	0.0	0.00150795	0.00525821	0.00252196	0.00129005	0.000407072	0.00012506	0.00227182	4.81506e-05	0.000449343	0.000484119	0.00476754	0.00543343	0.000365159	0.00401115	0.00506941	0.00318254	0.00151764	0.00137116	0.0	0.00108096	0.000176113	0.00151011	0.000630251	0.00226674	0.00010111	0.00256826	0.000412666	0.00104123	0.00148674	0.000465835	0.00218887	0.00320081	0.000346349	0.000612486	0.00457929	0.000670502	0.00142871	0.00289443	0.00034361	0.0	0.000702943
PWY-5367: petroselinate biosynthesis	8.67317e-05	1.63767e-05	8.99038e-05	0.00160972	0.00042941	0.000113063	0.000195838	0.00639117	0.0	0.000477626	0.00203796	0.000444282	0.0048411	0.00405761	0.000959567	0.000354622	0.0	0.000394559	0.00210007	0.0	0.0	0.000283881	0.0	0.000271996	0.00201143	0.000391015	5.80311e-05	0.00376004	0.00139093	0.000377967	0.000176144	0.000460812	6.99666e-05	0.00060707	0.000683246	0.00118109	0.000165757	0.0	2.13635e-05	0.00183924	8.41859e-05	9.40574e-05	0.000178258	0.00100826	0.000226585	0.000193038	0.00341586	5.15984e-05	0.000318473	0.0	0.00261113	0.000569459	0.000978686	0.0	0.000125985	0.0	0.000240391	0.00435532	1.07248e-05	0.000398258	7.06761e-05	0.00355545	0.000211667	0.00049708	0.0	9.09972e-05	0.0	0.0	0.000665747	0.0	0.000693707	0.000222708	0.0	0.0	0.000292333	0.000264123	0.000441566	0.0	4.512e-05	0.00144964	6.1839e-06	0.0	0.0	0.0	0.000130433	0.0	0.0	0.000350469	0.0	0.0	0.0	0.0	0.00115167	0.000528895	0.0	0.0	0.000167804	0.0	4.04938e-05	0.0	0.000224253	0.000117487	9.78221e-05	0.000172885	0.0	6.69983e-05	5.09071e-06	0.000362287	0.000107278	0.00166149	0.0	3.31135e-05	0.0	0.000173862	4.90645e-05	8.52654e-05	0.00157679	0.000185867	8.84423e-05	0.000623903	0.0	0.000273166	0.000427752	0.0	0.000387362	4.12213e-05	0.000859362	2.09555e-05	0.0	0.00124786	0.0	0.0	0.0	0.0	4.00949e-05	0.0	0.000358654	0.00161162	0.0	0.0	0.000476697	0.000269384	7.71193e-05	0.000774425	0.000128917	6.94102e-05	0.000738434	3.59445e-05	5.99671e-05	9.65973e-05	0.0016502	0.000949138	0.0	0.00135486	0.000681774	0.00169152	0.00111779	0.000458294	0.0	0.000115953	0.000359442	0.000826895	0.00043879	0.00213347	0.000214937	0.00127877	7.38908e-05	0.000341229	0.000252738	0.000242102	0.000287842	0.000763298	0.000126825	0.000115683	0.00113187	0.000858337	0.000227541	0.0066356	2.03878e-05	9.07105e-05	9.0448e-05
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0.001524	0.00583587	0.00188362	0.000776222	0.00713278	0.00364722	0.000953024	0.00542809	0.00115877	0.00143005	0.00305882	0.0022441	0.00615577	0.00625415	0.00323805	0.00168294	0.00093208	0.000993073	0.00447892	0.00162767	0.00118672	0.000895413	0.00164862	0.0012124	0.00395982	0.00396779	0.00151289	0.0041481	0.00314792	0.00122056	0.000831958	0.000792041	0.00176079	0.00266269	0.00206615	0.00255112	0.0019969	0.0025283	0.0048867	0.00113705	0.0011236	0.00105526	0.00278298	0.00408697	0.00291551	0.00337412	0.00184209	0.00199298	0.00143783	0.000894752	0.00401564	0.00129257	0.00189428	0.00568918	0.00482716	0.0011388	0.00342484	0.00497005	0.000483535	0.00109953	0.00167846	0.00406049	0.00474388	0.00335627	0.000388915	0.000949694	0.000962039	0.00183921	0.00163619	0.00160523	0.00215943	0.00297831	0.000741483	0.000483805	0.00248961	0.0013887699999999	0.00254018	0.00184805	0.00132333	0.00184652	0.00124385	0.00242018	0.000648915	0.00157174	0.00171575	0.00372566	0.000888335	0.00124936	0.00170722	0.00165138	0.000464559	0.000747209	0.00351011	0.00224672	0.00221702	0.00108275	0.00205358	0.0012199	0.00185034	0.00169654	0.00162562	0.00288736	0.0014277	0.00271101	0.000752954	0.00181472	0.00170363	0.00136913	0.00203832	0.00202432	0.00237561	0.00413292	0.00225049	0.00222894	0.0014219	0.00200386	0.00323985	0.00171407	0.00147331	0.00486226	0.000394968	0.00195297	0.00092286	0.000864731	0.001428	0.00144097	0.0029582	0.00060438	0.00143669	0.00236861	0.00101862	0.00232495	0.00132553	0.00210239	0.00271992	0.000554405	0.00141508	0.00175742	0.00182916	0.000347423	0.00124512	0.00518904	0.00333636	0.00229418	0.00205414	0.00120776	0.00125776	0.00192524	0.00150238	0.000857459	0.00499091	0.00460889	0.00185264	0.00384179	0.00445696	0.00434811	0.0088547	0.00167825	0.00327824	0.00227256	0.00288656	0.00199071	0.000796565	0.0045945	0.00166142	0.00111019	0.00120362	0.0029492	0.00130478	0.00249753	0.003177	0.00180431	0.00175134	0.00242282	0.00276207	0.00177797	0.00220185	0.00645379	0.0027194	0.00307544	0.00280366
PWY-5392: reductive TCA cycle II	0.0	0.000181612	2.94632e-05	3.18786e-05	0.0	0.000322439	0.000247284	0.0	0.0	0.000120692	0.0	0.000126971	0.0	0.0	0.0	0.0	0.0	6.27417e-05	0.0	0.0	0.0	0.0	0.0	9.10445e-05	0.0	0.0	5.6479e-05	0.0	3.45063e-06	0.000547973	3.34557e-05	0.0	0.0	0.000153183	0.000236257	0.0	0.0	0.0	0.0	0.000113642	7.03962e-05	0.0	0.00022206	0.0	0.0	0.0	1.86915e-05	0.0	0.000103034	0.0	0.0	0.000144296	0.0	0.0	0.0	0.0	8.51378e-05	0.0	0.0	0.00030499	0.0	0.0	0.0	0.0	2.88002e-05	0.0	0.0	0.0	0.000309172	0.0	0.0	0.00012916	0.0	0.0	0.000285742	0.000105892	0.0	0.0	0.0	6.56534e-05	2.49679e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000144179	4.59648e-05	3.64201e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.05251e-05	0.0	0.0	0.0	2.36149e-05	5.57144e-05	0.0	0.000145956	0.0	0.0	4.22849e-05	0.000234422	9.8349e-05	0.000153342	2.14466e-05	0.0	0.0	0.0	0.0	0.00020154	0.000149327	6.66842e-05	0.0	0.000227068	0.0	0.000227899	0.0	0.0	8.547e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000123198	0.0	0.0	0.0	0.0	0.0	0.000326765	0.0	0.000363851	0.0	0.0	1.8176e-05	0.000166741	0.0	9.84878e-05	0.0	0.0	0.0	0.0	6.25053e-05	0.0	0.0	0.0	0.000177781	0.0	8.50477e-05	0.0	0.00032785	0.0	0.0	0.0	0.000214587	2.72189e-05	0.000152162	0.000289368	0.0	0.0001587	4.20969e-05	4.32233e-05	0.0	0.0	3.75141e-05	0.000267345	0.0	6.24211e-05	0.0	0.000118253
PWY-5415: catechol degradation I (meta-cleavage pathway)	0.0	0.0	0.0	0.0	0.0	2.62795e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.38128e-05	0.00149103	0.0	0.0	0.0	0.0	0.000326921	3.13373e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.16782e-06	0.0	1.55986e-05	0.0	0.0	6.40492e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00103551	0.0	1.66673e-05	0.0	0.0	0.0	0.0	0.000195795	0.0	0.0	0.0	0.0	0.0	0.0	2.46287e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3361e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.41466e-05	0.0	2.15344e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000373044	0.0	0.0	0.0	0.0	0.0	0.000166538	0.0	0.0	0.0	0.0	1.46931e-05	0.000817852	0.000547242	0.0	0.0	0.0	0.0	0.0	0.0	0.000273271	0.0	0.000179703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35964e-05	0.00072483	0.0	0.0	0.0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0.0	2.13501e-05	0.0	0.0	0.0	0.000433893	0.0	0.002062	0.000141931	4.4042e-05	0.0	0.0	0.0	0.00135818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000368629	0.0	0.0	0.0	0.0	4.6327e-05	0.000846119	0.0	0.0	0.00272848	0.000108338	0.0	0.0	0.000645574	0.000143274	0.000469135	0.0	0.0	1.31856e-05	0.0	0.0	0.000344787	0.00215352	8.08256e-05	0.0	0.000246247	0.0	8.05689e-05	4.2864e-05	0.0	0.000705957	0.0	0.0	0.0	9.84259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000413618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15698e-05	0.0	0.0	0.0	0.0	0.000315974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000232867	6.85243e-05	0.0	1.15488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45824e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00270895	0.000643193	0.0	0.0	0.0	0.0	0.0	0.0	5.07548e-05	0.000176686	0.00206573	0.0	0.000746097	0.000458648	1.17081e-05	0.0	0.000318995	0.0	1.13586e-05	0.0	0.0	1.3983e-05	1.00468e-05	0.0	0.0	0.0	0.0	5.19762e-05	0.0	0.000586124	0.0	0.0	0.0	0.0	0.0	6.35638e-05	0.0	0.0	0.0	0.0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0.0	2.13501e-05	0.0	0.0	0.0	0.000433893	0.0	0.002062	0.000141931	4.4042e-05	0.0	0.0	0.0	0.00135818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000368629	0.0	0.0	0.0	0.0	4.6327e-05	0.000846119	0.0	0.0	0.00272848	0.000108338	0.0	0.0	0.000645574	0.000143274	0.000469135	0.0	0.0	1.31856e-05	0.0	0.0	0.000344787	0.00215352	8.08256e-05	0.0	0.000246247	0.0	8.05689e-05	4.2864e-05	0.0	0.000705957	0.0	0.0	0.0	9.84259e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000413618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15698e-05	0.0	0.0	0.0	0.0	0.000315974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000232867	6.85243e-05	0.0	1.15488e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45824e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00270895	0.000643193	0.0	0.0	0.0	0.0	0.0	0.0	5.07548e-05	0.000176686	0.00206573	0.0	0.000746097	0.000458648	1.17081e-05	0.0	0.000318995	0.0	1.13586e-05	0.0	0.0	1.3983e-05	1.00468e-05	0.0	0.0	0.0	0.0	5.19762e-05	0.0	0.000586124	0.0	0.0	0.0	0.0	0.0	6.35638e-05	0.0	0.0	0.0	0.0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	0.0	0.000115434	0.0	0.0	0.0	0.000229542	0.0	0.0	0.0	0.0	0.0	6.61632e-05	0.0	0.0	0.0	0.000145473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000166121	4.82661e-05	0.0	0.0	0.0	4.3881e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.37204e-05	0.00028158	0.0	0.0	0.000432828	0.0	0.000140556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000343885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.27364e-05	0.0	0.0	0.0	0.0	7.50354e-05	8.2139e-05	0.0	0.0	0.0	8.00424e-05	0.0	0.0	0.0	0.0	9.46618e-05	0.0	0.0	0.0	0.0	2.52796e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108814	0.0	0.0	2.02012e-05	0.0	0.000105363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81362e-05	0.000241554	0.0	0.0	0.0	0.0	0.0	0.0	0.000152269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000153546	0.0	0.0	0.0	0.0	0.000211811	0.0	0.0	0.0	0.0	0.0	0.0	0.000306461	0.0	0.0	0.0	4.41336e-05	0.0	9.57955e-05	0.000510065	0.000109055	0.0	6.56717e-05	0.0	0.0	7.35545e-05	0.0	0.0	0.000339359	4.29852e-05	0.000287742	0.00020993	0.000150557	7.5722e-05	0.000193267	0.0	0.0	0.000322643	0.0	0.000151412	0.0	5.17909e-05	0.000119403	4.54169e-05
PWY-5484: glycolysis II (from fructose 6-phosphate)	0.0035123899999999	0.00451873	0.00492501	0.0037133	0.00493221	0.00552308	0.00338609	0.00316291	0.00405549	0.00402242	0.00438894	0.00508806	0.00194389	0.00387292	0.00513133	0.00477989	0.0069146	0.00445043	0.00511833	0.00505156	0.00385517	0.00407351	0.00418131	0.00567077	0.00476427	0.00451689	0.00665128	0.00455186	0.00522071	0.00443428	0.0044997	0.00391474	0.00336859	0.00564925	0.00416101	0.00469624	0.00584545	0.00437626	0.00411713	0.00410811	0.00459538	0.00417252	0.00548817	0.00460026	0.00463635	0.00467732	0.00394461	0.00748433	0.00551874	0.00510108	0.00429314	0.00419736	0.00541559	0.00721341	0.00738744	0.00668247	0.0046989	0.00403687	0.00559847	0.00432059	0.00565727	0.00293803	0.00425332	0.00540653	0.00434575	0.00388037	0.00963579	0.00650126	0.00562283	0.00488215	0.00436887	0.00599597	0.00429659	0.00247095	0.00553075	0.00440543	0.00520257	0.00443529	0.00510978	0.00504357	0.00640517	0.00828862	0.0021053	0.00532517	0.00459656	0.00585955	0.00618393	0.0038604	0.00471892	0.00605946	0.00184826	0.00719934	0.00488165	0.00518632	0.00423624	0.00610462	0.00447869	0.00415815	0.00468117	0.0026438	0.00274857	0.00305617	0.00559659	0.00477597	0.00335659	0.0063102	0.00301291	0.0062572	0.00489607	0.00470781	0.00356442	0.0021107	0.00624396	0.00502482	0.00437494	0.00406955	0.00580889	0.00501779	0.00412168	0.00529254	0.00315108	0.00484799	0.00500809	0.00740373	0.00461751	0.00518869	0.00457449	0.0054144	0.00765269	0.00500989	0.00310318	0.00352868	0.00783283	0.0038863	0.00294553	0.00187286	0.00430415	0.00475398	0.00595483	0.00298311	0.00391446	0.00402288	0.00561021	0.00751225	0.0053118	0.00899929	0.0050233	0.00519956	0.00411052	0.00332427	0.00495561	0.00408337	0.00531065	0.00488129	0.00430658	0.00415779	0.00223766	0.00363462	0.006443	0.00420143	0.00391334	0.00459021	0.00306565	0.00311142	0.0027247	0.00574666	0.00514413	0.00414376	0.00524436	0.00379079	0.00573675	0.00465381	0.00552015	0.00330363	0.00448127	0.00338579	0.00407939	0.00263552	0.00557182	0.00375589	0.0054989
