Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Filename,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR13279694,WGS,300,5987193000,PRJNA686835,SAMN17126205,Metagenome or environmental,2146539389,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709422,NL_25,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_25,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NL_25,SRP298654
SRR13279695,WGS,300,5535846600,PRJNA686835,SAMN17126206,Metagenome or environmental,2132558204,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709421,NL_36,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_36,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:29:00Z,1,NL_36,SRP298654
SRR13279696,WGS,300,4919047200,PRJNA686835,SAMN17126208,Metagenome or environmental,1934511147,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709420,NL_55,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_55,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:32:00Z,1,NL_55,SRP298654
SRR13279697,WGS,300,4939753800,PRJNA686835,SAMN17126209,Metagenome or environmental,1958701136,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709419,NL_60,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_60,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,NL_60,SRP298654
SRR13279698,WGS,300,5351934300,PRJNA686835,SAMN17126210,Metagenome or environmental,2070688064,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709418,NL_62,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_62,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:26:00Z,1,NL_62,SRP298654
SRR13279699,WGS,300,4699645500,PRJNA686835,SAMN17126211,Metagenome or environmental,1803763101,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709417,NL_65,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_65,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,NL_65,SRP298654
SRR13279700,WGS,300,5106788700,PRJNA686835,SAMN17126212,Metagenome or environmental,1981733229,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709416,NL_67,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_67,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NL_67,SRP298654
SRR13279701,WGS,300,3562401600,PRJNA686835,SAMN17126213,Metagenome or environmental,1373067141,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709415,NL_76,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_76,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,NL_76,SRP298654
SRR13279702,WGS,300,4368846000,PRJNA686835,SAMN17126214,Metagenome or environmental,1706512794,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709414,NL_79,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_79,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:22:00Z,1,NL_79,SRP298654
SRR13279703,WGS,300,4987131600,PRJNA686835,SAMN17126215,Metagenome or environmental,1944027308,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709413,NL_88,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_88,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:35:00Z,1,NL_88,SRP298654
SRR13279704,WGS,300,4167016200,PRJNA686835,SAMN17126216,Metagenome or environmental,1590562729,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709412,NL_89,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_89,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:17:00Z,1,NL_89,SRP298654
SRR13279705,WGS,300,4643174700,PRJNA686835,SAMN17126172,Metagenome or environmental,1770549684,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709411,NL_134,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_134,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,NL_134,SRP298654
SRR13279706,WGS,300,5418646500,PRJNA686835,SAMN17126217,Metagenome or environmental,2126810659,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709410,NL_90,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_90,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,NL_90,SRP298654
SRR13279707,WGS,300,4579338000,PRJNA686835,SAMN17126218,Metagenome or environmental,1805366746,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709409,NL_95,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_95,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,NL_95,SRP298654
SRR13279708,WGS,300,5276254200,PRJNA686835,SAMN17126219,Metagenome or environmental,2072761094,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709408,NO_100,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_100,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,NO_100,SRP298654
SRR13279709,WGS,300,4100781600,PRJNA686835,SAMN17126220,Metagenome or environmental,1610411136,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709407,NO_109,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_109,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,NO_109,SRP298654
SRR13279710,WGS,300,4509827700,PRJNA686835,SAMN17126221,Metagenome or environmental,1766254373,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709406,NO_113,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_113,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:25:00Z,1,NO_113,SRP298654
SRR13279711,WGS,300,4361150400,PRJNA686835,SAMN17126222,Metagenome or environmental,1681254287,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709405,NO_115,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_115,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:28:00Z,1,NO_115,SRP298654
SRR13279712,WGS,300,3585249000,PRJNA686835,SAMN17126223,Metagenome or environmental,1377340248,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709404,NO_118,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_118,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:18:00Z,1,NO_118,SRP298654
SRR13279713,WGS,300,5082264600,PRJNA686835,SAMN17126224,Metagenome or environmental,1944458255,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709403,NO_122,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_122,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:27:00Z,1,NO_122,SRP298654
SRR13279714,WGS,300,4605796500,PRJNA686835,SAMN17126225,Metagenome or environmental,1758801726,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709402,NO_126,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_126,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NO_126,SRP298654
SRR13279715,WGS,300,4778296500,PRJNA686835,SAMN17126226,Metagenome or environmental,1816304018,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709401,NO_127,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_127,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:29:00Z,1,NO_127,SRP298654
SRR13279716,WGS,300,4945706100,PRJNA686835,SAMN17126173,Metagenome or environmental,1960913847,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709400,NL_137,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_137,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,NL_137,SRP298654
SRR13279717,WGS,300,4371998400,PRJNA686835,SAMN17126227,Metagenome or environmental,1666575024,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709399,NO_129,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_129,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:25:00Z,1,NO_129,SRP298654
SRR13279718,WGS,300,5621586000,PRJNA686835,SAMN17126228,Metagenome or environmental,2216562313,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709398,NO_130,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_130,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:26:00Z,1,NO_130,SRP298654
SRR13279719,WGS,300,5950741500,PRJNA686835,SAMN17126229,Metagenome or environmental,2372617207,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709397,NO_132,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_132,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NO_132,SRP298654
SRR13279720,WGS,300,4944099000,PRJNA686835,SAMN17126230,Metagenome or environmental,1958996873,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709396,NO_136,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_136,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,NO_136,SRP298654
SRR13279721,WGS,300,4714453500,PRJNA686835,SAMN17126231,Metagenome or environmental,1902568430,HANS KNOLL INSTITUTE,2016-04,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709395,NO_139,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_139,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:19:00Z,1,NO_139,SRP298654
SRR13279722,WGS,300,5419365000,PRJNA686835,SAMN17126232,Metagenome or environmental,2195914020,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709394,NO_141,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_141,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NO_141,SRP298654
SRR13279723,WGS,300,4704800400,PRJNA686835,SAMN17126233,Metagenome or environmental,1840440861,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709393,NO_145,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_145,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,NO_145,SRP298654
SRR13279724,WGS,300,5198872500,PRJNA686835,SAMN17126234,Metagenome or environmental,2127566259,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9709392,NO_153,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_153,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,NO_153,SRP298654
SRR13279725,WGS,300,5469584700,PRJNA686835,SAMN17126235,Metagenome or environmental,2248728418,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9709391,NO_175,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_175,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:22:00Z,1,NO_175,SRP298654
SRR13279726,WGS,300,4071152400,PRJNA686835,SAMN17126236,Metagenome or environmental,1639520196,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709390,NO_176,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_176,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:20:00Z,1,NO_176,SRP298654
SRR13279727,WGS,300,5803920600,PRJNA686835,SAMN17126174,Metagenome or environmental,2363271424,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709389,NL_140,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NL_140,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:24:00Z,1,NL_140,SRP298654
SRR13279728,WGS,300,4610872800,PRJNA686835,SAMN17126237,Metagenome or environmental,1873823742,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9709388,NO_177,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_177,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:24:00Z,1,NO_177,SRP298654
SRR13279729,WGS,300,4724315400,PRJNA686835,SAMN17126238,Metagenome or environmental,1943997287,HANS KNOLL INSTITUTE,2016-04,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9709387,NO_179,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_179,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:21:00Z,1,NO_179,SRP298654
SRR13279730,WGS,300,5331980700,PRJNA686835,SAMN17126239,Metagenome or environmental,2154455781,HANS KNOLL INSTITUTE,2016-04,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709386,NO_182,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_182,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:23:00Z,1,NO_182,SRP298654
SRR13279731,WGS,300,4371200400,PRJNA686835,SAMN17126240,Metagenome or environmental,1783642189,HANS KNOLL INSTITUTE,2016-04,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9709385,NO_190,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_190,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:26:00Z,1,NO_190,SRP298654
SRR13279732,WGS,300,4235530800,PRJNA686835,SAMN17126241,Metagenome or environmental,1657758456,HANS KNOLL INSTITUTE,2016-04,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9709384,NO_193,China,Asia,China: Shanghai,Homo sapiens,Illumina HiSeq 4000,feces,31.1883 N 121.4368 E,NO_193,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-05-01T00:00:00Z,2020-12-21T20:22:00Z,1,NO_193,SRP298654
