Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,ID,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR7124615,WGS,300,10917013800,PRJNA449784,SAMN08918143,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4215583101,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045943,China,Asia,China: Beijing,Homo sapiens,KD-034,HiSeq X Ten,39.97 N 116.38 E,KD-034,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:27:00Z,1,KD-034,SRP144673
SRR7124616,WGS,300,11232888600,PRJNA449784,SAMN08918144,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4469814200,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-23,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045942,China,Asia,China: Beijing,Homo sapiens,KD-035,HiSeq X Ten,39.97 N 116.38 E,KD-035,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:27:00Z,1,KD-035,SRP144673
SRR7124617,WGS,300,10467650700,PRJNA449784,SAMN08918149,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3938661160,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045941,China,Asia,China: Beijing,Homo sapiens,KD-040,HiSeq X Ten,39.97 N 116.38 E,KD-040,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:24:00Z,1,KD-040,SRP144673
SRR7124618,WGS,300,11940453000,PRJNA449784,SAMN08918150,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4588245317,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-23,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045940,China,Asia,China: Beijing,Homo sapiens,KD-041,HiSeq X Ten,39.97 N 116.38 E,KD-041,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:30:00Z,1,KD-041,SRP144673
SRR7124619,WGS,300,10298276100,PRJNA449784,SAMN08918306,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4113453936,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-01,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045939,China,Asia,China: Beijing,Homo sapiens,KD-197,HiSeq X Ten,39.9 N 116.25 E,KD-197,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:26:00Z,1,KD-197,SRP144673
SRR7124620,WGS,300,10695738300,PRJNA449784,SAMN08918305,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4288143980,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-01,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045938,China,Asia,China: Beijing,Homo sapiens,KD-196,HiSeq X Ten,39.9 N 116.25 E,KD-196,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:25:00Z,1,KD-196,SRP144673
SRR7124621,WGS,300,13003062900,PRJNA449784,SAMN08918308,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4891694817,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-02,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045937,China,Asia,China: Beijing,Homo sapiens,KD-199,HiSeq X Ten,39.9 N 116.25 E,KD-199,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:04:00Z,1,KD-199,SRP144673
SRR7124622,WGS,300,11623362000,PRJNA449784,SAMN08918307,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4572386722,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-01,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045936,China,Asia,China: Beijing,Homo sapiens,KD-198,HiSeq X Ten,39.9 N 116.25 E,KD-198,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:33:00Z,1,KD-198,SRP144673
SRR7124623,WGS,300,12635084700,PRJNA449784,SAMN08918229,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4949811792,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045935,China,Asia,China: Beijing,Homo sapiens,KD-120,HiSeq X Ten,39.93 N 116.18 E,KD-120,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:27:00Z,1,KD-120,SRP144673
SRR7124624,WGS,300,12721388700,PRJNA449784,SAMN08918230,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4894476396,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045934,China,Asia,China: Beijing,Homo sapiens,KD-121,HiSeq X Ten,39.93 N 116.18 E,KD-121,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:25:00Z,1,KD-121,SRP144673
SRR7124625,WGS,300,13892917800,PRJNA449784,SAMN08918304,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5352977155,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-02-29,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045933,China,Asia,China: Beijing,Homo sapiens,KD-195,HiSeq X Ten,39.9 N 116.25 E,KD-195,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:31:00Z,1,KD-195,SRP144673
SRR7124626,WGS,300,9976181700,PRJNA449784,SAMN08918303,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4042826180,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-02-29,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045932,China,Asia,China: Beijing,Homo sapiens,KD-194,HiSeq X Ten,39.9 N 116.25 E,KD-194,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:35:00Z,1,KD-194,SRP144673
SRR7124627,WGS,300,14068288200,PRJNA449784,SAMN08918225,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5263816339,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-26,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045931,China,Asia,China: Beijing,Homo sapiens,KD-116,HiSeq X Ten,39.9 N 116.23 E,KD-116,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:50:00Z,1,KD-116,SRP144673
SRR7124628,WGS,300,10170565200,PRJNA449784,SAMN08918226,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4121890673,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045930,China,Asia,China: Beijing,Homo sapiens,KD-117,HiSeq X Ten,39.93 N 116.18 E,KD-117,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:28:00Z,1,KD-117,SRP144673
SRR7124629,WGS,300,11976876000,PRJNA449784,SAMN08918227,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4439861926,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045929,China,Asia,China: Beijing,Homo sapiens,KD-118,HiSeq X Ten,39.93 N 116.18 E,KD-118,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:29:00Z,1,KD-118,SRP144673
SRR7124630,WGS,300,10000903800,PRJNA449784,SAMN08918228,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3840253765,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045928,China,Asia,China: Beijing,Homo sapiens,KD-119,HiSeq X Ten,39.93 N 116.18 E,KD-119,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:27:00Z,1,KD-119,SRP144673
SRR7124631,WGS,300,10026454500,PRJNA449784,SAMN08918221,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3938712837,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-21,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045927,China,Asia,China: Beijing,Homo sapiens,KD-112,HiSeq X Ten,39.9 N 116.23 E,KD-112,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:31:00Z,1,KD-112,SRP144673
SRR7124632,WGS,300,11366295600,PRJNA449784,SAMN08918222,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4437652176,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-21,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045926,China,Asia,China: Beijing,Homo sapiens,KD-113,HiSeq X Ten,39.9 N 116.23 E,KD-113,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:31:00Z,1,KD-113,SRP144673
SRR7124633,WGS,300,9020922600,PRJNA449784,SAMN08918223,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3613054623,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-21,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045925,China,Asia,China: Beijing,Homo sapiens,KD-114,HiSeq X Ten,39.9 N 116.23 E,KD-114,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:31:00Z,1,KD-114,SRP144673
SRR7124634,WGS,300,10301832300,PRJNA449784,SAMN08918224,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4145848145,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-21,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045924,China,Asia,China: Beijing,Homo sapiens,KD-115,HiSeq X Ten,39.9 N 116.23 E,KD-115,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:33:00Z,1,KD-115,SRP144673
SRR7124635,WGS,300,12224841300,PRJNA449784,SAMN08918317,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4670428444,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045923,China,Asia,China: Beijing,Homo sapiens,KD-208,HiSeq X Ten,39.9 N 116.25 E,KD-208,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:37:00Z,1,KD-208,SRP144673
SRR7124636,WGS,300,12244257300,PRJNA449784,SAMN08918097,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4763531699,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-19,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045922,China,Asia,China: Beijing,Homo sapiens,CON-057,HiSeq X Ten,39.9 N 116.23 E,CON-057,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:42:00Z,1,CON-057,SRP144673
SRR7124637,WGS,300,9560320500,PRJNA449784,SAMN08918212,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3808578792,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-10,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045921,China,Asia,China: Beijing,Homo sapiens,KD-103,HiSeq X Ten,39.9 N 116.23 E,KD-103,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:32:00Z,1,KD-103,SRP144673
SRR7124638,WGS,300,9321262500,PRJNA449784,SAMN08918211,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3541184586,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045920,China,Asia,China: Beijing,Homo sapiens,KD-102,HiSeq X Ten,39.9 N 116.23 E,KD-102,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:00:00Z,1,KD-102,SRP144673
SRR7124639,WGS,300,12289563300,PRJNA449784,SAMN08918214,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4778810020,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-15,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045919,China,Asia,China: Beijing,Homo sapiens,KD-105,HiSeq X Ten,39.9 N 116.23 E,KD-105,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:39:00Z,1,KD-105,SRP144673
SRR7124640,WGS,300,12778730100,PRJNA449784,SAMN08918213,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4781309327,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-08,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045918,China,Asia,China: Beijing,Homo sapiens,KD-104,HiSeq X Ten,39.9 N 116.23 E,KD-104,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:45:00Z,1,KD-104,SRP144673
SRR7124641,WGS,300,11821246800,PRJNA449784,SAMN08918216,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4599787268,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-19,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045917,China,Asia,China: Beijing,Homo sapiens,KD-107,HiSeq X Ten,39.9 N 116.23 E,KD-107,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:40:00Z,1,KD-107,SRP144673
SRR7124642,WGS,300,11701297200,PRJNA449784,SAMN08918215,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4473921066,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-20,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045916,China,Asia,China: Beijing,Homo sapiens,KD-106,HiSeq X Ten,39.9 N 116.23 E,KD-106,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:39:00Z,1,KD-106,SRP144673
SRR7124643,WGS,300,11685172800,PRJNA449784,SAMN08918218,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4491861195,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-21,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045915,China,Asia,China: Beijing,Homo sapiens,KD-109,HiSeq X Ten,39.9 N 116.23 E,KD-109,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:10:00Z,1,KD-109,SRP144673
SRR7124644,WGS,300,9459593400,PRJNA449784,SAMN08918217,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3792636848,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-19,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045914,China,Asia,China: Beijing,Homo sapiens,KD-108,HiSeq X Ten,39.9 N 116.23 E,KD-108,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:55:00Z,1,KD-108,SRP144673
SRR7124645,WGS,300,8874384900,PRJNA449784,SAMN08918220,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3615639520,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-23,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045913,China,Asia,China: Beijing,Homo sapiens,KD-111,HiSeq X Ten,39.9 N 116.23 E,KD-111,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:39:00Z,1,KD-111,SRP144673
SRR7124646,WGS,300,11823695700,PRJNA449784,SAMN08918219,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4595196077,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-19,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045912,China,Asia,China: Beijing,Homo sapiens,KD-110,HiSeq X Ten,39.9 N 116.23 E,KD-110,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:36:00Z,1,KD-110,SRP144673
SRR7124647,WGS,300,12610113000,PRJNA449784,SAMN08918109,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4954484298,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-27,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045911,China,Asia,China: Beijing,Homo sapiens,CON-069,HiSeq X Ten,39.9 N 116.23 E,CON-069,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:47:00Z,1,CON-069,SRP144673
SRR7124648,WGS,300,10612173000,PRJNA449784,SAMN08918154,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4040631646,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-26,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045910,China,Asia,China: Beijing,Homo sapiens,KD-045,HiSeq X Ten,39.97 N 116.38 E,KD-045,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:38:00Z,1,KD-045,SRP144673
SRR7124649,WGS,300,12275418600,PRJNA449784,SAMN08918153,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4691322901,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045909,China,Asia,China: Beijing,Homo sapiens,KD-044,HiSeq X Ten,39.97 N 116.38 E,KD-044,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:45:00Z,1,KD-044,SRP144673
SRR7124650,WGS,300,11108074200,PRJNA449784,SAMN08918152,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4236756932,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045908,China,Asia,China: Beijing,Homo sapiens,KD-043,HiSeq X Ten,39.97 N 116.38 E,KD-043,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:43:00Z,1,KD-043,SRP144673
SRR7124651,WGS,300,12273140400,PRJNA449784,SAMN08918151,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4590289388,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045907,China,Asia,China: Beijing,Homo sapiens,KD-042,HiSeq X Ten,39.97 N 116.38 E,KD-042,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:01:00Z,1,KD-042,SRP144673
SRR7124652,WGS,300,11062023300,PRJNA449784,SAMN08918158,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4088053836,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045906,China,Asia,China: Beijing,Homo sapiens,KD-049,HiSeq X Ten,39.97 N 116.38 E,KD-049,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:45:00Z,1,KD-049,SRP144673
SRR7124653,WGS,300,10878283500,PRJNA449784,SAMN08918157,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4077294579,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045905,China,Asia,China: Beijing,Homo sapiens,KD-048,HiSeq X Ten,39.97 N 116.38 E,KD-048,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:40:00Z,1,KD-048,SRP144673
SRR7124654,WGS,300,12100111800,PRJNA449784,SAMN08918156,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4538571735,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045904,China,Asia,China: Beijing,Homo sapiens,KD-047,HiSeq X Ten,39.97 N 116.38 E,KD-047,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:57:00Z,1,KD-047,SRP144673
SRR7124655,WGS,300,9724923000,PRJNA449784,SAMN08918155,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3702567180,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045903,China,Asia,China: Beijing,Homo sapiens,KD-046,HiSeq X Ten,39.97 N 116.38 E,KD-046,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:37:00Z,1,KD-046,SRP144673
SRR7124656,WGS,300,13777309500,PRJNA449784,SAMN08918160,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4988724617,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045902,China,Asia,China: Beijing,Homo sapiens,KD-051,HiSeq X Ten,39.97 N 116.38 E,KD-051,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:43:00Z,1,KD-051,SRP144673
SRR7124657,WGS,300,11272222200,PRJNA449784,SAMN08918159,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4183726010,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045901,China,Asia,China: Beijing,Homo sapiens,KD-050,HiSeq X Ten,39.97 N 116.38 E,KD-050,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:42:00Z,1,KD-050,SRP144673
SRR7124658,WGS,300,7315982700,PRJNA449784,SAMN08918251,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2912488807,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045900,China,Asia,China: Beijing,Homo sapiens,KD-142,HiSeq X Ten,39.93 N 116.18 E,KD-142,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T12:42:00Z,1,KD-142,SRP144673
