Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,ID,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR7124703,WGS,300,11643736800,PRJNA449784,SAMN08918071,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4322522764,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-13,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045855,China,Asia,China: Beijing,Homo sapiens,CON-031,HiSeq X Ten,39.9 N 116.23 E,CON-031,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:17:00Z,1,CON-031,SRP144673
SRR7124704,WGS,300,11123052000,PRJNA449784,SAMN08918331,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4408291805,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-23,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045854,China,Asia,China: Beijing,Homo sapiens,KD-222,HiSeq X Ten,39.9 N 116.25 E,KD-222,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:07:00Z,1,KD-222,SRP144673
SRR7124705,WGS,300,9934908900,PRJNA449784,SAMN08918332,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3696120012,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-06,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045853,China,Asia,China: Beijing,Homo sapiens,KD-223,HiSeq X Ten,39.9 N 116.25 E,KD-223,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:08:00Z,1,KD-223,SRP144673
SRR7124706,WGS,300,11706978900,PRJNA449784,SAMN08918049,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4589626924,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-12,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045852,China,Asia,China: Beijing,Homo sapiens,CON-009,HiSeq X Ten,39.9 N 116.23 E,CON-009,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:08:00Z,1,CON-009,SRP144673
SRR7124707,WGS,300,11483541300,PRJNA449784,SAMN08918279,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4407120115,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045851,China,Asia,China: Beijing,Homo sapiens,KD-170,HiSeq X Ten,39.93 N 116.18 E,KD-170,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:10:00Z,1,KD-170,SRP144673
SRR7124708,WGS,300,13295314500,PRJNA449784,SAMN08918280,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4881644654,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045850,China,Asia,China: Beijing,Homo sapiens,KD-171,HiSeq X Ten,39.93 N 116.18 E,KD-171,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:15:00Z,1,KD-171,SRP144673
SRR7124709,WGS,300,11718430200,PRJNA449784,SAMN08918273,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4597178440,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045849,China,Asia,China: Beijing,Homo sapiens,KD-164,HiSeq X Ten,39.93 N 116.18 E,KD-164,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:11:00Z,1,KD-164,SRP144673
SRR7124710,WGS,300,10598681400,PRJNA449784,SAMN08918274,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3940140593,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045848,China,Asia,China: Beijing,Homo sapiens,KD-165,HiSeq X Ten,39.93 N 116.18 E,KD-165,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:10:00Z,1,KD-165,SRP144673
SRR7124711,WGS,300,10077800100,PRJNA449784,SAMN08918271,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3747632949,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045847,China,Asia,China: Beijing,Homo sapiens,KD-162,HiSeq X Ten,39.93 N 116.18 E,KD-162,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:18:00Z,1,KD-162,SRP144673
SRR7124712,WGS,300,12365952900,PRJNA449784,SAMN08918272,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4709139541,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045846,China,Asia,China: Beijing,Homo sapiens,KD-163,HiSeq X Ten,39.93 N 116.18 E,KD-163,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:19:00Z,1,KD-163,SRP144673
SRR7124713,WGS,300,12124557900,PRJNA449784,SAMN08918277,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4703850146,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045845,China,Asia,China: Beijing,Homo sapiens,KD-168,HiSeq X Ten,39.93 N 116.18 E,KD-168,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:18:00Z,1,KD-168,SRP144673
SRR7124714,WGS,300,11852603700,PRJNA449784,SAMN08918278,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4538090490,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-12,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045844,China,Asia,China: Beijing,Homo sapiens,KD-169,HiSeq X Ten,39.93 N 116.18 E,KD-169,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:22:00Z,1,KD-169,SRP144673
SRR7124715,WGS,300,10754191500,PRJNA449784,SAMN08918275,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4148867433,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045843,China,Asia,China: Beijing,Homo sapiens,KD-166,HiSeq X Ten,39.93 N 116.18 E,KD-166,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:20:00Z,1,KD-166,SRP144673
SRR7124716,WGS,300,10599584400,PRJNA449784,SAMN08918276,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4200841056,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045842,China,Asia,China: Beijing,Homo sapiens,KD-167,HiSeq X Ten,39.93 N 116.18 E,KD-167,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:12:00Z,1,KD-167,SRP144673
SRR7124717,WGS,300,11568287400,PRJNA449784,SAMN08918069,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4583603371,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-15,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045841,China,Asia,China: Beijing,Homo sapiens,CON-029,HiSeq X Ten,39.9 N 116.23 E,CON-029,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:26:00Z,1,CON-029,SRP144673
SRR7124718,WGS,300,11554080900,PRJNA449784,SAMN08918070,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4238438219,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-12,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045840,China,Asia,China: Beijing,Homo sapiens,CON-030,HiSeq X Ten,39.9 N 116.23 E,CON-030,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:14:00Z,1,CON-030,SRP144673
SRR7124719,WGS,300,12662079300,PRJNA449784,SAMN08918330,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4904292617,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-21,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045839,China,Asia,China: Beijing,Homo sapiens,KD-221,HiSeq X Ten,39.9 N 116.25 E,KD-221,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:16:00Z,1,KD-221,SRP144673
SRR7124720,WGS,300,11330560500,PRJNA449784,SAMN08918061,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4177958852,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-14,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045838,China,Asia,China: Beijing,Homo sapiens,CON-021,HiSeq X Ten,39.9 N 116.23 E,CON-021,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:13:00Z,1,CON-021,SRP144673
SRR7124721,WGS,300,11554663800,PRJNA449784,SAMN08918062,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4334231302,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-14,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045837,China,Asia,China: Beijing,Homo sapiens,CON-022,HiSeq X Ten,39.9 N 116.23 E,CON-022,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:15:00Z,1,CON-022,SRP144673
SRR7124722,WGS,300,11796650400,PRJNA449784,SAMN08918063,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4347733286,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-14,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045836,China,Asia,China: Beijing,Homo sapiens,CON-023,HiSeq X Ten,39.9 N 116.23 E,CON-023,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:15:00Z,1,CON-023,SRP144673
SRR7124723,WGS,300,10163220000,PRJNA449784,SAMN08918064,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3758814784,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-14,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045835,China,Asia,China: Beijing,Homo sapiens,CON-024,HiSeq X Ten,39.9 N 116.23 E,CON-024,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:12:00Z,1,CON-024,SRP144673
SRR7124724,WGS,300,10154179500,PRJNA449784,SAMN08918065,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3945328264,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-14,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045834,China,Asia,China: Beijing,Homo sapiens,CON-025,HiSeq X Ten,39.9 N 116.23 E,CON-025,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:14:00Z,1,CON-025,SRP144673
SRR7124725,WGS,300,11485720500,PRJNA449784,SAMN08918066,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4449644929,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-13,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045833,China,Asia,China: Beijing,Homo sapiens,CON-026,HiSeq X Ten,39.9 N 116.23 E,CON-026,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:16:00Z,1,CON-026,SRP144673
SRR7124726,WGS,300,10681715400,PRJNA449784,SAMN08918067,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4250643733,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-14,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045832,China,Asia,China: Beijing,Homo sapiens,CON-027,HiSeq X Ten,39.9 N 116.23 E,CON-027,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:18:00Z,1,CON-027,SRP144673
SRR7124727,WGS,300,13541776800,PRJNA449784,SAMN08918068,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5410426645,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-01-15,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045831,China,Asia,China: Beijing,Homo sapiens,CON-028,HiSeq X Ten,39.9 N 116.23 E,CON-028,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:34:00Z,1,CON-028,SRP144673
SRR7124728,WGS,300,10639917600,PRJNA449784,SAMN08918328,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4262314970,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-18,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045830,China,Asia,China: Beijing,Homo sapiens,KD-219,HiSeq X Ten,39.9 N 116.25 E,KD-219,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:20:00Z,1,KD-219,SRP144673
SRR7124729,WGS,300,10136492400,PRJNA449784,SAMN08918327,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4050263659,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-18,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045829,China,Asia,China: Beijing,Homo sapiens,KD-218,HiSeq X Ten,39.9 N 116.25 E,KD-218,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:11:00Z,1,KD-218,SRP144673
SRR7124730,WGS,300,7455469200,PRJNA449784,SAMN08918326,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2872403187,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-18,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045828,China,Asia,China: Beijing,Homo sapiens,KD-217,HiSeq X Ten,39.9 N 116.25 E,KD-217,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:11:00Z,1,KD-217,SRP144673
SRR7124731,WGS,300,11067947700,PRJNA449784,SAMN08918325,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4341988039,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-10,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045827,China,Asia,China: Beijing,Homo sapiens,KD-216,HiSeq X Ten,39.9 N 116.25 E,KD-216,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:18:00Z,1,KD-216,SRP144673
SRR7124732,WGS,300,12350842200,PRJNA449784,SAMN08918324,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4827538328,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045826,China,Asia,China: Beijing,Homo sapiens,KD-215,HiSeq X Ten,39.9 N 116.25 E,KD-215,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:17:00Z,1,KD-215,SRP144673
SRR7124733,WGS,300,10674794400,PRJNA449784,SAMN08918323,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4267213440,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045825,China,Asia,China: Beijing,Homo sapiens,KD-214,HiSeq X Ten,39.9 N 116.25 E,KD-214,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:18:00Z,1,KD-214,SRP144673
SRR7124734,WGS,300,10855724700,PRJNA449784,SAMN08918169,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4368402543,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045824,China,Asia,China: Beijing,Homo sapiens,KD-060,HiSeq X Ten,39.9 N 116.23 E,KD-060,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:16:00Z,1,KD-060,SRP144673
SRR7124735,WGS,300,12055018500,PRJNA449784,SAMN08918170,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4813796428,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045823,China,Asia,China: Beijing,Homo sapiens,KD-061,HiSeq X Ten,39.9 N 116.23 E,KD-061,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:17:00Z,1,KD-061,SRP144673
SRR7124736,WGS,300,12070373100,PRJNA449784,SAMN08918167,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4715603521,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045822,China,Asia,China: Beijing,Homo sapiens,KD-058,HiSeq X Ten,39.9 N 116.23 E,KD-058,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:15:00Z,1,KD-058,SRP144673
SRR7124737,WGS,300,10965651300,PRJNA449784,SAMN08918168,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4423790051,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045821,China,Asia,China: Beijing,Homo sapiens,KD-059,HiSeq X Ten,39.9 N 116.23 E,KD-059,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:16:00Z,1,KD-059,SRP144673
SRR7124738,WGS,300,11670092100,PRJNA449784,SAMN08918165,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4717714287,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-02,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045820,China,Asia,China: Beijing,Homo sapiens,KD-056,HiSeq X Ten,39.9 N 116.23 E,KD-056,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:19:00Z,1,KD-056,SRP144673
SRR7124739,WGS,300,11835722100,PRJNA449784,SAMN08918166,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4586364887,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-07,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045819,China,Asia,China: Beijing,Homo sapiens,KD-057,HiSeq X Ten,39.9 N 116.23 E,KD-057,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:19:00Z,1,KD-057,SRP144673
SRR7124740,WGS,300,9940216200,PRJNA449784,SAMN08918163,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3906340290,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-02,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX4045818,China,Asia,China: Beijing,Homo sapiens,KD-054,HiSeq X Ten,39.9 N 116.23 E,KD-054,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:17:00Z,1,KD-054,SRP144673
SRR7124741,WGS,300,10980824700,PRJNA449784,SAMN08918164,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4325295179,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-03-02,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045817,China,Asia,China: Beijing,Homo sapiens,KD-055,HiSeq X Ten,39.9 N 116.23 E,KD-055,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:19:00Z,1,KD-055,SRP144673
SRR7124742,WGS,300,12775534500,PRJNA449784,SAMN08918161,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4621670862,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-24,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045816,China,Asia,China: Beijing,Homo sapiens,KD-052,HiSeq X Ten,39.97 N 116.38 E,KD-052,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:23:00Z,1,KD-052,SRP144673
SRR7124743,WGS,300,11833994700,PRJNA449784,SAMN08918162,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4337060100,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-05-25,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX4045815,China,Asia,China: Beijing,Homo sapiens,KD-053,HiSeq X Ten,39.97 N 116.38 E,KD-053,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:21:00Z,1,KD-053,SRP144673
SRR7124744,WGS,300,9311358300,PRJNA449784,SAMN08918270,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3761681469,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX4045814,China,Asia,China: Beijing,Homo sapiens,KD-161,HiSeq X Ten,39.93 N 116.18 E,KD-161,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:36:00Z,1,KD-161,SRP144673
SRR7124745,WGS,300,11973636900,PRJNA449784,SAMN08918269,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4570901792,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-11,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX4045813,China,Asia,China: Beijing,Homo sapiens,KD-160,HiSeq X Ten,39.93 N 116.18 E,KD-160,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:20:00Z,1,KD-160,SRP144673
SRR7124746,WGS,300,12041082000,PRJNA449784,SAMN08918329,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4538527412,PROMEGENE TRANSLATIONAL RESEARCH INSTITUTE,2016-04-20,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX4045812,China,Asia,China: Beijing,Homo sapiens,KD-220,HiSeq X Ten,39.9 N 116.25 E,KD-220,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2019-05-31T00:00:00Z,2018-05-07T13:21:00Z,1,KD-220,SRP144673
