Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,broad-scale_environmental_context,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),environmental_medium,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id
ERR10824096,WGS,298,7561646446,PRJEB59350,SAMEA112439774,human feces,3009956100,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10269133,SAMEA112439774,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:19:00Z,1,SAMEA112439774,P114,gut metagenome,ERP144399,P114
ERR10824132,WGS,298,7415554323,PRJEB59350,SAMEA112439775,human feces,3025598840,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10269169,SAMEA112439775,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:15:00Z,1,SAMEA112439775,P115,gut metagenome,ERP144399,P115
ERR10824161,WGS,297,6442336773,PRJEB59350,SAMEA112439776,human feces,2551028708,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10269198,SAMEA112439776,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:15:00Z,1,SAMEA112439776,P116,gut metagenome,ERP144399,P116
ERR10824179,WGS,298,5834264976,PRJEB59350,SAMEA112439777,human feces,2387117491,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10269216,SAMEA112439777,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:54:00Z,1,SAMEA112439777,P118,gut metagenome,ERP144399,P118
ERR10824210,WGS,297,8437914224,PRJEB59350,SAMEA112439778,human feces,3331547202,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10269247,SAMEA112439778,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:53:00Z,1,SAMEA112439778,P119,gut metagenome,ERP144399,P119
ERR10824345,WGS,298,7449369816,PRJEB59350,SAMEA112439779,human feces,2657272042,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10269382,SAMEA112439779,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:16:00Z,1,SAMEA112439779,P11old,gut metagenome,ERP144399,P11old
ERR10824553,WGS,301,3859410641,PRJEB59350,SAMEA112439780,human feces,1748798558,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10269590,SAMEA112439780,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:56:00Z,1,SAMEA112439780,P120,gut metagenome,ERP144399,P120
ERR10824969,WGS,298,8776271175,PRJEB59350,SAMEA112439781,human feces,3121248990,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270006,SAMEA112439781,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:20:00Z,1,SAMEA112439781,P12,gut metagenome,ERP144399,P12
ERR10825037,WGS,298,10140085938,PRJEB59350,SAMEA112439782,human feces,3638927985,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270066,SAMEA112439782,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:16:00Z,1,SAMEA112439782,P14,gut metagenome,ERP144399,P14
ERR10825046,WGS,298,4101069077,PRJEB59350,SAMEA112439783,human feces,1481796145,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270075,SAMEA112439783,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:56:00Z,1,SAMEA112439783,P15,gut metagenome,ERP144399,P15
ERR10825147,WGS,297,14523632778,PRJEB59350,SAMEA112439784,human feces,5658799522,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270188,SAMEA112439784,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:23:00Z,1,SAMEA112439784,P16,gut metagenome,ERP144399,P16
ERR10825148,WGS,298,4723797685,PRJEB59350,SAMEA112439785,human feces,1713003326,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270189,SAMEA112439785,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:56:00Z,1,SAMEA112439785,P17,gut metagenome,ERP144399,P17
ERR10825151,WGS,299,7348774259,PRJEB59350,SAMEA112439786,human feces,2649465783,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270192,SAMEA112439786,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:57:00Z,1,SAMEA112439786,P18,gut metagenome,ERP144399,P18
ERR10825153,WGS,298,5495377260,PRJEB59350,SAMEA112439787,human feces,1976517000,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270194,SAMEA112439787,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:16:00Z,1,SAMEA112439787,P19,gut metagenome,ERP144399,P19
ERR10825155,WGS,298,9593298609,PRJEB59350,SAMEA112439788,human feces,3374213379,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270196,SAMEA112439788,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-30T00:00:00Z,1,SAMEA112439788,P20,gut metagenome,ERP144399,P20
ERR10825168,WGS,299,5373695851,PRJEB59350,SAMEA112439789,human feces,1957315858,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270209,SAMEA112439789,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:10:00Z,1,SAMEA112439789,P24,gut metagenome,ERP144399,P24
ERR10825170,WGS,298,6388261163,PRJEB59350,SAMEA112439790,human feces,2338295020,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270211,SAMEA112439790,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:56:00Z,1,SAMEA112439790,P26,gut metagenome,ERP144399,P26
ERR10825182,WGS,299,8744713334,PRJEB59350,SAMEA112439791,human feces,3177437987,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270223,SAMEA112439791,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:49:00Z,1,SAMEA112439791,P28,gut metagenome,ERP144399,P28
ERR10825183,WGS,299,2525988700,PRJEB59350,SAMEA112439792,human feces,1064013053,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270224,SAMEA112439792,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:53:00Z,1,SAMEA112439792,P31,gut metagenome,ERP144399,P31
ERR10825184,WGS,299,5617280555,PRJEB59350,SAMEA112439793,human feces,2046535913,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270225,SAMEA112439793,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:15:00Z,1,SAMEA112439793,P34,gut metagenome,ERP144399,P34
ERR10825277,WGS,299,2992312806,PRJEB59350,SAMEA112439794,human feces,1083439912,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270318,SAMEA112439794,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:14:00Z,1,SAMEA112439794,P37,gut metagenome,ERP144399,P37
ERR10825278,WGS,299,3284770397,PRJEB59350,SAMEA112439795,human feces,1207105430,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270319,SAMEA112439795,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:10:00Z,1,SAMEA112439795,P38,gut metagenome,ERP144399,P38
ERR10825280,WGS,298,7983343645,PRJEB59350,SAMEA112439796,human feces,3155161561,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270321,SAMEA112439796,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:16:00Z,1,SAMEA112439796,P42,gut metagenome,ERP144399,P42
ERR10825282,WGS,301,4918244530,PRJEB59350,SAMEA112439797,human feces,2208767231,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270323,SAMEA112439797,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:48:00Z,1,SAMEA112439797,P43,gut metagenome,ERP144399,P43
ERR10825377,WGS,297,14956581346,PRJEB59350,SAMEA112439798,human feces,5280705555,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270418,SAMEA112439798,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-30T00:07:00Z,1,SAMEA112439798,P45,gut metagenome,ERP144399,P45
ERR10825378,WGS,298,4827245451,PRJEB59350,SAMEA112439799,human feces,1726722789,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270419,SAMEA112439799,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:14:00Z,1,SAMEA112439799,P46,gut metagenome,ERP144399,P46
ERR10825380,WGS,298,7608719443,PRJEB59350,SAMEA112439800,human feces,3035300356,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270421,SAMEA112439800,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:18:00Z,1,SAMEA112439800,P47,gut metagenome,ERP144399,P47
ERR10825382,WGS,299,7117217390,PRJEB59350,SAMEA112439801,human feces,2941273553,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270423,SAMEA112439801,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:55:59Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:11:00Z,1,SAMEA112439801,P48,gut metagenome,ERP144399,P48
ERR10825383,WGS,299,4790128250,PRJEB59350,SAMEA112439802,human feces,1741806456,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270424,SAMEA112439802,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:56:00Z,1,SAMEA112439802,P4,gut metagenome,ERP144399,P4
ERR10825384,WGS,300,4163136586,PRJEB59350,SAMEA112439803,human feces,1866263234,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270425,SAMEA112439803,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:55:00Z,1,SAMEA112439803,P50,gut metagenome,ERP144399,P50
ERR10825385,WGS,301,2704807759,PRJEB59350,SAMEA112439804,human feces,1225451398,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270426,SAMEA112439804,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:09:00Z,1,SAMEA112439804,P51,gut metagenome,ERP144399,P51
ERR10825386,WGS,297,10102084132,PRJEB59350,SAMEA112439805,human feces,3863881880,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270427,SAMEA112439805,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-30T00:01:00Z,1,SAMEA112439805,P52,gut metagenome,ERP144399,P52
ERR10825388,WGS,298,6130349560,PRJEB59350,SAMEA112439806,human feces,2484470927,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270429,SAMEA112439806,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:52:00Z,1,SAMEA112439806,P53,gut metagenome,ERP144399,P53
ERR10825432,WGS,297,7394522034,PRJEB59350,SAMEA112439807,human feces,2923401122,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270473,SAMEA112439807,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:16:00Z,1,SAMEA112439807,P56,gut metagenome,ERP144399,P56
ERR10825434,WGS,297,8848341967,PRJEB59350,SAMEA112439808,human feces,3519591666,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270475,SAMEA112439808,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:55:00Z,1,SAMEA112439808,P57,gut metagenome,ERP144399,P57
ERR10825437,WGS,298,3892796807,PRJEB59350,SAMEA112439809,human feces,1636723138,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270478,SAMEA112439809,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T10:14:00Z,1,SAMEA112439809,P58,gut metagenome,ERP144399,P58
ERR10825442,WGS,301,6290322811,PRJEB59350,SAMEA112439810,human feces,2768633385,"INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI",2015,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2024-08-22,2024-08-22,2024-08-22,human feces,ERX10270483,SAMEA112439810,Finland,Europe,Finland,60.192059,24.945831,"Institute of Biotechnology\, University of Helsinki",2023-01-30T09:56:00Z,public,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,human feces,gut metagenome,ILLUMINA,Gut Microbiota,2024-08-23T00:00:00Z,2024-08-29T23:57:00Z,1,SAMEA112439810,P59,gut metagenome,ERP144399,P59
