Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR12143694,WGS,99,4532996972,PRJNA633381,SAMN14943222,Metagenome or environmental,2988832844,TECHNICAL UNIVERSITY OF DENMARK,2014-06-18,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664857,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_14X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:58:00Z,1,IgAD_14X,14X,SRP269938
SRR12143695,WGS,99,5069146768,PRJNA633381,SAMN14943302,Metagenome or environmental,3259318639,TECHNICAL UNIVERSITY OF DENMARK,2015-07-19,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664856,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_50X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:16:00Z,1,IgAD_50X,50X,SRP269938
SRR12143696,WGS,94,8561977706,PRJNA633381,SAMN14943301,Metagenome or environmental,5364350425,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664855,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_50A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:23:00Z,1,IgAD_50A,50A,SRP269938
SRR12143697,WGS,99,7961836589,PRJNA633381,SAMN14943300,Metagenome or environmental,4958396073,TECHNICAL UNIVERSITY OF DENMARK,2014-05-19,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664854,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_4X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T11:03:00Z,1,IgAD_4X,4X,SRP269938
SRR12143698,WGS,99,7972326661,PRJNA633381,SAMN14943299,Metagenome or environmental,5046340059,TECHNICAL UNIVERSITY OF DENMARK,2014-05-23,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664853,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_4A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:34:00Z,1,IgAD_4A,4A,SRP269938
SRR12143699,WGS,99,4049421523,PRJNA633381,SAMN14943298,Metagenome or environmental,2664088488,TECHNICAL UNIVERSITY OF DENMARK,2015-01-20,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664852,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_49X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:58:00Z,1,IgAD_49X,49X,SRP269938
SRR12143700,WGS,93,6053374329,PRJNA633381,SAMN14943297,Metagenome or environmental,3811835626,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664851,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_49A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:25:00Z,1,IgAD_49A,49A,SRP269938
SRR12143701,WGS,99,6223645567,PRJNA633381,SAMN14943296,Metagenome or environmental,3931532415,TECHNICAL UNIVERSITY OF DENMARK,2015-08-02,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664850,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_48X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:29:00Z,1,IgAD_48X,48X,SRP269938
SRR12143702,WGS,94,4889870037,PRJNA633381,SAMN14943295,Metagenome or environmental,3063997896,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664849,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_48A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:55:00Z,1,IgAD_48A,48A,SRP269938
SRR12143703,WGS,99,6032438019,PRJNA633381,SAMN14943294,Metagenome or environmental,3754904149,TECHNICAL UNIVERSITY OF DENMARK,2015-08-09,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664848,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_47X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:34:00Z,1,IgAD_47X,47X,SRP269938
SRR12143704,WGS,99,4355700463,PRJNA633381,SAMN14943293,Metagenome or environmental,2898510771,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664847,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_47A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:58:00Z,1,IgAD_47A,47A,SRP269938
SRR12143705,WGS,99,9138688873,PRJNA633381,SAMN14943221,Metagenome or environmental,5803248513,TECHNICAL UNIVERSITY OF DENMARK,2014-06-18,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664846,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_14A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T06:23:00Z,1,IgAD_14A,14A,SRP269938
SRR12143706,WGS,99,7462530561,PRJNA633381,SAMN14943292,Metagenome or environmental,4696266639,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664845,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_46X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:42:00Z,1,IgAD_46X,46X,SRP269938
SRR12143707,WGS,99,6209218358,PRJNA633381,SAMN14943291,Metagenome or environmental,3939507035,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664844,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_46A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:51:00Z,1,IgAD_46A,46A,SRP269938
SRR12143708,WGS,99,8931212401,PRJNA633381,SAMN14943290,Metagenome or environmental,5699316206,TECHNICAL UNIVERSITY OF DENMARK,2016-04-03,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664843,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_45X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:44:00Z,1,IgAD_45X,45X,SRP269938
SRR12143709,WGS,95,9026258073,PRJNA633381,SAMN14943289,Metagenome or environmental,5472754064,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664842,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_45A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:51:00Z,1,IgAD_45A,45A,SRP269938
SRR12143710,WGS,99,6386708707,PRJNA633381,SAMN14943288,Metagenome or environmental,3985440182,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664841,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_44X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:55:00Z,1,IgAD_44X,44X,SRP269938
SRR12143711,WGS,99,9549433016,PRJNA633381,SAMN14943287,Metagenome or environmental,5832735239,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664840,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_44A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:31:00Z,1,IgAD_44A,44A,SRP269938
SRR12143712,WGS,99,6694453137,PRJNA633381,SAMN14943286,Metagenome or environmental,4325208558,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664839,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_43X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T02:53:00Z,1,IgAD_43X,43X,SRP269938
SRR12143713,WGS,99,5887458006,PRJNA633381,SAMN14943285,Metagenome or environmental,3646552108,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664838,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_43A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:02:00Z,1,IgAD_43A,43A,SRP269938
SRR12143714,WGS,99,8858550079,PRJNA633381,SAMN14943284,Metagenome or environmental,5541001542,TECHNICAL UNIVERSITY OF DENMARK,2015-01-22,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664837,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_42X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:07:00Z,1,IgAD_42X,42X,SRP269938
SRR12143715,WGS,99,5246122244,PRJNA633381,SAMN14943220,Metagenome or environmental,3437166337,TECHNICAL UNIVERSITY OF DENMARK,2015-08-20,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664836,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_13X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:05:00Z,1,IgAD_13X,13X,SRP269938
SRR12143716,WGS,99,4262286125,PRJNA633381,SAMN14943282,Metagenome or environmental,2811030112,TECHNICAL UNIVERSITY OF DENMARK,2015-01-28,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664835,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_41X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T19:03:00Z,1,IgAD_41X,41X,SRP269938
SRR12143717,WGS,95,6642947261,PRJNA633381,SAMN14943281,Metagenome or environmental,4057937753,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664834,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_41A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:16:00Z,1,IgAD_41A,41A,SRP269938
SRR12143718,WGS,99,6631465629,PRJNA633381,SAMN14943280,Metagenome or environmental,4111769964,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664833,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_40X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:28:00Z,1,IgAD_40X,40X,SRP269938
SRR12143719,WGS,99,9469864001,PRJNA633381,SAMN14943279,Metagenome or environmental,5919519053,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664832,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_40A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:02:00Z,1,IgAD_40A,40A,SRP269938
SRR12143720,WGS,99,4762893221,PRJNA633381,SAMN14943278,Metagenome or environmental,3122636672,TECHNICAL UNIVERSITY OF DENMARK,2015-08-13,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664831,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_3X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:59:00Z,1,IgAD_3X,3X,SRP269938
SRR12143721,WGS,99,4332542458,PRJNA633381,SAMN14943277,Metagenome or environmental,2894463592,TECHNICAL UNIVERSITY OF DENMARK,2015-08-24,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664830,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_3A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:56:00Z,1,IgAD_3A,3A,SRP269938
SRR12143722,WGS,99,5222262052,PRJNA633381,SAMN14943276,Metagenome or environmental,3242097118,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664829,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_39X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:45:00Z,1,IgAD_39X,39X,SRP269938
SRR12143723,WGS,99,6346886241,PRJNA633381,SAMN14943275,Metagenome or environmental,4003275434,TECHNICAL UNIVERSITY OF DENMARK,2014-06-26,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664828,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_39A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:48:00Z,1,IgAD_39A,39A,SRP269938
SRR12143724,WGS,99,3914908286,PRJNA633381,SAMN14943274,Metagenome or environmental,2430111315,TECHNICAL UNIVERSITY OF DENMARK,2015-03-15,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664827,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_38X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:55:00Z,1,IgAD_38X,38X,SRP269938
SRR12143725,WGS,95,9552615822,PRJNA633381,SAMN14943273,Metagenome or environmental,5787857983,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664826,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_38A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:40:00Z,1,IgAD_38A,38A,SRP269938
SRR12143726,WGS,93,8417863041,PRJNA633381,SAMN14943219,Metagenome or environmental,5338598350,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664825,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_13A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:50:00Z,1,IgAD_13A,13A,SRP269938
SRR12143727,WGS,99,4594119731,PRJNA633381,SAMN14943272,Metagenome or environmental,3016952579,TECHNICAL UNIVERSITY OF DENMARK,2015-07-25,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664824,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_37X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:59:00Z,1,IgAD_37X,37X,SRP269938
SRR12143728,WGS,99,4731577378,PRJNA633381,SAMN14943271,Metagenome or environmental,3121303843,TECHNICAL UNIVERSITY OF DENMARK,2015-08-14,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664823,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_37A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:55:00Z,1,IgAD_37A,37A,SRP269938
SRR12143729,WGS,99,4834321245,PRJNA633381,SAMN14943270,Metagenome or environmental,3184863211,TECHNICAL UNIVERSITY OF DENMARK,2015-09-20,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664822,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_36X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:59:00Z,1,IgAD_36X,36X,SRP269938
SRR12143730,WGS,99,6179054112,PRJNA633381,SAMN14943269,Metagenome or environmental,3949059070,TECHNICAL UNIVERSITY OF DENMARK,2015-09-03,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664821,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_36A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:10:00Z,1,IgAD_36A,36A,SRP269938
SRR12143731,WGS,99,7826296677,PRJNA633381,SAMN14943268,Metagenome or environmental,4829130808,TECHNICAL UNIVERSITY OF DENMARK,2015-08-31,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664820,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_35X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:47:00Z,1,IgAD_35X,35X,SRP269938
SRR12143732,WGS,93,6067728860,PRJNA633381,SAMN14943267,Metagenome or environmental,3897074123,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664819,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_35A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T03:42:00Z,1,IgAD_35A,35A,SRP269938
