Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_material_id,SRA Study
SRR12143783,WGS,99,8531642978,PRJNA633381,SAMN14943338,Metagenome or environmental,5390816092,TECHNICAL UNIVERSITY OF DENMARK,2015-10-23,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664768,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_80X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:10:00Z,1,IgAD_80X,80X,SRP269938
SRR12143784,WGS,99,5296526505,PRJNA633381,SAMN14943337,Metagenome or environmental,3428707843,TECHNICAL UNIVERSITY OF DENMARK,2014-05-24,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664767,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_7X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:04:00Z,1,IgAD_7X,7X,SRP269938
SRR12143785,WGS,99,7152299613,PRJNA633381,SAMN14943336,Metagenome or environmental,4620265583,TECHNICAL UNIVERSITY OF DENMARK,2014-05-24,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664766,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_7A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:07:00Z,1,IgAD_7A,7A,SRP269938
SRR12143786,WGS,99,5530869431,PRJNA633381,SAMN14943335,Metagenome or environmental,3540646796,TECHNICAL UNIVERSITY OF DENMARK,2015-12-20,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664765,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_79X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:22:00Z,1,IgAD_79X,79X,SRP269938
SRR12143787,WGS,99,4846725089,PRJNA633381,SAMN14943334,Metagenome or environmental,3110877835,TECHNICAL UNIVERSITY OF DENMARK,2016-01-16,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664764,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_78X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:56:00Z,1,IgAD_78X,78X,SRP269938
SRR12143788,WGS,99,13408973767,PRJNA633381,SAMN14943333,Metagenome or environmental,8477774576,TECHNICAL UNIVERSITY OF DENMARK,2016-04-10,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664763,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_77X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:54:00Z,1,IgAD_77X,77X,SRP269938
SRR12143789,WGS,99,5797944074,PRJNA633381,SAMN14943225,Metagenome or environmental,3630051301,TECHNICAL UNIVERSITY OF DENMARK,2015-08-27,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664762,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_16A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:07:00Z,1,IgAD_16A,16A,SRP269938
SRR12143790,WGS,99,7378521925,PRJNA633381,SAMN14943332,Metagenome or environmental,4534093529,TECHNICAL UNIVERSITY OF DENMARK,2015-01-22,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664761,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_76X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:13:00Z,1,IgAD_76X,76X,SRP269938
SRR12143791,WGS,99,11480990114,PRJNA633381,SAMN14943331,Metagenome or environmental,7144593963,TECHNICAL UNIVERSITY OF DENMARK,2015-01-18,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664760,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_75X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T05:51:00Z,1,IgAD_75X,75X,SRP269938
SRR12143792,WGS,99,7376221776,PRJNA633381,SAMN14943330,Metagenome or environmental,4615930363,TECHNICAL UNIVERSITY OF DENMARK,2015-01-29,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664759,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_74X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:11:00Z,1,IgAD_74X,74X,SRP269938
SRR12143793,WGS,99,5964003278,PRJNA633381,SAMN14943329,Metagenome or environmental,3943642302,TECHNICAL UNIVERSITY OF DENMARK,2015-11-25,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664758,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_73X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:12:00Z,1,IgAD_73X,73X,SRP269938
SRR12143794,WGS,99,5714739868,PRJNA633381,SAMN14943328,Metagenome or environmental,3639363133,TECHNICAL UNIVERSITY OF DENMARK,2015-08-12,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664757,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_72X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:14:00Z,1,IgAD_72X,72X,SRP269938
SRR12143795,WGS,99,6053938930,PRJNA633381,SAMN14943327,Metagenome or environmental,3845175603,TECHNICAL UNIVERSITY OF DENMARK,2015-10-12,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664756,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_71X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:09:00Z,1,IgAD_71X,71X,SRP269938
SRR12143796,WGS,99,10415531341,PRJNA633381,SAMN14943326,Metagenome or environmental,6578194534,TECHNICAL UNIVERSITY OF DENMARK,2016-03-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664755,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_70X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T05:00:00Z,1,IgAD_70X,70X,SRP269938
SRR12143797,WGS,99,5596787972,PRJNA633381,SAMN14943325,Metagenome or environmental,3737342937,TECHNICAL UNIVERSITY OF DENMARK,2015-11-26,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664754,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_6X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:46:00Z,1,IgAD_6X,6X,SRP269938
SRR12143798,WGS,95,7388495053,PRJNA633381,SAMN14943324,Metagenome or environmental,4486075821,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664753,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_6A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:11:00Z,1,IgAD_6A,6A,SRP269938
SRR12143799,WGS,99,7766626875,PRJNA633381,SAMN14943323,Metagenome or environmental,4791600196,TECHNICAL UNIVERSITY OF DENMARK,2015-02-06,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX8664752,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_69X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:14:00Z,1,IgAD_69X,69X,SRP269938
SRR12143800,WGS,99,6876123057,PRJNA633381,SAMN14943224,Metagenome or environmental,4226194088,TECHNICAL UNIVERSITY OF DENMARK,2015-01-28,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664751,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_15X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T07:40:00Z,1,IgAD_15X,15X,SRP269938
SRR12143801,WGS,99,6905854437,PRJNA633381,SAMN14943322,Metagenome or environmental,4331820205,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664750,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_68X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:15:00Z,1,IgAD_68X,68X,SRP269938
SRR12143802,WGS,99,6528722852,PRJNA633381,SAMN14943321,Metagenome or environmental,4168538480,TECHNICAL UNIVERSITY OF DENMARK,2015-02-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664749,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_67X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:11:00Z,1,IgAD_67X,67X,SRP269938
SRR12143803,WGS,99,6354899965,PRJNA633381,SAMN14943320,Metagenome or environmental,4113168811,TECHNICAL UNIVERSITY OF DENMARK,2016-03-09,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664748,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_66X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:44:00Z,1,IgAD_66X,66X,SRP269938
SRR12143804,WGS,99,4630377102,PRJNA633381,SAMN14943319,Metagenome or environmental,2974890906,TECHNICAL UNIVERSITY OF DENMARK,2015-07-27,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664747,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_65X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:56:00Z,1,IgAD_65X,65X,SRP269938
SRR12143805,WGS,99,4844335474,PRJNA633381,SAMN14943318,Metagenome or environmental,3070453308,TECHNICAL UNIVERSITY OF DENMARK,2015-01-19,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664746,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_64X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:56:00Z,1,IgAD_64X,64X,SRP269938
SRR12143806,WGS,99,6664197915,PRJNA633381,SAMN14943317,Metagenome or environmental,4183488165,TECHNICAL UNIVERSITY OF DENMARK,2015-08-12,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX8664745,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_63X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:28:00Z,1,IgAD_63X,63X,SRP269938
SRR12143807,WGS,99,4369593546,PRJNA633381,SAMN14943316,Metagenome or environmental,2914363150,TECHNICAL UNIVERSITY OF DENMARK,2015-09-10,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664744,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_62X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-03T18:55:00Z,1,IgAD_62X,62X,SRP269938
SRR12143808,WGS,99,6250838090,PRJNA633381,SAMN14943315,Metagenome or environmental,4012429498,TECHNICAL UNIVERSITY OF DENMARK,2015-11-14,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664743,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_61X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:31:00Z,1,IgAD_61X,61X,SRP269938
SRR12143809,WGS,99,5891924536,PRJNA633381,SAMN14943314,Metagenome or environmental,3848272820,TECHNICAL UNIVERSITY OF DENMARK,2015-08-06,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX8664742,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_60X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:15:00Z,1,IgAD_60X,60X,SRP269938
SRR12143810,WGS,99,5488432655,PRJNA633381,SAMN14943313,Metagenome or environmental,3503258535,TECHNICAL UNIVERSITY OF DENMARK,2015-11-16,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664741,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_5X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:14:00Z,1,IgAD_5X,5X,SRP269938
SRR12143811,WGS,95,9018810879,PRJNA633381,SAMN14943223,Metagenome or environmental,5471273152,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX8664740,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_15A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:22:00Z,1,IgAD_15A,15A,SRP269938
SRR12143812,WGS,99,5114201370,PRJNA633381,SAMN14943214,Metagenome or environmental,3156912066,TECHNICAL UNIVERSITY OF DENMARK,2015-03-02,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX8664739,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_10X,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T04:13:00Z,1,IgAD_10X,10X,SRP269938
SRR12143813,WGS,93,5355383278,PRJNA633381,SAMN14943213,Metagenome or environmental,3374686473,TECHNICAL UNIVERSITY OF DENMARK,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX8664738,Sweden,Europe,Sweden: Stockholm,Homo sapiens,BGISEQ-500,human fecal sample,missing,IgAD_10A,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,BGISEQ,2021-05-31T00:00:00Z,2020-07-06T05:20:00Z,1,IgAD_10A,10A,SRP269938
